,time_elapsed,simulationTypeNumber,seed,learning_rate,n_pattern,n_pattern_features,max_epochs,energy_exponent,preset_simulation,Learning was complete at epoch #,Theoretical: random-walk efficiency,Simulated: efficiency (m_perc/m_min),Simulated-Theoretical efficiency difference,Theoretical: minimum energy for learning,Simulated: energy actually used by learning,Energy expended by simulations for consolidations,Energy expended by simulations for maintenance,Energy expended by simulations for maintenance (before thr),Energy expended total,(seen) NLL,(seen) Accuracy,(seen) Precision,(seen) Sensitivity,(seen) Specificity,(unseen) NLL,(unseen) Accuracy,(unseen) Precision,(unseen) Sensitivity,(unseen) Specificity,weights_initialised_as,cache_algorithm,max_size_of_transient_memory,maintenance_cost_of_transient_memory,Optimal threshold,Decay rate of transient memory,number of consolidations,mean consolidation size,number of memory types
151,0.7131612300872803,31,0,1,250,250,1000,1,1,15,7006.239,23711.403,16705.164,0.0,23711.403,19492.069,9517.544,1446.672068275296,29009.613,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,12.121909090909092,1,0.7585628326324962,0.002,3,-0.010691582067847318,3
155,0.5731296539306641,31,4,1,250,250,1000,1,1,12,7006.239,22776.727,15770.488,0.0,22776.727,17965.134,7499.074,1296.4679845909748,25464.208,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,12.121909090909092,1,0.7585628326324962,0.002,3,-0.08320796364562787,3
152,0.9152071475982666,31,1,1,250,250,1000,1,1,19,7006.239,29817.588,22811.349,0.0,29817.588,22365.488,13369.681,1546.3522118348665,35735.169,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,12.121909090909092,1,0.7585628326324962,0.002,3,0.06566936555242378,3
149,1.358307123184204,30,3,1,250,250,1000,1,1,28,7006.239,33241.525,26235.286,0.0,33241.525,23699.059,15193.943,3063.0567183429025,38893.002,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,11.717878787878789,1,0.7585628326324962,0.002,3,-0.04570868967312475,3
154,0.7921791076660156,31,3,1,250,250,1000,1,1,17,7006.239,25138.24,18132.001,0.0,25138.24,20718.052,10799.279,1551.618020447235,31517.331,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,12.121909090909092,1,0.7585628326324962,0.002,3,-0.015450911388975603,3
156,0.7041594982147217,32,0,1,250,250,1000,1,1,15,7006.239,23711.403,16705.164,0.0,23711.403,19492.069,9517.544,1446.672068275296,29009.613,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,12.525939393939394,1,0.7585628326324962,0.002,3,-0.010691582067847318,3
160,0.5641276836395264,32,4,1,250,250,1000,1,1,12,7006.239,22776.727,15770.488,0.0,22776.727,17965.134,7499.074,1296.4679845909748,25464.208,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,12.525939393939394,1,0.7585628326324962,0.002,3,-0.08320796364562787,3
158,0.6181399822235107,32,2,1,250,250,1000,1,1,13,7006.239,20636.232,13629.993,0.0,20636.232,15121.981,8438.486,1213.6401368188037,23560.467,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,12.525939393939394,1,0.7585628326324962,0.002,3,0.031117257645783675,3
157,0.9152071475982666,32,1,1,250,250,1000,1,1,19,7006.239,29817.588,22811.349,0.0,29817.588,22365.488,13369.681,1546.3522118348665,35735.169,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,12.525939393939394,1,0.7585628326324962,0.002,3,0.06566936555242378,3
159,0.833188533782959,32,3,1,250,250,1000,1,1,17,7006.239,25138.24,18132.001,0.0,25138.24,20718.052,10799.279,1551.618020447235,31517.331,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,12.525939393939394,1,0.7585628326324962,0.002,3,-0.015450911388975603,3
161,0.7291648387908936,33,0,1,250,250,1000,1,1,15,7006.239,23711.403,16705.164,0.0,23711.403,19492.069,9517.544,1446.672068275296,29009.613,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,12.929969696969698,1,0.7585628326324962,0.002,3,-0.010691582067847318,3
163,0.6401450634002686,33,2,1,250,250,1000,1,1,13,7006.239,20636.232,13629.993,0.0,20636.232,15121.981,8438.486,1213.6401368188037,23560.467,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,12.929969696969698,1,0.7585628326324962,0.002,3,0.031117257645783675,3
165,0.5721292495727539,33,4,1,250,250,1000,1,1,12,7006.239,22776.727,15770.488,0.0,22776.727,17965.134,7499.074,1296.4679845909748,25464.208,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,12.929969696969698,1,0.7585628326324962,0.002,3,-0.08320796364562787,3
164,0.8121838569641113,33,3,1,250,250,1000,1,1,17,7006.239,25138.24,18132.001,0.0,25138.24,20718.052,10799.279,1551.618020447235,31517.331,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,12.929969696969698,1,0.7585628326324962,0.002,3,-0.015450911388975603,3
166,0.5621278285980225,34,0,1,250,250,1000,1,1,12,7006.239,21043.097,14036.858,0.0,21043.097,16878.135,7916.452,1520.5940485371686,24794.587,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,13.334000000000001,1,0.7585628326324962,0.002,3,0.004421715535068573,3
162,0.9102058410644531,33,1,1,250,250,1000,1,1,19,7006.239,29817.588,22811.349,0.0,29817.588,22365.488,13369.681,1546.3522118348665,35735.169,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,12.929969696969698,1,0.7585628326324962,0.002,3,0.06566936555242378,3
168,0.5431225299835205,34,2,1,250,250,1000,1,1,12,7006.239,19058.009,12051.77,0.0,19058.009,16043.735,6977.761,1094.6262805131416,23021.496,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,13.334000000000001,1,0.7585628326324962,0.002,3,0.01099239491766154,3
170,0.5551254749298096,34,4,1,250,250,1000,1,1,12,7006.239,22543.143,15536.904,0.0,22543.143,17620.527,8436.522,1274.550071878822,26057.049,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,13.334000000000001,1,0.7585628326324962,0.002,3,-0.11500061933803699,3
171,0.5481228828430176,35,0,1,250,250,1000,1,1,12,7006.239,21043.097,14036.858,0.0,21043.097,16878.135,7916.452,1520.5940485371686,24794.587,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,13.738030303030303,1,0.7585628326324962,0.002,3,0.004421715535068573,3
167,0.9792215824127197,34,1,1,250,250,1000,1,1,21,7006.239,31661.645,24655.406,0.0,31661.645,24534.885,14279.861,1739.6480727629419,38814.746,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,13.334000000000001,1,0.7585628326324962,0.002,3,0.09601382062235705,3
173,0.5521247386932373,35,2,1,250,250,1000,1,1,12,7006.239,19058.009,12051.77,0.0,19058.009,16043.735,6977.761,1094.6262805131416,23021.496,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,13.738030303030303,1,0.7585628326324962,0.002,3,0.01099239491766154,3
175,0.5331211090087891,35,4,1,250,250,1000,1,1,12,7006.239,22543.143,15536.904,0.0,22543.143,17620.527,8436.522,1274.550071878822,26057.049,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,13.738030303030303,1,0.7585628326324962,0.002,3,-0.11500061933803699,3
169,0.9442133903503418,34,3,1,250,250,1000,1,1,21,7006.239,32384.463,25378.224,0.0,32384.463,22121.808,15712.225,1466.3920808130297,37834.033,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,13.334000000000001,1,0.7585628326324962,0.002,3,0.002850117801287207,3
176,0.5381207466125488,36,0,1,250,250,1000,1,1,12,7006.239,21819.172,14812.933,0.0,21819.172,16666.916,9462.996,1092.732065303217,26129.912,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,14.142060606060607,1,0.7585628326324962,0.002,3,-0.08114774397070444,3
172,0.9842231273651123,35,1,1,250,250,1000,1,1,21,7006.239,31661.645,24655.406,0.0,31661.645,24534.885,14279.861,1739.6480727629419,38814.746,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,13.738030303030303,1,0.7585628326324962,0.002,3,0.09601382062235705,3
178,0.6061372756958008,36,2,1,250,250,1000,1,1,13,7006.239,19756.438,12750.199,0.0,19756.438,13456.505,12712.88,756.6560961372413,26169.385,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,14.142060606060607,1,0.7585628326324962,0.002,3,0.02847905713304034,3
174,0.9632179737091064,35,3,1,250,250,1000,1,1,21,7006.239,32384.463,25378.224,0.0,32384.463,22121.808,15712.225,1466.3920808130297,37834.033,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,13.738030303030303,1,0.7585628326324962,0.002,3,0.002850117801287207,3
181,0.5471229553222656,37,0,1,250,250,1000,1,1,12,7006.239,21819.172,14812.933,0.0,21819.172,16666.916,9462.996,1092.732065303217,26129.912,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,14.54609090909091,1,0.7585628326324962,0.002,3,-0.08114774397070444,3
177,1.041236400604248,36,1,1,250,250,1000,1,1,23,7006.239,31366.677,24360.438,0.0,31366.677,23214.241,18811.129,959.5562722753127,42025.37,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,14.142060606060607,1,0.7585628326324962,0.002,3,0.05778747220221316,3
183,0.6131384372711182,37,2,1,250,250,1000,1,1,13,7006.239,19756.438,12750.199,0.0,19756.438,13456.505,12712.88,756.6560961372413,26169.385,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,14.54609090909091,1,0.7585628326324962,0.002,3,0.02847905713304034,3
180,0.9192080497741699,36,4,1,250,250,1000,1,1,20,7006.239,29003.798,21997.559,0.0,29003.798,19869.031,15503.184,833.4331966663203,35372.215,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,14.142060606060607,1,0.7585628326324962,0.002,3,-0.01792412239341766,3
186,0.5501248836517334,38,0,1,250,250,1000,1,1,12,7006.239,21819.172,14812.933,0.0,21819.172,16666.916,9462.996,1092.732065303217,26129.912,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,14.950121212121212,1,0.7585628326324962,0.002,3,-0.08114774397070444,3
179,1.1452593803405762,36,3,1,250,250,1000,1,1,25,7006.239,34605.55,27599.311,0.0,34605.55,22042.855,20146.83,883.1010861218781,42189.685,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,14.142060606060607,1,0.7585628326324962,0.002,3,-0.015351841994620172,3
182,1.058239459991455,37,1,1,250,250,1000,1,1,23,7006.239,31366.677,24360.438,0.0,31366.677,23214.241,18811.129,959.5562722753127,42025.37,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,14.54609090909091,1,0.7585628326324962,0.002,3,0.05778747220221316,3
185,0.9052045345306396,37,4,1,250,250,1000,1,1,20,7006.239,29003.798,21997.559,0.0,29003.798,19869.031,15503.184,833.4331966663203,35372.215,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,14.54609090909091,1,0.7585628326324962,0.002,3,-0.01792412239341766,3
188,0.5691289901733398,38,2,1,250,250,1000,1,1,13,7006.239,19756.438,12750.199,0.0,19756.438,13456.505,12712.88,756.6560961372413,26169.385,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,14.950121212121212,1,0.7585628326324962,0.002,3,0.02847905713304034,3
184,1.1562609672546387,37,3,1,250,250,1000,1,1,25,7006.239,34605.55,27599.311,0.0,34605.55,22042.855,20146.83,883.1010861218781,42189.685,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,14.54609090909091,1,0.7585628326324962,0.002,3,-0.015351841994620172,3
191,0.5461227893829346,39,0,1,250,250,1000,1,1,12,7006.239,21819.172,14812.933,0.0,21819.172,16666.916,9462.996,1092.732065303217,26129.912,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,15.354151515151516,1,0.7585628326324962,0.002,3,-0.08114774397070444,3
187,1.0642409324645996,38,1,1,250,250,1000,1,1,23,7006.239,31366.677,24360.438,0.0,31366.677,23214.241,18811.129,959.5562722753127,42025.37,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,14.950121212121212,1,0.7585628326324962,0.002,3,0.05778747220221316,3
193,0.6061370372772217,39,2,1,250,250,1000,1,1,13,7006.239,19756.438,12750.199,0.0,19756.438,13456.505,12712.88,756.6560961372413,26169.385,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,15.354151515151516,1,0.7585628326324962,0.002,3,0.02847905713304034,3
190,0.9152069091796875,38,4,1,250,250,1000,1,1,20,7006.239,29003.798,21997.559,0.0,29003.798,19869.031,15503.184,833.4331966663203,35372.215,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,14.950121212121212,1,0.7585628326324962,0.002,3,-0.01792412239341766,3
189,1.12225341796875,38,3,1,250,250,1000,1,1,25,7006.239,34605.55,27599.311,0.0,34605.55,22042.855,20146.83,883.1010861218781,42189.685,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,14.950121212121212,1,0.7585628326324962,0.002,3,-0.015351841994620172,3
196,0.5411224365234375,40,0,1,250,250,1000,1,1,12,7006.239,21819.172,14812.933,0.0,21819.172,16666.916,9462.996,1092.732065303217,26129.912,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,15.75818181818182,1,0.7585628326324962,0.002,3,-0.08114774397070444,3
192,1.0512375831604004,39,1,1,250,250,1000,1,1,23,7006.239,31366.677,24360.438,0.0,31366.677,23214.241,18811.129,959.5562722753127,42025.37,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,15.354151515151516,1,0.7585628326324962,0.002,3,0.05778747220221316,3
198,0.6191401481628418,40,2,1,250,250,1000,1,1,13,7006.239,19756.438,12750.199,0.0,19756.438,13456.505,12712.88,756.6560961372413,26169.385,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,15.75818181818182,1,0.7585628326324962,0.002,3,0.02847905713304034,3
195,0.9442133903503418,39,4,1,250,250,1000,1,1,20,7006.239,29003.798,21997.559,0.0,29003.798,19869.031,15503.184,833.4331966663203,35372.215,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,15.354151515151516,1,0.7585628326324962,0.002,3,-0.01792412239341766,3
194,1.1702649593353271,39,3,1,250,250,1000,1,1,25,7006.239,34605.55,27599.311,0.0,34605.55,22042.855,20146.83,883.1010861218781,42189.685,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,15.354151515151516,1,0.7585628326324962,0.002,3,-0.015351841994620172,3
201,0.5531251430511475,41,0,1,250,250,1000,1,1,12,7006.239,21647.482,14641.243,0.0,21647.482,16875.016,8936.671,717.7121558039271,25811.687,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,16.162212121212125,1,0.7585628326324962,0.002,3,-0.0005848058640199955,3
197,1.1132521629333496,40,1,1,250,250,1000,1,1,23,7006.239,31366.677,24360.438,0.0,31366.677,23214.241,18811.129,959.5562722753127,42025.37,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,15.75818181818182,1,0.7585628326324962,0.002,3,0.05778747220221316,3
203,0.610137939453125,41,2,1,250,250,1000,1,1,13,7006.239,21005.492,13999.253,0.0,21005.492,13165.1,12915.507,552.7220245395193,26080.607,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,16.162212121212125,1,0.7585628326324962,0.002,3,-0.011809923461667426,3
200,0.936211347579956,40,4,1,250,250,1000,1,1,20,7006.239,29218.676,22212.437,0.0,29218.676,19008.094,17166.335,829.5085758806193,36174.429,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,15.75818181818182,1,0.7585628326324962,0.002,3,-0.018988102911556823,3
199,1.1442592144012451,40,3,1,250,250,1000,1,1,25,7006.239,34605.55,27599.311,0.0,34605.55,22042.855,20146.83,883.1010861218781,42189.685,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,15.75818181818182,1,0.7585628326324962,0.002,3,-0.015351841994620172,3
202,0.9532160758972168,41,1,1,250,250,1000,1,1,20,7006.239,31542.003,24535.764,0.0,31542.003,21987.831,20275.646,802.6061205873589,42263.477,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,16.162212121212125,1,0.7585628326324962,0.002,3,0.09049089361987551,3
206,0.5421226024627686,42,0,1,250,250,1000,1,1,12,7006.239,21647.482,14641.243,0.0,21647.482,16875.016,8936.671,717.7121558039271,25811.687,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,16.56624242424243,1,0.7585628326324962,0.002,3,-0.0005848058640199955,3
205,0.746168851852417,41,4,1,250,250,1000,1,1,16,7006.239,22707.031,15700.792,0.0,22707.031,16491.649,10830.558,630.628215439006,27322.207,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,16.162212121212125,1,0.7585628326324962,0.002,3,-0.05976246070246274,3
204,0.9582149982452393,41,3,1,250,250,1000,1,1,21,7006.239,31471.082,24464.843,0.0,31471.082,20739.377,18300.868,763.4304476584853,39040.245,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,16.162212121212125,1,0.7585628326324962,0.002,3,0.010284705675323186,3
208,0.6071367263793945,42,2,1,250,250,1000,1,1,13,7006.239,21005.492,13999.253,0.0,21005.492,13165.1,12915.507,552.7220245395193,26080.607,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,16.56624242424243,1,0.7585628326324962,0.002,3,-0.011809923461667426,3
207,0.9092059135437012,42,1,1,250,250,1000,1,1,20,7006.239,31542.003,24535.764,0.0,31542.003,21987.831,20275.646,802.6061205873589,42263.477,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,16.56624242424243,1,0.7585628326324962,0.002,3,0.09049089361987551,3
211,0.5561258792877197,43,0,1,250,250,1000,1,1,12,7006.239,22337.031,15330.792,0.0,22337.031,16117.293,10400.102,699.7042004557444,26517.395,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,16.97027272727273,1,0.7585628326324962,0.002,3,-0.00034460294016712634,3
210,0.759171724319458,42,4,1,250,250,1000,1,1,16,7006.239,22707.031,15700.792,0.0,22707.031,16491.649,10830.558,630.628215439006,27322.207,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,16.56624242424243,1,0.7585628326324962,0.002,3,-0.05976246070246274,3
209,0.9922246932983398,42,3,1,250,250,1000,1,1,21,7006.239,31471.082,24464.843,0.0,31471.082,20739.377,18300.868,763.4304476584853,39040.245,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,16.56624242424243,1,0.7585628326324962,0.002,3,0.010284705675323186,3
213,0.6411447525024414,43,2,1,250,250,1000,1,1,13,7006.239,21005.492,13999.253,0.0,21005.492,13165.1,12915.507,552.7220245395193,26080.607,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,16.97027272727273,1,0.7585628326324962,0.002,3,-0.011809923461667426,3
212,0.7461693286895752,43,1,1,250,250,1000,1,1,16,7006.239,28320.101,21313.862,0.0,28320.101,20849.834,14469.431,792.6221522026809,35319.265,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,16.97027272727273,1,0.7585628326324962,0.002,3,0.08288450436136845,3
215,0.7351648807525635,43,4,1,250,250,1000,1,1,16,7006.239,22707.031,15700.792,0.0,22707.031,16491.649,10830.558,630.628215439006,27322.207,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,16.97027272727273,1,0.7585628326324962,0.002,3,-0.05976246070246274,3
216,0.7251639366149902,44,0,1,250,250,1000,1,1,15,7006.239,23909.012,16902.773,0.0,23909.012,18875.72,14092.787,685.6001274283142,32968.507,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,17.374303030303032,1,0.7585628326324962,0.002,3,0.018455637691832824,3
214,0.9992265701293945,43,3,1,250,250,1000,1,1,22,7006.239,30812.013,23805.774,0.0,30812.013,20035.873,24180.311,767.496123395873,44216.184,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,16.97027272727273,1,0.7585628326324962,0.002,3,-0.0002868177408887862,3
218,0.5841314792633057,44,2,1,250,250,1000,1,1,13,7006.239,21891.892,14885.653,0.0,21891.892,14877.316,10975.446,508.6641250413365,25852.762,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,17.374303030303032,1,0.7585628326324962,0.002,3,-0.030538499326463457,3
217,0.749169111251831,44,1,1,250,250,1000,1,1,16,7006.239,28320.101,21313.862,0.0,28320.101,20951.834,14469.431,836.6221522026809,35421.265,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,17.374303030303032,1,0.7585628326324962,0.002,3,0.05445125068907044,3
220,0.5961349010467529,44,4,1,250,250,1000,1,1,13,7006.239,22537.272,15531.033,0.0,22537.272,15321.457,14163.857,594.6859922276574,29485.314,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,17.374303030303032,1,0.7585628326324962,0.002,3,-0.10790928325432514,3
221,0.7001581192016602,45,0,1,250,250,1000,1,1,15,7006.239,23909.012,16902.773,0.0,23909.012,18875.72,14092.787,685.6001274283142,32968.507,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,17.778333333333336,1,0.7585628326324962,0.002,3,0.018455637691832824,3
222,0.7421681880950928,45,1,1,250,250,1000,1,1,16,7006.239,28320.101,21313.862,0.0,28320.101,20951.834,14469.431,836.6221522026809,35421.265,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,17.778333333333336,1,0.7585628326324962,0.002,3,0.05445125068907044,3
219,0.9612174034118652,44,3,1,250,250,1000,1,1,21,7006.239,29260.034,22253.795,0.0,29260.034,20414.936,17439.376,748.522629832227,37854.312,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,17.374303030303032,1,0.7585628326324962,0.002,3,-0.0019133376384485909,3
223,0.5831317901611328,45,2,1,250,250,1000,1,1,13,7006.239,21891.892,14885.653,0.0,21891.892,14877.316,10975.446,508.6641250413365,25852.762,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,17.778333333333336,1,0.7585628326324962,0.002,3,-0.030538499326463457,3
225,0.581132173538208,45,4,1,250,250,1000,1,1,13,7006.239,22537.272,15531.033,0.0,22537.272,15321.457,14163.857,594.6859922276574,29485.314,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,17.778333333333336,1,0.7585628326324962,0.002,3,-0.10790928325432514,3
226,0.7321655750274658,46,0,1,250,250,1000,1,1,16,7006.239,26882.443,19876.204,0.0,26882.443,18437.962,14714.933,472.5285515679068,33152.895,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,18.18236363636364,1,0.7585628326324962,0.002,3,-0.05682743068729738,3
228,0.5831315517425537,46,2,1,250,250,1000,1,1,13,7006.239,21951.636,14945.397,0.0,21951.636,13791.754,11334.534,438.660367574713,25126.288,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,18.18236363636364,1,0.7585628326324962,0.002,3,0.002223047440628319,3
