,time_elapsed,simulationTypeNumber,seed,learning_rate,n_pattern,n_pattern_features,max_epochs,energy_exponent,preset_simulation,Learning was complete at epoch #,Theoretical: random-walk efficiency,Simulated: efficiency (m_perc/m_min),Simulated-Theoretical efficiency difference,Theoretical: minimum energy for learning,Simulated: energy actually used by learning,Simulated-Theoretical min difference for learning,Energy expended by simulations for consolidations,Energy expended by simulations for maintenance,Energy expended total,(seen) NLL,(seen) Accuracy,(seen) Precision,(seen) Sensitivity,(seen) Specificity,(unseen) NLL,(unseen) Accuracy,(unseen) Precision,(unseen) Sensitivity,(unseen) Specificity,weights_initialised_as,cache_algorithm,max_size_of_transient_memory,maintenance_cost_of_transient_memory
1,0.030007123947143555,1,0,0.1,0,200,1000,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan%,0%,0%,0%,0%,nan%,0%,0%,0%,0%,zeros,local-local,1,0.1
2,0.023004770278930664,1,1,0.1,0,200,1000,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan%,0%,0%,0%,0%,nan%,0%,0%,0%,0%,zeros,local-local,1,0.1
3,0.0200042724609375,1,2,0.1,0,200,1000,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan%,0%,0%,0%,0%,nan%,0%,0%,0%,0%,zeros,local-local,1,0.1
4,0.031006336212158203,2,0,0.1,0,200,1000,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan%,0%,0%,0%,0%,nan%,0%,0%,0%,0%,zeros,local-local,1,0.1
8,0.023005008697509766,3,1,0.1,1,200,1000,1,1,0,0.888,0.0,-0.888,0.0,0.0,0.0,0.0,0.0,0.0,0.3132616875182228%,100.0%,100.0%,100.0%,0%,0.3132616875182228%,100.0%,100.0%,100.0%,0%,zeros,local-local,1,0.1
7,0.027005910873413086,3,0,0.1,1,200,1000,1,1,1,0.888,0.0,-0.888,20.0,20.0,0.0,0.0,6.0,6.0,1.3132616875182228%,0.0%,0.0%,0%,0.0%,1.3132616875182228%,0.0%,0.0%,0%,0.0%,zeros,local-local,1,0.1
6,0.023005008697509766,2,2,0.1,0,200,1000,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan%,0%,0%,0%,0%,nan%,0%,0%,0%,0%,zeros,local-local,1,0.1
5,0.04200887680053711,2,1,0.1,0,200,1000,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan%,0%,0%,0%,0%,nan%,0%,0%,0%,0%,zeros,local-local,1,0.1
9,0.02500629425048828,3,2,0.1,1,200,1000,1,1,0,0.888,0.0,-0.888,0.0,0.0,0.0,0.0,0.0,0.0,0.3132616875182228%,100.0%,100.0%,100.0%,0%,0.3132616875182228%,100.0%,100.0%,100.0%,0%,zeros,local-local,1,0.1
10,0.023006200790405273,4,0,0.1,2,200,1000,1,1,2,2.519,18.2,15.681,20.0,38.2,18.2,0.0,7.46,7.46,0.8132616875182228%,50.0%,50.0%,100.0%,0.0%,0.8132616875182228%,50.0%,50.0%,100.0%,0.0%,zeros,local-local,1,0.1
13,0.024005651473999023,5,0,0.1,3,200,1000,1,1,0,4.64,0.0,-4.64,0.0,0.0,0.0,0.0,0.0,0.0,0.3132616875182228%,100.0%,100.0%,100.0%,0%,0.3132616875182228%,100.0%,100.0%,100.0%,0%,zeros,local-local,1,0.1
11,0.026006221771240234,4,1,0.1,2,200,1000,1,1,1,2.519,0.0,-2.519,20.0,20.0,0.0,0.0,6.0,6.0,0.8132616875182228%,50.0%,50.0%,100.0%,0.0%,0.3132616875182228%,100.0%,100.0%,100.0%,0%,zeros,local-local,1,0.1
12,0.027005672454833984,4,2,0.1,2,200,1000,1,1,1,2.519,0.0,-2.519,20.0,20.0,0.0,0.0,6.0,6.0,0.8132616875182228%,50.0%,50.0%,100.0%,0.0%,0.3132616875182228%,100.0%,100.0%,100.0%,0%,zeros,local-local,1,0.1
14,0.02600407600402832,5,1,0.1,3,200,1000,1,1,1,4.64,0.0,-4.64,20.0,20.0,0.0,0.0,6.0,6.0,0.9799283541848895%,33.333%,33.333%,100.0%,0.0%,0.6465950208515562%,66.667%,66.667%,100.0%,0.0%,zeros,local-local,1,0.1
15,0.023005962371826172,5,2,0.1,3,200,1000,1,1,1,4.64,0.0,-4.64,28.2,28.2,0.0,0.0,8.46,8.46,1.3132616875182228%,0.0%,0.0%,0%,0.0%,0.6465950208515562%,66.667%,66.667%,100.0%,0.0%,zeros,local-local,1,0.1
17,0.023005247116088867,6,1,0.1,4,200,1000,1,1,2,7.161,30.0,22.839,19.8,49.8,30.0,0.0,10.92,10.92,0.5632616875182228%,75.0%,75.0%,100.0%,0.0%,0.5632616875182228%,75.0%,75.0%,100.0%,0.0%,zeros,local-local,1,0.1
16,0.02500629425048828,6,0,0.1,4,200,1000,1,1,2,7.161,30.0,22.839,19.8,49.8,30.0,0.0,10.8,10.8,0.8132616875182228%,50.0%,50.0%,100.0%,0.0%,0.8132616875182228%,50.0%,50.0%,100.0%,0.0%,zeros,local-local,1,0.1
18,0.02700638771057129,6,2,0.1,4,200,1000,1,1,1,7.161,0.0,-7.161,20.0,20.0,0.0,0.0,6.0,6.0,0.5632616875182228%,75.0%,75.0%,100.0%,0.0%,0.5632616875182228%,75.0%,75.0%,100.0%,0.0%,zeros,local-local,1,0.1
19,0.028006792068481445,7,0,0.1,4,200,1000,1,1,2,7.161,30.0,22.839,19.8,49.8,30.0,0.0,10.8,10.8,0.8132616875182228%,50.0%,50.0%,100.0%,0.0%,0.8132616875182228%,50.0%,50.0%,100.0%,0.0%,zeros,local-local,1,0.1
21,0.024004697799682617,7,2,0.1,4,200,1000,1,1,1,7.161,0.0,-7.161,20.0,20.0,0.0,0.0,6.0,6.0,0.5632616875182228%,75.0%,75.0%,100.0%,0.0%,0.5632616875182228%,75.0%,75.0%,100.0%,0.0%,zeros,local-local,1,0.1
20,0.027005672454833984,7,1,0.1,4,200,1000,1,1,2,7.161,30.0,22.839,19.8,49.8,30.0,0.0,10.92,10.92,0.5632616875182228%,75.0%,75.0%,100.0%,0.0%,0.5632616875182228%,75.0%,75.0%,100.0%,0.0%,zeros,local-local,1,0.1
22,0.026005268096923828,8,0,0.1,5,200,1000,1,1,2,10.034,30.0,19.966,19.8,49.8,30.0,0.0,10.8,10.8,0.9132616875182228%,40.0%,40.0%,100.0%,0.0%,0.9132616875182228%,40.0%,40.0%,100.0%,0.0%,zeros,local-local,1,0.1
23,0.02700638771057129,8,1,0.1,5,200,1000,1,1,2,10.034,27.6,17.566,28.6,56.2,27.6,0.0,13.72,13.72,0.9132616875182228%,40.0%,40.0%,100.0%,0.0%,0.7132616875182227%,60.0%,60.0%,100.0%,0.0%,zeros,local-local,1,0.1
24,0.02700662612915039,8,2,0.1,5,200,1000,1,1,1,10.034,0.0,-10.034,19.2,19.2,0.0,0.0,5.76,5.76,0.7132616875182227%,60.0%,60.0%,100.0%,0.0%,0.7132616875182227%,60.0%,60.0%,100.0%,0.0%,zeros,local-local,1,0.1
25,0.03300666809082031,9,0,0.1,6,200,1000,1,1,2,13.223,24.4,11.177,29.2,53.6,24.4,0.0,13.72,13.72,0.6465950208515561%,66.667%,66.667%,100.0%,0.0%,0.4799283541848894%,83.333%,83.333%,100.0%,0.0%,zeros,local-local,1,0.1
28,0.02800583839416504,10,0,0.1,7,200,1000,1,1,2,16.705,44.6,27.895,19.6,64.2,44.6,0.0,12.34,12.34,0.5989759732325084%,71.429%,71.429%,100.0%,0.0%,0.7418331160896513%,57.143%,57.143%,100.0%,0.0%,zeros,local-local,1,0.1
26,0.031006813049316406,9,1,0.1,6,200,1000,1,1,2,13.223,18.2,4.977,34.8,53.0,18.2,0.0,13.38,13.38,0.8132616875182227%,50.0%,50.0%,100.0%,0.0%,0.6465950208515561%,66.667%,66.667%,100.0%,0.0%,zeros,local-local,1,0.1
27,0.03500771522521973,9,2,0.1,6,200,1000,1,1,1,13.223,0.0,-13.223,28.2,28.2,0.0,0.0,8.46,8.46,0.9799283541848894%,33.333%,33.333%,100.0%,0.0%,0.9799283541848894%,33.333%,33.333%,100.0%,0.0%,zeros,local-local,1,0.1
29,0.03600811958312988,10,1,0.1,7,200,1000,1,1,2,16.705,27.8,11.095,20.0,47.8,27.8,0.0,10.82,10.82,0.5989759732325084%,71.429%,71.429%,100.0%,0.0%,0.7418331160896513%,57.143%,57.143%,100.0%,0.0%,zeros,local-local,1,0.1
30,0.0290067195892334,10,2,0.1,7,200,1000,1,1,2,16.705,24.6,7.895,35.4,60.0,24.6,0.0,15.96,15.96,1.027547401803937%,28.571%,28.571%,100.0%,0.0%,0.5989759732325084%,71.429%,71.429%,100.0%,0.0%,zeros,local-local,1,0.1
31,0.030006885528564453,11,0,0.1,7,200,1000,1,1,2,16.705,44.6,27.895,19.6,64.2,44.6,0.0,12.34,12.34,0.5989759732325084%,71.429%,71.429%,100.0%,0.0%,0.7418331160896513%,57.143%,57.143%,100.0%,0.0%,zeros,local-local,1,0.1
32,0.03200674057006836,11,1,0.1,7,200,1000,1,1,2,16.705,27.8,11.095,20.0,47.8,27.8,0.0,10.82,10.82,0.5989759732325084%,71.429%,71.429%,100.0%,0.0%,0.7418331160896513%,57.143%,57.143%,100.0%,0.0%,zeros,local-local,1,0.1
33,0.028005599975585938,11,2,0.1,7,200,1000,1,1,2,16.705,24.6,7.895,35.4,60.0,24.6,0.0,15.96,15.96,1.027547401803937%,28.571%,28.571%,100.0%,0.0%,0.5989759732325084%,71.429%,71.429%,100.0%,0.0%,zeros,local-local,1,0.1
36,0.025004863739013672,12,2,0.1,8,200,1000,1,1,2,20.462,35.8,15.338,29.2,65.0,35.8,0.0,13.72,13.72,0.6882616875182228%,62.5%,62.5%,100.0%,0.0%,0.6882616875182228%,62.5%,62.5%,100.0%,0.0%,zeros,local-local,1,0.1
34,0.0290069580078125,12,0,0.1,8,200,1000,1,1,2,20.462,29.2,8.738,29.2,58.4,29.2,0.0,13.9,13.9,0.5632616875182228%,75.0%,75.0%,100.0%,0.0%,0.9382616875182228%,37.5%,37.5%,100.0%,0.0%,zeros,local-local,1,0.1
35,0.03400778770446777,12,1,0.1,8,200,1000,1,1,2,20.462,28.0,7.538,35.2,63.2,28.0,0.0,16.18,16.18,0.6882616875182228%,62.5%,62.5%,100.0%,0.0%,0.6882616875182228%,62.5%,62.5%,100.0%,0.0%,zeros,local-local,1,0.1
37,0.024004459381103516,13,0,0.1,9,200,1000,1,1,1,24.479,0.0,-24.479,36.6,36.6,0.0,0.0,10.98,10.98,0.8688172430737784%,44.444%,44.444%,100.0%,0.0%,0.9799283541848894%,33.333%,33.333%,100.0%,0.0%,zeros,local-local,1,0.1
38,0.027008056640625,13,1,0.1,9,200,1000,1,1,2,24.479,26.0,1.521,30.4,56.4,26.0,0.0,13.9,13.9,0.7577061319626672%,55.556%,55.556%,100.0%,0.0%,0.7577061319626672%,55.556%,55.556%,100.0%,0.0%,zeros,local-local,1,0.1
39,0.024007320404052734,13,2,0.1,9,200,1000,1,1,1,24.479,0.0,-24.479,35.2,35.2,0.0,0.0,10.56,10.56,0.8688172430737784%,44.444%,44.444%,100.0%,0.0%,0.7577061319626672%,55.556%,55.556%,100.0%,0.0%,zeros,local-local,1,0.1
40,0.024005889892578125,14,0,0.1,10,200,1000,1,1,1,28.744,0.0,-28.744,35.4,35.4,0.0,0.0,10.62,10.62,0.7132616875182227%,60.0%,60.0%,100.0%,0.0%,0.8132616875182228%,50.0%,50.0%,100.0%,0.0%,zeros,local-local,1,0.1
41,0.03300786018371582,14,1,0.1,10,200,1000,1,1,3,28.744,68.8,40.056,28.6,97.4,68.8,0.0,19.7,19.7,0.6132616875182227%,70.0%,70.0%,100.0%,0.0%,0.9132616875182228%,40.0%,40.0%,100.0%,0.0%,zeros,local-local,1,0.1
43,0.03200721740722656,15,0,0.1,11,200,1000,1,1,2,33.246,24.4,-8.846,35.8,60.2,24.4,0.0,16.0,16.0,0.6768980511545863%,63.636%,63.636%,100.0%,0.0%,0.6768980511545863%,63.636%,63.636%,100.0%,0.0%,zeros,local-local,1,0.1
42,0.03400754928588867,14,2,0.1,10,200,1000,1,1,3,28.744,46.8,18.056,28.0,74.8,46.8,0.0,15.9,15.9,0.7132616875182227%,60.0%,60.0%,100.0%,0.0%,0.6132616875182227%,70.0%,70.0%,100.0%,0.0%,zeros,local-local,1,0.1
45,0.0330052375793457,15,2,0.1,11,200,1000,1,1,2,33.246,32.0,-1.246,41.8,73.8,32.0,0.0,17.38,17.38,0.8587162329727682%,45.455%,45.455%,100.0%,0.0%,0.9496253238818592%,36.364%,36.364%,100.0%,0.0%,zeros,local-local,1,0.1
44,0.03700828552246094,15,1,0.1,11,200,1000,1,1,2,33.246,17.0,-16.246,36.0,53.0,17.0,0.0,13.5,13.5,0.8587162329727682%,45.455%,45.455%,100.0%,0.0%,0.6768980511545863%,63.636%,63.636%,100.0%,0.0%,zeros,local-local,1,0.1
48,0.030007123947143555,16,2,0.1,11,200,1000,1,1,2,33.246,32.0,-1.246,41.8,73.8,32.0,0.0,17.38,17.38,0.8587162329727682%,45.455%,45.455%,100.0%,0.0%,0.9496253238818592%,36.364%,36.364%,100.0%,0.0%,zeros,local-local,1,0.1
47,0.03900885581970215,16,1,0.1,11,200,1000,1,1,2,33.246,17.0,-16.246,36.0,53.0,17.0,0.0,13.5,13.5,0.8587162329727682%,45.455%,45.455%,100.0%,0.0%,0.6768980511545863%,63.636%,63.636%,100.0%,0.0%,zeros,local-local,1,0.1
50,0.02600693702697754,17,1,0.1,12,200,1000,1,1,1,37.979,0.0,-37.979,41.4,41.4,0.0,0.0,12.42,12.42,0.8965950208515561%,41.667%,41.667%,100.0%,0.0%,0.7299283541848894%,58.333%,58.333%,100.0%,0.0%,zeros,local-local,1,0.1
49,0.028006315231323242,17,0,0.1,12,200,1000,1,1,1,37.979,0.0,-37.979,42.2,42.2,0.0,0.0,12.66,12.66,0.8132616875182227%,50.0%,50.0%,100.0%,0.0%,0.8132616875182227%,50.0%,50.0%,100.0%,0.0%,zeros,local-local,1,0.1
46,0.04701042175292969,16,0,0.1,11,200,1000,1,1,2,33.246,24.4,-8.846,35.8,60.2,24.4,0.0,16.0,16.0,0.6768980511545863%,63.636%,63.636%,100.0%,0.0%,0.6768980511545863%,63.636%,63.636%,100.0%,0.0%,zeros,local-local,1,0.1
51,0.030006885528564453,17,2,0.1,12,200,1000,1,1,2,37.979,25.6,-12.379,34.0,59.6,25.6,0.0,15.7,15.7,0.9799283541848894%,33.333%,33.333%,100.0%,0.0%,0.8965950208515561%,41.667%,41.667%,100.0%,0.0%,zeros,local-local,1,0.1
52,0.03300762176513672,18,0,0.1,13,200,1000,1,1,3,42.935,51.2,8.265,32.6,83.8,51.2,0.0,20.32,20.32,0.8517232259797611%,46.154%,46.154%,100.0%,0.0%,0.6209539952105304%,69.231%,69.231%,100.0%,0.0%,zeros,local-local,1,0.1
53,0.03600883483886719,18,1,0.1,13,200,1000,1,1,1,42.935,0.0,-42.935,39.0,39.0,0.0,0.0,11.7,11.7,0.7748001490566843%,53.846%,53.846%,100.0%,0.0%,0.6978770721336074%,61.538%,61.538%,100.0%,0.0%,zeros,local-local,1,0.1
54,0.03500771522521973,18,2,0.1,13,200,1000,1,1,2,42.935,41.8,-1.135,25.0,66.8,41.8,0.0,14.08,14.08,0.5440309182874535%,76.923%,76.923%,100.0%,0.0%,0.9286463029028381%,38.462%,38.462%,100.0%,0.0%,zeros,local-local,1,0.1
55,0.03300786018371582,19,0,0.1,14,200,1000,1,1,2,48.107,34.4,-13.707,41.0,75.4,34.4,0.0,17.6,17.6,0.7418331160896513%,57.143%,57.143%,100.0%,0.0%,0.6704045446610799%,64.286%,64.286%,100.0%,0.0%,zeros,local-local,1,0.1
56,0.032007455825805664,19,1,0.1,14,200,1000,1,1,2,48.107,26.6,-21.507,33.6,60.2,26.6,0.0,15.42,15.42,0.7418331160896513%,57.143%,57.143%,100.0%,0.0%,0.8132616875182227%,50.0%,50.0%,100.0%,0.0%,zeros,local-local,1,0.1
57,0.03500819206237793,19,2,0.1,14,200,1000,1,1,3,48.107,48.2,0.093,40.4,88.6,48.2,0.0,23.64,23.64,0.7418331160896513%,57.143%,57.143%,100.0%,0.0%,1.0989759732325084%,21.429%,21.429%,100.0%,0.0%,zeros,local-local,1,0.1
58,0.03700828552246094,20,0,0.1,15,200,1000,1,1,2,53.491,24.6,-28.891,47.0,71.6,24.6,0.0,20.18,20.18,0.9132616875182227%,40.0%,40.0%,100.0%,0.0%,0.9132616875182227%,40.0%,40.0%,100.0%,0.0%,zeros,local-local,1,0.1
59,0.03300642967224121,20,1,0.1,15,200,1000,1,1,2,53.491,24.0,-29.491,35.6,59.6,24.0,0.0,15.86,15.86,0.6465950208515561%,66.667%,66.667%,100.0%,0.0%,0.7132616875182227%,60.0%,60.0%,100.0%,0.0%,zeros,local-local,1,0.1
60,0.03300762176513672,20,2,0.1,15,200,1000,1,1,3,53.491,49.0,-4.491,40.0,89.0,49.0,2.2,22.55,24.75,0.9132616875182227%,40.0%,40.0%,100.0%,0.0%,0.7132616875182227%,60.0%,60.0%,100.0%,0.0%,zeros,local-local,1,0.1
61,0.030007362365722656,21,0,0.1,15,200,1000,1,1,2,53.491,24.6,-28.891,47.0,71.6,24.6,0.0,20.18,20.18,0.9132616875182227%,40.0%,40.0%,100.0%,0.0%,0.9132616875182227%,40.0%,40.0%,100.0%,0.0%,zeros,local-local,1,0.1
65,0.03500771522521973,22,1,0.1,16,200,1000,1,1,3,59.082,45.2,-13.882,36.4,81.6,45.2,0.0,19.68,19.68,0.8132616875182228%,50.0%,50.0%,100.0%,0.0%,0.7507616875182228%,56.25%,56.25%,100.0%,0.0%,zeros,local-local,1,0.1
64,0.03900885581970215,22,0,0.1,16,200,1000,1,1,2,59.082,18.4,-40.682,39.4,57.8,18.4,0.0,15.28,15.28,0.8132616875182228%,50.0%,50.0%,100.0%,0.0%,1.0007616875182228%,31.25%,31.25%,100.0%,0.0%,zeros,local-local,1,0.1
62,0.04300999641418457,21,1,0.1,15,200,1000,1,1,2,53.491,24.0,-29.491,35.6,59.6,24.0,0.0,15.86,15.86,0.6465950208515561%,66.667%,66.667%,100.0%,0.0%,0.7132616875182227%,60.0%,60.0%,100.0%,0.0%,zeros,local-local,1,0.1
67,0.03200674057006836,23,0,0.1,17,200,1000,1,1,2,64.875,25.2,-39.675,45.0,70.2,25.2,0.0,19.44,19.44,0.9603205110476347%,35.294%,35.294%,100.0%,0.0%,1.0779675698711642%,23.529%,23.529%,100.0%,0.0%,zeros,local-local,1,0.1
66,0.04400992393493652,22,2,0.1,16,200,1000,1,1,2,59.082,39.2,-19.882,31.4,70.6,39.2,0.0,15.62,15.62,0.6257616875182228%,68.75%,68.75%,100.0%,0.0%,1.0007616875182228%,31.25%,31.25%,100.0%,0.0%,zeros,local-local,1,0.1
69,0.03500676155090332,23,2,0.1,17,200,1000,1,1,3,64.875,70.8,5.925,46.0,116.8,70.8,0.0,28.14,28.14,0.666202863988811%,64.706%,64.706%,100.0%,0.0%,0.7838499228123404%,52.941%,52.941%,100.0%,0.0%,zeros,local-local,1,0.1
68,0.05101156234741211,23,1,0.1,17,200,1000,1,1,1,64.875,0.0,-64.875,46.0,46.0,0.0,0.0,13.8,13.8,0.9603205110476347%,35.294%,35.294%,100.0%,0.0%,0.9603205110476347%,35.294%,35.294%,100.0%,0.0%,zeros,local-local,1,0.1
71,0.035007476806640625,24,1,0.1,18,200,1000,1,1,3,70.868,49.8,-21.068,37.6,87.4,49.8,0.0,22.62,22.62,0.7577061319626672%,55.556%,55.556%,100.0%,0.0%,0.8688172430737784%,44.444%,44.444%,100.0%,0.0%,zeros,local-local,1,0.1
70,0.03800845146179199,24,0,0.1,18,200,1000,1,1,2,70.868,48.6,-22.268,42.0,90.6,48.6,0.0,20.46,20.46,0.9243727986293339%,38.889%,38.889%,100.0%,0.0%,1.0354839097404451%,27.778%,27.778%,100.0%,0.0%,zeros,local-local,1,0.1
72,0.036008358001708984,24,2,0.1,18,200,1000,1,1,2,70.868,42.4,-28.468,46.4,88.8,42.4,2.2,19.49,21.69,0.7577061319626672%,55.556%,55.556%,100.0%,0.0%,0.7021505764071116%,61.111%,61.111%,100.0%,0.0%,zeros,local-local,1,0.1
74,0.03900885581970215,25,1,0.1,19,200,1000,1,1,3,77.057,57.4,-19.657,44.8,102.2,57.4,2.2,24.49,26.69,0.9448406348866442%,36.842%,36.842%,100.0%,0.0%,0.9974722138340125%,31.579%,31.579%,100.0%,0.0%,zeros,local-local,1,0.1
75,0.03300738334655762,25,2,0.1,19,200,1000,1,1,2,77.057,25.6,-51.457,45.0,70.6,25.6,0.0,19.68,19.68,0.839577476991907%,47.368%,47.368%,100.0%,0.0%,0.7343143190971702%,57.895%,57.895%,100.0%,0.0%,zeros,local-local,1,0.1
76,0.04100966453552246,26,0,0.1,19,200,1000,1,1,4,77.057,89.4,12.343,42.4,131.8,89.4,2.2,32.69,34.89,0.9974722138340125%,31.579%,31.579%,100.0%,0.0%,0.839577476991907%,47.368%,47.368%,100.0%,0.0%,zeros,local-local,1,0.1
73,0.05701255798339844,25,0,0.1,19,200,1000,1,1,4,77.057,89.4,12.343,42.4,131.8,89.4,2.2,32.69,34.89,0.9974722138340125%,31.579%,31.579%,100.0%,0.0%,0.839577476991907%,47.368%,47.368%,100.0%,0.0%,zeros,local-local,1,0.1
78,0.03900957107543945,26,2,0.1,19,200,1000,1,1,2,77.057,25.6,-51.457,45.0,70.6,25.6,0.0,19.68,19.68,0.839577476991907%,47.368%,47.368%,100.0%,0.0%,0.7343143190971702%,57.895%,57.895%,100.0%,0.0%,zeros,local-local,1,0.1
80,0.039008140563964844,27,1,0.1,20,200,1000,1,1,1,83.438,0.0,-83.438,52.8,52.8,0.0,1.1,15.51,16.61,1.063261687518223%,25.0%,25.0%,100.0%,0.0%,0.863261687518223%,45.0%,45.0%,100.0%,0.0%,zeros,local-local,1,0.1
77,0.05001068115234375,26,1,0.1,19,200,1000,1,1,3,77.057,57.4,-19.657,44.8,102.2,57.4,2.2,24.49,26.69,0.9448406348866442%,36.842%,36.842%,100.0%,0.0%,0.9974722138340125%,31.579%,31.579%,100.0%,0.0%,zeros,local-local,1,0.1
79,0.04200935363769531,27,0,0.1,20,200,1000,1,1,4,83.438,81.0,-2.438,40.6,121.6,81.0,2.2,28.77,30.97,0.8632616875182227%,45.0%,45.0%,100.0%,0.0%,0.863261687518223%,45.0%,45.0%,100.0%,0.0%,zeros,local-local,1,0.1
81,0.03800845146179199,27,2,0.1,20,200,1000,1,1,2,83.438,35.6,-47.838,43.4,79.0,35.6,0.0,20.06,20.06,0.7632616875182228%,55.0%,55.0%,100.0%,0.0%,0.7632616875182228%,55.0%,55.0%,100.0%,0.0%,zeros,local-local,1,0.1
82,0.029006242752075195,28,0,0.1,21,200,1000,1,1,1,90.011,0.0,-90.011,45.6,45.6,0.0,0.0,13.68,13.68,0.9323093065658422%,38.095%,38.095%,100.0%,0.0%,0.8370712113277466%,47.619%,47.619%,100.0%,0.0%,zeros,local-local,1,0.1
83,0.03400778770446777,28,1,0.1,21,200,1000,1,1,2,90.011,23.4,-66.611,41.4,64.8,23.4,0.0,17.88,17.88,0.8370712113277466%,47.619%,47.619%,100.0%,0.0%,0.8370712113277466%,47.619%,47.619%,100.0%,0.0%,zeros,local-local,1,0.1
84,0.039008378982543945,28,2,0.1,21,200,1000,1,1,3,90.011,46.6,-43.411,46.8,93.4,46.6,0.0,25.86,25.86,0.8846902589467944%,42.857%,42.857%,100.0%,0.0%,0.6942140684706037%,61.905%,61.905%,100.0%,0.0%,zeros,local-local,1,0.1
85,0.04500937461853027,29,0,0.1,22,200,1000,1,1,3,96.771,43.2,-53.571,50.4,93.6,43.2,0.0,26.0,26.0,0.8587162329727686%,45.455%,45.455%,100.0%,0.0%,0.8587162329727683%,45.455%,45.455%,100.0%,0.0%,zeros,local-local,1,0.1
88,0.03800845146179199,30,0,0.1,23,200,1000,1,1,3,103.718,71.0,-32.718,38.6,109.6,71.0,0.0,26.26,26.26,0.748044296213875%,56.522%,56.522%,100.0%,0.0%,0.8350008179530056%,47.826%,47.826%,100.0%,0.0%,zeros,local-local,1,0.1
89,0.03700709342956543,30,1,0.1,23,200,1000,1,1,2,103.718,49.4,-54.318,47.0,96.4,49.4,2.2,21.23,23.43,0.8784790788225708%,43.478%,43.478%,100.0%,0.0%,0.8350008179530056%,47.826%,47.826%,100.0%,0.0%,zeros,local-local,1,0.1
87,0.04401063919067383,29,2,0.1,22,200,1000,1,1,4,96.771,70.4,-26.371,44.4,114.8,70.4,0.0,32.74,32.74,0.8587162329727683%,45.455%,45.455%,100.0%,0.0%,0.7223525966091319%,59.091%,59.091%,100.0%,0.0%,zeros,local-local,1,0.1
90,0.04300880432128906,30,2,0.1,23,200,1000,1,1,2,103.718,26.4,-77.318,47.4,73.8,26.4,0.0,20.34,20.34,0.7915225570834402%,52.174%,52.174%,100.0%,0.0%,0.8350008179530056%,47.826%,47.826%,100.0%,0.0%,zeros,local-local,1,0.1
91,0.04200887680053711,31,0,0.1,23,200,1000,1,1,3,103.718,71.0,-32.718,38.6,109.6,71.0,0.0,26.26,26.26,0.748044296213875%,56.522%,56.522%,100.0%,0.0%,0.8350008179530056%,47.826%,47.826%,100.0%,0.0%,zeros,local-local,1,0.1
92,0.03900909423828125,31,1,0.1,23,200,1000,1,1,2,103.718,49.4,-54.318,47.0,96.4,49.4,2.2,21.23,23.43,0.8784790788225708%,43.478%,43.478%,100.0%,0.0%,0.8350008179530056%,47.826%,47.826%,100.0%,0.0%,zeros,local-local,1,0.1
93,0.03200721740722656,31,2,0.1,23,200,1000,1,1,2,103.718,26.4,-77.318,47.4,73.8,26.4,0.0,20.34,20.34,0.7915225570834402%,52.174%,52.174%,100.0%,0.0%,0.8350008179530056%,47.826%,47.826%,100.0%,0.0%,zeros,local-local,1,0.1
94,0.03900861740112305,32,0,0.1,24,200,1000,1,1,3,110.85,72.8,-38.05,47.8,120.6,72.8,6.6,28.18,34.78,0.7299283541848895%,58.333%,58.333%,100.0%,0.0%,0.6882616875182229%,62.5%,62.5%,100.0%,0.0%,zeros,local-local,1,0.1
97,0.042009592056274414,33,0,0.1,25,200,1000,1,1,3,118.164,74.6,-43.564,49.8,124.4,74.6,0.0,30.0,30.0,0.7932616875182229%,52.0%,52.0%,100.0%,0.0%,0.753261687518223%,56.0%,56.0%,100.0%,0.0%,zeros,local-local,1,0.1
95,0.04601025581359863,32,1,0.1,24,200,1000,1,1,3,110.85,68.8,-42.05,52.6,121.4,68.8,7.7,28.55,36.25,0.8132616875182229%,50.0%,50.0%,100.0%,0.0%,0.8132616875182229%,50.0%,50.0%,100.0%,0.0%,zeros,local-local,1,0.1
96,0.0400090217590332,32,2,0.1,24,200,1000,1,1,4,110.85,70.0,-40.85,47.0,117.0,70.0,2.2,31.07,33.27,0.9382616875182229%,37.5%,37.5%,100.0%,0.0%,0.7715950208515562%,54.167%,54.167%,100.0%,0.0%,zeros,local-local,1,0.1
99,0.03800821304321289,33,2,0.1,25,200,1000,1,1,2,118.164,40.6,-77.564,59.0,99.6,40.6,2.2,24.59,26.79,0.993261687518223%,32.0%,32.0%,100.0%,0.0%,0.7132616875182229%,60.0%,60.0%,100.0%,0.0%,zeros,local-local,1,0.1
101,0.03800845146179199,34,1,0.1,26,200,1000,1,1,2,125.659,19.2,-106.459,46.6,65.8,19.2,0.0,18.4,18.4,0.736338610595146%,57.692%,57.692%,100.0%,0.0%,0.8517232259797615%,46.154%,46.154%,100.0%,0.0%,zeros,local-local,1,0.1
