,time_elapsed,simulationTypeNumber,seed,learning_rate,n_pattern,n_pattern_features,max_epochs,energy_exponent,preset_simulation,Learning was complete at epoch #,Theoretical: random-walk efficiency,Simulated: efficiency (m_perc/m_min),Simulated-Theoretical efficiency difference,Theoretical: minimum energy for learning,Simulated: energy actually used by learning,Energy expended by simulations for consolidations,Energy expended by simulations for maintenance,Energy expended by simulations for maintenance (plus before thr),Energy expended total,(seen) NLL,(seen) Accuracy,(seen) Precision,(seen) Sensitivity,(seen) Specificity,(unseen) NLL,(unseen) Accuracy,(unseen) Precision,(unseen) Sensitivity,(unseen) Specificity,weights_initialised_as,cache_algorithm,max_size_of_transient_memory,maintenance_cost_of_transient_memory,Optimal threshold,Decay rate of transient memory,number of consolidations,mean consolidation size
1,0.019004344940185547,1,1,0.1,0,200,1000,1,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan%,0%,0%,0%,0%,nan%,0%,0%,0%,0%,zeros,local-global,optimal,1,0.0,0.002,3,nan
2,0.020004749298095703,1,2,0.1,0,200,1000,1,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan%,0%,0%,0%,0%,nan%,0%,0%,0%,0%,zeros,local-global,optimal,1,0.0,0.002,3,nan
4,0.027005434036254883,1,4,0.1,0,200,1000,1,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan%,0%,0%,0%,0%,nan%,0%,0%,0%,0%,zeros,local-global,optimal,1,0.0,0.002,3,nan
7,0.02100372314453125,1,7,0.1,0,200,1000,1,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan%,0%,0%,0%,0%,nan%,0%,0%,0%,0%,zeros,local-global,optimal,1,0.0,0.002,3,nan
5,0.028005599975585938,1,5,0.1,0,200,1000,1,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan%,0%,0%,0%,0%,nan%,0%,0%,0%,0%,zeros,local-global,optimal,1,0.0,0.002,3,nan
9,0.01800370216369629,1,9,0.1,0,200,1000,1,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan%,0%,0%,0%,0%,nan%,0%,0%,0%,0%,zeros,local-global,optimal,1,0.0,0.002,3,nan
6,0.029005765914916992,1,6,0.1,0,200,1000,1,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan%,0%,0%,0%,0%,nan%,0%,0%,0%,0%,zeros,local-global,optimal,1,0.0,0.002,3,nan
3,0.03400731086730957,1,3,0.1,0,200,1000,1,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan%,0%,0%,0%,0%,nan%,0%,0%,0%,0%,zeros,local-global,optimal,1,0.0,0.002,3,nan
8,0.03000617027282715,1,8,0.1,0,200,1000,1,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan%,0%,0%,0%,0%,nan%,0%,0%,0%,0%,zeros,local-global,optimal,1,0.0,0.002,3,nan
10,0.021005630493164062,2,1,0.1,0,200,1000,1,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan%,0%,0%,0%,0%,nan%,0%,0%,0%,0%,zeros,local-global,optimal,1,0.0,0.002,3,nan
11,0.028004884719848633,2,2,0.1,0,200,1000,1,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan%,0%,0%,0%,0%,nan%,0%,0%,0%,0%,zeros,local-global,optimal,1,0.0,0.002,3,nan
14,0.03000617027282715,2,5,0.1,0,200,1000,1,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan%,0%,0%,0%,0%,nan%,0%,0%,0%,0%,zeros,local-global,optimal,1,0.0,0.002,3,nan
16,0.028005123138427734,2,7,0.1,0,200,1000,1,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan%,0%,0%,0%,0%,nan%,0%,0%,0%,0%,zeros,local-global,optimal,1,0.0,0.002,3,nan
12,0.028005599975585938,2,3,0.1,0,200,1000,1,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan%,0%,0%,0%,0%,nan%,0%,0%,0%,0%,zeros,local-global,optimal,1,0.0,0.002,3,nan
15,0.031008005142211914,2,6,0.1,0,200,1000,1,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan%,0%,0%,0%,0%,nan%,0%,0%,0%,0%,zeros,local-global,optimal,1,0.0,0.002,3,nan
18,0.029006242752075195,2,9,0.1,0,200,1000,1,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan%,0%,0%,0%,0%,nan%,0%,0%,0%,0%,zeros,local-global,optimal,1,0.0,0.002,3,nan
17,0.021004915237426758,2,8,0.1,0,200,1000,1,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan%,0%,0%,0%,0%,nan%,0%,0%,0%,0%,zeros,local-global,optimal,1,0.0,0.002,3,nan
20,0.023005008697509766,3,2,0.1,1,200,1000,1,1,3,0.888,40.0,39.112,0.0,40.0,40.0,0.0,0.0,40.0,0.6931471805599453%,0.0%,0%,0.0%,0%,0.6931471805599453%,0.0%,0%,0.0%,0%,zeros,local-global,optimal,1,0.01204813228849253,0.002,3,0.0010000000000000007
19,0.02400493621826172,3,1,0.1,1,200,1000,1,1,3,0.888,40.0,39.112,0.0,40.0,40.0,0.0,0.0,40.0,0.6931471805599453%,0.0%,0%,0.0%,0%,0.6931471805599453%,0.0%,0%,0.0%,0%,zeros,local-global,optimal,1,0.01204813228849253,0.002,3,0.004
13,0.04100799560546875,2,4,0.1,0,200,1000,1,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan%,0%,0%,0%,0%,nan%,0%,0%,0%,0%,zeros,local-global,optimal,1,0.0,0.002,3,nan
22,0.024005889892578125,3,4,0.1,1,200,1000,1,1,3,0.888,40.0,39.112,0.0,40.0,40.0,0.0,0.0,40.0,0.6931471805599453%,0.0%,0%,0.0%,0%,0.6931471805599453%,0.0%,0%,0.0%,0%,zeros,local-global,optimal,1,0.01204813228849253,0.002,3,0.004
21,0.024005889892578125,3,3,0.1,1,200,1000,1,1,3,0.888,40.0,39.112,0.0,40.0,40.0,0.0,0.0,40.0,0.6931471805599453%,0.0%,0%,0.0%,0%,0.6931471805599453%,0.0%,0%,0.0%,0%,zeros,local-global,optimal,1,0.01204813228849253,0.002,3,0.002999999999999999
23,0.025005578994750977,3,5,0.1,1,200,1000,1,1,2,0.888,0.0,-0.888,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453%,100.0%,0%,0%,100.0%,0.6931471805599453%,100.0%,0%,0%,100.0%,zeros,local-global,optimal,1,0.01204813228849253,0.002,3,nan
24,0.023005247116088867,3,6,0.1,1,200,1000,1,1,3,0.888,40.0,39.112,0.0,40.0,40.0,0.0,0.0,40.0,0.6931471805599453%,0.0%,0%,0.0%,0%,0.6931471805599453%,0.0%,0%,0.0%,0%,zeros,local-global,optimal,1,0.01204813228849253,0.002,3,0.0019999999999999996
26,0.019003629684448242,3,8,0.1,1,200,1000,1,1,2,0.888,0.0,-0.888,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453%,100.0%,0%,0%,100.0%,0.6931471805599453%,0.0%,0%,0.0%,0%,zeros,local-global,optimal,1,0.01204813228849253,0.002,3,nan
27,0.025002717971801758,3,9,0.1,1,200,1000,1,1,2,0.888,0.0,-0.888,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453%,100.0%,0%,0%,100.0%,0.6931471805599453%,0.0%,0%,0.0%,0%,zeros,local-global,optimal,1,0.01204813228849253,0.002,3,nan
28,0.02400350570678711,4,1,0.1,2,200,1000,1,1,3,2.519,40.0,37.481,0.0,40.0,40.0,0.0,0.0,40.0,0.6931471805599453%,50.0%,0%,0.0%,100.0%,0.6931471805599453%,0.0%,0%,0.0%,0%,zeros,local-global,optimal,1,0.017676883040293752,0.002,3,0.0009999999999999996
30,0.024005413055419922,4,3,0.1,2,200,1000,1,1,3,2.519,40.0,37.481,0.0,40.0,40.0,0.0,0.0,40.0,0.6931471805599453%,50.0%,0%,0.0%,100.0%,0.6931471805599453%,100.0%,0%,0%,100.0%,zeros,local-global,optimal,1,0.017676883040293752,0.002,3,-0.002
25,0.026004314422607422,3,7,0.1,1,200,1000,1,1,2,0.888,0.0,-0.888,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453%,100.0%,0%,0%,100.0%,0.6931471805599453%,0.0%,0%,0.0%,0%,zeros,local-global,optimal,1,0.01204813228849253,0.002,3,nan
29,0.03100728988647461,4,2,0.1,2,200,1000,1,1,3,2.519,40.0,37.481,0.0,40.0,40.0,0.0,0.0,40.0,0.6931471805599453%,50.0%,0%,0.0%,100.0%,0.6931471805599453%,0.0%,0%,0.0%,0%,zeros,local-global,optimal,1,0.017676883040293752,0.002,3,0.008
31,0.02500629425048828,4,4,0.1,2,200,1000,1,1,4,2.519,58.2,55.681,0.0,58.2,80.0,0.0,0.0,80.0,0.6931471805599453%,50.0%,0%,0.0%,100.0%,0.6931471805599453%,0.0%,0%,0.0%,0%,zeros,local-global,optimal,1,0.017676883040293752,0.002,3,0.0024999999999999996
33,0.022005319595336914,4,6,0.1,2,200,1000,1,1,3,2.519,40.0,37.481,0.0,40.0,40.0,0.0,0.0,40.0,0.6931471805599453%,0.0%,0%,0.0%,0%,0.6931471805599453%,0.0%,0%,0.0%,0%,zeros,local-global,optimal,1,0.017676883040293752,0.002,3,0.0019999999999999996
34,0.02300548553466797,4,7,0.1,2,200,1000,1,1,3,2.519,40.0,37.481,0.0,40.0,40.0,0.0,0.0,40.0,0.6931471805599453%,0.0%,0%,0.0%,0%,0.6931471805599453%,0.0%,0%,0.0%,0%,zeros,local-global,optimal,1,0.017676883040293752,0.002,3,0.005
35,0.0220029354095459,4,8,0.1,2,200,1000,1,1,3,2.519,40.0,37.481,0.0,40.0,40.0,0.0,0.0,40.0,0.6931471805599453%,0.0%,0%,0.0%,0%,0.6931471805599453%,50.0%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.017676883040293752,0.002,3,-0.011000000000000001
32,0.03800797462463379,4,5,0.1,2,200,1000,1,1,3,2.519,40.0,37.481,0.0,40.0,40.0,0.0,0.0,40.0,0.6931471805599453%,50.0%,0%,0.0%,100.0%,0.6931471805599453%,50.0%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.017676883040293752,0.002,3,-0.001999999999999999
36,0.023005247116088867,4,9,0.1,2,200,1000,1,1,4,2.519,59.0,56.481,0.0,59.0,80.0,0.0,0.0,80.0,0.6931471805599453%,50.0%,0%,0.0%,100.0%,0.6931471805599453%,100.0%,0%,0%,100.0%,zeros,local-global,optimal,1,0.017676883040293752,0.002,3,-0.0014999999999999992
37,0.025005340576171875,5,1,0.1,3,200,1000,1,1,3,4.64,40.0,35.36,0.0,40.0,40.0,0.0,0.0,40.0,0.6931471805599453%,66.667%,0%,0.0%,100.0%,0.6931471805599453%,33.333%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.019701462808732726,0.002,3,0.004
38,0.02300429344177246,5,2,0.1,3,200,1000,1,1,2,4.64,0.0,-4.64,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453%,100.0%,0%,0%,100.0%,0.6931471805599453%,33.333%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.019701462808732726,0.002,3,nan
39,0.03000664710998535,5,3,0.1,3,200,1000,1,1,3,4.64,37.2,32.56,0.0,37.2,40.0,0.0,0.0,40.0,0.6931471805599453%,33.333%,0%,0.0%,100.0%,0.6931471805599453%,33.333%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.019701462808732726,0.002,3,0.0009999999999999998
40,0.02100539207458496,5,4,0.1,3,200,1000,1,1,3,4.64,36.4,31.76,0.0,36.4,40.0,0.0,0.0,40.0,0.6931471805599453%,33.333%,0%,0.0%,100.0%,0.6931471805599453%,66.667%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.019701462808732726,0.002,3,-0.009
41,0.022005319595336914,5,5,0.1,3,200,1000,1,1,3,4.64,39.6,34.96,0.0,39.6,40.0,0.0,0.0,40.0,0.6931471805599453%,0.0%,0%,0.0%,0%,0.6931471805599453%,66.667%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.019701462808732726,0.002,3,-0.011
42,0.025005578994750977,5,6,0.1,3,200,1000,1,1,3,4.64,58.8,54.16,0.0,58.8,40.0,0.0,0.0,40.0,0.6931471805599453%,66.667%,0%,0.0%,100.0%,0.6931471805599453%,100.0%,0%,0%,100.0%,zeros,local-global,optimal,1,0.019701462808732726,0.002,3,-0.003000000000000001
43,0.02400517463684082,5,7,0.1,3,200,1000,1,1,4,4.64,68.6,63.96,0.0,68.6,80.0,0.0,0.0,80.0,0.6931471805599453%,66.667%,0%,0.0%,100.0%,0.6931471805599453%,66.667%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.019701462808732726,0.002,3,-0.004999999999999999
44,0.024005889892578125,5,8,0.1,3,200,1000,1,1,4,4.64,69.6,64.96,0.0,69.6,80.0,0.0,0.0,80.0,0.6931471805599453%,33.333%,0%,0.0%,100.0%,0.6931471805599453%,0.0%,0%,0.0%,0%,zeros,local-global,optimal,1,0.019701462808732726,0.002,3,0.0075
47,0.024005413055419922,6,2,0.1,4,200,1000,1,1,3,7.161,37.2,30.039,0.0,37.2,40.0,0.0,0.0,40.0,0.6931471805599453%,25.0%,0%,0.0%,100.0%,0.6931471805599453%,25.0%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.02013355256535016,0.002,3,-0.019
45,0.0290069580078125,5,9,0.1,3,200,1000,1,1,4,4.64,59.0,54.36,0.0,59.0,80.0,0.0,0.0,80.0,0.6931471805599453%,66.667%,0%,0.0%,100.0%,0.6931471805599453%,33.333%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.019701462808732726,0.002,3,-0.0014999999999999992
46,0.027007102966308594,6,1,0.1,4,200,1000,1,1,3,7.161,38.4,31.239,0.0,38.4,40.0,0.0,0.0,40.0,0.6931471805599453%,25.0%,0%,0.0%,100.0%,0.6931471805599453%,25.0%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.02013355256535016,0.002,3,-0.015
48,0.023005247116088867,6,3,0.1,4,200,1000,1,1,3,7.161,40.0,32.839,0.0,40.0,40.0,0.0,0.0,40.0,0.6931471805599453%,75.0%,0%,0.0%,100.0%,0.6931471805599453%,75.0%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.02013355256535016,0.002,3,0.002999999999999999
49,0.021004438400268555,6,4,0.1,4,200,1000,1,1,3,7.161,55.2,48.039,0.0,55.2,40.0,0.0,0.0,40.0,0.6931471805599453%,25.0%,0%,0.0%,100.0%,0.6931471805599453%,25.0%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.02013355256535016,0.002,3,0.006000000000000001
50,0.02400493621826172,6,5,0.1,4,200,1000,1,1,4,7.161,76.8,69.639,0.0,76.8,80.0,0.0,0.0,80.0,0.6931471805599453%,50.0%,0%,0.0%,100.0%,0.6931471805599453%,50.0%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.02013355256535016,0.002,3,0.004
52,0.022006750106811523,6,7,0.1,4,200,1000,1,1,3,7.161,57.2,50.039,0.0,57.2,40.0,0.0,0.0,40.0,0.6931471805599453%,25.0%,0%,0.0%,100.0%,0.6931471805599453%,50.0%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.02013355256535016,0.002,3,-0.0010000000000000009
51,0.0290067195892334,6,6,0.1,4,200,1000,1,1,3,7.161,58.4,51.239,0.0,58.4,40.0,0.0,0.0,40.0,0.6931471805599453%,25.0%,0%,0.0%,100.0%,0.6931471805599453%,50.0%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.02013355256535016,0.002,3,0.009
53,0.024005651473999023,6,8,0.1,4,200,1000,1,1,3,7.161,40.0,32.839,0.0,40.0,40.0,0.0,0.0,40.0,0.6931471805599453%,75.0%,0%,0.0%,100.0%,0.6931471805599453%,100.0%,0%,0%,100.0%,zeros,local-global,optimal,1,0.02013355256535016,0.002,3,0.004
54,0.026006698608398438,6,9,0.1,4,200,1000,1,1,3,7.161,54.0,46.839,0.0,54.0,40.0,0.0,0.0,40.0,0.6931471805599453%,75.0%,0%,0.0%,100.0%,0.6931471805599453%,50.0%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.02013355256535016,0.002,3,0.009999999999999998
55,0.02600383758544922,7,1,0.1,4,200,1000,1,1,3,7.161,38.4,31.239,0.0,38.4,40.0,0.0,0.0,40.0,0.6931471805599453%,25.0%,0%,0.0%,100.0%,0.6931471805599453%,25.0%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.02013355256535016,0.002,3,-0.015
58,0.021004438400268555,7,4,0.1,4,200,1000,1,1,3,7.161,55.2,48.039,0.0,55.2,40.0,0.0,0.0,40.0,0.6931471805599453%,25.0%,0%,0.0%,100.0%,0.6931471805599453%,25.0%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.02013355256535016,0.002,3,0.006000000000000001
56,0.03300905227661133,7,2,0.1,4,200,1000,1,1,3,7.161,37.2,30.039,0.0,37.2,40.0,0.0,0.0,40.0,0.6931471805599453%,25.0%,0%,0.0%,100.0%,0.6931471805599453%,25.0%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.02013355256535016,0.002,3,-0.019
59,0.025005578994750977,7,5,0.1,4,200,1000,1,1,4,7.161,76.8,69.639,0.0,76.8,80.0,0.0,0.0,80.0,0.6931471805599453%,50.0%,0%,0.0%,100.0%,0.6931471805599453%,50.0%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.02013355256535016,0.002,3,0.004
60,0.022003173828125,7,6,0.1,4,200,1000,1,1,3,7.161,58.4,51.239,0.0,58.4,40.0,0.0,0.0,40.0,0.6931471805599453%,25.0%,0%,0.0%,100.0%,0.6931471805599453%,50.0%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.02013355256535016,0.002,3,0.009
61,0.023005247116088867,7,7,0.1,4,200,1000,1,1,3,7.161,57.2,50.039,0.0,57.2,40.0,0.0,0.0,40.0,0.6931471805599453%,25.0%,0%,0.0%,100.0%,0.6931471805599453%,50.0%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.02013355256535016,0.002,3,-0.0010000000000000009
57,0.033007144927978516,7,3,0.1,4,200,1000,1,1,3,7.161,40.0,32.839,0.0,40.0,40.0,0.0,0.0,40.0,0.6931471805599453%,75.0%,0%,0.0%,100.0%,0.6931471805599453%,75.0%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.02013355256535016,0.002,3,0.002999999999999999
62,0.022005796432495117,7,8,0.1,4,200,1000,1,1,3,7.161,40.0,32.839,0.0,40.0,40.0,0.0,0.0,40.0,0.6931471805599453%,75.0%,0%,0.0%,100.0%,0.6931471805599453%,100.0%,0%,0%,100.0%,zeros,local-global,optimal,1,0.02013355256535016,0.002,3,0.004
63,0.022004365921020508,7,9,0.1,4,200,1000,1,1,3,7.161,54.0,46.839,0.0,54.0,40.0,0.0,0.0,40.0,0.6931471805599453%,75.0%,0%,0.0%,100.0%,0.6931471805599453%,50.0%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.02013355256535016,0.002,3,0.009999999999999998
64,0.02400517463684082,8,1,0.1,5,200,1000,1,1,4,10.034,84.2,74.166,0.0,84.2,80.0,0.0,0.0,80.0,0.6931471805599453%,60.0%,0%,0.0%,100.0%,0.6931471805599453%,40.0%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.019892626382856896,0.002,3,-0.0025
65,0.02200460433959961,8,2,0.1,5,200,1000,1,1,3,10.034,40.0,29.966,0.0,40.0,40.0,0.0,0.0,40.0,0.6931471805599453%,40.0%,0%,0.0%,100.0%,0.6931471805599453%,40.0%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.019892626382856896,0.002,3,0.008
66,0.02100348472595215,8,3,0.1,5,200,1000,1,1,3,10.034,55.6,45.566,0.0,55.6,40.0,0.0,0.0,40.0,0.6931471805599453%,80.0%,0%,0.0%,100.0%,0.6931471805599453%,0.0%,0%,0.0%,0%,zeros,local-global,optimal,1,0.019892626382856896,0.002,3,0.009000000000000001
68,0.02300548553466797,8,5,0.1,5,200,1000,1,1,4,10.034,69.2,59.166,0.0,69.2,80.0,0.0,0.0,80.0,0.6931471805599453%,80.0%,0%,0.0%,100.0%,0.6931471805599453%,40.0%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.019892626382856896,0.002,3,0.006999999999999999
67,0.02200603485107422,8,4,0.1,5,200,1000,1,1,4,10.034,68.0,57.966,0.0,68.0,80.0,0.0,0.0,80.0,0.6931471805599453%,40.0%,0%,0.0%,100.0%,0.6931471805599453%,40.0%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.019892626382856896,0.002,3,0.006499999999999999
70,0.02400684356689453,8,7,0.1,5,200,1000,1,1,3,10.034,38.0,27.966,0.0,38.0,40.0,0.0,0.0,40.0,0.6931471805599453%,60.0%,0%,0.0%,100.0%,0.6931471805599453%,40.0%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.019892626382856896,0.002,3,-0.008
69,0.0290067195892334,8,6,0.1,5,200,1000,1,1,4,10.034,83.6,73.566,0.0,83.6,80.0,0.0,0.0,80.0,0.6931471805599453%,40.0%,0%,0.0%,100.0%,0.6931471805599453%,40.0%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.019892626382856896,0.002,3,-0.0004999999999999999
71,0.02600550651550293,8,8,0.1,5,200,1000,1,1,4,10.034,78.2,68.166,0.0,78.2,80.0,0.0,0.0,80.0,0.6931471805599453%,20.0%,0%,0.0%,100.0%,0.6931471805599453%,40.0%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.019892626382856896,0.002,3,0.0034999999999999996
72,0.024005651473999023,8,9,0.1,5,200,1000,1,1,3,10.034,55.2,45.166,0.0,55.2,40.0,0.0,0.0,40.0,0.6931471805599453%,40.0%,0%,0.0%,100.0%,0.6931471805599453%,40.0%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.019892626382856896,0.002,3,-0.0010000000000000007
74,0.027005672454833984,9,2,0.1,6,200,1000,1,1,5,13.223,89.6,76.377,0.0,89.6,120.0,0.0,0.0,120.0,0.6931471805599453%,66.667%,0%,0.0%,100.0%,0.6931471805599453%,66.667%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.019377927138244978,0.002,3,-0.004
73,0.02500605583190918,9,1,0.1,6,200,1000,1,1,4,13.223,81.4,68.177,0.0,81.4,80.0,0.0,0.0,80.0,0.6931471805599453%,50.0%,0%,0.0%,100.0%,0.6931471805599453%,33.333%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.019377927138244978,0.002,3,-0.0014999999999999996
75,0.02700638771057129,9,3,0.1,6,200,1000,1,1,4,13.223,77.6,64.377,0.0,77.6,80.0,0.0,0.0,80.0,0.6931471805599453%,50.0%,0%,0.0%,100.0%,0.6931471805599453%,33.333%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.019377927138244978,0.002,3,-0.0045000000000000005
76,0.02500605583190918,9,4,0.1,6,200,1000,1,1,3,13.223,36.4,23.177,0.0,36.4,40.0,0.0,0.0,40.0,0.6931471805599453%,50.0%,0%,0.0%,100.0%,0.6931471805599453%,16.667%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.019377927138244978,0.002,3,-0.009

80,0.02300548553466797,9,8,0.1,6,200,1000,1,1,4,13.223,85.6,72.377,0.0,85.6,80.0,0.0,0.0,80.0,0.6931471805599453%,16.667%,0%,0.0%,100.0%,0.6931471805599453%,50.0%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.019377927138244978,0.002,3,0.0005000000000000004
81,0.02300548553466797,9,9,0.1,6,200,1000,1,1,3,13.223,54.8,41.577,0.0,54.8,40.0,0.0,0.0,40.0,0.6931471805599453%,33.333%,0%,0.0%,100.0%,0.6931471805599453%,0.0%,0%,0.0%,0%,zeros,local-global,optimal,1,0.019377927138244978,0.002,3,-0.0010000000000000007
78,0.025005578994750977,9,6,0.1,6,200,1000,1,1,3,13.223,58.0,44.777,0.0,58.0,40.0,0.0,0.0,40.0,0.6931471805599453%,50.0%,0%,0.0%,100.0%,0.6931471805599453%,33.333%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.019377927138244978,0.002,3,0.006000000000000001
82,0.02600574493408203,10,1,0.1,7,200,1000,1,1,3,16.705,59.2,42.495,0.0,59.2,40.0,0.0,0.0,40.0,0.6931471805599453%,28.571%,0%,0.0%,100.0%,0.6931471805599453%,42.857%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.01876551155723276,0.002,3,0.003
83,0.023005247116088867,10,2,0.1,7,200,1000,1,1,3,16.705,68.8,52.095,0.0,68.8,40.0,0.0,0.0,40.0,0.6931471805599453%,71.429%,0%,0.0%,100.0%,0.6931471805599453%,28.571%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.01876551155723276,0.002,3,-0.008000000000000002
84,0.026006221771240234,10,3,0.1,7,200,1000,1,1,4,16.705,82.0,65.295,0.0,82.0,80.0,0.0,0.0,80.0,0.6931471805599453%,28.571%,0%,0.0%,100.0%,0.6931471805599453%,71.429%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.01876551155723276,0.002,3,-0.006500000000000001
87,0.02500605583190918,10,6,0.1,7,200,1000,1,1,4,16.705,93.6,76.895,0.0,93.6,80.0,0.0,0.0,80.0,0.6931471805599453%,42.857%,0%,0.0%,100.0%,0.6931471805599453%,28.571%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.01876551155723276,0.002,3,0.0005000000000000008
85,0.02800607681274414,10,4,0.1,7,200,1000,1,1,3,16.705,68.8,52.095,0.0,68.8,40.0,0.0,0.0,40.0,0.6931471805599453%,71.429%,0%,0.0%,100.0%,0.6931471805599453%,57.143%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.01876551155723276,0.002,3,0.009000000000000001
86,0.02800607681274414,10,5,0.1,7,200,1000,1,1,3,16.705,58.8,42.095,0.0,58.8,40.0,0.0,0.0,40.0,0.6931471805599453%,42.857%,0%,0.0%,100.0%,0.6931471805599453%,57.143%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.01876551155723276,0.002,3,0.003
88,0.02600550651550293,10,7,0.1,7,200,1000,1,1,3,16.705,71.6,54.895,0.0,71.6,40.0,0.0,0.0,40.0,0.6931471805599453%,14.286%,0%,0.0%,100.0%,0.6931471805599453%,28.571%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.01876551155723276,0.002,3,-0.01
89,0.028006315231323242,10,8,0.1,7,200,1000,1,1,3,16.705,72.8,56.095,0.0,72.8,40.0,0.0,0.0,40.0,0.6931471805599453%,14.286%,0%,0.0%,100.0%,0.6931471805599453%,71.429%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.01876551155723276,0.002,3,-0.008
91,0.025005102157592773,11,1,0.1,7,200,1000,1,1,3,16.705,59.2,42.495,0.0,59.2,40.0,0.0,0.0,40.0,0.6931471805599453%,28.571%,0%,0.0%,100.0%,0.6931471805599453%,42.857%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.01876551155723276,0.002,3,0.003
90,0.02600550651550293,10,9,0.1,7,200,1000,1,1,4,16.705,76.4,59.695,0.0,76.4,80.0,0.0,0.0,80.0,0.6931471805599453%,42.857%,0%,0.0%,100.0%,0.6931471805599453%,71.429%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.01876551155723276,0.002,3,0.0045000000000000005
