,time_elapsed,simulationTypeNumber,seed,learning_rate,n_pattern,n_pattern_features,max_epochs,energy_exponent,preset_simulation,Learning was complete at epoch #,Theoretical: random-walk efficiency,Simulated: efficiency (m_perc/m_min),Simulated-Theoretical efficiency difference,Theoretical: minimum energy for learning,Simulated: energy actually used by learning,Energy expended by simulations for consolidations,Energy expended by simulations for maintenance,Energy expended by simulations for maintenance (plus before thr),Energy expended total,(seen) NLL,(seen) Accuracy,(seen) Precision,(seen) Sensitivity,(seen) Specificity,(unseen) NLL,(unseen) Accuracy,(unseen) Precision,(unseen) Sensitivity,(unseen) Specificity,weights_initialised_as,cache_algorithm,max_size_of_transient_memory,maintenance_cost_of_transient_memory,Optimal threshold,Decay rate of transient memory,number of consolidations,mean consolidation size
1283,0.11402487754821777,143,5,0.1,113,200,1000,1,1,7,1483.682,400.2,-1083.482,0.0,400.2,200.0,0.0,0.0,200.0,0.6931471805599453%,46.903%,0%,0.0%,100.0%,0.6931471805599453%,51.327%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005634665718168285,0.002,3,0.0018000000000000002
1281,0.14103150367736816,143,3,0.1,113,200,1000,1,1,9,1483.682,432.0,-1051.682,0.0,432.0,280.0,0.0,0.0,280.0,0.6931471805599453%,56.637%,0%,0.0%,100.0%,0.6931471805599453%,47.788%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005634665718168285,0.002,3,-0.004142857142857142
1285,0.13903188705444336,143,7,0.1,113,200,1000,1,1,8,1483.682,416.8,-1066.882,0.0,416.8,240.0,0.0,0.0,240.0,0.6931471805599453%,46.018%,0%,0.0%,100.0%,0.6931471805599453%,46.903%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005634665718168285,0.002,3,-0.0006666666666666666
1287,0.12802886962890625,143,9,0.1,113,200,1000,1,1,8,1483.682,381.8,-1101.882,0.0,381.8,240.0,0.0,0.0,240.0,0.6931471805599453%,51.327%,0%,0.0%,100.0%,0.6931471805599453%,55.752%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005634665718168285,0.002,3,-0.0010000000000000002
1290,0.10302281379699707,144,3,0.1,114,200,1000,1,1,6,1508.677,336.8,-1171.877,0.0,336.8,160.0,0.0,0.0,160.0,0.6931471805599453%,44.737%,0%,0.0%,100.0%,0.6931471805599453%,59.649%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005610089798916036,0.002,3,-0.00825
1284,0.20104479789733887,143,6,0.1,113,200,1000,1,1,13,1483.682,542.8,-940.882,0.0,542.8,440.0,0.0,0.0,440.0,0.6931471805599453%,51.327%,0%,0.0%,100.0%,0.6931471805599453%,47.788%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005634665718168285,0.002,3,0.0007272727272727271
1288,0.1580348014831543,144,1,0.1,114,200,1000,1,1,9,1508.677,454.8,-1053.877,0.0,454.8,280.0,0.0,0.0,280.0,0.6931471805599453%,56.14%,0%,0.0%,100.0%,0.6931471805599453%,50.877%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005610089798916036,0.002,3,0.0014285714285714286
1286,0.20604634284973145,143,8,0.1,113,200,1000,1,1,12,1483.682,518.8,-964.882,0.0,518.8,400.0,0.0,0.0,400.0,0.6931471805599453%,51.327%,0%,0.0%,100.0%,0.6931471805599453%,52.212%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005634665718168285,0.002,3,-0.0012999999999999993
1291,0.14603304862976074,144,4,0.1,114,200,1000,1,1,9,1508.677,465.2,-1043.477,0.0,465.2,280.0,0.0,0.0,280.0,0.6931471805599453%,52.632%,0%,0.0%,100.0%,0.6931471805599453%,57.895%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005610089798916036,0.002,3,-0.0015714285714285708
1289,0.17403912544250488,144,2,0.1,114,200,1000,1,1,10,1508.677,518.4,-990.277,0.0,518.4,320.0,0.0,0.0,320.0,0.6931471805599453%,47.368%,0%,0.0%,100.0%,0.6931471805599453%,49.123%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005610089798916036,0.002,3,-0.004875000000000001
1292,0.19404292106628418,144,5,0.1,114,200,1000,1,1,11,1508.677,472.2,-1036.477,0.0,472.2,360.0,0.0,0.0,360.0,0.6931471805599453%,42.982%,0%,0.0%,100.0%,0.6931471805599453%,56.14%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005610089798916036,0.002,3,-0.0016666666666666663
1296,0.12002706527709961,144,9,0.1,114,200,1000,1,1,7,1508.677,391.2,-1117.477,0.0,391.2,200.0,0.0,0.0,200.0,0.6931471805599453%,50.0%,0%,0.0%,100.0%,0.6931471805599453%,52.632%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005610089798916036,0.002,3,0.0016000000000000005
1294,0.15103363990783691,144,7,0.1,114,200,1000,1,1,9,1508.677,441.0,-1067.677,0.0,441.0,280.0,0.0,0.0,280.0,0.6931471805599453%,50.877%,0%,0.0%,100.0%,0.6931471805599453%,57.018%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005610089798916036,0.002,3,-0.007714285714285715
1293,0.15903663635253906,144,6,0.1,114,200,1000,1,1,10,1508.677,480.4,-1028.277,0.0,480.4,320.0,0.0,0.0,320.0,0.6931471805599453%,52.632%,0%,0.0%,100.0%,0.6931471805599453%,47.368%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005610089798916036,0.002,3,-0.0002500000000000002
1299,0.10102295875549316,145,3,0.1,114,200,1000,1,1,6,1508.677,336.8,-1171.877,0.0,336.8,160.0,0.0,0.0,160.0,0.6931471805599453%,44.737%,0%,0.0%,100.0%,0.6931471805599453%,59.649%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005610089798916036,0.002,3,-0.00825
1297,0.1470329761505127,145,1,0.1,114,200,1000,1,1,9,1508.677,454.8,-1053.877,0.0,454.8,280.0,0.0,0.0,280.0,0.6931471805599453%,56.14%,0%,0.0%,100.0%,0.6931471805599453%,50.877%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005610089798916036,0.002,3,0.0014285714285714286
1295,0.17303872108459473,144,8,0.1,114,200,1000,1,1,11,1508.677,486.8,-1021.877,0.0,486.8,360.0,0.0,0.0,360.0,0.6931471805599453%,51.754%,0%,0.0%,100.0%,0.6931471805599453%,43.86%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005610089798916036,0.002,3,0.0024444444444444435
1298,0.15103435516357422,145,2,0.1,114,200,1000,1,1,10,1508.677,518.4,-990.277,0.0,518.4,320.0,0.0,0.0,320.0,0.6931471805599453%,47.368%,0%,0.0%,100.0%,0.6931471805599453%,49.123%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005610089798916036,0.002,3,-0.004875000000000001
1300,0.15903544425964355,145,4,0.1,114,200,1000,1,1,9,1508.677,465.2,-1043.477,0.0,465.2,280.0,0.0,0.0,280.0,0.6931471805599453%,52.632%,0%,0.0%,100.0%,0.6931471805599453%,57.895%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005610089798916036,0.002,3,-0.0015714285714285708
1301,0.17003846168518066,145,5,0.1,114,200,1000,1,1,11,1508.677,472.2,-1036.477,0.0,472.2,360.0,0.0,0.0,360.0,0.6931471805599453%,42.982%,0%,0.0%,100.0%,0.6931471805599453%,56.14%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005610089798916036,0.002,3,-0.0016666666666666663
1305,0.11402559280395508,145,9,0.1,114,200,1000,1,1,7,1508.677,391.2,-1117.477,0.0,391.2,200.0,0.0,0.0,200.0,0.6931471805599453%,50.0%,0%,0.0%,100.0%,0.6931471805599453%,52.632%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005610089798916036,0.002,3,0.0016000000000000005
1303,0.14303374290466309,145,7,0.1,114,200,1000,1,1,9,1508.677,441.0,-1067.677,0.0,441.0,280.0,0.0,0.0,280.0,0.6931471805599453%,50.877%,0%,0.0%,100.0%,0.6931471805599453%,57.018%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005610089798916036,0.002,3,-0.007714285714285715
1302,0.15703606605529785,145,6,0.1,114,200,1000,1,1,10,1508.677,480.4,-1028.277,0.0,480.4,320.0,0.0,0.0,320.0,0.6931471805599453%,52.632%,0%,0.0%,100.0%,0.6931471805599453%,47.368%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005610089798916036,0.002,3,-0.0002500000000000002
1304,0.1780409812927246,145,8,0.1,114,200,1000,1,1,11,1508.677,486.8,-1021.877,0.0,486.8,360.0,0.0,0.0,360.0,0.6931471805599453%,51.754%,0%,0.0%,100.0%,0.6931471805599453%,43.86%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005610089798916036,0.002,3,0.0024444444444444435
1308,0.14403200149536133,146,3,0.1,115,200,1000,1,1,9,1533.935,503.6,-1030.335,0.0,503.6,280.0,0.0,0.0,280.0,0.6931471805599453%,47.826%,0%,0.0%,100.0%,0.6931471805599453%,48.696%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005585831328494109,0.002,3,0.002142857142857143
1310,0.09202051162719727,146,5,0.1,115,200,1000,1,1,6,1533.935,335.8,-1198.135,0.0,335.8,160.0,0.0,0.0,160.0,0.6931471805599453%,58.261%,0%,0.0%,100.0%,0.6931471805599453%,48.696%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005585831328494109,0.002,3,-0.0045000000000000005
1307,0.19704389572143555,146,2,0.1,115,200,1000,1,1,13,1533.935,546.8,-987.135,0.0,546.8,440.0,0.0,0.0,440.0,0.6931471805599453%,46.087%,0%,0.0%,100.0%,0.6931471805599453%,53.043%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005585831328494109,0.002,3,-0.0013636363636363637
1309,0.16803789138793945,146,4,0.1,115,200,1000,1,1,10,1533.935,522.8,-1011.135,0.0,522.8,320.0,0.0,0.0,320.0,0.6931471805599453%,56.522%,0%,0.0%,100.0%,0.6931471805599453%,46.087%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005585831328494109,0.002,3,0.0012499999999999994
1314,0.09902215003967285,146,9,0.1,115,200,1000,1,1,6,1533.935,324.2,-1209.735,0.0,324.2,160.0,0.0,0.0,160.0,0.6931471805599453%,54.783%,0%,0.0%,100.0%,0.6931471805599453%,41.739%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005585831328494109,0.002,3,0.0017500000000000007
1313,0.12102675437927246,146,8,0.1,115,200,1000,1,1,8,1533.935,426.2,-1107.735,0.0,426.2,240.0,0.0,0.0,240.0,0.6931471805599453%,42.609%,0%,0.0%,100.0%,0.6931471805599453%,44.348%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005585831328494109,0.002,3,0.0068333333333333345
1311,0.1510326862335205,146,6,0.1,115,200,1000,1,1,9,1533.935,473.6,-1060.335,0.0,473.6,280.0,0.0,0.0,280.0,0.6931471805599453%,50.435%,0%,0.0%,100.0%,0.6931471805599453%,46.087%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005585831328494109,0.002,3,0.0012857142857142856
1312,0.15003347396850586,146,7,0.1,115,200,1000,1,1,9,1533.935,450.6,-1083.335,0.0,450.6,280.0,0.0,0.0,280.0,0.6931471805599453%,53.043%,0%,0.0%,100.0%,0.6931471805599453%,44.348%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005585831328494109,0.002,3,-0.0037142857142857142
1316,0.1270294189453125,147,2,0.1,116,200,1000,1,1,8,1559.458,410.8,-1148.658,0.0,410.8,240.0,0.0,0.0,240.0,0.6931471805599453%,50.862%,0%,0.0%,100.0%,0.6931471805599453%,47.414%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005561883551028331,0.002,3,-0.001666666666666667
1315,0.16203665733337402,147,1,0.1,116,200,1000,1,1,11,1559.458,547.8,-1011.658,0.0,547.8,360.0,0.0,0.0,360.0,0.6931471805599453%,49.138%,0%,0.0%,100.0%,0.6931471805599453%,55.172%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005561883551028331,0.002,3,0.000555555555555555
1318,0.11402535438537598,147,4,0.1,116,200,1000,1,1,7,1559.458,408.8,-1150.658,0.0,408.8,200.0,0.0,0.0,200.0,0.6931471805599453%,49.138%,0%,0.0%,100.0%,0.6931471805599453%,49.138%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005561883551028331,0.002,3,-0.0066
1317,0.145033597946167,147,3,0.1,116,200,1000,1,1,9,1559.458,453.6,-1105.858,0.0,453.6,280.0,0.0,0.0,280.0,0.6931471805599453%,53.448%,0%,0.0%,100.0%,0.6931471805599453%,62.069%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005561883551028331,0.002,3,-0.00014285714285714235
1322,0.09502196311950684,147,8,0.1,116,200,1000,1,1,6,1559.458,351.2,-1208.258,0.0,351.2,160.0,0.0,0.0,160.0,0.6931471805599453%,47.414%,0%,0.0%,100.0%,0.6931471805599453%,50.862%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005561883551028331,0.002,3,0.0035000000000000005
1320,0.1290297508239746,147,6,0.1,116,200,1000,1,1,8,1559.458,444.8,-1114.658,0.0,444.8,240.0,0.0,0.0,240.0,0.6931471805599453%,48.276%,0%,0.0%,100.0%,0.6931471805599453%,50.862%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005561883551028331,0.002,3,0.0009999999999999994
1321,0.1270289421081543,147,7,0.1,116,200,1000,1,1,8,1559.458,413.6,-1145.858,0.0,413.6,240.0,0.0,0.0,240.0,0.6931471805599453%,52.586%,0%,0.0%,100.0%,0.6931471805599453%,51.724%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005561883551028331,0.002,3,-0.002666666666666667
1319,0.1600360870361328,147,5,0.1,116,200,1000,1,1,9,1559.458,466.2,-1093.258,0.0,466.2,280.0,0.0,0.0,280.0,0.6931471805599453%,49.138%,0%,0.0%,100.0%,0.6931471805599453%,54.31%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005561883551028331,0.002,3,-0.0032857142857142855
1323,0.11602568626403809,147,9,0.1,116,200,1000,1,1,7,1559.458,405.8,-1153.658,0.0,405.8,200.0,0.0,0.0,200.0,0.6931471805599453%,50.862%,0%,0.0%,100.0%,0.6931471805599453%,54.31%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005561883551028331,0.002,3,-0.0048000000000000004
1326,0.10102272033691406,148,3,0.1,117,200,1000,1,1,6,1585.248,366.0,-1219.248,0.0,366.0,160.0,0.0,0.0,160.0,0.6931471805599454%,53.846%,0%,0.0%,100.0%,0.6931471805599454%,57.265%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.00553823990973236,0.002,3,-0.003499999999999999
1325,0.11002516746520996,148,2,0.1,117,200,1000,1,1,7,1585.248,382.8,-1202.448,0.0,382.8,200.0,0.0,0.0,200.0,0.6931471805599454%,53.846%,0%,0.0%,100.0%,0.6931471805599454%,52.137%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.00553823990973236,0.002,3,0.0012
1324,0.15203380584716797,148,1,0.1,117,200,1000,1,1,9,1585.248,477.8,-1107.448,0.0,477.8,280.0,0.0,0.0,280.0,0.6931471805599454%,42.735%,0%,0.0%,100.0%,0.6931471805599454%,39.316%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.00553823990973236,0.002,3,0.003714285714285714
1327,0.12402796745300293,148,4,0.1,117,200,1000,1,1,8,1585.248,427.0,-1158.248,0.0,427.0,240.0,0.0,0.0,240.0,0.6931471805599454%,45.299%,0%,0.0%,100.0%,0.6931471805599454%,52.991%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.00553823990973236,0.002,3,-0.0021666666666666674
1330,0.11902809143066406,148,7,0.1,117,200,1000,1,1,7,1585.248,436.6,-1148.648,0.0,436.6,200.0,0.0,0.0,200.0,0.6931471805599454%,46.154%,0%,0.0%,100.0%,0.6931471805599454%,54.701%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.00553823990973236,0.002,3,0.0058
1329,0.12802839279174805,148,6,0.1,117,200,1000,1,1,8,1585.248,413.2,-1172.048,0.0,413.2,240.0,0.0,0.0,240.0,0.6931471805599454%,52.137%,0%,0.0%,100.0%,0.6931471805599454%,49.573%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.00553823990973236,0.002,3,-0.006666666666666667
1328,0.13703036308288574,148,5,0.1,117,200,1000,1,1,9,1585.248,475.6,-1109.648,0.0,475.6,280.0,0.0,0.0,280.0,0.6931471805599454%,55.556%,0%,0.0%,100.0%,0.6931471805599454%,49.573%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.00553823990973236,0.002,3,-0.00042857142857142784
1332,0.1600360870361328,148,9,0.1,117,200,1000,1,1,10,1585.248,520.8,-1064.448,0.0,520.8,320.0,0.0,0.0,320.0,0.6931471805599454%,57.265%,0%,0.0%,100.0%,0.6931471805599454%,50.427%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.00553823990973236,0.002,3,-0.000375
1331,0.18604183197021484,148,8,0.1,117,200,1000,1,1,11,1585.248,452.0,-1133.248,0.0,452.0,360.0,0.0,0.0,360.0,0.6931471805599454%,43.59%,0%,0.0%,100.0%,0.6931471805599454%,35.897%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.00553823990973236,0.002,3,-0.0033333333333333335
1333,0.13202834129333496,149,1,0.1,118,200,1000,1,1,8,1611.309,454.8,-1156.509,0.0,454.8,240.0,0.0,0.0,240.0,0.6931471805599454%,52.542%,0%,0.0%,100.0%,0.6931471805599454%,44.068%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005514894039444439,0.002,3,0.001833333333333333
1334,0.13303017616271973,149,2,0.1,118,200,1000,1,1,8,1611.309,442.8,-1168.509,0.0,442.8,240.0,0.0,0.0,240.0,0.6931471805599454%,46.61%,0%,0.0%,100.0%,0.6931471805599454%,57.627%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005514894039444439,0.002,3,0.004166666666666667
1336,0.10302305221557617,149,4,0.1,118,200,1000,1,1,7,1611.309,412.4,-1198.909,0.0,412.4,200.0,0.0,0.0,200.0,0.6931471805599454%,54.237%,0%,0.0%,100.0%,0.6931471805599454%,44.915%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005514894039444439,0.002,3,0.0038000000000000004
1335,0.14203238487243652,149,3,0.1,118,200,1000,1,1,9,1611.309,411.8,-1199.509,0.0,411.8,280.0,0.0,0.0,280.0,0.6931471805599454%,47.458%,0%,0.0%,100.0%,0.6931471805599454%,54.237%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005514894039444439,0.002,3,-0.00028571428571428563
1339,0.11502647399902344,149,7,0.1,118,200,1000,1,1,7,1611.309,386.6,-1224.709,0.0,386.6,200.0,0.0,0.0,200.0,0.6931471805599454%,53.39%,0%,0.0%,100.0%,0.6931471805599454%,51.695%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005514894039444439,0.002,3,-0.0036000000000000003
1338,0.1360304355621338,149,6,0.1,118,200,1000,1,1,8,1611.309,425.0,-1186.309,0.0,425.0,240.0,0.0,0.0,240.0,0.6931471805599454%,52.542%,0%,0.0%,100.0%,0.6931471805599454%,49.153%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005514894039444439,0.002,3,0.0009999999999999998
1337,0.1670374870300293,149,5,0.1,118,200,1000,1,1,10,1611.309,442.2,-1169.109,0.0,442.2,320.0,0.0,0.0,320.0,0.6931471805599454%,47.458%,0%,0.0%,100.0%,0.6931471805599454%,51.695%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005514894039444439,0.002,3,-0.001
1340,0.12102746963500977,149,8,0.1,118,200,1000,1,1,7,1611.309,409.0,-1202.309,0.0,409.0,200.0,0.0,0.0,200.0,0.6931471805599454%,52.542%,0%,0.0%,100.0%,0.6931471805599454%,46.61%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005514894039444439,0.002,3,-0.005600000000000001
1342,0.1290297508239746,150,1,0.1,118,200,1000,1,1,8,1611.309,454.8,-1156.509,0.0,454.8,240.0,0.0,0.0,240.0,0.6931471805599454%,52.542%,0%,0.0%,100.0%,0.6931471805599454%,44.068%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005514894039444439,0.002,3,0.001833333333333333
1343,0.13202953338623047,150,2,0.1,118,200,1000,1,1,8,1611.309,442.8,-1168.509,0.0,442.8,240.0,0.0,0.0,240.0,0.6931471805599454%,46.61%,0%,0.0%,100.0%,0.6931471805599454%,57.627%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005514894039444439,0.002,3,0.004166666666666667
1345,0.11502575874328613,150,4,0.1,118,200,1000,1,1,7,1611.309,412.4,-1198.909,0.0,412.4,200.0,0.0,0.0,200.0,0.6931471805599454%,54.237%,0%,0.0%,100.0%,0.6931471805599454%,44.915%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005514894039444439,0.002,3,0.0038000000000000004
1341,0.15203523635864258,149,9,0.1,118,200,1000,1,1,9,1611.309,399.4,-1211.909,0.0,399.4,280.0,0.0,0.0,280.0,0.6931471805599454%,55.085%,0%,0.0%,100.0%,0.6931471805599454%,55.085%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005514894039444439,0.002,3,0.0011428571428571425
1344,0.15003299713134766,150,3,0.1,118,200,1000,1,1,9,1611.309,411.8,-1199.509,0.0,411.8,280.0,0.0,0.0,280.0,0.6931471805599454%,47.458%,0%,0.0%,100.0%,0.6931471805599454%,54.237%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005514894039444439,0.002,3,-0.00028571428571428563
1347,0.12602949142456055,150,6,0.1,118,200,1000,1,1,8,1611.309,425.0,-1186.309,0.0,425.0,240.0,0.0,0.0,240.0,0.6931471805599454%,52.542%,0%,0.0%,100.0%,0.6931471805599454%,49.153%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005514894039444439,0.002,3,0.0009999999999999998
1348,0.11102437973022461,150,7,0.1,118,200,1000,1,1,7,1611.309,386.6,-1224.709,0.0,386.6,200.0,0.0,0.0,200.0,0.6931471805599454%,53.39%,0%,0.0%,100.0%,0.6931471805599454%,51.695%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005514894039444439,0.002,3,-0.0036000000000000003
1346,0.16103553771972656,150,5,0.1,118,200,1000,1,1,10,1611.309,442.2,-1169.109,0.0,442.2,320.0,0.0,0.0,320.0,0.6931471805599454%,47.458%,0%,0.0%,100.0%,0.6931471805599454%,51.695%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005514894039444439,0.002,3,-0.001
1351,0.0870203971862793,151,1,0.1,119,200,1000,1,1,5,1637.642,330.4,-1307.242,0.0,330.4,120.0,0.0,0.0,120.0,0.6931471805599454%,55.462%,0%,0.0%,100.0%,0.6931471805599454%,43.697%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005491839759502587,0.002,3,-0.0006666666666666665
1349,0.12002754211425781,150,8,0.1,118,200,1000,1,1,7,1611.309,409.0,-1202.309,0.0,409.0,200.0,0.0,0.0,200.0,0.6931471805599454%,52.542%,0%,0.0%,100.0%,0.6931471805599454%,46.61%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005514894039444439,0.002,3,-0.005600000000000001
1354,0.1070246696472168,151,4,0.1,119,200,1000,1,1,7,1637.642,388.2,-1249.442,0.0,388.2,200.0,0.0,0.0,200.0,0.6931471805599454%,48.739%,0%,0.0%,100.0%,0.6931471805599454%,45.378%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005491839759502587,0.002,3,-0.0003999999999999999
1350,0.15003395080566406,150,9,0.1,118,200,1000,1,1,9,1611.309,399.4,-1211.909,0.0,399.4,280.0,0.0,0.0,280.0,0.6931471805599454%,55.085%,0%,0.0%,100.0%,0.6931471805599454%,55.085%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005514894039444439,0.002,3,0.0011428571428571425
1353,0.136030912399292,151,3,0.1,119,200,1000,1,1,8,1637.642,412.0,-1225.642,0.0,412.0,240.0,0.0,0.0,240.0,0.6931471805599454%,49.58%,0%,0.0%,100.0%,0.6931471805599454%,57.143%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005491839759502587,0.002,3,-0.004333333333333333
1352,0.17403888702392578,151,2,0.1,119,200,1000,1,1,11,1637.642,456.4,-1181.242,0.0,456.4,360.0,0.0,0.0,360.0,0.6931471805599454%,46.218%,0%,0.0%,100.0%,0.6931471805599454%,52.941%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005491839759502587,0.002,3,0.0015555555555555555
1356,0.13303112983703613,151,6,0.1,119,200,1000,1,1,8,1637.642,435.2,-1202.442,0.0,435.2,240.0,0.0,0.0,240.0,0.6931471805599454%,57.983%,0%,0.0%,100.0%,0.6931471805599454%,49.58%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005491839759502587,0.002,3,-0.003166666666666667
1355,0.16603732109069824,151,5,0.1,119,200,1000,1,1,10,1637.642,529.2,-1108.442,0.0,529.2,320.0,0.0,0.0,320.0,0.6931471805599454%,50.42%,0%,0.0%,100.0%,0.6931471805599454%,44.538%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005491839759502587,0.002,3,0.0018749999999999997
1358,0.1290299892425537,151,8,0.1,119,200,1000,1,1,8,1637.642,467.8,-1169.842,0.0,467.8,240.0,0.0,0.0,240.0,0.6931471805599454%,55.462%,0%,0.0%,100.0%,0.6931471805599454%,49.58%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005491839759502587,0.002,3,0.0026666666666666666
1357,0.1800403594970703,151,7,0.1,119,200,1000,1,1,11,1637.642,545.4,-1092.242,0.0,545.4,360.0,0.0,0.0,360.0,0.6931471805599454%,50.42%,0%,0.0%,100.0%,0.6931471805599454%,47.059%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005491839759502587,0.002,3,-0.0034444444444444444
1359,0.18104171752929688,151,9,0.1,119,200,1000,1,1,11,1637.642,499.8,-1137.842,0.0,499.8,360.0,0.0,0.0,360.0,0.6931471805599454%,57.143%,0%,0.0%,100.0%,0.6931471805599454%,43.697%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.005491839759502587,0.002,3,-0.001333333333333333
1362,0.14003252983093262,152,3,0.1,120,200,1000,1,1,8,1664.251,474.6,-1189.651,0.0,474.6,240.0,0.0,0.0,240.0,0.6931471805599453%,48.333%,0%,0.0%,100.0%,0.6931471805599453%,55.0%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.00546907106694021,0.002,3,0.0008333333333333326
1363,0.10202383995056152,152,4,0.1,120,200,1000,1,1,6,1664.251,353.6,-1310.651,0.0,353.6,160.0,0.0,0.0,160.0,0.6931471805599453%,57.5%,0%,0.0%,100.0%,0.6931471805599453%,50.833%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.00546907106694021,0.002,3,0.0017499999999999998
1360,0.1670372486114502,152,1,0.1,120,200,1000,1,1,10,1664.251,481.2,-1183.051,0.0,481.2,320.0,0.0,0.0,320.0,0.6931471805599453%,46.667%,0%,0.0%,100.0%,0.6931471805599453%,52.5%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.00546907106694021,0.002,3,0.0036249999999999998
1361,0.1650378704071045,152,2,0.1,120,200,1000,1,1,10,1664.251,470.2,-1194.051,0.0,470.2,320.0,0.0,0.0,320.0,0.6931471805599453%,41.667%,0%,0.0%,100.0%,0.6931471805599453%,50.833%,0%,0.0%,100.0%,zeros,local-global,optimal,1,0.00546907106694021,0.002,3,-0.00375
