,time_elapsed,simulationTypeNumber,seed,learning_rate,n_pattern,n_pattern_features,max_epochs,energy_exponent,preset_simulation,Learning was complete at epoch #,Theoretical: random-walk efficiency,Simulated: efficiency (m_perc/m_min),Simulated-Theoretical efficiency difference,Theoretical: minimum energy for learning,Simulated: energy actually used by learning,Energy expended by simulations for consolidations,Energy expended by simulations for maintenance,Energy expended total,(seen) NLL,(seen) Accuracy,(seen) Precision,(seen) Sensitivity,(seen) Specificity,(unseen) NLL,(unseen) Accuracy,(unseen) Precision,(unseen) Sensitivity,(unseen) Specificity,weights_initialised_as,cache_algorithm,max_size_of_transient_memory,maintenance_cost_of_transient_memory,Optimal threshold,Decay rate of transient memory,number of consolidations,mean consolidation size
1516,0.18104076385498047,8,123,0.5,100,100,5000,1,1,12,1772.454,2397.0,624.546,0.0,2397.0,271.0,175.1,446.1,0.6931471805599453%,47.0%,0%,0.0%,100.0%,0.6931471805599453%,50.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,0.26666666666666666
1515,0.2580580711364746,8,122,0.5,100,100,5000,1,1,17,1772.454,2668.0,895.546,0.0,2668.0,297.0,229.6,526.6,0.6931471805599453%,46.0%,0%,0.0%,100.0%,0.6931471805599453%,46.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,0.15333333333333332
1519,0.16403675079345703,8,126,0.5,100,100,5000,1,1,10,1772.454,2072.0,299.546,0.0,2072.0,245.0,135.1,380.1,0.6931471805599453%,55.0%,0%,0.0%,100.0%,0.6931471805599453%,43.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,0.31
1518,0.24805617332458496,8,125,0.5,100,100,5000,1,1,16,1772.454,3100.0,1327.546,0.0,3100.0,358.5,239.6,598.1,0.6931471805599453%,44.0%,0%,0.0%,100.0%,0.6931471805599453%,47.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,-0.045454545454545456
1520,0.22805142402648926,8,127,0.5,100,100,5000,1,1,16,1772.454,3433.0,1660.546,0.0,3433.0,436.5,231.3,667.8,0.6931471805599453%,55.0%,0%,0.0%,100.0%,0.6931471805599453%,53.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,-0.03305785123966942
1517,0.3110687732696533,8,124,0.5,100,100,5000,1,1,22,1772.454,3639.0,1866.546,0.0,3639.0,452.0,267.4,719.4,0.6931471805599453%,52.0%,0%,0.0%,100.0%,0.6931471805599453%,54.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,-0.12631578947368421
1521,0.23905372619628906,8,128,0.5,100,100,5000,1,1,16,1772.454,2545.0,772.546,0.0,2545.0,332.0,220.3,552.3,0.6931471805599453%,46.0%,0%,0.0%,100.0%,0.6931471805599453%,51.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,-0.033426183844011144
1524,0.19504404067993164,8,131,0.5,100,100,5000,1,1,13,1772.454,2405.0,632.546,0.0,2405.0,281.0,183.5,464.5,0.6931471805599453%,54.0%,0%,0.0%,100.0%,0.6931471805599453%,39.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,-0.05536332179930796
1522,0.23405194282531738,8,129,0.5,100,100,5000,1,1,16,1772.454,3047.0,1274.546,0.0,3047.0,376.0,223.0,599.0,0.6931471805599453%,52.0%,0%,0.0%,100.0%,0.6931471805599453%,51.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,-0.07329842931937172
1523,0.2560579776763916,8,130,0.5,100,100,5000,1,1,17,1772.454,2705.0,932.546,0.0,2705.0,336.5,199.2,535.7,0.6931471805599453%,52.0%,0%,0.0%,100.0%,0.6931471805599453%,54.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,-0.0053475935828877
1527,0.16403746604919434,8,134,0.5,100,100,5000,1,1,10,1772.454,1955.0,182.546,0.0,1955.0,246.0,122.8,368.8,0.6931471805599453%,51.0%,0%,0.0%,100.0%,0.6931471805599453%,49.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,-0.09859154929577464
1526,0.25305724143981934,8,133,0.5,100,100,5000,1,1,17,1772.454,2699.0,926.546,0.0,2699.0,264.0,214.7,478.7,0.6931471805599453%,50.0%,0%,0.0%,100.0%,0.6931471805599453%,52.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,0.05755395683453238
1528,0.16303682327270508,8,135,0.5,100,100,5000,1,1,11,1772.454,1927.0,154.546,0.0,1927.0,277.0,139.4,416.4,0.6931471805599453%,53.0%,0%,0.0%,100.0%,0.6931471805599453%,52.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,-0.2801418439716312
1529,0.17203927040100098,8,136,0.5,100,100,5000,1,1,11,1772.454,2410.0,637.546,0.0,2410.0,339.0,145.2,484.2,0.6931471805599453%,52.0%,0%,0.0%,100.0%,0.6931471805599453%,44.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,0.07588075880758807
1531,0.17203855514526367,8,138,0.5,100,100,5000,1,1,10,1772.454,2195.0,422.546,0.0,2195.0,327.5,109.6,437.1,0.6931471805599453%,48.0%,0%,0.0%,100.0%,0.6931471805599453%,56.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,-0.014084507042253521
1530,0.18604087829589844,8,137,0.5,100,100,5000,1,1,11,1772.454,2238.0,465.546,0.0,2238.0,264.0,142.6,406.6,0.6931471805599453%,44.0%,0%,0.0%,100.0%,0.6931471805599453%,50.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,-0.025179856115107913
1525,0.3630812168121338,8,132,0.5,100,100,5000,1,1,24,1772.454,3950.0,2177.546,0.0,3950.0,439.5,314.7,754.2,0.6931471805599453%,55.0%,0%,0.0%,100.0%,0.6931471805599453%,46.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,0.03
1533,0.236053466796875,8,140,0.5,100,100,5000,1,1,16,1772.454,2680.0,907.546,0.0,2680.0,352.0,194.3,546.3,0.6931471805599453%,42.0%,0%,0.0%,100.0%,0.6931471805599453%,54.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,-0.075
1532,0.27906298637390137,8,139,0.5,100,100,5000,1,1,19,1772.454,3279.0,1506.546,0.0,3279.0,382.5,292.5,675.0,0.6931471805599453%,58.0%,0%,0.0%,100.0%,0.6931471805599453%,58.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,-0.16353887399463807
1537,0.18404054641723633,8,144,0.5,100,100,5000,1,1,12,1772.454,2123.0,350.546,0.0,2123.0,266.5,142.4,408.9,0.6931471805599453%,47.0%,0%,0.0%,100.0%,0.6931471805599453%,62.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,-0.06785714285714285
1535,0.26406049728393555,8,142,0.5,100,100,5000,1,1,19,1772.454,2802.0,1029.546,0.0,2802.0,289.5,291.6,581.1,0.6931471805599453%,45.0%,0%,0.0%,100.0%,0.6931471805599453%,54.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,0.4097222222222222
1536,0.2720611095428467,8,143,0.5,100,100,5000,1,1,19,1772.454,2967.0,1194.546,0.0,2967.0,303.5,277.8,581.3,0.6931471805599453%,38.0%,0%,0.0%,100.0%,0.6931471805599453%,52.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,-0.13666666666666666
1540,0.19204330444335938,8,147,0.5,100,100,5000,1,1,12,1772.454,2022.0,249.546,0.0,2022.0,261.0,133.4,394.4,0.6931471805599453%,56.0%,0%,0.0%,100.0%,0.6931471805599453%,40.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,-0.06333333333333334
1539,0.21304798126220703,8,146,0.5,100,100,5000,1,1,14,1772.454,2408.0,635.546,0.0,2408.0,262.0,170.0,432.0,0.6931471805599453%,57.0%,0%,0.0%,100.0%,0.6931471805599453%,57.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,0.22
1538,0.24805545806884766,8,145,0.5,100,100,5000,1,1,17,1772.454,3048.0,1275.546,0.0,3048.0,376.5,222.0,598.5,0.6931471805599453%,55.0%,0%,0.0%,100.0%,0.6931471805599453%,46.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,-0.0175
1534,0.37408447265625,8,141,0.5,100,100,5000,1,1,27,1772.454,3964.0,2191.546,0.0,3964.0,374.5,336.5,711.0,0.6931471805599453%,57.0%,0%,0.0%,100.0%,0.6931471805599453%,39.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,0.048
1541,0.16203665733337402,8,148,0.5,100,100,5000,1,1,10,1772.454,1932.0,159.546,0.0,1932.0,260.5,131.8,392.3,0.6931471805599453%,51.0%,0%,0.0%,100.0%,0.6931471805599453%,59.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,-0.4306049822064057
1544,0.1890425682067871,8,151,0.5,100,100,5000,1,1,13,1772.454,2207.0,434.546,0.0,2207.0,274.5,171.4,445.9,0.6931471805599453%,61.0%,0%,0.0%,100.0%,0.6931471805599453%,47.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,-0.08666666666666667
1546,0.20404624938964844,8,153,0.5,100,100,5000,1,1,13,1772.454,2221.0,448.546,0.0,2221.0,257.0,158.8,415.8,0.6931471805599453%,64.0%,0%,0.0%,100.0%,0.6931471805599453%,56.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,-0.3
1543,0.287064790725708,8,150,0.5,100,100,5000,1,1,20,1772.454,3136.0,1363.546,0.0,3136.0,371.0,282.2,653.2,0.6931471805599453%,56.0%,0%,0.0%,100.0%,0.6931471805599453%,54.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,-0.2275
1547,0.2200472354888916,8,154,0.5,100,100,5000,1,1,14,1772.454,2628.0,855.546,0.0,2628.0,351.0,169.0,520.0,0.6931471805599453%,49.0%,0%,0.0%,100.0%,0.6931471805599453%,47.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,-0.1875
1545,0.2510559558868408,8,152,0.5,100,100,5000,1,1,17,1772.454,2911.0,1138.546,0.0,2911.0,354.0,189.6,543.6,0.6931471805599453%,48.0%,0%,0.0%,100.0%,0.6931471805599453%,43.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,-0.1443850267379679
1542,0.34207701683044434,8,149,0.5,100,100,5000,1,1,23,1772.454,3563.0,1790.546,0.0,3563.0,433.0,331.0,764.0,0.6931471805599453%,48.0%,0%,0.0%,100.0%,0.6931471805599453%,50.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,0.064
1550,0.2290513515472412,8,157,0.5,100,100,5000,1,1,15,1772.454,2603.0,830.546,0.0,2603.0,298.5,224.9,523.4,0.6931471805599453%,50.0%,0%,0.0%,100.0%,0.6931471805599453%,46.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,0.04
1551,0.17103791236877441,8,158,0.5,100,100,5000,1,1,11,1772.454,1917.0,144.546,0.0,1917.0,177.0,166.1,343.1,0.6931471805599453%,54.0%,0%,0.0%,100.0%,0.6931471805599453%,48.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,0.09340659340659341
1548,0.32607340812683105,8,155,0.5,100,100,5000,1,1,22,1772.454,3245.0,1472.546,0.0,3245.0,381.0,319.2,700.2,0.6931471805599453%,58.0%,0%,0.0%,100.0%,0.6931471805599453%,58.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,-0.0725
1549,0.3270740509033203,8,156,0.5,100,100,5000,1,1,22,1772.454,3321.0,1548.546,0.0,3321.0,353.0,274.9,627.9,0.6931471805599453%,45.0%,0%,0.0%,100.0%,0.6931471805599453%,57.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,-0.0975
1553,0.18004083633422852,8,160,0.5,100,100,5000,1,1,11,1772.454,2288.0,515.546,0.0,2288.0,276.5,150.6,427.1,0.6931471805599453%,45.0%,0%,0.0%,100.0%,0.6931471805599453%,49.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,-0.15666666666666668
1556,0.1580359935760498,8,163,0.5,100,100,5000,1,1,10,1772.454,1759.0,-13.454,0.0,1759.0,268.0,122.2,390.2,0.6931471805599453%,57.0%,0%,0.0%,100.0%,0.6931471805599453%,56.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,-0.021052631578947368
1555,0.1650381088256836,8,162,0.5,100,100,5000,1,1,10,1772.454,2512.0,739.546,0.0,2512.0,369.5,133.9,503.4,0.6931471805599453%,49.0%,0%,0.0%,100.0%,0.6931471805599453%,46.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,-0.013089005235602094
1552,0.22204995155334473,8,159,0.5,100,100,5000,1,1,15,1772.454,2883.0,1110.546,0.0,2883.0,355.5,199.7,555.2,0.6931471805599453%,40.0%,0%,0.0%,100.0%,0.6931471805599453%,42.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,-0.1595744680851064
1557,0.1450328826904297,8,164,0.5,100,100,5000,1,1,8,1772.454,1911.0,138.546,0.0,1911.0,262.0,103.8,365.8,0.6931471805599453%,45.0%,0%,0.0%,100.0%,0.6931471805599453%,41.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,-0.10752688172043011
1554,0.23005223274230957,8,161,0.5,100,100,5000,1,1,15,1772.454,2705.0,932.546,0.0,2705.0,303.0,213.6,516.6,0.6931471805599453%,45.0%,0%,0.0%,100.0%,0.6931471805599453%,55.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,0.02120141342756184
1558,0.19504380226135254,8,165,0.5,100,100,5000,1,1,13,1772.454,2016.0,243.546,0.0,2016.0,270.0,163.1,433.1,0.6931471805599453%,53.0%,0%,0.0%,100.0%,0.6931471805599453%,56.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,-0.19424460431654678
1560,0.23605561256408691,8,167,0.5,100,100,5000,1,1,15,1772.454,2557.0,784.546,0.0,2557.0,308.0,259.0,567.0,0.6931471805599453%,52.0%,0%,0.0%,100.0%,0.6931471805599453%,44.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,0.06333333333333334
1566,0.14803457260131836,8,173,0.5,100,100,5000,1,1,9,1772.454,1985.0,212.546,0.0,1985.0,257.0,110.5,367.5,0.6931471805599453%,58.0%,0%,0.0%,100.0%,0.6931471805599453%,48.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,0.039711191335740074
1563,0.21404790878295898,8,170,0.5,100,100,5000,1,1,15,1772.454,2467.0,694.546,0.0,2467.0,306.5,163.6,470.1,0.6931471805599453%,50.0%,0%,0.0%,100.0%,0.6931471805599453%,58.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,-0.22252747252747251
1559,0.28406381607055664,8,166,0.5,100,100,5000,1,1,19,1772.454,3188.0,1415.546,0.0,3188.0,350.5,227.2,577.7,0.6931471805599453%,47.0%,0%,0.0%,100.0%,0.6931471805599453%,46.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,0.04289544235924933
1564,0.22105002403259277,8,171,0.5,100,100,5000,1,1,14,1772.454,2682.0,909.546,0.0,2682.0,359.5,167.8,527.3,0.6931471805599453%,47.0%,0%,0.0%,100.0%,0.6931471805599453%,49.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,-0.1196808510638298
1562,0.2560570240020752,8,169,0.5,100,100,5000,1,1,18,1772.454,2653.0,880.546,0.0,2653.0,260.5,227.0,487.5,0.6931471805599453%,45.0%,0%,0.0%,100.0%,0.6931471805599453%,47.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,0.391304347826087
1567,0.15403461456298828,8,174,0.5,100,100,5000,1,1,9,1772.454,1769.0,-3.454,0.0,1769.0,261.0,114.6,375.6,0.6931471805599453%,46.0%,0%,0.0%,100.0%,0.6931471805599453%,47.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,-0.06
1565,0.2890655994415283,8,172,0.5,100,100,5000,1,1,20,1772.454,3267.0,1494.546,0.0,3267.0,366.0,282.8,648.8,0.6931471805599453%,47.0%,0%,0.0%,100.0%,0.6931471805599453%,48.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,0.11168831168831168
1561,0.3630828857421875,8,168,0.5,100,100,5000,1,1,25,1772.454,4190.0,2417.546,0.0,4190.0,527.0,337.9,864.9,0.6931471805599453%,52.0%,0%,0.0%,100.0%,0.6931471805599453%,43.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,-0.06166666666666667
1569,0.18204045295715332,8,176,0.5,100,100,5000,1,1,12,1772.454,2287.0,514.546,0.0,2287.0,321.0,141.3,462.3,0.6931471805599453%,44.0%,0%,0.0%,100.0%,0.6931471805599453%,53.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,-0.0025
1571,0.19704413414001465,8,178,0.5,100,100,5000,1,1,13,1772.454,2563.0,790.546,0.0,2563.0,295.0,165.3,460.3,0.6931471805599453%,45.0%,0%,0.0%,100.0%,0.6931471805599453%,60.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,0.14
1573,0.20304608345031738,8,180,0.5,100,100,5000,1,1,13,1772.454,2297.0,524.546,0.0,2297.0,272.5,168.2,440.7,0.6931471805599453%,49.0%,0%,0.0%,100.0%,0.6931471805599453%,54.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,-0.07333333333333333
1568,0.2820625305175781,8,175,0.5,100,100,5000,1,1,19,1772.454,4147.0,2374.546,0.0,4147.0,472.5,274.9,747.4,0.6931471805599453%,44.0%,0%,0.0%,100.0%,0.6931471805599453%,55.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,-0.088
1572,0.2740616798400879,8,179,0.5,100,100,5000,1,1,18,1772.454,2836.0,1063.546,0.0,2836.0,307.5,278.2,585.7,0.6931471805599453%,51.0%,0%,0.0%,100.0%,0.6931471805599453%,56.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,-0.13666666666666666
1574,0.2670602798461914,8,181,0.5,100,100,5000,1,1,18,1772.454,2886.0,1113.546,0.0,2886.0,356.0,202.2,558.2,0.6931471805599453%,50.0%,0%,0.0%,100.0%,0.6931471805599453%,51.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,-0.11621621621621622
1576,0.23505330085754395,8,183,0.5,100,100,5000,1,1,16,1772.454,2848.0,1075.546,0.0,2848.0,403.0,166.8,569.8,0.6931471805599453%,50.0%,0%,0.0%,100.0%,0.6931471805599453%,57.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,-0.07939914163090128
1580,0.1310288906097412,8,187,0.5,100,100,5000,1,1,8,1772.454,1709.0,-63.454,0.0,1709.0,230.0,82.5,312.5,0.6931471805599453%,40.0%,0%,0.0%,100.0%,0.6931471805599453%,52.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,-0.14
1579,0.18304085731506348,8,186,0.5,100,100,5000,1,1,12,1772.454,2451.0,678.546,0.0,2451.0,289.5,174.3,463.8,0.6931471805599453%,51.0%,0%,0.0%,100.0%,0.6931471805599453%,59.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,-0.1048951048951049
1582,0.19904541969299316,8,189,0.5,100,100,5000,1,1,12,1772.454,2293.0,520.546,0.0,2293.0,315.0,152.6,467.6,0.6931471805599453%,43.0%,0%,0.0%,100.0%,0.6931471805599453%,48.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,-0.05
1577,0.3340752124786377,8,184,0.5,100,100,5000,1,1,23,1772.454,3800.0,2027.546,0.0,3800.0,417.5,308.0,725.5,0.6931471805599453%,45.0%,0%,0.0%,100.0%,0.6931471805599453%,43.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,-0.01511879049676026
1578,0.3050684928894043,8,185,0.5,100,100,5000,1,1,22,1772.454,3668.0,1895.546,0.0,3668.0,457.0,302.5,759.5,0.6931471805599453%,49.0%,0%,0.0%,100.0%,0.6931471805599453%,53.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,0.034
1584,0.15403485298156738,8,191,0.5,100,100,5000,1,1,9,1772.454,1748.0,-24.454,0.0,1748.0,215.5,80.8,296.3,0.6931471805599453%,47.0%,0%,0.0%,100.0%,0.6931471805599453%,54.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,0.1
1575,0.4471001625061035,8,182,0.5,100,100,5000,1,1,31,1772.454,4302.0,2529.546,0.0,4302.0,450.5,415.7,866.2,0.6931471805599453%,54.0%,0%,0.0%,100.0%,0.6931471805599453%,53.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,-0.14669421487603307
1581,0.3050687313079834,8,188,0.5,100,100,5000,1,1,20,1772.454,3137.0,1364.546,0.0,3137.0,348.0,239.3,587.3,0.6931471805599453%,46.0%,0%,0.0%,100.0%,0.6931471805599453%,50.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,0.06349206349206349
1586,0.14603281021118164,8,193,0.5,100,100,5000,1,1,9,1772.454,1801.0,28.546,0.0,1801.0,265.5,111.4,376.9,0.6931471805599453%,58.0%,0%,0.0%,100.0%,0.6931471805599453%,46.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,0.09333333333333334
1585,0.2290513515472412,8,192,0.5,100,100,5000,1,1,15,1772.454,2912.0,1139.546,0.0,2912.0,373.0,194.6,567.6,0.6931471805599453%,54.0%,0%,0.0%,100.0%,0.6931471805599453%,47.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,-0.19
1583,0.3320748805999756,8,190,0.5,100,100,5000,1,1,23,1772.454,3839.0,2066.546,0.0,3839.0,418.5,284.9,703.4,0.6931471805599453%,48.0%,0%,0.0%,100.0%,0.6931471805599453%,57.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,0.002
1588,0.19304442405700684,8,195,0.5,100,100,5000,1,1,12,1772.454,2305.0,532.546,0.0,2305.0,282.5,152.5,435.0,0.6931471805599453%,45.0%,0%,0.0%,100.0%,0.6931471805599453%,47.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,0.08666666666666667
1590,0.20204544067382812,8,197,0.5,100,100,5000,1,1,13,1772.454,2209.0,436.546,0.0,2209.0,286.0,159.6,445.6,0.6931471805599453%,48.0%,0%,0.0%,100.0%,0.6931471805599453%,53.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,-0.13666666666666666
1591,0.20204544067382812,8,198,0.5,100,100,5000,1,1,13,1772.454,2309.0,536.546,0.0,2309.0,263.5,160.0,423.5,0.6931471805599453%,42.0%,0%,0.0%,100.0%,0.6931471805599453%,51.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,0.06333333333333334
1587,0.2800617218017578,8,194,0.5,100,100,5000,1,1,18,1772.454,2745.0,972.546,0.0,2745.0,291.0,220.6,511.6,0.6931471805599453%,41.0%,0%,0.0%,100.0%,0.6931471805599453%,56.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,0.0
1593,0.25005674362182617,9,1,0.5,100,100,5000,1,1,16,1772.454,3000.0,1227.546,0.0,3000.0,315.5,260.6,576.1,0.6931471805599453%,50.0%,0%,0.0%,100.0%,0.6931471805599453%,42.0%,0%,0.0%,100.0%,zeros,local-global,8.205128205128204,0.1,1.4851485148514851,0,3,0.30333333333333334
1592,0.26205921173095703,8,199,0.5,100,100,5000,1,1,17,1772.454,2971.0,1198.546,0.0,2971.0,370.5,239.2,609.7,0.6931471805599453%,51.0%,0%,0.0%,100.0%,0.6931471805599453%,49.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,-0.09375
1594,0.21004724502563477,9,2,0.5,100,100,5000,1,1,15,1772.454,2575.0,802.546,0.0,2575.0,265.5,224.8,490.3,0.6931471805599453%,46.0%,0%,0.0%,100.0%,0.6931471805599453%,51.0%,0%,0.0%,100.0%,zeros,local-global,8.205128205128204,0.1,1.4851485148514851,0,3,-0.06333333333333334
1589,0.3360753059387207,8,196,0.5,100,100,5000,1,1,24,1772.454,3846.0,2073.546,0.0,3846.0,439.5,307.4,746.9,0.6931471805599453%,47.0%,0%,0.0%,100.0%,0.6931471805599453%,49.0%,0%,0.0%,100.0%,zeros,local-global,7.179487179487179,0.1,1.4851485148514851,0,3,0.136
1595,0.207045316696167,9,3,0.5,100,100,5000,1,1,14,1772.454,2431.0,658.546,0.0,2431.0,227.0,219.7,446.7,0.6931471805599453%,51.0%,0%,0.0%,100.0%,0.6931471805599453%,55.0%,0%,0.0%,100.0%,zeros,local-global,8.205128205128204,0.1,1.4851485148514851,0,3,0.345
1596,0.21204781532287598,9,4,0.5,100,100,5000,1,1,14,1772.454,2490.0,717.546,0.0,2490.0,270.0,185.4,455.4,0.6931471805599453%,52.0%,0%,0.0%,100.0%,0.6931471805599453%,56.0%,0%,0.0%,100.0%,zeros,local-global,8.205128205128204,0.1,1.4851485148514851,0,3,0.08
1598,0.19304370880126953,9,6,0.5,100,100,5000,1,1,12,1772.454,2126.0,353.546,0.0,2126.0,221.0,207.9,428.9,0.6931471805599453%,48.0%,0%,0.0%,100.0%,0.6931471805599453%,46.0%,0%,0.0%,100.0%,zeros,local-global,8.205128205128204,0.1,1.4851485148514851,0,3,-0.195
