,time_elapsed,simulationTypeNumber,seed,learning_rate,n_pattern,n_pattern_features,max_epochs,energy_exponent,preset_simulation,Learning was complete at epoch #,Theoretical: random-walk efficiency,Simulated: efficiency (m_perc/m_min),Simulated-Theoretical efficiency difference,Theoretical: minimum energy for learning,Simulated: energy actually used by learning,Energy expended by simulations for consolidations,Energy expended by simulations for maintenance,Energy expended by simulations for maintenance (before thr),Energy expended total,(seen) NLL,(seen) Accuracy,(seen) Precision,(seen) Sensitivity,(seen) Specificity,(unseen) NLL,(unseen) Accuracy,(unseen) Precision,(unseen) Sensitivity,(unseen) Specificity,weights_initialised_as,cache_algorithm,max_size_of_transient_memory,maintenance_cost_of_transient_memory,Optimal threshold,Decay rate of transient memory,number of consolidations,mean consolidation size,number of memory types
473,0.48010778427124023,95,2,1,250,250,1000,1,1,12,7006.239,15576.453,8570.214,0.0,15576.453,6431.148,13457.633,14.952044616848,19888.781,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,37.97984848484849,1,0.3793773435003555,0.002,3,-0.4109333769619,2
467,0.9172079563140869,94,1,1,250,250,1000,1,1,23,7006.239,23261.722,16255.483,0.0,23261.722,7781.415,27780.731,6.938303919822086,35562.146,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,37.575818181818185,1,0.3793773435003555,0.002,3,0.4919100082538134,2
475,0.474107027053833,95,4,1,250,250,1000,1,1,12,7006.239,16979.538,9973.299,0.0,16979.538,6956.569,14384.979,5.934076847766889,21341.548,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,37.97984848484849,1,0.3793773435003555,0.002,3,0.016644139379362245,2
476,0.461104154586792,96,0,1,250,250,1000,1,1,12,7006.239,16824.464,9818.225,0.0,16824.464,6916.888,16069.979,5.934068847972881,22986.867,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,38.38387878787879,1,0.3793773435003555,0.002,3,-0.2641946085533065,2
472,0.6501469612121582,95,1,1,250,250,1000,1,1,17,7006.239,21349.262,14343.023,0.0,21349.262,7805.104,29359.543,7.861806297254802,37164.647,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,37.97984848484849,1,0.3793773435003555,0.002,3,0.19280501072504747,2
474,0.5911335945129395,95,3,1,250,250,1000,1,1,15,7006.239,19071.066,12064.827,0.0,19071.066,7120.947,18798.309,1.9263483441031326,25919.256,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,37.97984848484849,1,0.3793773435003555,0.002,3,0.15878713985081153,2
478,0.4791085720062256,96,2,1,250,250,1000,1,1,12,7006.239,15576.453,8570.214,0.0,15576.453,6431.148,13457.633,14.952044616848,19888.781,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,38.38387878787879,1,0.3793773435003555,0.002,3,-0.4109333769619,2
477,0.6631500720977783,96,1,1,250,250,1000,1,1,17,7006.239,21349.262,14343.023,0.0,21349.262,7805.104,29359.543,7.861806297254802,37164.647,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,38.38387878787879,1,0.3793773435003555,0.002,3,0.19280501072504747,2
480,0.4721055030822754,96,4,1,250,250,1000,1,1,12,7006.239,16979.538,9973.299,0.0,16979.538,6956.569,14384.979,5.934076847766889,21341.548,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,38.38387878787879,1,0.3793773435003555,0.002,3,0.016644139379362245,2
481,0.4761073589324951,97,0,1,250,250,1000,1,1,12,7006.239,16824.464,9818.225,0.0,16824.464,6916.888,16069.979,5.934068847972881,22986.867,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,38.78790909090909,1,0.3793773435003555,0.002,3,-0.2641946085533065,2
479,0.5771298408508301,96,3,1,250,250,1000,1,1,15,7006.239,19071.066,12064.827,0.0,19071.066,7120.947,18798.309,1.9263483441031326,25919.256,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,38.38387878787879,1,0.3793773435003555,0.002,3,0.15878713985081153,2
483,0.45710325241088867,97,2,1,250,250,1000,1,1,12,7006.239,15576.453,8570.214,0.0,15576.453,6431.148,13457.633,14.952044616848,19888.781,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,38.78790909090909,1,0.3793773435003555,0.002,3,-0.4109333769619,2
485,0.46610474586486816,97,4,1,250,250,1000,1,1,12,7006.239,16979.538,9973.299,0.0,16979.538,6956.569,14384.979,5.934076847766889,21341.548,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,38.78790909090909,1,0.3793773435003555,0.002,3,0.016644139379362245,2
482,0.6641511917114258,97,1,1,250,250,1000,1,1,17,7006.239,21378.794,14372.555,0.0,21378.794,7817.536,29172.159,2.9268440607414163,36989.695,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,38.78790909090909,1,0.3793773435003555,0.002,3,0.19282485126728013,2
486,0.47110629081726074,98,0,1,250,250,1000,1,1,12,7006.239,16821.629,9815.39,0.0,16821.629,6908.669,15931.152,6.934068847972881,22839.821,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,39.19193939393939,1,0.3793773435003555,0.002,3,-0.2647326566485881,2
488,0.4671058654785156,98,2,1,250,250,1000,1,1,12,7006.239,15576.597,8570.358,0.0,15576.597,6421.564,13274.424,15.952044616848,19695.988,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,39.19193939393939,1,0.3793773435003555,0.002,3,-0.4106485279702804,2
484,0.8351888656616211,97,3,1,250,250,1000,1,1,21,7006.239,21557.207,14550.968,0.0,21557.207,7341.038,25920.852,2.9263483441031326,33261.89,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,38.78790909090909,1,0.3793773435003555,0.002,3,0.08287376484566272,2
490,0.4741072654724121,98,4,1,250,250,1000,1,1,12,7006.239,16731.96,9725.721,0.0,16731.96,6827.997,13090.974,6.934076847766889,19918.971,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,39.19193939393939,1,0.3793773435003555,0.002,3,0.013574100247461638,2
491,0.47510671615600586,99,0,1,250,250,1000,1,1,12,7006.239,16821.629,9815.39,0.0,16821.629,6908.669,15931.152,6.934068847972881,22839.821,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,39.595969696969696,1,0.3793773435003555,0.002,3,-0.2647326566485881,2
487,0.660149335861206,98,1,1,250,250,1000,1,1,17,7006.239,21378.794,14372.555,0.0,21378.794,7817.536,29172.159,2.9268440607414163,36989.695,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,39.19193939393939,1,0.3793773435003555,0.002,3,0.19282485126728013,2
493,0.46210384368896484,99,2,1,250,250,1000,1,1,12,7006.239,15576.597,8570.358,0.0,15576.597,6421.564,13274.424,15.952044616848,19695.988,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,39.595969696969696,1,0.3793773435003555,0.002,3,-0.4106485279702804,2
492,0.6591486930847168,99,1,1,250,250,1000,1,1,17,7006.239,21265.144,14258.905,0.0,21265.144,7659.227,31823.494,2.9250924391117223,39482.721,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,39.595969696969696,1,0.3793773435003555,0.002,3,0.19266649198345628,2
489,0.8421902656555176,98,3,1,250,250,1000,1,1,21,7006.239,21557.207,14550.968,0.0,21557.207,7341.038,25920.852,2.9263483441031326,33261.89,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,39.19193939393939,1,0.3793773435003555,0.002,3,0.08287376484566272,2
495,0.4701061248779297,99,4,1,250,250,1000,1,1,12,7006.239,16731.96,9725.721,0.0,16731.96,6827.997,13090.974,6.934076847766889,19918.971,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,39.595969696969696,1,0.3793773435003555,0.002,3,0.013574100247461638,2
496,0.4521031379699707,100,0,1,250,250,1000,1,1,12,7006.239,16803.708,9797.469,0.0,16803.708,6946.317,15768.195,7.934068847972881,22714.512,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,40.0,1,0.3793773435003555,0.002,3,-0.2645744072087992,2
498,0.42009496688842773,100,2,1,250,250,1000,1,1,12,7006.239,15999.003,8992.764,0.0,15999.003,6592.493,13645.785,5.9301408096207595,20238.278,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,40.0,1,0.3793773435003555,0.002,3,-0.40856517146024685,2
497,0.6081385612487793,100,1,1,250,250,1000,1,1,17,7006.239,21265.144,14258.905,0.0,21265.144,7659.227,31823.494,2.9250924391117223,39482.721,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,40.0,1,0.3793773435003555,0.002,3,0.19266649198345628,2
500,0.39208984375,100,4,1,250,250,1000,1,1,12,7006.239,17163.729,10157.49,0.0,17163.729,6991.325,14478.629,2.924208821119919,21469.954,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,40.0,1,0.3793773435003555,0.002,3,0.01534385311187944,2
494,0.7411684989929199,99,3,1,250,250,1000,1,1,21,7006.239,21557.207,14550.968,0.0,21557.207,7341.038,25920.852,2.9263483441031326,33261.89,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,39.595969696969696,1,0.3793773435003555,0.002,3,0.08287376484566272,2
499,0.6291422843933105,100,3,1,250,250,1000,1,1,20,7006.239,21319.436,14313.197,0.0,21319.436,7354.682,24784.412,3.9263483441031326,32139.094,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,40.0,1,0.3793773435003555,0.002,3,0.11998131708958484,2
