,time_elapsed,simulationTypeNumber,seed,learning_rate,n_pattern,n_pattern_features,max_epochs,energy_exponent,preset_simulation,Learning was complete at epoch #,Theoretical: random-walk efficiency,Simulated: efficiency (m_perc/m_min),Simulated-Theoretical efficiency difference,Theoretical: minimum energy for learning,Simulated: energy actually used by learning,Energy expended by simulations for consolidations,Energy expended by simulations for maintenance,Energy expended by simulations for maintenance (before thr),Energy expended total,(seen) NLL,(seen) Accuracy,(seen) Precision,(seen) Sensitivity,(seen) Specificity,(unseen) NLL,(unseen) Accuracy,(unseen) Precision,(unseen) Sensitivity,(unseen) Specificity,weights_initialised_as,cache_algorithm,max_size_of_transient_memory,maintenance_cost_of_transient_memory,Optimal threshold,Decay rate of transient memory,number of consolidations,mean consolidation size,number of memory types
398,0.436098575592041,80,2,1,250,250,1000,1,1,12,7006.239,15693.125,8686.886,0.0,15693.125,6411.007,13959.873,7.952044616847999,20370.88,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,31.919393939393945,1,0.3793773435003555,0.002,3,-0.4122943221440829,2
394,0.710160493850708,79,3,1,250,250,1000,1,1,18,7006.239,20392.458,13386.219,0.0,20392.458,7344.651,25846.036,11.96000051498413,33190.687,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,31.51536363636364,1,0.3793773435003555,0.002,3,0.1605450622249762,2
392,0.8141834735870361,79,1,1,250,250,1000,1,1,21,7006.239,22738.67,15732.431,0.0,22738.67,8874.139,20419.443,10.89426504609824,29293.582,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,31.51536363636364,1,0.3793773435003555,0.002,3,0.2515272431445858,2
401,0.4561026096343994,81,0,1,250,250,1000,1,1,12,7006.239,16254.677,9248.438,0.0,16254.677,6923.801,14877.621,15.966000437736511,21801.422,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,32.323424242424245,1,0.3793773435003555,0.002,3,-0.26521991916712023,2
400,0.4811091423034668,80,4,1,250,250,1000,1,1,12,7006.239,16718.157,9711.918,0.0,16718.157,7100.649,15912.213,12.962000489234924,23012.862,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,31.919393939393945,1,0.3793773435003555,0.002,3,-0.03227415509080639,2
397,0.8001809120178223,80,1,1,250,250,1000,1,1,20,7006.239,22364.916,15358.677,0.0,22364.916,7852.579,25613.479,3.9421924859050606,33466.058,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,31.919393939393945,1,0.3793773435003555,0.002,3,0.2560747829328929,2
399,0.6731514930725098,80,3,1,250,250,1000,1,1,18,7006.239,20392.458,13386.219,0.0,20392.458,7344.651,25846.036,11.96000051498413,33190.687,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,31.919393939393945,1,0.3793773435003555,0.002,3,0.1605450622249762,2
403,0.46910619735717773,81,2,1,250,250,1000,1,1,12,7006.239,15714.542,8708.303,0.0,15714.542,6464.173,13989.233,8.952044616848,20453.406,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,32.323424242424245,1,0.3793773435003555,0.002,3,-0.4130222695671108,2
405,0.46610546112060547,81,4,1,250,250,1000,1,1,12,7006.239,16737.127,9730.888,0.0,16737.127,7147.256,15898.42,13.962000489234924,23045.676,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,32.323424242424245,1,0.3793773435003555,0.002,3,-0.03245200809804913,2
406,0.45810389518737793,82,0,1,250,250,1000,1,1,12,7006.239,16254.677,9248.438,0.0,16254.677,6923.801,14877.621,15.966000437736511,21801.422,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,32.72745454545455,1,0.3793773435003555,0.002,3,-0.26521991916712023,2
402,0.7581708431243896,81,1,1,250,250,1000,1,1,20,7006.239,22364.916,15358.677,0.0,22364.916,7852.579,25613.479,3.9421924859050606,33466.058,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,32.323424242424245,1,0.3793773435003555,0.002,3,0.2560747829328929,2
404,0.7051584720611572,81,3,1,250,250,1000,1,1,18,7006.239,20356.433,13350.194,0.0,20356.433,7324.153,25668.172,12.96000051498413,32992.325,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,32.323424242424245,1,0.3793773435003555,0.002,3,0.15841563095931863,2
408,0.4651055335998535,82,2,1,250,250,1000,1,1,12,7006.239,15714.542,8708.303,0.0,15714.542,6464.173,13989.233,8.952044616848,20453.406,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,32.72745454545455,1,0.3793773435003555,0.002,3,-0.4130222695671108,2
410,0.46610450744628906,82,4,1,250,250,1000,1,1,12,7006.239,16737.127,9730.888,0.0,16737.127,7147.256,15898.42,13.962000489234924,23045.676,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,32.72745454545455,1,0.3793773435003555,0.002,3,-0.03245200809804913,2
411,0.46610546112060547,83,0,1,250,250,1000,1,1,12,7006.239,16974.728,9968.489,0.0,16974.728,6900.747,16571.016,0.9340688479728811,23471.763,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,33.13148484848485,1,0.3793773435003555,0.002,3,-0.26555555373548917,2
409,0.7171623706817627,82,3,1,250,250,1000,1,1,18,7006.239,20356.433,13350.194,0.0,20356.433,7324.153,25668.172,12.96000051498413,32992.325,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,32.72745454545455,1,0.3793773435003555,0.002,3,0.15841563095931863,2
407,0.7941794395446777,82,1,1,250,250,1000,1,1,20,7006.239,22364.916,15358.677,0.0,22364.916,7852.579,25613.479,3.9421924859050606,33466.058,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,32.72745454545455,1,0.3793773435003555,0.002,3,0.2560747829328929,2
413,0.48911070823669434,83,2,1,250,250,1000,1,1,12,7006.239,15712.305,8706.066,0.0,15712.305,6426.023,13955.24,9.952044616848,20381.263,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,33.13148484848485,1,0.3793773435003555,0.002,3,-0.41368691721422335,2
415,0.4831087589263916,83,4,1,250,250,1000,1,1,12,7006.239,16722.191,9715.952,0.0,16722.191,7148.6,15830.211,14.962000489234924,22978.811,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,33.13148484848485,1,0.3793773435003555,0.002,3,-0.03227415509080622,2
416,0.4871096611022949,84,0,1,250,250,1000,1,1,12,7006.239,16974.728,9968.489,0.0,16974.728,6900.747,16571.016,0.9340688479728811,23471.763,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,33.535515151515156,1,0.3793773435003555,0.002,3,-0.26555555373548917,2
412,0.7221624851226807,83,1,1,250,250,1000,1,1,18,7006.239,21436.122,14429.883,0.0,21436.122,7695.831,22761.887,4.9421924859050606,30457.718,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,33.13148484848485,1,0.3793773435003555,0.002,3,0.34298281351258625,2
414,0.7171611785888672,83,3,1,250,250,1000,1,1,18,7006.239,20350.276,13344.037,0.0,20350.276,7329.75,25573.295,13.96000051498413,32903.045,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,33.13148484848485,1,0.3793773435003555,0.002,3,0.16277733808867526,2
418,0.4791080951690674,84,2,1,250,250,1000,1,1,12,7006.239,15712.305,8706.066,0.0,15712.305,6426.023,13955.24,9.952044616848,20381.263,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,33.535515151515156,1,0.3793773435003555,0.002,3,-0.41368691721422335,2
420,0.4721064567565918,84,4,1,250,250,1000,1,1,12,7006.239,16722.191,9715.952,0.0,16722.191,7148.6,15830.211,14.962000489234924,22978.811,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,33.535515151515156,1,0.3793773435003555,0.002,3,-0.03227415509080622,2
421,0.4791080951690674,85,0,1,250,250,1000,1,1,12,7006.239,16974.038,9967.799,0.0,16974.038,6949.958,16502.866,1.9340688479728811,23452.824,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,33.93954545454545,1,0.3793773435003555,0.002,3,-0.2655239038475315,2
417,0.7041587829589844,84,1,1,250,250,1000,1,1,18,7006.239,21436.122,14429.883,0.0,21436.122,7695.831,22761.887,4.9421924859050606,30457.718,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,33.535515151515156,1,0.3793773435003555,0.002,3,0.34298281351258625,2
423,0.4761068820953369,85,2,1,250,250,1000,1,1,12,7006.239,15742.962,8736.723,0.0,15742.962,6512.221,14022.847,10.952044616848,20535.068,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,33.93954545454545,1,0.3793773435003555,0.002,3,-0.4116296744969704,2
419,0.7121620178222656,84,3,1,250,250,1000,1,1,18,7006.239,20350.276,13344.037,0.0,20350.276,7329.75,25573.295,13.96000051498413,32903.045,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,33.535515151515156,1,0.3793773435003555,0.002,3,0.16277733808867526,2
426,0.4921107292175293,86,0,1,250,250,1000,1,1,12,7006.239,16974.038,9967.799,0.0,16974.038,6949.958,16502.866,1.9340688479728811,23452.824,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,34.343575757575756,1,0.3793773435003555,0.002,3,-0.2655239038475315,2
425,0.5491230487823486,85,4,1,250,250,1000,1,1,12,7006.239,16722.191,9715.952,0.0,16722.191,7148.6,15830.211,14.962000489234924,22978.811,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,33.93954545454545,1,0.3793773435003555,0.002,3,-0.03227415509080622,2
422,0.8181848526000977,85,1,1,250,250,1000,1,1,20,7006.239,22223.391,15217.152,0.0,22223.391,7849.679,25078.378,5.9421924859050606,32928.057,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,33.93954545454545,1,0.3793773435003555,0.002,3,0.45112602342789326,2
424,0.7551708221435547,85,3,1,250,250,1000,1,1,18,7006.239,20350.276,13344.037,0.0,20350.276,7329.75,25573.295,13.96000051498413,32903.045,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,33.93954545454545,1,0.3793773435003555,0.002,3,0.16277733808867526,2
428,0.5401222705841064,86,2,1,250,250,1000,1,1,12,7006.239,15742.962,8736.723,0.0,15742.962,6512.221,14022.847,10.952044616848,20535.068,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,34.343575757575756,1,0.3793773435003555,0.002,3,-0.4116296744969704,2
431,0.5011138916015625,87,0,1,250,250,1000,1,1,12,7006.239,16974.038,9967.799,0.0,16974.038,6949.958,16502.866,1.9340688479728811,23452.824,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,34.74760606060606,1,0.3793773435003555,0.002,3,-0.2655239038475315,2
430,0.5391218662261963,86,4,1,250,250,1000,1,1,12,7006.239,16416.559,9410.32,0.0,16416.559,6964.33,14480.723,15.962000489234924,21445.053,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,34.343575757575756,1,0.3793773435003555,0.002,3,-0.03465738538785996,2
429,0.78517746925354,86,3,1,250,250,1000,1,1,18,7006.239,20378.441,13372.202,0.0,20378.441,7423.414,25217.115,14.96000051498413,32640.529,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,34.343575757575756,1,0.3793773435003555,0.002,3,0.1613621690761319,2
427,0.8211855888366699,86,1,1,250,250,1000,1,1,20,7006.239,22223.391,15217.152,0.0,22223.391,7849.679,25078.378,5.9421924859050606,32928.057,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,34.343575757575756,1,0.3793773435003555,0.002,3,0.45112602342789326,2
433,0.47810792922973633,87,2,1,250,250,1000,1,1,12,7006.239,15742.962,8736.723,0.0,15742.962,6512.221,14022.847,10.952044616848,20535.068,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,34.74760606060606,1,0.3793773435003555,0.002,3,-0.4116296744969704,2
435,0.46410465240478516,87,4,1,250,250,1000,1,1,12,7006.239,16416.559,9410.32,0.0,16416.559,6964.33,14480.723,15.962000489234924,21445.053,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,34.74760606060606,1,0.3793773435003555,0.002,3,-0.03465738538785996,2
436,0.4561030864715576,88,0,1,250,250,1000,1,1,12,7006.239,16990.318,9984.079,0.0,16990.318,6960.25,16566.699,2.934068847972881,23526.949,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,35.151636363636364,1,0.3793773435003555,0.002,3,-0.2663784508223904,2
432,0.7771751880645752,87,1,1,250,250,1000,1,1,20,7006.239,22223.391,15217.152,0.0,22223.391,7849.679,25078.378,5.9421924859050606,32928.057,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,34.74760606060606,1,0.3793773435003555,0.002,3,0.45112602342789326,2
434,0.6971578598022461,87,3,1,250,250,1000,1,1,18,7006.239,20378.441,13372.202,0.0,20378.441,7423.414,25217.115,14.96000051498413,32640.529,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,34.74760606060606,1,0.3793773435003555,0.002,3,0.1613621690761319,2
438,0.4771082401275635,88,2,1,250,250,1000,1,1,12,7006.239,15641.916,8635.677,0.0,15641.916,6411.747,13809.459,11.952044616848,20221.206,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,35.151636363636364,1,0.3793773435003555,0.002,3,-0.4114081252812662,2
440,0.5441229343414307,88,4,1,250,250,1000,1,1,13,7006.239,17506.164,10499.925,0.0,17506.164,6991.087,16388.618,8.946052693889627,23379.705,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,35.151636363636364,1,0.3793773435003555,0.002,3,0.03422500166292542,2
441,0.5631275177001953,89,0,1,250,250,1000,1,1,12,7006.239,16990.318,9984.079,0.0,16990.318,6960.25,16566.699,2.934068847972881,23526.949,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,35.55566666666667,1,0.3793773435003555,0.002,3,-0.2663784508223904,2
437,0.8191852569580078,88,1,1,250,250,1000,1,1,20,7006.239,22160.365,15154.126,0.0,22160.365,7780.981,24926.757,6.9421924859050606,32707.738,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,35.151636363636364,1,0.3793773435003555,0.002,3,0.4511810802900846,2
439,0.7391676902770996,88,3,1,250,250,1000,1,1,18,7006.239,21096.057,14089.818,0.0,21096.057,7410.48,27073.843,0.9300808991623057,34484.323,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,35.151636363636364,1,0.3793773435003555,0.002,3,0.16088819129722862,2
443,0.5421226024627686,89,2,1,250,250,1000,1,1,12,7006.239,15641.916,8635.677,0.0,15641.916,6411.747,13809.459,11.952044616848,20221.206,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,35.55566666666667,1,0.3793773435003555,0.002,3,-0.4114081252812662,2
445,0.5161173343658447,89,4,1,250,250,1000,1,1,13,7006.239,17506.164,10499.925,0.0,17506.164,6991.087,16388.618,8.946052693889627,23379.705,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,35.55566666666667,1,0.3793773435003555,0.002,3,0.03422500166292542,2
446,0.5191168785095215,90,0,1,250,250,1000,1,1,12,7006.239,16987.798,9981.559,0.0,16987.798,6993.355,16552.223,3.934068847972881,23545.578,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,35.95969696969697,1,0.3793773435003555,0.002,3,-0.2662202013826016,2
442,0.7991807460784912,89,1,1,250,250,1000,1,1,20,7006.239,22160.365,15154.126,0.0,22160.365,7780.981,24926.757,6.9421924859050606,32707.738,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,35.55566666666667,1,0.3793773435003555,0.002,3,0.4511810802900846,2
444,0.7541706562042236,89,3,1,250,250,1000,1,1,18,7006.239,21096.057,14089.818,0.0,21096.057,7410.48,27073.843,0.9300808991623057,34484.323,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,35.55566666666667,1,0.3793773435003555,0.002,3,0.16088819129722862,2
448,0.47110748291015625,90,2,1,250,250,1000,1,1,12,7006.239,15640.605,8634.366,0.0,15640.605,6465.807,13567.477,12.952044616848,20033.284,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,35.95969696969697,1,0.3793773435003555,0.002,3,-0.41042697875457623,2
451,0.4571037292480469,91,0,1,250,250,1000,1,1,12,7006.239,16987.798,9981.559,0.0,16987.798,6993.355,16552.223,3.934068847972881,23545.578,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,36.363727272727274,1,0.3793773435003555,0.002,3,-0.2662202013826016,2
450,0.5021138191223145,90,4,1,250,250,1000,1,1,13,7006.239,17347.739,10341.5,0.0,17347.739,6931.327,15782.434,3.934076847766889,22713.761,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,35.95969696969697,1,0.3793773435003555,0.002,3,0.03611024353969917,2
447,0.7741744518280029,90,1,1,250,250,1000,1,1,20,7006.239,22089.404,15083.165,0.0,22089.404,7711.891,24668.013,7.9421924859050606,32379.904,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,35.95969696969697,1,0.3793773435003555,0.002,3,0.45112602342789326,2
453,0.4681060314178467,91,2,1,250,250,1000,1,1,12,7006.239,15640.605,8634.366,0.0,15640.605,6465.807,13567.477,12.952044616848,20033.284,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,36.363727272727274,1,0.3793773435003555,0.002,3,-0.41042697875457623,2
456,0.4701051712036133,92,0,1,250,250,1000,1,1,12,7006.239,16987.798,9981.559,0.0,16987.798,6993.355,16552.223,3.934068847972881,23545.578,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,36.76775757575758,1,0.3793773435003555,0.002,3,-0.2662202013826016,2
455,0.50911545753479,91,4,1,250,250,1000,1,1,13,7006.239,17347.739,10341.5,0.0,17347.739,6931.327,15782.434,3.934076847766889,22713.761,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,36.363727272727274,1,0.3793773435003555,0.002,3,0.03611024353969917,2
452,0.7861776351928711,91,1,1,250,250,1000,1,1,20,7006.239,22089.404,15083.165,0.0,22089.404,7711.891,24668.013,7.9421924859050606,32379.904,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,36.363727272727274,1,0.3793773435003555,0.002,3,0.45112602342789326,2
458,0.4811084270477295,92,2,1,250,250,1000,1,1,12,7006.239,15640.605,8634.366,0.0,15640.605,6465.807,13567.477,12.952044616848,20033.284,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,36.76775757575758,1,0.3793773435003555,0.002,3,-0.41042697875457623,2
449,1.0882461071014404,90,3,1,250,250,1000,1,1,27,7006.239,24224.819,17218.58,0.0,24224.819,7667.35,44214.83,1.9300808991623057,51882.18,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,35.95969696969697,1,0.3793773435003555,0.002,3,0.11742549593441869,2
460,0.5011136531829834,92,4,1,250,250,1000,1,1,13,7006.239,17347.739,10341.5,0.0,17347.739,6931.327,15782.434,3.934076847766889,22713.761,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,36.76775757575758,1,0.3793773435003555,0.002,3,0.03611024353969917,2
457,0.7551710605621338,92,1,1,250,250,1000,1,1,20,7006.239,22089.404,15083.165,0.0,22089.404,7711.891,24668.013,7.9421924859050606,32379.904,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,36.76775757575758,1,0.3793773435003555,0.002,3,0.45112602342789326,2
454,1.070241928100586,91,3,1,250,250,1000,1,1,27,7006.239,24224.819,17218.58,0.0,24224.819,7667.35,44214.83,1.9300808991623057,51882.18,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,36.363727272727274,1,0.3793773435003555,0.002,3,0.11742549593441869,2
461,0.4541020393371582,93,0,1,250,250,1000,1,1,12,7006.239,16987.511,9981.272,0.0,16987.511,7017.186,16483.606,4.934068847972881,23500.792,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,37.17178787878788,1,0.3793773435003555,0.002,3,-0.2662518512705593,2
463,0.4521024227142334,93,2,1,250,250,1000,1,1,12,7006.239,15610.862,8604.623,0.0,15610.862,6428.534,13584.022,13.952044616848,20012.556,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,37.17178787878788,1,0.3793773435003555,0.002,3,-0.4106485279702804,2
465,0.526118278503418,93,4,1,250,250,1000,1,1,13,7006.239,17388.072,10381.833,0.0,17388.072,6969.996,15801.302,4.934076847766889,22771.298,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,37.17178787878788,1,0.3793773435003555,0.002,3,0.035647825720867915,2
459,1.0412356853485107,92,3,1,250,250,1000,1,1,27,7006.239,24224.819,17218.58,0.0,24224.819,7667.35,44214.83,1.9300808991623057,51882.18,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,36.76775757575758,1,0.3793773435003555,0.002,3,0.11742549593441869,2
466,0.4721066951751709,94,0,1,250,250,1000,1,1,12,7006.239,16987.511,9981.272,0.0,16987.511,7017.186,16483.606,4.934068847972881,23500.792,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,37.575818181818185,1,0.3793773435003555,0.002,3,-0.2662518512705593,2
462,0.88319993019104,93,1,1,250,250,1000,1,1,23,7006.239,23261.722,16255.483,0.0,23261.722,7781.415,27780.731,6.938303919822086,35562.146,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,37.17178787878788,1,0.3793773435003555,0.002,3,0.4919100082538134,2
468,0.4581034183502197,94,2,1,250,250,1000,1,1,12,7006.239,15610.862,8604.623,0.0,15610.862,6428.534,13584.022,13.952044616848,20012.556,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,37.575818181818185,1,0.3793773435003555,0.002,3,-0.4106485279702804,2
464,0.7731752395629883,93,3,1,250,250,1000,1,1,20,7006.239,21412.073,14405.834,0.0,21412.073,7425.972,24185.624,5.936220658316003,31611.596,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,37.17178787878788,1,0.3793773435003555,0.002,3,0.03849103671854981,2
470,0.5101146697998047,94,4,1,250,250,1000,1,1,13,7006.239,17388.072,10381.833,0.0,17388.072,6969.996,15801.302,4.934076847766889,22771.298,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,37.575818181818185,1,0.3793773435003555,0.002,3,0.035647825720867915,2
471,0.4631049633026123,95,0,1,250,250,1000,1,1,12,7006.239,16824.464,9818.225,0.0,16824.464,6916.888,16069.979,5.934068847972881,22986.867,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,37.97984848484849,1,0.3793773435003555,0.002,3,-0.2641946085533065,2
469,0.7601721286773682,94,3,1,250,250,1000,1,1,20,7006.239,21412.073,14405.834,0.0,21412.073,7425.972,24185.624,5.936220658316003,31611.596,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,37.575818181818185,1,0.3793773435003555,0.002,3,0.03849103671854981,2
