,time_elapsed,simulationTypeNumber,seed,learning_rate,n_pattern,n_pattern_features,max_epochs,energy_exponent,preset_simulation,Learning was complete at epoch #,Theoretical: random-walk efficiency,Simulated: efficiency (m_perc/m_min),Simulated-Theoretical efficiency difference,Theoretical: minimum energy for learning,Simulated: energy actually used by learning,Energy expended by simulations for consolidations,Energy expended by simulations for maintenance,Energy expended total,(seen) NLL,(seen) Accuracy,(seen) Precision,(seen) Sensitivity,(seen) Specificity,(unseen) NLL,(unseen) Accuracy,(unseen) Precision,(unseen) Sensitivity,(unseen) Specificity,weights_initialised_as,cache_algorithm,max_size_of_transient_memory,maintenance_cost_of_transient_memory,Optimal threshold,Decay rate of transient memory
1074,1.4563279151916504,22,45,0.5,500,500,5000,1,1,16,19816.636,25242.52,5425.884,0.0,25242.52,2391.467,3010.967,5402.434,0.6931471805599454%,48.6%,0%,0.0%,100.0%,0.6931471805599454%,49.6%,0%,0.0%,100.0%,zeros,local-global,21.538461538461537,0.1,0.6702209294266804,0.002
1073,1.9284348487854004,22,44,0.5,500,500,5000,1,1,21,19816.636,27299.46,7482.824,0.0,27299.46,3068.525,2757.417,5825.942,0.6931471805599454%,50.6%,0%,0.0%,100.0%,0.6931471805599454%,52.8%,0%,0.0%,100.0%,zeros,local-global,21.538461538461537,0.1,0.6702209294266804,0.002
1077,1.497338056564331,22,48,0.5,500,500,5000,1,1,17,19816.636,30443.65,10627.014,0.0,30443.65,3193.685,2833.76,6027.445,0.6931471805599454%,49.4%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,21.538461538461537,0.1,0.6702209294266804,0.002
1075,2.0264577865600586,22,46,0.5,500,500,5000,1,1,22,19816.636,33532.639,13716.003,0.0,33532.639,3181.139,3231.818,6412.957,0.6931471805599454%,50.8%,0%,0.0%,100.0%,0.6931471805599454%,49.4%,0%,0.0%,100.0%,zeros,local-global,21.538461538461537,0.1,0.6702209294266804,0.002
1076,2.3885388374328613,22,47,0.5,500,500,5000,1,1,28,19816.636,37022.628,17205.992,0.0,37022.628,3341.036,4668.182,8009.218,0.6931471805599454%,50.6%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,21.538461538461537,0.1,0.6702209294266804,0.002
1079,1.6663761138916016,23,1,0.5,500,500,5000,1,1,18,19816.636,27839.688,8023.052,0.0,27839.688,2601.521,3837.332,6438.853,0.6931471805599454%,47.0%,0%,0.0%,100.0%,0.6931471805599454%,51.4%,0%,0.0%,100.0%,zeros,local-global,22.564102564102562,0.1,0.6702209294266804,0.002
1080,1.6043603420257568,23,2,0.5,500,500,5000,1,1,18,19816.636,31786.744,11970.108,0.0,31786.744,3208.026,2724.593,5932.619,0.6931471805599454%,50.4%,0%,0.0%,100.0%,0.6931471805599454%,48.0%,0%,0.0%,100.0%,zeros,local-global,22.564102564102562,0.1,0.6702209294266804,0.002
1082,2.0294570922851562,23,4,0.5,500,500,5000,1,1,23,19816.636,32669.505,12852.869,0.0,32669.505,3058.843,3508.088,6566.931,0.6931471805599454%,46.4%,0%,0.0%,100.0%,0.6931471805599454%,49.8%,0%,0.0%,100.0%,zeros,local-global,22.564102564102562,0.1,0.6702209294266804,0.002
1084,1.4473261833190918,23,6,0.5,500,500,5000,1,1,16,19816.636,26189.8,6373.164,0.0,26189.8,2478.886,3003.417,5482.303,0.6931471805599454%,52.4%,0%,0.0%,100.0%,0.6931471805599454%,49.2%,0%,0.0%,100.0%,zeros,local-global,22.564102564102562,0.1,0.6702209294266804,0.002
1083,1.7743995189666748,23,5,0.5,500,500,5000,1,1,20,19816.636,32019.56,12202.924,0.0,32019.56,3212.306,2950.958,6163.264,0.6931471805599454%,47.0%,0%,0.0%,100.0%,0.6931471805599454%,48.6%,0%,0.0%,100.0%,zeros,local-global,22.564102564102562,0.1,0.6702209294266804,0.002
1081,2.27651309967041,23,3,0.5,500,500,5000,1,1,26,19816.636,36495.685,16679.049,0.0,36495.685,3319.834,4063.008,7382.842,0.6931471805599454%,51.0%,0%,0.0%,100.0%,0.6931471805599454%,50.2%,0%,0.0%,100.0%,zeros,local-global,22.564102564102562,0.1,0.6702209294266804,0.002
1078,2.8396401405334473,22,49,0.5,500,500,5000,1,1,32,19816.636,34541.098,14724.462,0.0,34541.098,3088.653,4691.032,7779.685,0.6931471805599454%,49.6%,0%,0.0%,100.0%,0.6931471805599454%,45.2%,0%,0.0%,100.0%,zeros,local-global,21.538461538461537,0.1,0.6702209294266804,0.002
1085,2.173490524291992,23,7,0.5,500,500,5000,1,1,24,19816.636,35888.024,16071.388,0.0,35888.024,3402.54,3691.481,7094.021,0.6931471805599454%,48.6%,0%,0.0%,100.0%,0.6931471805599454%,50.6%,0%,0.0%,100.0%,zeros,local-global,22.564102564102562,0.1,0.6702209294266804,0.002
1086,1.7944045066833496,23,8,0.5,500,500,5000,1,1,20,19816.636,29603.159,9786.523,0.0,29603.159,2879.121,2935.972,5815.093,0.6931471805599454%,48.4%,0%,0.0%,100.0%,0.6931471805599454%,49.0%,0%,0.0%,100.0%,zeros,local-global,22.564102564102562,0.1,0.6702209294266804,0.002
1087,1.8084077835083008,23,9,0.5,500,500,5000,1,1,20,19816.636,28310.133,8493.497,0.0,28310.133,2922.235,2903.806,5826.041,0.6931471805599454%,47.4%,0%,0.0%,100.0%,0.6931471805599454%,49.0%,0%,0.0%,100.0%,zeros,local-global,22.564102564102562,0.1,0.6702209294266804,0.002
1089,1.6443712711334229,23,11,0.5,500,500,5000,1,1,18,19816.636,31709.479,11892.843,0.0,31709.479,3134.228,3049.41,6183.638,0.6931471805599454%,50.6%,0%,0.0%,100.0%,0.6931471805599454%,49.2%,0%,0.0%,100.0%,zeros,local-global,22.564102564102562,0.1,0.6702209294266804,0.002
1088,2.4155445098876953,23,10,0.5,500,500,5000,1,1,28,19816.636,33779.709,13963.073,0.0,33779.709,2654.518,6408.213,9062.731,0.6931471805599454%,48.4%,0%,0.0%,100.0%,0.6931471805599454%,51.0%,0%,0.0%,100.0%,zeros,local-global,22.564102564102562,0.1,0.6702209294266804,0.002
1090,1.859419584274292,23,12,0.5,500,500,5000,1,1,21,19816.636,31803.047,11986.411,0.0,31803.047,3076.093,3273.914,6350.007,0.6931471805599454%,51.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,22.564102564102562,0.1,0.6702209294266804,0.002
1093,1.9694435596466064,23,15,0.5,500,500,5000,1,1,22,19816.636,32735.725,12919.089,0.0,32735.725,3219.85,3392.247,6612.097,0.6931471805599454%,49.8%,0%,0.0%,100.0%,0.6931471805599454%,51.4%,0%,0.0%,100.0%,zeros,local-global,22.564102564102562,0.1,0.6702209294266804,0.002
1092,2.0064516067504883,23,14,0.5,500,500,5000,1,1,23,19816.636,36214.409,16397.773,0.0,36214.409,3292.484,3671.382,6963.866,0.6931471805599454%,52.2%,0%,0.0%,100.0%,0.6931471805599454%,49.4%,0%,0.0%,100.0%,zeros,local-global,22.564102564102562,0.1,0.6702209294266804,0.002
1094,1.7253878116607666,23,16,0.5,500,500,5000,1,1,20,19816.636,29644.017,9827.381,0.0,29644.017,2625.516,4411.803,7037.319,0.6931471805599454%,49.0%,0%,0.0%,100.0%,0.6931471805599454%,51.8%,0%,0.0%,100.0%,zeros,local-global,22.564102564102562,0.1,0.6702209294266804,0.002
1091,2.5455732345581055,23,13,0.5,500,500,5000,1,1,29,19816.636,35734.535,15917.899,0.0,35734.535,2767.737,6407.392,9175.129,0.6931471805599454%,50.2%,0%,0.0%,100.0%,0.6931471805599454%,49.0%,0%,0.0%,100.0%,zeros,local-global,22.564102564102562,0.1,0.6702209294266804,0.002
1095,2.038459062576294,23,17,0.5,500,500,5000,1,1,23,19816.636,32929.878,13113.242,0.0,32929.878,3158.407,3403.069,6561.476,0.6931471805599454%,52.4%,0%,0.0%,100.0%,0.6931471805599454%,51.0%,0%,0.0%,100.0%,zeros,local-global,22.564102564102562,0.1,0.6702209294266804,0.002
1097,1.4113190174102783,23,19,0.5,500,500,5000,1,1,15,19816.636,26655.905,6839.269,0.0,26655.905,2950.909,2180.284,5131.193,0.6931471805599454%,48.8%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,22.564102564102562,0.1,0.6702209294266804,0.002
1096,2.2235000133514404,23,18,0.5,500,500,5000,1,1,25,19816.636,36426.581,16609.945,0.0,36426.581,3294.08,3662.114,6956.194,0.6931471805599454%,47.8%,0%,0.0%,100.0%,0.6931471805599454%,48.8%,0%,0.0%,100.0%,zeros,local-global,22.564102564102562,0.1,0.6702209294266804,0.002
1100,1.8184096813201904,23,22,0.5,500,500,5000,1,1,20,19816.636,32584.122,12767.486,0.0,32584.122,3248.503,2930.14,6178.643,0.6931471805599454%,45.6%,0%,0.0%,100.0%,0.6931471805599454%,49.4%,0%,0.0%,100.0%,zeros,local-global,22.564102564102562,0.1,0.6702209294266804,0.002
1098,2.298518657684326,23,20,0.5,500,500,5000,1,1,26,19816.636,33827.042,14010.406,0.0,33827.042,3165.501,3567.249,6732.75,0.6931471805599454%,52.0%,0%,0.0%,100.0%,0.6931471805599454%,49.2%,0%,0.0%,100.0%,zeros,local-global,22.564102564102562,0.1,0.6702209294266804,0.002
1102,1.810408592224121,23,24,0.5,500,500,5000,1,1,20,19816.636,28838.405,9021.769,0.0,28838.405,2857.055,2828.754,5685.809,0.6931471805599454%,48.6%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,22.564102564102562,0.1,0.6702209294266804,0.002
1101,2.2665107250213623,23,23,0.5,500,500,5000,1,1,25,19816.636,33722.86,13906.224,0.0,33722.86,2769.97,5622.894,8392.864,0.6931471805599454%,48.6%,0%,0.0%,100.0%,0.6931471805599454%,46.6%,0%,0.0%,100.0%,zeros,local-global,22.564102564102562,0.1,0.6702209294266804,0.002
1099,2.7446186542510986,23,21,0.5,500,500,5000,1,1,32,19816.636,36203.64,16387.004,0.0,36203.64,3138.018,4391.247,7529.265,0.6931471805599454%,51.2%,0%,0.0%,100.0%,0.6931471805599454%,47.4%,0%,0.0%,100.0%,zeros,local-global,22.564102564102562,0.1,0.6702209294266804,0.002
1103,2.1314806938171387,23,25,0.5,500,500,5000,1,1,24,19816.636,29975.579,10158.943,0.0,29975.579,2544.947,4957.671,7502.618,0.6931471805599454%,51.0%,0%,0.0%,100.0%,0.6931471805599454%,53.8%,0%,0.0%,100.0%,zeros,local-global,22.564102564102562,0.1,0.6702209294266804,0.002
1105,1.9474396705627441,23,27,0.5,500,500,5000,1,1,22,19816.636,30482.046,10665.41,0.0,30482.046,2956.887,2899.251,5856.138,0.6931471805599454%,52.4%,0%,0.0%,100.0%,0.6931471805599454%,51.4%,0%,0.0%,100.0%,zeros,local-global,22.564102564102562,0.1,0.6702209294266804,0.002
1104,2.395540714263916,23,26,0.5,500,500,5000,1,1,28,19816.636,33442.233,13625.597,0.0,33442.233,3071.97,3590.993,6662.963,0.6931471805599454%,49.2%,0%,0.0%,100.0%,0.6931471805599454%,53.4%,0%,0.0%,100.0%,zeros,local-global,22.564102564102562,0.1,0.6702209294266804,0.002
1106,2.6936070919036865,23,28,0.5,500,500,5000,1,1,30,19816.636,42117.475,22300.839,0.0,42117.475,3559.887,4969.704,8529.591,0.6931471805599454%,46.6%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,22.564102564102562,0.1,0.6702209294266804,0.002
1108,1.998450517654419,23,30,0.5,500,500,5000,1,1,23,19816.636,34060.647,14244.011,0.0,34060.647,3167.254,3870.058,7037.312,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,45.4%,0%,0.0%,100.0%,zeros,local-global,22.564102564102562,0.1,0.6702209294266804,0.002
1107,2.2935166358947754,23,29,0.5,500,500,5000,1,1,25,19816.636,30574.447,10757.811,0.0,30574.447,2566.485,4918.318,7484.803,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,49.4%,0%,0.0%,100.0%,zeros,local-global,22.564102564102562,0.1,0.6702209294266804,0.002
1110,1.875422477722168,23,32,0.5,500,500,5000,1,1,20,19816.636,33733.317,13916.681,0.0,33733.317,3380.32,3193.604,6573.924,0.6931471805599454%,50.8%,0%,0.0%,100.0%,0.6931471805599454%,51.0%,0%,0.0%,100.0%,zeros,local-global,22.564102564102562,0.1,0.6702209294266804,0.002
1109,2.302518367767334,23,31,0.5,500,500,5000,1,1,25,19816.636,34724.97,14908.334,0.0,34724.97,3221.57,3570.829,6792.399,0.6931471805599454%,51.0%,0%,0.0%,100.0%,0.6931471805599454%,48.8%,0%,0.0%,100.0%,zeros,local-global,22.564102564102562,0.1,0.6702209294266804,0.002
1114,1.721388816833496,23,36,0.5,500,500,5000,1,1,18,19816.636,30339.678,10523.042,0.0,30339.678,3075.597,2456.579,5532.176,0.6931471805599454%,49.6%,0%,0.0%,100.0%,0.6931471805599454%,47.6%,0%,0.0%,100.0%,zeros,local-global,22.564102564102562,0.1,0.6702209294266804,0.002
1113,2.233503580093384,23,35,0.5,500,500,5000,1,1,24,19816.636,33418.581,13601.945,0.0,33418.581,3205.485,3816.556,7022.041,0.6931471805599454%,48.8%,0%,0.0%,100.0%,0.6931471805599454%,54.6%,0%,0.0%,100.0%,zeros,local-global,22.564102564102562,0.1,0.6702209294266804,0.002
1112,2.4605553150177,23,34,0.5,500,500,5000,1,1,26,19816.636,35092.525,15275.889,0.0,35092.525,3125.889,3722.878,6848.767,0.6931471805599454%,49.8%,0%,0.0%,100.0%,0.6931471805599454%,49.4%,0%,0.0%,100.0%,zeros,local-global,22.564102564102562,0.1,0.6702209294266804,0.002
1111,2.63659405708313,23,33,0.5,500,500,5000,1,1,30,19816.636,39995.689,20179.053,0.0,39995.689,3389.622,4497.707,7887.329,0.6931471805599454%,55.6%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,22.564102564102562,0.1,0.6702209294266804,0.002
1116,1.5243432521820068,23,38,0.5,500,500,5000,1,1,16,19816.636,28803.06,8986.424,0.0,28803.06,3137.109,2532.759,5669.868,0.6931471805599454%,51.2%,0%,0.0%,100.0%,0.6931471805599454%,50.4%,0%,0.0%,100.0%,zeros,local-global,22.564102564102562,0.1,0.6702209294266804,0.002
1117,1.700383186340332,23,39,0.5,500,500,5000,1,1,18,19816.636,26390.852,6574.216,0.0,26390.852,2496.37,3817.987,6314.357,0.6931471805599454%,48.8%,0%,0.0%,100.0%,0.6931471805599454%,50.2%,0%,0.0%,100.0%,zeros,local-global,22.564102564102562,0.1,0.6702209294266804,0.002
1118,1.7673976421356201,23,40,0.5,500,500,5000,1,1,19,19816.636,31118.44,11301.804,0.0,31118.44,3262.743,2817.609,6080.352,0.6931471805599454%,52.6%,0%,0.0%,100.0%,0.6931471805599454%,48.8%,0%,0.0%,100.0%,zeros,local-global,22.564102564102562,0.1,0.6702209294266804,0.002
1115,2.439549446105957,23,37,0.5,500,500,5000,1,1,26,19816.636,33445.187,13628.551,0.0,33445.187,3218.683,4132.074,7350.757,0.6931471805599454%,50.2%,0%,0.0%,100.0%,0.6931471805599454%,50.4%,0%,0.0%,100.0%,zeros,local-global,22.564102564102562,0.1,0.6702209294266804,0.002
1123,1.405315637588501,23,45,0.5,500,500,5000,1,1,16,19816.636,25274.28,5457.644,0.0,25274.28,2404.385,3015.261,5419.646,0.6931471805599454%,48.6%,0%,0.0%,100.0%,0.6931471805599454%,49.6%,0%,0.0%,100.0%,zeros,local-global,22.564102564102562,0.1,0.6702209294266804,0.002
1122,1.4653339385986328,23,44,0.5,500,500,5000,1,1,16,19816.636,27742.637,7926.001,0.0,27742.637,3063.789,2126.227,5190.016,0.6931471805599454%,50.6%,0%,0.0%,100.0%,0.6931471805599454%,52.8%,0%,0.0%,100.0%,zeros,local-global,22.564102564102562,0.1,0.6702209294266804,0.002
1119,2.1664886474609375,23,41,0.5,500,500,5000,1,1,24,19816.636,31078.013,11261.377,0.0,31078.013,2946.685,4147.028,7093.713,0.6931471805599454%,48.8%,0%,0.0%,100.0%,0.6931471805599454%,49.8%,0%,0.0%,100.0%,zeros,local-global,22.564102564102562,0.1,0.6702209294266804,0.002
1120,1.848416805267334,23,42,0.5,500,500,5000,1,1,21,19816.636,29463.648,9647.012,0.0,29463.648,2606.195,4208.96,6815.155,0.6931471805599454%,48.2%,0%,0.0%,100.0%,0.6931471805599454%,49.8%,0%,0.0%,100.0%,zeros,local-global,22.564102564102562,0.1,0.6702209294266804,0.002
1121,1.8474171161651611,23,43,0.5,500,500,5000,1,1,20,19816.636,30311.904,10495.268,0.0,30311.904,3127.261,2729.235,5856.496,0.6931471805599454%,51.0%,0%,0.0%,100.0%,0.6931471805599454%,51.8%,0%,0.0%,100.0%,zeros,local-global,22.564102564102562,0.1,0.6702209294266804,0.002
1124,1.734391212463379,23,46,0.5,500,500,5000,1,1,20,19816.636,32164.732,12348.096,0.0,32164.732,3205.272,2796.646,6001.918,0.6931471805599454%,50.8%,0%,0.0%,100.0%,0.6931471805599454%,49.4%,0%,0.0%,100.0%,zeros,local-global,22.564102564102562,0.1,0.6702209294266804,0.002
1129,1.7914037704467773,24,2,0.5,500,500,5000,1,1,20,19816.636,33436.528,13619.892,0.0,33436.528,3191.096,3061.646,6252.742,0.6931471805599454%,50.4%,0%,0.0%,100.0%,0.6931471805599454%,48.0%,0%,0.0%,100.0%,zeros,local-global,23.589743589743588,0.1,0.6702209294266804,0.002
1127,2.398540496826172,23,49,0.5,500,500,5000,1,1,27,19816.636,32846.957,13030.321,0.0,32846.957,2973.649,4769.735,7743.384,0.6931471805599454%,49.6%,0%,0.0%,100.0%,0.6931471805599454%,45.2%,0%,0.0%,100.0%,zeros,local-global,22.564102564102562,0.1,0.6702209294266804,0.002
1125,2.8726465702056885,23,47,0.5,500,500,5000,1,1,32,19816.636,37766.602,17949.966,0.0,37766.602,3343.822,5709.641,9053.463,0.6931471805599454%,50.6%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,22.564102564102562,0.1,0.6702209294266804,0.002
1131,1.9944489002227783,24,4,0.5,500,500,5000,1,1,22,19816.636,29975.693,10159.057,0.0,29975.693,2603.858,5237.472,7841.33,0.6931471805599454%,46.4%,0%,0.0%,100.0%,0.6931471805599454%,49.8%,0%,0.0%,100.0%,zeros,local-global,23.589743589743588,0.1,0.6702209294266804,0.002
1133,1.530344009399414,24,6,0.5,500,500,5000,1,1,17,19816.636,26398.336,6581.7,0.0,26398.336,2466.707,3180.123,5646.83,0.6931471805599454%,52.4%,0%,0.0%,100.0%,0.6931471805599454%,49.2%,0%,0.0%,100.0%,zeros,local-global,23.589743589743588,0.1,0.6702209294266804,0.002
1126,2.814633369445801,23,48,0.5,500,500,5000,1,1,32,19816.636,35623.502,15806.866,0.0,35623.502,3335.746,5699.217,9034.963,0.6931471805599454%,49.4%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,22.564102564102562,0.1,0.6702209294266804,0.002
1130,2.0784683227539062,24,3,0.5,500,500,5000,1,1,23,19816.636,32212.602,12395.966,0.0,32212.602,2679.158,4881.749,7560.907,0.6931471805599454%,51.0%,0%,0.0%,100.0%,0.6931471805599454%,50.2%,0%,0.0%,100.0%,zeros,local-global,23.589743589743588,0.1,0.6702209294266804,0.002
1128,2.4115445613861084,24,1,0.5,500,500,5000,1,1,28,19816.636,33772.371,13955.735,0.0,33772.371,2656.722,5338.989,7995.711,0.6931471805599454%,47.0%,0%,0.0%,100.0%,0.6931471805599454%,51.4%,0%,0.0%,100.0%,zeros,local-global,23.589743589743588,0.1,0.6702209294266804,0.002
1132,2.2985174655914307,24,5,0.5,500,500,5000,1,1,25,19816.636,34229.459,14412.823,0.0,34229.459,3176.135,4096.048,7272.183,0.6931471805599454%,47.0%,0%,0.0%,100.0%,0.6931471805599454%,48.6%,0%,0.0%,100.0%,zeros,local-global,23.589743589743588,0.1,0.6702209294266804,0.002
1135,1.5403468608856201,24,8,0.5,500,500,5000,1,1,17,19816.636,27451.775,7635.139,0.0,27451.775,2527.635,3404.195,5931.83,0.6931471805599454%,48.4%,0%,0.0%,100.0%,0.6931471805599454%,49.0%,0%,0.0%,100.0%,zeros,local-global,23.589743589743588,0.1,0.6702209294266804,0.002
1139,1.6483721733093262,24,12,0.5,500,500,5000,1,1,18,19816.636,29645.351,9828.715,0.0,29645.351,2672.049,3802.587,6474.636,0.6931471805599454%,51.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,23.589743589743588,0.1,0.6702209294266804,0.002
1137,1.765397548675537,24,10,0.5,500,500,5000,1,1,19,19816.636,29873.615,10056.979,0.0,29873.615,2616.927,4047.421,6664.348,0.6931471805599454%,48.4%,0%,0.0%,100.0%,0.6931471805599454%,51.0%,0%,0.0%,100.0%,zeros,local-global,23.589743589743588,0.1,0.6702209294266804,0.002
1136,1.9634425640106201,24,9,0.5,500,500,5000,1,1,21,19816.636,27904.022,8087.386,0.0,27904.022,2748.52,3543.017,6291.537,0.6931471805599454%,47.4%,0%,0.0%,100.0%,0.6931471805599454%,49.0%,0%,0.0%,100.0%,zeros,local-global,23.589743589743588,0.1,0.6702209294266804,0.002
1141,2.1754910945892334,24,14,0.5,500,500,5000,1,1,24,19816.636,36509.023,16692.387,0.0,36509.023,3148.524,4966.644,8115.168,0.6931471805599454%,52.2%,0%,0.0%,100.0%,0.6931471805599454%,49.4%,0%,0.0%,100.0%,zeros,local-global,23.589743589743588,0.1,0.6702209294266804,0.002
1134,2.8456413745880127,24,7,0.5,500,500,5000,1,1,32,19816.636,40121.919,20305.283,0.0,40121.919,3330.947,5417.025,8747.972,0.6931471805599454%,48.6%,0%,0.0%,100.0%,0.6931471805599454%,50.6%,0%,0.0%,100.0%,zeros,local-global,23.589743589743588,0.1,0.6702209294266804,0.002
1140,2.5155675411224365,24,13,0.5,500,500,5000,1,1,27,19816.636,36044.796,16228.16,0.0,36044.796,2807.928,5829.822,8637.75,0.6931471805599454%,50.2%,0%,0.0%,100.0%,0.6931471805599454%,49.0%,0%,0.0%,100.0%,zeros,local-global,23.589743589743588,0.1,0.6702209294266804,0.002
1142,2.438549757003784,24,15,0.5,500,500,5000,1,1,27,19816.636,33683.113,13866.477,0.0,33683.113,2716.471,5889.862,8606.333,0.6931471805599454%,49.8%,0%,0.0%,100.0%,0.6931471805599454%,51.4%,0%,0.0%,100.0%,zeros,local-global,23.589743589743588,0.1,0.6702209294266804,0.002
1138,3.0196781158447266,24,11,0.5,500,500,5000,1,1,34,19816.636,39133.929,19317.293,0.0,39133.929,2854.893,7664.388,10519.281,0.6931471805599454%,50.6%,0%,0.0%,100.0%,0.6931471805599454%,49.2%,0%,0.0%,100.0%,zeros,local-global,23.589743589743588,0.1,0.6702209294266804,0.002
1146,1.4133188724517822,24,19,0.5,500,500,5000,1,1,15,19816.636,25421.998,5605.362,0.0,25421.998,2478.723,3181.6,5660.323,0.6931471805599454%,48.8%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,23.589743589743588,0.1,0.6702209294266804,0.002
1144,1.8774230480194092,24,17,0.5,500,500,5000,1,1,21,19816.636,31618.627,11801.991,0.0,31618.627,3176.313,3108.847,6285.16,0.6931471805599454%,52.4%,0%,0.0%,100.0%,0.6931471805599454%,51.0%,0%,0.0%,100.0%,zeros,local-global,23.589743589743588,0.1,0.6702209294266804,0.002
1143,2.4095427989959717,24,16,0.5,500,500,5000,1,1,27,19816.636,32607.741,12791.105,0.0,32607.741,2663.575,6219.931,8883.506,0.6931471805599454%,49.0%,0%,0.0%,100.0%,0.6931471805599454%,51.8%,0%,0.0%,100.0%,zeros,local-global,23.589743589743588,0.1,0.6702209294266804,0.002
1145,2.3185222148895264,24,18,0.5,500,500,5000,1,1,27,19816.636,35948.245,16131.609,0.0,35948.245,2774.108,4833.548,7607.656,0.6931471805599454%,47.8%,0%,0.0%,100.0%,0.6931471805599454%,48.8%,0%,0.0%,100.0%,zeros,local-global,23.589743589743588,0.1,0.6702209294266804,0.002
1149,1.8134093284606934,24,22,0.5,500,500,5000,1,1,20,19816.636,32890.809,13074.173,0.0,32890.809,3278.76,3324.661,6603.421,0.6931471805599454%,45.6%,0%,0.0%,100.0%,0.6931471805599454%,49.4%,0%,0.0%,100.0%,zeros,local-global,23.589743589743588,0.1,0.6702209294266804,0.002
1147,2.1784918308258057,24,20,0.5,500,500,5000,1,1,25,19816.636,33582.941,13766.305,0.0,33582.941,2791.46,5994.658,8786.118,0.6931471805599454%,52.0%,0%,0.0%,100.0%,0.6931471805599454%,49.2%,0%,0.0%,100.0%,zeros,local-global,23.589743589743588,0.1,0.6702209294266804,0.002
1151,1.7713978290557861,24,24,0.5,500,500,5000,1,1,20,19816.636,27748.566,7931.93,0.0,27748.566,2442.915,3872.143,6315.058,0.6931471805599454%,48.6%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,23.589743589743588,0.1,0.6702209294266804,0.002
1148,2.6005868911743164,24,21,0.5,500,500,5000,1,1,30,19816.636,34847.484,15030.848,0.0,34847.484,3109.871,4100.132,7210.003,0.6931471805599454%,51.2%,0%,0.0%,100.0%,0.6931471805599454%,47.4%,0%,0.0%,100.0%,zeros,local-global,23.589743589743588,0.1,0.6702209294266804,0.002
1153,1.620366096496582,24,26,0.5,500,500,5000,1,1,18,19816.636,29467.995,9651.359,0.0,29467.995,2643.102,3915.556,6558.658,0.6931471805599454%,49.2%,0%,0.0%,100.0%,0.6931471805599454%,53.4%,0%,0.0%,100.0%,zeros,local-global,23.589743589743588,0.1,0.6702209294266804,0.002
1150,2.321523427963257,24,23,0.5,500,500,5000,1,1,26,19816.636,33645.744,13829.108,0.0,33645.744,2775.244,5661.048,8436.292,0.6931471805599454%,48.6%,0%,0.0%,100.0%,0.6931471805599454%,46.6%,0%,0.0%,100.0%,zeros,local-global,23.589743589743588,0.1,0.6702209294266804,0.002
1152,2.29451847076416,24,25,0.5,500,500,5000,1,1,25,19816.636,31140.724,11324.088,0.0,31140.724,2570.225,4391.355,6961.58,0.6931471805599454%,51.0%,0%,0.0%,100.0%,0.6931471805599454%,53.8%,0%,0.0%,100.0%,zeros,local-global,23.589743589743588,0.1,0.6702209294266804,0.002
1154,1.9394371509552002,24,27,0.5,500,500,5000,1,1,22,19816.636,30419.39,10602.754,0.0,30419.39,2943.044,2861.601,5804.645,0.6931471805599454%,52.4%,0%,0.0%,100.0%,0.6931471805599454%,51.4%,0%,0.0%,100.0%,zeros,local-global,23.589743589743588,0.1,0.6702209294266804,0.002
1157,1.923433780670166,24,30,0.5,500,500,5000,1,1,22,19816.636,32096.129,12279.493,0.0,32096.129,3030.129,3459.724,6489.853,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,45.4%,0%,0.0%,100.0%,zeros,local-global,23.589743589743588,0.1,0.6702209294266804,0.002
1158,1.9094302654266357,24,31,0.5,500,500,5000,1,1,21,19816.636,31238.351,11421.715,0.0,31238.351,2724.113,4340.364,7064.477,0.6931471805599454%,51.0%,0%,0.0%,100.0%,0.6931471805599454%,48.8%,0%,0.0%,100.0%,zeros,local-global,23.589743589743588,0.1,0.6702209294266804,0.002
