,time_elapsed,simulationTypeNumber,seed,learning_rate,n_pattern,n_pattern_features,max_epochs,energy_exponent,preset_simulation,Learning was complete at epoch #,Theoretical: random-walk efficiency,Simulated: efficiency (m_perc/m_min),Simulated-Theoretical efficiency difference,Theoretical: minimum energy for learning,Simulated: energy actually used by learning,Energy expended by simulations for consolidations,Energy expended by simulations for maintenance,Energy expended by simulations for maintenance (before thr),Energy expended total,(seen) NLL,(seen) Accuracy,(seen) Precision,(seen) Sensitivity,(seen) Specificity,(unseen) NLL,(unseen) Accuracy,(unseen) Precision,(unseen) Sensitivity,(unseen) Specificity,weights_initialised_as,cache_algorithm,max_size_of_transient_memory,maintenance_cost_of_transient_memory,Optimal threshold,Decay rate of transient memory,number of consolidations,mean consolidation size
836,0.6316301822662354,42,15,2,250,250,1000,1,1,16,7006.239,41542.875,34536.636,0.0,41542.875,29401.644,10506.226,2497.57200551033,39907.87,0.6931471805599454%,53.2%,0%,0.0%,100.0%,0.6931471805599454%,51.6%,0%,0.0%,100.0%,zeros,local-global,13.782168067226891,1,1.517509374001422,0.002,3,0.060609871611570644
833,0.9443368911743164,42,12,2,250,250,1000,1,1,25,7006.239,62410.09,55403.851,0.0,62410.09,44125.146,17408.984,3684.936045697754,61534.13,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,54.0%,0%,0.0%,100.0%,zeros,local-global,13.782168067226891,1,1.517509374001422,0.002,3,0.13508657310178152
839,0.49157238006591797,42,18,2,250,250,1000,1,1,13,7006.239,31361.482,24355.243,0.0,31361.482,20920.204,6249.448,2497.6080370460204,27169.652,0.6931471805599454%,49.2%,0%,0.0%,100.0%,0.6931471805599454%,49.2%,0%,0.0%,100.0%,zeros,local-global,13.782168067226891,1,1.517509374001422,0.002,3,0.12277434179237637
834,0.8538985252380371,42,13,2,250,250,1000,1,1,22,7006.239,48020.058,41013.819,0.0,48020.058,33645.811,13777.58,2603.216130090599,47423.391,0.6931471805599454%,52.0%,0%,0.0%,100.0%,0.6931471805599454%,50.8%,0%,0.0%,100.0%,zeros,local-global,13.782168067226891,1,1.517509374001422,0.002,3,-0.019552935388633477
837,0.7458746433258057,42,16,2,250,250,1000,1,1,20,7006.239,48400.696,41394.457,0.0,48400.696,33156.24,11777.8,3285.1441230177766,44934.04,0.6931471805599454%,49.6%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,13.782168067226891,1,1.517509374001422,0.002,3,-0.006950199485300072
838,0.727832555770874,42,17,2,250,250,1000,1,1,19,7006.239,45458.157,38451.918,0.0,45458.157,30160.503,12718.661,2659.508070300658,42879.164,0.6931471805599454%,58.0%,0%,0.0%,100.0%,0.6931471805599454%,46.4%,0%,0.0%,100.0%,zeros,local-global,13.782168067226891,1,1.517509374001422,0.002,3,0.05524775351456997
840,0.5975964069366455,42,19,2,250,250,1000,1,1,16,7006.239,39161.881,32155.642,0.0,39161.881,25915.914,9497.689,2263.57200551033,35413.603,0.6931471805599454%,52.8%,0%,0.0%,100.0%,0.6931471805599454%,50.0%,0%,0.0%,100.0%,zeros,local-global,13.782168067226891,1,1.517509374001422,0.002,3,0.0023435257678147635
841,0.5775916576385498,43,0,2,250,250,1000,1,1,15,7006.239,33981.611,26975.372,0.0,33981.611,20699.844,8630.377,1803.7400833133381,29330.221,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,14.118294117647059,1,1.517509374001422,0.002,3,0.04425182083212903
843,0.49855470657348633,43,2,2,250,250,1000,1,1,14,7006.239,33856.04,26849.801,0.0,33856.04,21621.6,8886.656,1253.7360033988953,30508.256,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,14.118294117647059,1,1.517509374001422,0.002,3,-0.0036450741877043892
842,0.7439520359039307,43,1,2,250,250,1000,1,1,19,7006.239,44199.902,37193.663,0.0,44199.902,31555.616,11601.597,1531.680004119873,43157.213,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,14.118294117647059,1,1.517509374001422,0.002,3,0.0903199105245849
845,0.44042110443115234,43,4,2,250,250,1000,1,1,12,7006.239,31356.2,24349.961,0.0,31356.2,18757.784,6050.0,1359.7240035533905,24807.784,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,14.118294117647059,1,1.517509374001422,0.002,3,-0.07250233551609182
846,0.5466022491455078,43,5,2,250,250,1000,1,1,14,7006.239,39417.048,32410.809,0.0,39417.048,26242.24,7666.996,2183.5880053043365,33909.236,0.6931471805599454%,48.0%,0%,0.0%,100.0%,0.6931471805599454%,45.2%,0%,0.0%,100.0%,zeros,local-global,14.118294117647059,1,1.517509374001422,0.002,3,-0.04003267973856209
849,0.5630397796630859,43,8,2,250,250,1000,1,1,15,7006.239,41372.692,34366.453,0.0,41372.692,24941.174,9345.135,2131.660004377365,34286.309,0.6931471805599454%,52.0%,0%,0.0%,100.0%,0.6931471805599454%,45.6%,0%,0.0%,100.0%,zeros,local-global,14.118294117647059,1,1.517509374001422,0.002,3,-0.15391443187072518
847,0.6891062259674072,43,6,2,250,250,1000,1,1,18,7006.239,41027.535,34021.296,0.0,41027.535,26724.682,12628.142,1531.6320527046194,39352.824,0.6931471805599454%,46.4%,0%,0.0%,100.0%,0.6931471805599454%,45.2%,0%,0.0%,100.0%,zeros,local-global,14.118294117647059,1,1.517509374001422,0.002,3,0.08681251703813438
844,0.852313756942749,43,3,2,250,250,1000,1,1,22,7006.239,50558.135,43551.896,0.0,50558.135,32822.643,15864.836,1599.4921984713571,48687.479,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,14.118294117647059,1,1.517509374001422,0.002,3,-0.0960086347673277
850,0.611088752746582,43,9,2,250,250,1000,1,1,16,7006.239,38005.471,30999.232,0.0,38005.471,20836.89,12688.94,1399.6081650107258,33525.83,0.6931471805599454%,54.0%,0%,0.0%,100.0%,0.6931471805599454%,58.0%,0%,0.0%,100.0%,zeros,local-global,14.118294117647059,1,1.517509374001422,0.002,3,0.14437899894454592
848,0.809246301651001,43,7,2,250,250,1000,1,1,22,7006.239,48871.366,41865.127,0.0,48871.366,31029.314,14954.768,1357.5161422278063,45984.082,0.6931471805599454%,48.8%,0%,0.0%,100.0%,0.6931471805599454%,46.8%,0%,0.0%,100.0%,zeros,local-global,14.118294117647059,1,1.517509374001422,0.002,3,0.15101321988904948
852,0.6973278522491455,43,11,2,250,250,1000,1,1,19,7006.239,43782.266,36776.027,0.0,43782.266,29444.22,11596.856,1447.6160849257883,41041.076,0.6931471805599454%,48.4%,0%,0.0%,100.0%,0.6931471805599454%,50.4%,0%,0.0%,100.0%,zeros,local-global,14.118294117647059,1,1.517509374001422,0.002,3,-0.05411285707234884
855,0.43967270851135254,43,14,2,250,250,1000,1,1,12,7006.239,32004.09,24997.851,0.0,32004.09,20667.564,8000.686,1571.5560057163239,28668.25,0.6931471805599454%,47.2%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,14.118294117647059,1,1.517509374001422,0.002,3,-0.14225312307029142
851,0.8003828525543213,43,10,2,250,250,1000,1,1,21,7006.239,45433.507,38427.268,0.0,45433.507,30803.525,12285.988,1843.59206925119,43089.513,0.6931471805599454%,53.2%,0%,0.0%,100.0%,0.6931471805599454%,49.6%,0%,0.0%,100.0%,zeros,local-global,14.118294117647059,1,1.517509374001422,0.002,3,-0.010904342764723005
856,0.5357544422149658,43,15,2,250,250,1000,1,1,14,7006.239,38129.12,31122.881,0.0,38129.12,24689.528,9823.152,1745.536005973816,34512.68,0.6931471805599454%,53.2%,0%,0.0%,100.0%,0.6931471805599454%,51.6%,0%,0.0%,100.0%,zeros,local-global,14.118294117647059,1,1.517509374001422,0.002,3,0.08641153132775445
854,0.8472092151641846,43,13,2,250,250,1000,1,1,22,7006.239,46116.615,39110.376,0.0,46116.615,29749.432,13900.816,1657.6880840148165,43650.248,0.6931471805599454%,52.0%,0%,0.0%,100.0%,0.6931471805599454%,50.8%,0%,0.0%,100.0%,zeros,local-global,14.118294117647059,1,1.517509374001422,0.002,3,0.014624514873107237
859,0.545612096786499,43,18,2,250,250,1000,1,1,13,7006.239,31350.21,24343.971,0.0,31350.21,21440.328,8007.622,1479.8920013904572,29447.95,0.6931471805599454%,49.2%,0%,0.0%,100.0%,0.6931471805599454%,49.2%,0%,0.0%,100.0%,zeros,local-global,14.118294117647059,1,1.517509374001422,0.002,3,0.20973769194885222
858,0.6847424507141113,43,17,2,250,250,1000,1,1,16,7006.239,43678.358,36672.119,0.0,43678.358,27963.226,13171.132,1547.5680375610045,41134.358,0.6931471805599454%,58.0%,0%,0.0%,100.0%,0.6931471805599454%,46.4%,0%,0.0%,100.0%,zeros,local-global,14.118294117647059,1,1.517509374001422,0.002,3,0.08402540225016561
857,0.9070405960083008,43,16,2,250,250,1000,1,1,24,7006.239,55504.422,48498.183,0.0,55504.422,38717.818,15645.572,1605.5521817632905,54363.39,0.6931471805599454%,49.6%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,14.118294117647059,1,1.517509374001422,0.002,3,0.03570511555404468
853,1.2387981414794922,43,12,2,250,250,1000,1,1,31,7006.239,69414.124,62407.885,0.0,69414.124,49984.103,21249.21,2443.0760678946913,71233.313,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,54.0%,0%,0.0%,100.0%,zeros,local-global,14.118294117647059,1,1.517509374001422,0.002,3,0.12747600799882178
861,0.634666919708252,44,0,2,250,250,1000,1,1,15,7006.239,33981.611,26975.372,0.0,33981.611,20699.844,8630.377,1803.7400833133381,29330.221,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,14.454420168067227,1,1.517509374001422,0.002,3,0.04425182083212903
863,0.5866501331329346,44,2,2,250,250,1000,1,1,14,7006.239,33856.04,26849.801,0.0,33856.04,21621.6,8886.656,1253.7360033988953,30508.256,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,14.454420168067227,1,1.517509374001422,0.002,3,-0.0036450741877043892
860,0.777752161026001,43,19,2,250,250,1000,1,1,20,7006.239,41356.365,34350.126,0.0,41356.365,26055.591,12796.389,1355.6641242907779,38851.98,0.6931471805599454%,52.8%,0%,0.0%,100.0%,0.6931471805599454%,50.0%,0%,0.0%,100.0%,zeros,local-global,14.118294117647059,1,1.517509374001422,0.002,3,0.016515598714453197
862,0.7287418842315674,44,1,2,250,250,1000,1,1,19,7006.239,44199.902,37193.663,0.0,44199.902,31555.616,11601.597,1531.680004119873,43157.213,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,14.454420168067227,1,1.517509374001422,0.002,3,0.0903199105245849
865,0.49362993240356445,44,4,2,250,250,1000,1,1,12,7006.239,31356.2,24349.961,0.0,31356.2,18757.784,6050.0,1359.7240035533905,24807.784,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,14.454420168067227,1,1.517509374001422,0.002,3,-0.07250233551609182
866,0.5387179851531982,44,5,2,250,250,1000,1,1,14,7006.239,39417.048,32410.809,0.0,39417.048,26242.24,7666.996,2183.5880053043365,33909.236,0.6931471805599454%,48.0%,0%,0.0%,100.0%,0.6931471805599454%,45.2%,0%,0.0%,100.0%,zeros,local-global,14.454420168067227,1,1.517509374001422,0.002,3,-0.04003267973856209
864,0.8723316192626953,44,3,2,250,250,1000,1,1,22,7006.239,50558.135,43551.896,0.0,50558.135,32822.643,15864.836,1599.4921984713571,48687.479,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,14.454420168067227,1,1.517509374001422,0.002,3,-0.0960086347673277
867,0.6680285930633545,44,6,2,250,250,1000,1,1,18,7006.239,41027.535,34021.296,0.0,41027.535,26724.682,12628.142,1531.6320527046194,39352.824,0.6931471805599454%,46.4%,0%,0.0%,100.0%,0.6931471805599454%,45.2%,0%,0.0%,100.0%,zeros,local-global,14.454420168067227,1,1.517509374001422,0.002,3,0.08681251703813438
869,0.5537409782409668,44,8,2,250,250,1000,1,1,15,7006.239,41372.692,34366.453,0.0,41372.692,24941.174,9345.135,2131.660004377365,34286.309,0.6931471805599454%,52.0%,0%,0.0%,100.0%,0.6931471805599454%,45.6%,0%,0.0%,100.0%,zeros,local-global,14.454420168067227,1,1.517509374001422,0.002,3,-0.15391443187072518
870,0.5960090160369873,44,9,2,250,250,1000,1,1,16,7006.239,38005.471,30999.232,0.0,38005.471,20836.89,12688.94,1399.6081650107258,33525.83,0.6931471805599454%,54.0%,0%,0.0%,100.0%,0.6931471805599454%,58.0%,0%,0.0%,100.0%,zeros,local-global,14.454420168067227,1,1.517509374001422,0.002,3,0.14437899894454592
868,0.8413255214691162,44,7,2,250,250,1000,1,1,22,7006.239,48871.366,41865.127,0.0,48871.366,31029.314,14954.768,1357.5161422278063,45984.082,0.6931471805599454%,48.8%,0%,0.0%,100.0%,0.6931471805599454%,46.8%,0%,0.0%,100.0%,zeros,local-global,14.454420168067227,1,1.517509374001422,0.002,3,0.15101321988904948
872,0.7260725498199463,44,11,2,250,250,1000,1,1,19,7006.239,43782.266,36776.027,0.0,43782.266,29444.22,11596.856,1447.6160849257883,41041.076,0.6931471805599454%,48.4%,0%,0.0%,100.0%,0.6931471805599454%,50.4%,0%,0.0%,100.0%,zeros,local-global,14.454420168067227,1,1.517509374001422,0.002,3,-0.05411285707234884
871,0.7951200008392334,44,10,2,250,250,1000,1,1,21,7006.239,45433.507,38427.268,0.0,45433.507,30803.525,12285.988,1843.59206925119,43089.513,0.6931471805599454%,53.2%,0%,0.0%,100.0%,0.6931471805599454%,49.6%,0%,0.0%,100.0%,zeros,local-global,14.454420168067227,1,1.517509374001422,0.002,3,-0.010904342764723005
875,0.44742393493652344,44,14,2,250,250,1000,1,1,12,7006.239,32004.09,24997.851,0.0,32004.09,20667.564,8000.686,1571.5560057163239,28668.25,0.6931471805599454%,47.2%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,14.454420168067227,1,1.517509374001422,0.002,3,-0.14225312307029142
876,0.5385823249816895,44,15,2,250,250,1000,1,1,14,7006.239,38129.12,31122.881,0.0,38129.12,24689.528,9823.152,1745.536005973816,34512.68,0.6931471805599454%,53.2%,0%,0.0%,100.0%,0.6931471805599454%,51.6%,0%,0.0%,100.0%,zeros,local-global,14.454420168067227,1,1.517509374001422,0.002,3,0.08641153132775445
874,0.8452098369598389,44,13,2,250,250,1000,1,1,22,7006.239,46116.615,39110.376,0.0,46116.615,29749.432,13900.816,1657.6880840148165,43650.248,0.6931471805599454%,52.0%,0%,0.0%,100.0%,0.6931471805599454%,50.8%,0%,0.0%,100.0%,zeros,local-global,14.454420168067227,1,1.517509374001422,0.002,3,0.014624514873107237
879,0.4905669689178467,44,18,2,250,250,1000,1,1,13,7006.239,31350.21,24343.971,0.0,31350.21,21440.328,8007.622,1479.8920013904572,29447.95,0.6931471805599454%,49.2%,0%,0.0%,100.0%,0.6931471805599454%,49.2%,0%,0.0%,100.0%,zeros,local-global,14.454420168067227,1,1.517509374001422,0.002,3,0.20973769194885222
878,0.5836315155029297,44,17,2,250,250,1000,1,1,16,7006.239,43678.358,36672.119,0.0,43678.358,27963.226,13171.132,1547.5680375610045,41134.358,0.6931471805599454%,58.0%,0%,0.0%,100.0%,0.6931471805599454%,46.4%,0%,0.0%,100.0%,zeros,local-global,14.454420168067227,1,1.517509374001422,0.002,3,0.08402540225016561
873,1.168104648590088,44,12,2,250,250,1000,1,1,31,7006.239,69414.124,62407.885,0.0,69414.124,49984.103,21249.21,2443.0760678946913,71233.313,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,54.0%,0%,0.0%,100.0%,zeros,local-global,14.454420168067227,1,1.517509374001422,0.002,3,0.12747600799882178
881,0.5542044639587402,45,0,2,250,250,1000,1,1,15,7006.239,33981.611,26975.372,0.0,33981.611,20699.844,8630.377,1803.7400833133381,29330.221,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,14.790546218487394,1,1.517509374001422,0.002,3,0.04425182083212903
877,0.9395668506622314,44,16,2,250,250,1000,1,1,24,7006.239,55504.422,48498.183,0.0,55504.422,38717.818,15645.572,1605.5521817632905,54363.39,0.6931471805599454%,49.6%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,14.454420168067227,1,1.517509374001422,0.002,3,0.03570511555404468
880,0.7442471981048584,44,19,2,250,250,1000,1,1,20,7006.239,41356.365,34350.126,0.0,41356.365,26055.591,12796.389,1355.6641242907779,38851.98,0.6931471805599454%,52.8%,0%,0.0%,100.0%,0.6931471805599454%,50.0%,0%,0.0%,100.0%,zeros,local-global,14.454420168067227,1,1.517509374001422,0.002,3,0.016515598714453197
883,0.5149903297424316,45,2,2,250,250,1000,1,1,14,7006.239,33856.04,26849.801,0.0,33856.04,21621.6,8886.656,1253.7360033988953,30508.256,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,14.790546218487394,1,1.517509374001422,0.002,3,-0.0036450741877043892
885,0.4508097171783447,45,4,2,250,250,1000,1,1,12,7006.239,31356.2,24349.961,0.0,31356.2,18757.784,6050.0,1359.7240035533905,24807.784,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,14.790546218487394,1,1.517509374001422,0.002,3,-0.07250233551609182
882,0.717301607131958,45,1,2,250,250,1000,1,1,19,7006.239,44199.902,37193.663,0.0,44199.902,31555.616,11601.597,1531.680004119873,43157.213,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,14.790546218487394,1,1.517509374001422,0.002,3,0.0903199105245849
886,0.5536069869995117,45,5,2,250,250,1000,1,1,14,7006.239,39417.048,32410.809,0.0,39417.048,26242.24,7666.996,2183.5880053043365,33909.236,0.6931471805599454%,48.0%,0%,0.0%,100.0%,0.6931471805599454%,45.2%,0%,0.0%,100.0%,zeros,local-global,14.790546218487394,1,1.517509374001422,0.002,3,-0.04003267973856209
884,0.846637487411499,45,3,2,250,250,1000,1,1,22,7006.239,50558.135,43551.896,0.0,50558.135,32822.643,15864.836,1599.4921984713571,48687.479,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,14.790546218487394,1,1.517509374001422,0.002,3,-0.0960086347673277
887,0.6910078525543213,45,6,2,250,250,1000,1,1,18,7006.239,41027.535,34021.296,0.0,41027.535,26724.682,12628.142,1531.6320527046194,39352.824,0.6931471805599454%,46.4%,0%,0.0%,100.0%,0.6931471805599454%,45.2%,0%,0.0%,100.0%,zeros,local-global,14.790546218487394,1,1.517509374001422,0.002,3,0.08681251703813438
889,0.6000351905822754,45,8,2,250,250,1000,1,1,15,7006.239,41372.692,34366.453,0.0,41372.692,24941.174,9345.135,2131.660004377365,34286.309,0.6931471805599454%,52.0%,0%,0.0%,100.0%,0.6931471805599454%,45.6%,0%,0.0%,100.0%,zeros,local-global,14.790546218487394,1,1.517509374001422,0.002,3,-0.15391443187072518
890,0.6010887622833252,45,9,2,250,250,1000,1,1,16,7006.239,38005.471,30999.232,0.0,38005.471,20836.89,12688.94,1399.6081650107258,33525.83,0.6931471805599454%,54.0%,0%,0.0%,100.0%,0.6931471805599454%,58.0%,0%,0.0%,100.0%,zeros,local-global,14.790546218487394,1,1.517509374001422,0.002,3,0.14437899894454592
888,0.8193011283874512,45,7,2,250,250,1000,1,1,22,7006.239,48871.366,41865.127,0.0,48871.366,31029.314,14954.768,1357.5161422278063,45984.082,0.6931471805599454%,48.8%,0%,0.0%,100.0%,0.6931471805599454%,46.8%,0%,0.0%,100.0%,zeros,local-global,14.790546218487394,1,1.517509374001422,0.002,3,0.15101321988904948
891,0.8023295402526855,45,10,2,250,250,1000,1,1,21,7006.239,45433.507,38427.268,0.0,45433.507,30803.525,12285.988,1843.59206925119,43089.513,0.6931471805599454%,53.2%,0%,0.0%,100.0%,0.6931471805599454%,49.6%,0%,0.0%,100.0%,zeros,local-global,14.790546218487394,1,1.517509374001422,0.002,3,-0.010904342764723005
892,0.7242677211761475,45,11,2,250,250,1000,1,1,19,7006.239,43782.266,36776.027,0.0,43782.266,29444.22,11596.856,1447.6160849257883,41041.076,0.6931471805599454%,48.4%,0%,0.0%,100.0%,0.6931471805599454%,50.4%,0%,0.0%,100.0%,zeros,local-global,14.790546218487394,1,1.517509374001422,0.002,3,-0.05411285707234884
895,0.46060848236083984,45,14,2,250,250,1000,1,1,12,7006.239,32004.09,24997.851,0.0,32004.09,20667.564,8000.686,1571.5560057163239,28668.25,0.6931471805599454%,47.2%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,14.790546218487394,1,1.517509374001422,0.002,3,-0.14225312307029142
896,0.5468733310699463,45,15,2,250,250,1000,1,1,14,7006.239,38129.12,31122.881,0.0,38129.12,24689.528,9823.152,1745.536005973816,34512.68,0.6931471805599454%,53.2%,0%,0.0%,100.0%,0.6931471805599454%,51.6%,0%,0.0%,100.0%,zeros,local-global,14.790546218487394,1,1.517509374001422,0.002,3,0.08641153132775445
894,0.8433928489685059,45,13,2,250,250,1000,1,1,22,7006.239,46116.615,39110.376,0.0,46116.615,29749.432,13900.816,1657.6880840148165,43650.248,0.6931471805599454%,52.0%,0%,0.0%,100.0%,0.6931471805599454%,50.8%,0%,0.0%,100.0%,zeros,local-global,14.790546218487394,1,1.517509374001422,0.002,3,0.014624514873107237
899,0.48886752128601074,45,18,2,250,250,1000,1,1,13,7006.239,31350.21,24343.971,0.0,31350.21,21440.328,8007.622,1479.8920013904572,29447.95,0.6931471805599454%,49.2%,0%,0.0%,100.0%,0.6931471805599454%,49.2%,0%,0.0%,100.0%,zeros,local-global,14.790546218487394,1,1.517509374001422,0.002,3,0.20973769194885222
898,0.6060693264007568,45,17,2,250,250,1000,1,1,16,7006.239,43678.358,36672.119,0.0,43678.358,27963.226,13171.132,1547.5680375610045,41134.358,0.6931471805599454%,58.0%,0%,0.0%,100.0%,0.6931471805599454%,46.4%,0%,0.0%,100.0%,zeros,local-global,14.790546218487394,1,1.517509374001422,0.002,3,0.08402540225016561
893,1.196094036102295,45,12,2,250,250,1000,1,1,31,7006.239,69414.124,62407.885,0.0,69414.124,49984.103,21249.21,2443.0760678946913,71233.313,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,54.0%,0%,0.0%,100.0%,zeros,local-global,14.790546218487394,1,1.517509374001422,0.002,3,0.12747600799882178
901,0.5849194526672363,46,0,2,250,250,1000,1,1,15,7006.239,33981.611,26975.372,0.0,33981.611,20699.844,8630.377,1803.7400833133381,29330.221,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,15.126672268907562,1,1.517509374001422,0.002,3,0.04425182083212903
897,0.916295051574707,45,16,2,250,250,1000,1,1,24,7006.239,55504.422,48498.183,0.0,55504.422,38717.818,15645.572,1605.5521817632905,54363.39,0.6931471805599454%,49.6%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,14.790546218487394,1,1.517509374001422,0.002,3,0.03570511555404468
903,0.5376393795013428,46,2,2,250,250,1000,1,1,14,7006.239,33856.04,26849.801,0.0,33856.04,21621.6,8886.656,1253.7360033988953,30508.256,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,15.126672268907562,1,1.517509374001422,0.002,3,-0.0036450741877043892
902,0.7220559120178223,46,1,2,250,250,1000,1,1,19,7006.239,44199.902,37193.663,0.0,44199.902,31555.616,11601.597,1531.680004119873,43157.213,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,15.126672268907562,1,1.517509374001422,0.002,3,0.0903199105245849
