,time_elapsed,simulationTypeNumber,seed,learning_rate,n_pattern,n_pattern_features,max_epochs,energy_exponent,preset_simulation,Learning was complete at epoch #,Theoretical: random-walk efficiency,Simulated: efficiency (m_perc/m_min),Simulated-Theoretical efficiency difference,Theoretical: minimum energy for learning,Simulated: energy actually used by learning,Energy expended by simulations for consolidations,Energy expended by simulations for maintenance,Energy expended total,(seen) NLL,(seen) Accuracy,(seen) Precision,(seen) Sensitivity,(seen) Specificity,(unseen) NLL,(unseen) Accuracy,(unseen) Precision,(unseen) Sensitivity,(unseen) Specificity,weights_initialised_as,cache_algorithm,max_size_of_transient_memory,maintenance_cost_of_transient_memory,Optimal threshold,Decay rate of transient memory,number of consolidations,mean consolidation size
728,0.3070693016052246,4,131,0.5,100,100,5000,1,1,20,1772.454,3026.851,1254.397,0.0,3026.851,556.487,95.765,652.252,0.6931471805599453%,54.0%,0%,0.0%,100.0%,0.6931471805599453%,39.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,-0.005011583231940249
729,0.2920656204223633,4,132,0.5,100,100,5000,1,1,19,1772.454,3788.212,2015.758,0.0,3788.212,813.207,105.677,918.884,0.6931471805599453%,55.0%,0%,0.0%,100.0%,0.6931471805599453%,46.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,-0.05561374514496803
731,0.1850414276123047,4,134,0.5,100,100,5000,1,1,10,1772.454,1923.028,150.574,0.0,1923.028,384.627,53.381,438.008,0.6931471805599453%,51.0%,0%,0.0%,100.0%,0.6931471805599453%,49.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,-0.025822945200755586
730,0.20004510879516602,4,133,0.5,100,100,5000,1,1,12,1772.454,2178.402,405.948,0.0,2178.402,434.309,66.779,501.088,0.6931471805599453%,50.0%,0%,0.0%,100.0%,0.6931471805599453%,52.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,0.04319570399227993
732,0.20104575157165527,4,135,0.5,100,100,5000,1,1,11,1772.454,2125.595,353.141,0.0,2125.595,366.553,83.614,450.167,0.6931471805599453%,53.0%,0%,0.0%,100.0%,0.6931471805599453%,52.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,-0.07853136072234183
734,0.19504380226135254,4,137,0.5,100,100,5000,1,1,11,1772.454,2054.348,281.894,0.0,2054.348,381.24,56.988,438.228,0.6931471805599453%,44.0%,0%,0.0%,100.0%,0.6931471805599453%,50.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,0.04619755567450048
735,0.18104052543640137,4,138,0.5,100,100,5000,1,1,10,1772.454,1987.56,215.106,0.0,1987.56,359.863,62.36,422.223,0.6931471805599453%,48.0%,0%,0.0%,100.0%,0.6931471805599453%,56.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,0.0016164071509398496
733,0.2940661907196045,4,136,0.5,100,100,5000,1,1,18,1772.454,3176.457,1404.003,0.0,3176.457,600.941,114.151,715.092,0.6931471805599453%,52.0%,0%,0.0%,100.0%,0.6931471805599453%,44.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,0.0007583576249946914
739,0.2160489559173584,4,142,0.5,100,100,5000,1,1,12,1772.454,2437.795,665.341,0.0,2437.795,466.748,80.833,547.581,0.6931471805599453%,45.0%,0%,0.0%,100.0%,0.6931471805599453%,54.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,0.059986631319242194
741,0.18104052543640137,4,144,0.5,100,100,5000,1,1,10,1772.454,2134.3,361.846,0.0,2134.3,404.724,65.265,469.989,0.6931471805599453%,47.0%,0%,0.0%,100.0%,0.6931471805599453%,62.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,0.002577454003376953
736,0.2830643653869629,4,139,0.5,100,100,5000,1,1,17,1772.454,3389.613,1617.159,0.0,3389.613,659.467,118.037,777.504,0.6931471805599453%,58.0%,0%,0.0%,100.0%,0.6931471805599453%,58.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,-0.02922927076954706
740,0.22905230522155762,4,143,0.5,100,100,5000,1,1,13,1772.454,2888.828,1116.374,0.0,2888.828,538.184,90.178,628.362,0.6931471805599453%,38.0%,0%,0.0%,100.0%,0.6931471805599453%,52.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,-0.04005090843547474
737,0.29706668853759766,4,140,0.5,100,100,5000,1,1,18,1772.454,2991.751,1219.297,0.0,2991.751,556.071,96.34,652.411,0.6931471805599453%,42.0%,0%,0.0%,100.0%,0.6931471805599453%,54.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,-0.020834622703234218
743,0.20404648780822754,4,146,0.5,100,100,5000,1,1,12,1772.454,2644.568,872.114,0.0,2644.568,467.038,93.369,560.407,0.6931471805599453%,57.0%,0%,0.0%,100.0%,0.6931471805599453%,57.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,0.039953378377448195
744,0.1560359001159668,4,147,0.5,100,100,5000,1,1,9,1772.454,1624.237,-148.217,0.0,1624.237,284.799,59.552,344.351,0.6931471805599453%,56.0%,0%,0.0%,100.0%,0.6931471805599453%,40.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,-0.013280000713311146
742,0.2830638885498047,4,145,0.5,100,100,5000,1,1,18,1772.454,3628.255,1855.801,0.0,3628.255,665.346,114.151,779.497,0.6931471805599453%,55.0%,0%,0.0%,100.0%,0.6931471805599453%,46.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,-0.011527763213750411
748,0.176039457321167,4,151,0.5,100,100,5000,1,1,10,1772.454,2039.07,266.616,0.0,2039.07,380.1,54.686,434.786,0.6931471805599453%,61.0%,0%,0.0%,100.0%,0.6931471805599453%,47.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,-0.01629000948475838
738,0.47710680961608887,4,141,0.5,100,100,5000,1,1,31,1772.454,5097.907,3325.453,0.0,5097.907,924.658,198.407,1123.065,0.6931471805599453%,57.0%,0%,0.0%,100.0%,0.6931471805599453%,39.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,0.027716685257433635
745,0.23705291748046875,4,148,0.5,100,100,5000,1,1,14,1772.454,2153.083,380.629,0.0,2153.083,431.658,66.358,498.016,0.6931471805599453%,51.0%,0%,0.0%,100.0%,0.6931471805599453%,59.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,-0.06889335549776289
750,0.17203950881958008,4,153,0.5,100,100,5000,1,1,9,1772.454,2063.212,290.758,0.0,2063.212,386.76,57.59,444.35,0.6931471805599453%,64.0%,0%,0.0%,100.0%,0.6931471805599453%,56.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,0.03728095875599095
747,0.28406381607055664,4,150,0.5,100,100,5000,1,1,16,1772.454,3153.99,1381.536,0.0,3153.99,556.181,96.778,652.959,0.6931471805599453%,56.0%,0%,0.0%,100.0%,0.6931471805599453%,54.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,-0.05898548499330001
746,0.31707096099853516,4,149,0.5,100,100,5000,1,1,20,1772.454,4292.631,2520.177,0.0,4292.631,772.56,159.915,932.475,0.6931471805599453%,48.0%,0%,0.0%,100.0%,0.6931471805599453%,50.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,0.049204153591870844
749,0.2650594711303711,4,152,0.5,100,100,5000,1,1,16,1772.454,2843.883,1071.429,0.0,2843.883,515.134,98.627,613.761,0.6931471805599453%,48.0%,0%,0.0%,100.0%,0.6931471805599453%,43.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,-0.00997399637484114
751,0.2580580711364746,4,154,0.5,100,100,5000,1,1,16,1772.454,2947.877,1175.423,0.0,2947.877,510.117,115.452,625.569,0.6931471805599453%,49.0%,0%,0.0%,100.0%,0.6931471805599453%,47.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,-0.028862840439235617
752,0.2490558624267578,4,155,0.5,100,100,5000,1,1,14,1772.454,2867.244,1094.79,0.0,2867.244,567.318,88.772,656.09,0.6931471805599453%,58.0%,0%,0.0%,100.0%,0.6931471805599453%,58.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,-0.02673942409799545
755,0.18804025650024414,4,158,0.5,100,100,5000,1,1,11,1772.454,1908.358,135.904,0.0,1908.358,359.79,47.593,407.383,0.6931471805599453%,54.0%,0%,0.0%,100.0%,0.6931471805599453%,48.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,-0.005711331536426125
753,0.24305486679077148,4,156,0.5,100,100,5000,1,1,15,1772.454,2908.376,1135.922,0.0,2908.376,625.272,63.902,689.174,0.6931471805599453%,45.0%,0%,0.0%,100.0%,0.6931471805599453%,57.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,0.04248835348302206
754,0.20804667472839355,4,157,0.5,100,100,5000,1,1,14,1772.454,2892.032,1119.578,0.0,2892.032,533.236,80.59,613.826,0.6931471805599453%,50.0%,0%,0.0%,100.0%,0.6931471805599453%,46.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,0.015478181513873014
758,0.21504950523376465,4,161,0.5,100,100,5000,1,1,14,1772.454,2680.126,907.672,0.0,2680.126,519.2,74.488,593.688,0.6931471805599453%,45.0%,0%,0.0%,100.0%,0.6931471805599453%,55.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,0.02506790712689589
761,0.1290299892425537,4,164,0.5,100,100,5000,1,1,8,1772.454,1851.326,78.872,0.0,1851.326,351.316,51.385,402.701,0.6931471805599453%,45.0%,0%,0.0%,100.0%,0.6931471805599453%,41.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,-0.09152977193584878
756,0.2810640335083008,4,159,0.5,100,100,5000,1,1,19,1772.454,3581.787,1809.333,0.0,3581.787,717.614,119.107,836.721,0.6931471805599453%,40.0%,0%,0.0%,100.0%,0.6931471805599453%,42.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,0.02575994808127005
760,0.1910417079925537,4,163,0.5,100,100,5000,1,1,12,1772.454,2255.264,482.81,0.0,2255.264,437.759,67.785,505.544,0.6931471805599453%,57.0%,0%,0.0%,100.0%,0.6931471805599453%,56.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,0.036378383714019205
762,0.14403247833251953,4,165,0.5,100,100,5000,1,1,8,1772.454,1705.562,-66.892,0.0,1705.562,330.821,48.585,379.406,0.6931471805599453%,53.0%,0%,0.0%,100.0%,0.6931471805599453%,56.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,-0.04858285699571882
757,0.2960665225982666,4,160,0.5,100,100,5000,1,1,19,1772.454,3229.606,1457.152,0.0,3229.606,613.459,107.472,720.931,0.6931471805599453%,45.0%,0%,0.0%,100.0%,0.6931471805599453%,49.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,-0.006658330107374191
759,0.2740623950958252,4,162,0.5,100,100,5000,1,1,18,1772.454,3356.689,1584.235,0.0,3356.689,603.568,109.177,712.745,0.6931471805599453%,49.0%,0%,0.0%,100.0%,0.6931471805599453%,46.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,0.01130430555745105
763,0.22004961967468262,4,166,0.5,100,100,5000,1,1,15,1772.454,2902.729,1130.275,0.0,2902.729,540.068,102.347,642.415,0.6931471805599453%,47.0%,0%,0.0%,100.0%,0.6931471805599453%,46.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,-0.01182526556213694
764,0.27006077766418457,4,167,0.5,100,100,5000,1,1,19,1772.454,3110.616,1338.162,0.0,3110.616,547.979,117.633,665.612,0.6931471805599453%,52.0%,0%,0.0%,100.0%,0.6931471805599453%,44.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,0.036285455602907024
766,0.1870424747467041,4,169,0.5,100,100,5000,1,1,12,1772.454,2202.13,429.676,0.0,2202.13,387.769,61.56,449.329,0.6931471805599453%,45.0%,0%,0.0%,100.0%,0.6931471805599453%,47.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,0.09244252573964597
767,0.2090470790863037,4,170,0.5,100,100,5000,1,1,13,1772.454,2297.56,525.106,0.0,2297.56,439.424,67.389,506.813,0.6931471805599453%,50.0%,0%,0.0%,100.0%,0.6931471805599453%,58.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,-0.0455489111963696
657
765,0.2760617733001709,4,168,0.5,100,100,5000,1,1,19,1772.454,4288.552,2516.098,0.0,4288.552,855.105,125.686,980.791,0.6931471805599453%,52.0%,0%,0.0%,100.0%,0.6931471805599453%,43.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,-0.01587412716460733
771,0.2270512580871582,4,174,0.5,100,100,5000,1,1,15,1772.454,2172.849,400.395,0.0,2172.849,369.048,80.95,449.998,0.6931471805599453%,46.0%,0%,0.0%,100.0%,0.6931471805599453%,47.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,-0.005047554347041694
769,0.25505638122558594,4,172,0.5,100,100,5000,1,1,17,1772.454,3202.821,1430.367,0.0,3202.821,594.1,109.843,703.943,0.6931471805599453%,47.0%,0%,0.0%,100.0%,0.6931471805599453%,48.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,0.024115054023813524
768,0.29706740379333496,4,171,0.5,100,100,5000,1,1,20,1772.454,3860.406,2087.952,0.0,3860.406,731.968,118.271,850.239,0.6931471805599453%,47.0%,0%,0.0%,100.0%,0.6931471805599453%,49.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,-0.03795068596799978
773,0.16303610801696777,4,176,0.5,100,100,5000,1,1,10,1772.454,2225.204,452.75,0.0,2225.204,414.278,64.986,479.264,0.6931471805599453%,44.0%,0%,0.0%,100.0%,0.6931471805599453%,53.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,-0.02620750054717064
776,0.1760399341583252,4,179,0.5,100,100,5000,1,1,10,1772.454,2153.418,380.964,0.0,2153.418,411.806,50.39,462.196,0.6931471805599453%,51.0%,0%,0.0%,100.0%,0.6931471805599453%,56.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,-0.04868250086903572
774,0.2090470790863037,4,177,0.5,100,100,5000,1,1,13,1772.454,2263.384,490.93,0.0,2263.384,459.736,71.457,531.193,0.6931471805599453%,41.0%,0%,0.0%,100.0%,0.6931471805599453%,52.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,0.019971098167831176
775,0.26105833053588867,4,178,0.5,100,100,5000,1,1,16,1772.454,3068.864,1296.41,0.0,3068.864,593.625,83.588,677.213,0.6931471805599453%,45.0%,0%,0.0%,100.0%,0.6931471805599453%,60.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,-0.01246171382565817
772,0.39108848571777344,4,175,0.5,100,100,5000,1,1,26,1772.454,5306.377,3533.923,0.0,5306.377,1059.905,171.553,1231.458,0.6931471805599453%,44.0%,0%,0.0%,100.0%,0.6931471805599453%,55.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,0.010270614427135772
777,0.24005484580993652,4,180,0.5,100,100,5000,1,1,14,1772.454,2695.758,923.304,0.0,2695.758,469.623,92.853,562.476,0.6931471805599453%,49.0%,0%,0.0%,100.0%,0.6931471805599453%,54.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,-0.0056265946418592545
778,0.263059139251709,4,181,0.5,100,100,5000,1,1,15,1772.454,3101.359,1328.905,0.0,3101.359,540.884,112.734,653.618,0.6931471805599453%,50.0%,0%,0.0%,100.0%,0.6931471805599453%,51.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,-0.0381545748594688
780,0.21404719352722168,4,183,0.5,100,100,5000,1,1,12,1772.454,2843.138,1070.684,0.0,2843.138,545.242,76.39,621.632,0.6931471805599453%,50.0%,0%,0.0%,100.0%,0.6931471805599453%,57.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,0.020870909582484852
779,0.28806471824645996,4,182,0.5,100,100,5000,1,1,18,1772.454,3630.866,1858.412,0.0,3630.866,750.617,101.165,851.782,0.6931471805599453%,54.0%,0%,0.0%,100.0%,0.6931471805599453%,53.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,0.013357330357744852
783,0.1980445384979248,4,186,0.5,100,100,5000,1,1,12,1772.454,2383.158,610.704,0.0,2383.158,462.2,72.464,534.664,0.6931471805599453%,51.0%,0%,0.0%,100.0%,0.6931471805599453%,59.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,-0.07453980778800959
784,0.13402986526489258,4,187,0.5,100,100,5000,1,1,8,1772.454,1422.71,-349.744,0.0,1422.71,250.858,45.063,295.921,0.6931471805599453%,40.0%,0%,0.0%,100.0%,0.6931471805599453%,52.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,0.0460557914763706
781,0.3400757312774658,4,184,0.5,100,100,5000,1,1,22,1772.454,4151.584,2379.13,0.0,4151.584,766.196,170.795,936.991,0.6931471805599453%,45.0%,0%,0.0%,100.0%,0.6931471805599453%,43.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,0.010039970200435988
782,0.27306079864501953,4,185,0.5,100,100,5000,1,1,18,1772.454,3696.888,1924.434,0.0,3696.888,734.129,112.974,847.103,0.6931471805599453%,49.0%,0%,0.0%,100.0%,0.6931471805599453%,53.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,-0.012694610344951613
786,0.17703986167907715,4,189,0.5,100,100,5000,1,1,11,1772.454,2136.123,363.669,0.0,2136.123,406.761,58.738,465.499,0.6931471805599453%,43.0%,0%,0.0%,100.0%,0.6931471805599453%,48.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,-0.003770069650708978
788,0.2160487174987793,4,191,0.5,100,100,5000,1,1,12,1772.454,2116.43,343.976,0.0,2116.43,361.005,76.518,437.523,0.6931471805599453%,47.0%,0%,0.0%,100.0%,0.6931471805599453%,54.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,0.0556487949774556
785,0.2670605182647705,4,188,0.5,100,100,5000,1,1,15,1772.454,2776.824,1004.37,0.0,2776.824,504.194,87.038,591.232,0.6931471805599453%,46.0%,0%,0.0%,100.0%,0.6931471805599453%,50.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,0.014532525542657031
790,0.20904779434204102,4,193,0.5,100,100,5000,1,1,10,1772.454,1780.47,8.016,0.0,1780.47,301.346,58.279,359.625,0.6931471805599453%,58.0%,0%,0.0%,100.0%,0.6931471805599453%,46.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,0.04325004773834865
789,0.2740614414215088,4,192,0.5,100,100,5000,1,1,16,1772.454,3264.479,1492.025,0.0,3264.479,649.551,97.528,747.079,0.6931471805599453%,54.0%,0%,0.0%,100.0%,0.6931471805599453%,47.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,-0.053275160613570495
792,0.21904969215393066,4,195,0.5,100,100,5000,1,1,12,1772.454,2205.289,432.835,0.0,2205.289,451.795,63.754,515.549,0.6931471805599453%,45.0%,0%,0.0%,100.0%,0.6931471805599453%,47.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,0.04001109319962849
787,0.41909289360046387,4,190,0.5,100,100,5000,1,1,25,1772.454,4807.717,3035.263,0.0,4807.717,921.243,154.942,1076.185,0.6931471805599453%,48.0%,0%,0.0%,100.0%,0.6931471805599453%,57.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,0.007244390826382098
793,0.2530558109283447,4,196,0.5,100,100,5000,1,1,14,1772.454,2948.134,1175.68,0.0,2948.134,606.229,85.302,691.531,0.6931471805599453%,47.0%,0%,0.0%,100.0%,0.6931471805599453%,49.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,0.0028181515576033113
795,0.17403936386108398,4,198,0.5,100,100,5000,1,1,9,1772.454,2129.474,357.02,0.0,2129.474,397.351,55.586,452.937,0.6931471805599453%,42.0%,0%,0.0%,100.0%,0.6931471805599453%,51.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,-0.0012400001287460327
791,0.3560800552368164,4,194,0.5,100,100,5000,1,1,13,1772.454,2517.038,744.584,0.0,2517.038,488.701,75.568,564.269,0.6931471805599453%,41.0%,0%,0.0%,100.0%,0.6931471805599453%,56.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,-0.012991940104541768
796,0.25705838203430176,4,199,0.5,100,100,5000,1,1,14,1772.454,3055.356,1282.902,0.0,3055.356,605.422,97.47,702.892,0.6931471805599453%,51.0%,0%,0.0%,100.0%,0.6931471805599453%,49.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,-0.009995016730610533
794,0.42809629440307617,4,197,0.5,100,100,5000,1,1,20,1772.454,3619.95,1847.496,0.0,3619.95,641.777,142.631,784.408,0.6931471805599453%,48.0%,0%,0.0%,100.0%,0.6931471805599453%,53.0%,0%,0.0%,100.0%,zeros,local-global,3.0769230769230766,0.1,1.4851485148514851,0.002,3,0.003156740744855159
802,0.16503691673278809,5,6,0.5,100,100,5000,1,1,8,1772.454,1814.186,41.732,0.0,1814.186,359.153,52.58,411.733,0.6931471805599453%,48.0%,0%,0.0%,100.0%,0.6931471805599453%,46.0%,0%,0.0%,100.0%,zeros,local-global,4.102564102564102,0.1,1.4851485148514851,0.002,3,-0.04995000064373016
798,0.2760622501373291,5,2,0.5,100,100,5000,1,1,15,1772.454,3087.232,1314.778,0.0,3087.232,538.52,139.599,678.119,0.6931471805599453%,46.0%,0%,0.0%,100.0%,0.6931471805599453%,51.0%,0%,0.0%,100.0%,zeros,local-global,4.102564102564102,0.1,1.4851485148514851,0.002,3,-0.04767327699060951
799,0.23105168342590332,5,3,0.5,100,100,5000,1,1,10,1772.454,2421.677,649.223,0.0,2421.677,441.632,85.058,526.69,0.6931471805599453%,51.0%,0%,0.0%,100.0%,0.6931471805599453%,55.0%,0%,0.0%,100.0%,zeros,local-global,4.102564102564102,0.1,1.4851485148514851,0.002,3,0.09986009886280336
797,0.3250727653503418,5,1,0.5,100,100,5000,1,1,20,1772.454,3118.569,1346.115,0.0,3118.569,490.113,167.162,657.275,0.6931471805599453%,50.0%,0%,0.0%,100.0%,0.6931471805599453%,42.0%,0%,0.0%,100.0%,zeros,local-global,4.102564102564102,0.1,1.4851485148514851,0.002,3,0.036362134250339066
803,0.1890420913696289,5,7,0.5,100,100,5000,1,1,10,1772.454,2272.567,500.113,0.0,2272.567,433.013,85.939,518.952,0.6931471805599453%,42.0%,0%,0.0%,100.0%,0.6931471805599453%,50.0%,0%,0.0%,100.0%,zeros,local-global,4.102564102564102,0.1,1.4851485148514851,0.002,3,0.042885593932386494
800,0.2560572624206543,5,4,0.5,100,100,5000,1,1,15,1772.454,2806.491,1034.037,0.0,2806.491,504.422,126.638,631.06,0.6931471805599453%,52.0%,0%,0.0%,100.0%,0.6931471805599453%,56.0%,0%,0.0%,100.0%,zeros,local-global,4.102564102564102,0.1,1.4851485148514851,0.002,3,0.058605286709584786
801,0.2910654544830322,5,5,0.5,100,100,5000,1,1,17,1772.454,3150.377,1377.923,0.0,3150.377,523.145,161.597,684.742,0.6931471805599453%,49.0%,0%,0.0%,100.0%,0.6931471805599453%,51.0%,0%,0.0%,100.0%,zeros,local-global,4.102564102564102,0.1,1.4851485148514851,0.002,3,0.05348353645952056
805,0.17203879356384277,5,9,0.5,100,100,5000,1,1,10,1772.454,1946.369,173.915,0.0,1946.369,323.527,95.825,419.352,0.6931471805599453%,51.0%,0%,0.0%,100.0%,0.6931471805599453%,38.0%,0%,0.0%,100.0%,zeros,local-global,4.102564102564102,0.1,1.4851485148514851,0.002,3,0.05363348182244762
804,0.21304941177368164,5,8,0.5,100,100,5000,1,1,12,1772.454,2572.081,799.627,0.0,2572.081,481.98,116.551,598.531,0.6931471805599453%,51.0%,0%,0.0%,100.0%,0.6931471805599453%,51.0%,0%,0.0%,100.0%,zeros,local-global,4.102564102564102,0.1,1.4851485148514851,0.002,3,-0.02516730306845652
807,0.19304299354553223,5,11,0.5,100,100,5000,1,1,10,1772.454,2032.03,259.576,0.0,2032.03,390.092,63.584,453.676,0.6931471805599453%,54.0%,0%,0.0%,100.0%,0.6931471805599453%,49.0%,0%,0.0%,100.0%,zeros,local-global,4.102564102564102,0.1,1.4851485148514851,0.002,3,-0.03999075088854863
808,0.21104788780212402,5,12,0.5,100,100,5000,1,1,12,1772.454,2362.776,590.322,0.0,2362.776,423.691,108.281,531.972,0.6931471805599453%,53.0%,0%,0.0%,100.0%,0.6931471805599453%,51.0%,0%,0.0%,100.0%,zeros,local-global,4.102564102564102,0.1,1.4851485148514851,0.002,3,0.0386823427599418
809,0.1690382957458496,5,13,0.5,100,100,5000,1,1,9,1772.454,1952.869,180.415,0.0,1952.869,339.692,66.042,405.734,0.6931471805599453%,57.0%,0%,0.0%,100.0%,0.6931471805599453%,55.0%,0%,0.0%,100.0%,zeros,local-global,4.102564102564102,0.1,1.4851485148514851,0.002,3,0.0016966729069251229
