,time_elapsed,simulationTypeNumber,seed,learning_rate,n_pattern,n_pattern_features,max_epochs,energy_exponent,preset_simulation,Learning was complete at epoch #,Theoretical: random-walk efficiency,Simulated: efficiency (m_perc/m_min),Simulated-Theoretical efficiency difference,Theoretical: minimum energy for learning,Simulated: energy actually used by learning,Energy expended by simulations for consolidations,Energy expended by simulations for maintenance,Energy expended total,(seen) NLL,(seen) Accuracy,(seen) Precision,(seen) Sensitivity,(seen) Specificity,(unseen) NLL,(unseen) Accuracy,(unseen) Precision,(unseen) Sensitivity,(unseen) Specificity,weights_initialised_as,cache_algorithm,max_size_of_transient_memory,maintenance_cost_of_transient_memory,Optimal threshold,Decay rate of transient memory,number of consolidations,mean consolidation size
6,0.2250514030456543,1,6,0.5,100,100,5000,1,1,12,1772.454,1366.0,-406.454,0.0,1366.0,250.0,0.0,250.0,0.6931471805599453%,48.0%,0%,0.0%,100.0%,0.6931471805599453%,46.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,-0.016
7,0.24805617332458496,1,7,0.5,100,100,5000,1,1,13,1772.454,1587.0,-185.454,0.0,1587.0,275.0,0.0,275.0,0.6931471805599453%,42.0%,0%,0.0%,100.0%,0.6931471805599453%,50.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,0.005454545454545455
3,0.2690608501434326,1,3,0.5,100,100,5000,1,1,14,1772.454,1657.0,-115.454,0.0,1657.0,300.0,0.0,300.0,0.6931471805599453%,51.0%,0%,0.0%,100.0%,0.6931471805599453%,55.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,-0.0033333333333333335
4,0.2580583095550537,1,4,0.5,100,100,5000,1,1,14,1772.454,1660.0,-112.454,0.0,1660.0,300.0,0.0,300.0,0.6931471805599453%,52.0%,0%,0.0%,100.0%,0.6931471805599453%,56.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,0.018333333333333333
5,0.2600584030151367,1,5,0.5,100,100,5000,1,1,14,1772.454,1819.0,46.546,0.0,1819.0,300.0,0.0,300.0,0.6931471805599453%,49.0%,0%,0.0%,100.0%,0.6931471805599453%,51.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,0.009166666666666667
2,0.2780630588531494,1,2,0.5,100,100,5000,1,1,15,1772.454,1724.0,-48.454,0.0,1724.0,325.0,0.0,325.0,0.6931471805599453%,46.0%,0%,0.0%,100.0%,0.6931471805599453%,51.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,-0.033846153846153845
1,0.29706692695617676,1,1,0.5,100,100,5000,1,1,16,1772.454,1956.0,183.546,0.0,1956.0,350.0,0.0,350.0,0.6931471805599453%,50.0%,0%,0.0%,100.0%,0.6931471805599453%,42.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,0.010714285714285714
8,0.2670602798461914,1,8,0.5,100,100,5000,1,1,15,1772.454,1745.0,-27.454,0.0,1745.0,325.0,0.0,325.0,0.6931471805599453%,51.0%,0%,0.0%,100.0%,0.6931471805599453%,51.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,0.008461538461538461
9,0.27706265449523926,1,9,0.5,100,100,5000,1,1,15,1772.454,1534.0,-238.454,0.0,1534.0,325.0,0.0,325.0,0.6931471805599453%,51.0%,0%,0.0%,100.0%,0.6931471805599453%,38.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,-0.011538461538461539
10,0.1890430450439453,1,10,0.5,100,100,5000,1,1,11,1772.454,1278.0,-494.454,0.0,1278.0,225.0,0.0,225.0,0.6931471805599453%,52.0%,0%,0.0%,100.0%,0.6931471805599453%,58.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,-0.025555555555555557
13,0.176039457321167,1,13,0.5,100,100,5000,1,1,10,1772.454,1244.0,-528.454,0.0,1244.0,200.0,0.0,200.0,0.6931471805599453%,57.0%,0%,0.0%,100.0%,0.6931471805599453%,55.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,-0.0125
11,0.21504831314086914,1,11,0.5,100,100,5000,1,1,13,1772.454,1438.0,-334.454,0.0,1438.0,275.0,0.0,275.0,0.6931471805599453%,54.0%,0%,0.0%,100.0%,0.6931471805599453%,49.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,0.015454545454545455
12,0.2540574073791504,1,12,0.5,100,100,5000,1,1,15,1772.454,1807.0,34.546,0.0,1807.0,325.0,0.0,325.0,0.6931471805599453%,53.0%,0%,0.0%,100.0%,0.6931471805599453%,51.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,-0.007692307692307693
15,0.2510566711425781,1,15,0.5,100,100,5000,1,1,15,1772.454,1761.0,-11.454,0.0,1761.0,325.0,0.0,325.0,0.6931471805599453%,48.0%,0%,0.0%,100.0%,0.6931471805599453%,47.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,-0.0007692307692307692
14,0.2600588798522949,1,14,0.5,100,100,5000,1,1,16,1772.454,1775.0,2.546,0.0,1775.0,350.0,0.0,350.0,0.6931471805599453%,51.0%,0%,0.0%,100.0%,0.6931471805599453%,52.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,-0.009285714285714286
16,0.274061918258667,1,16,0.5,100,100,5000,1,1,17,1772.454,1833.0,60.546,0.0,1833.0,375.0,0.0,375.0,0.6931471805599453%,59.0%,0%,0.0%,100.0%,0.6931471805599453%,58.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,0.036
17,0.27506113052368164,1,17,0.5,100,100,5000,1,1,17,1772.454,1866.0,93.546,0.0,1866.0,375.0,0.0,375.0,0.6931471805599453%,49.0%,0%,0.0%,100.0%,0.6931471805599453%,53.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,-0.02
18,0.31707191467285156,1,18,0.5,100,100,5000,1,1,20,1772.454,1913.0,140.546,0.0,1913.0,450.0,0.0,450.0,0.6931471805599453%,39.0%,0%,0.0%,100.0%,0.6931471805599453%,53.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,-0.0033333333333333335
19,0.20004487037658691,1,19,0.5,100,100,5000,1,1,12,1772.454,1356.0,-416.454,0.0,1356.0,250.0,0.0,250.0,0.6931471805599453%,46.0%,0%,0.0%,100.0%,0.6931471805599453%,49.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,-0.021
20,0.19704461097717285,1,20,0.5,100,100,5000,1,1,12,1772.454,1582.0,-190.454,0.0,1582.0,250.0,0.0,250.0,0.6931471805599453%,36.0%,0%,0.0%,100.0%,0.6931471805599453%,51.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,-0.027
22,0.13302969932556152,1,22,0.5,100,100,5000,1,1,7,1772.454,1015.0,-757.454,0.0,1015.0,125.0,0.0,125.0,0.6931471805599453%,57.0%,0%,0.0%,100.0%,0.6931471805599453%,56.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,-0.04
21,0.18804264068603516,1,21,0.5,100,100,5000,1,1,11,1772.454,1319.0,-453.454,0.0,1319.0,225.0,0.0,225.0,0.6931471805599453%,62.0%,0%,0.0%,100.0%,0.6931471805599453%,47.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,0.008888888888888889
26,0.16203594207763672,1,26,0.5,100,100,5000,1,1,9,1772.454,1248.0,-524.454,0.0,1248.0,175.0,0.0,175.0,0.6931471805599453%,53.0%,0%,0.0%,100.0%,0.6931471805599453%,50.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,-0.04
23,0.21104788780212402,1,23,0.5,100,100,5000,1,1,12,1772.454,1493.0,-279.454,0.0,1493.0,250.0,0.0,250.0,0.6931471805599453%,47.0%,0%,0.0%,100.0%,0.6931471805599453%,47.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,0.005
24,0.22605204582214355,1,24,0.5,100,100,5000,1,1,13,1772.454,1646.0,-126.454,0.0,1646.0,275.0,0.0,275.0,0.6931471805599453%,45.0%,0%,0.0%,100.0%,0.6931471805599453%,51.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,-0.005454545454545455
25,0.24205422401428223,1,25,0.5,100,100,5000,1,1,15,1772.454,1517.0,-255.454,0.0,1517.0,325.0,0.0,325.0,0.6931471805599453%,53.0%,0%,0.0%,100.0%,0.6931471805599453%,45.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,0.003076923076923077
28,0.17704010009765625,1,28,0.5,100,100,5000,1,1,10,1772.454,1230.0,-542.454,0.0,1230.0,200.0,0.0,200.0,0.6931471805599453%,58.0%,0%,0.0%,100.0%,0.6931471805599453%,49.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,-0.00875
29,0.17403888702392578,1,29,0.5,100,100,5000,1,1,9,1772.454,1179.0,-593.454,0.0,1179.0,175.0,0.0,175.0,0.6931471805599453%,44.0%,0%,0.0%,100.0%,0.6931471805599453%,49.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,-0.02
30,0.17403960227966309,1,30,0.5,100,100,5000,1,1,10,1772.454,1255.0,-517.454,0.0,1255.0,200.0,0.0,200.0,0.6931471805599453%,50.0%,0%,0.0%,100.0%,0.6931471805599453%,60.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,0.005
27,0.23305225372314453,1,27,0.5,100,100,5000,1,1,14,1772.454,1619.0,-153.454,0.0,1619.0,300.0,0.0,300.0,0.6931471805599453%,49.0%,0%,0.0%,100.0%,0.6931471805599453%,55.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,0.030833333333333334
31,0.20804691314697266,1,31,0.5,100,100,5000,1,1,12,1772.454,1416.0,-356.454,0.0,1416.0,250.0,0.0,250.0,0.6931471805599453%,50.0%,0%,0.0%,100.0%,0.6931471805599453%,52.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,0.011
33,0.21004724502563477,1,33,0.5,100,100,5000,1,1,11,1772.454,1282.0,-490.454,0.0,1282.0,225.0,0.0,225.0,0.6931471805599453%,53.0%,0%,0.0%,100.0%,0.6931471805599453%,43.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,0.03222222222222222
32,0.24405503273010254,1,32,0.5,100,100,5000,1,1,15,1772.454,1792.0,19.546,0.0,1792.0,325.0,0.0,325.0,0.6931471805599453%,42.0%,0%,0.0%,100.0%,0.6931471805599453%,50.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,-0.02076923076923077
36,0.18304228782653809,1,36,0.5,100,100,5000,1,1,10,1772.454,1341.0,-431.454,0.0,1341.0,200.0,0.0,200.0,0.6931471805599453%,62.0%,0%,0.0%,100.0%,0.6931471805599453%,52.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,-0.0375
35,0.22605061531066895,1,35,0.5,100,100,5000,1,1,13,1772.454,1651.0,-121.454,0.0,1651.0,275.0,0.0,275.0,0.6931471805599453%,51.0%,0%,0.0%,100.0%,0.6931471805599453%,47.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,0.03
38,0.1780409812927246,1,38,0.5,100,100,5000,1,1,9,1772.454,1174.0,-598.454,0.0,1174.0,175.0,0.0,175.0,0.6931471805599453%,58.0%,0%,0.0%,100.0%,0.6931471805599453%,52.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,-0.02
34,0.2870650291442871,1,34,0.5,100,100,5000,1,1,17,1772.454,2063.0,290.546,0.0,2063.0,375.0,0.0,375.0,0.6931471805599453%,53.0%,0%,0.0%,100.0%,0.6931471805599453%,50.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,-0.04666666666666667
41,0.15003442764282227,1,41,0.5,100,100,5000,1,1,8,1772.454,1086.0,-686.454,0.0,1086.0,150.0,0.0,150.0,0.6931471805599453%,58.0%,0%,0.0%,100.0%,0.6931471805599453%,45.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,0.025
37,0.29306578636169434,1,37,0.5,100,100,5000,1,1,18,1772.454,1759.0,-13.454,0.0,1759.0,400.0,0.0,400.0,0.6931471805599453%,57.0%,0%,0.0%,100.0%,0.6931471805599453%,52.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,-0.00125
39,0.2760612964630127,1,39,0.5,100,100,5000,1,1,16,1772.454,1958.0,185.546,0.0,1958.0,350.0,0.0,350.0,0.6931471805599453%,54.0%,0%,0.0%,100.0%,0.6931471805599453%,56.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,-0.005714285714285714
42,0.18604135513305664,1,42,0.5,100,100,5000,1,1,11,1772.454,1433.0,-339.454,0.0,1433.0,225.0,0.0,225.0,0.6931471805599453%,46.0%,0%,0.0%,100.0%,0.6931471805599453%,46.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,-0.023333333333333334
40,0.30806922912597656,1,40,0.5,100,100,5000,1,1,19,1772.454,1998.0,225.546,0.0,1998.0,425.0,0.0,425.0,0.6931471805599453%,40.0%,0%,0.0%,100.0%,0.6931471805599453%,47.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,0.011764705882352941
43,0.18104100227355957,1,43,0.5,100,100,5000,1,1,10,1772.454,1298.0,-474.454,0.0,1298.0,200.0,0.0,200.0,0.6931471805599453%,52.0%,0%,0.0%,100.0%,0.6931471805599453%,50.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,-0.015
44,0.17403769493103027,1,44,0.5,100,100,5000,1,1,10,1772.454,1271.0,-501.454,0.0,1271.0,200.0,0.0,200.0,0.6931471805599453%,55.0%,0%,0.0%,100.0%,0.6931471805599453%,45.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,-0.0325
46,0.2850651741027832,1,46,0.5,100,100,5000,1,1,18,1772.454,2324.0,551.546,0.0,2324.0,400.0,0.0,400.0,0.6931471805599453%,52.0%,0%,0.0%,100.0%,0.6931471805599453%,53.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,0.0175
47,0.24605584144592285,1,47,0.5,100,100,5000,1,1,15,1772.454,1592.0,-180.454,0.0,1592.0,325.0,0.0,325.0,0.6931471805599453%,53.0%,0%,0.0%,100.0%,0.6931471805599453%,48.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,-0.007692307692307693
49,0.24305486679077148,1,49,0.5,100,100,5000,1,1,15,1772.454,1727.0,-45.454,0.0,1727.0,325.0,0.0,325.0,0.6931471805599453%,54.0%,0%,0.0%,100.0%,0.6931471805599453%,49.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,-0.011538461538461539
50,0.2160484790802002,1,50,0.5,100,100,5000,1,1,13,1772.454,1686.0,-86.454,0.0,1686.0,275.0,0.0,275.0,0.6931471805599453%,47.0%,0%,0.0%,100.0%,0.6931471805599453%,49.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,0.02181818181818182
45,0.3780858516693115,1,45,0.5,100,100,5000,1,1,25,1772.454,2529.0,756.546,0.0,2529.0,575.0,0.0,575.0,0.6931471805599453%,47.0%,0%,0.0%,100.0%,0.6931471805599453%,42.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,0.0017391304347826088
52,0.21404814720153809,1,52,0.5,100,100,5000,1,1,13,1772.454,1801.0,28.546,0.0,1801.0,275.0,0.0,275.0,0.6931471805599453%,47.0%,0%,0.0%,100.0%,0.6931471805599453%,51.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,0.028181818181818183
53,0.21204781532287598,1,53,0.5,100,100,5000,1,1,13,1772.454,1551.0,-221.454,0.0,1551.0,275.0,0.0,275.0,0.6931471805599453%,45.0%,0%,0.0%,100.0%,0.6931471805599453%,47.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,-0.01
48,0.32207393646240234,1,48,0.5,100,100,5000,1,1,20,1772.454,2393.0,620.546,0.0,2393.0,450.0,0.0,450.0,0.6931471805599453%,49.0%,0%,0.0%,100.0%,0.6931471805599453%,45.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,-0.016666666666666666
51,0.26405978202819824,1,51,0.5,100,100,5000,1,1,17,1772.454,1838.0,65.546,0.0,1838.0,375.0,0.0,375.0,0.6931471805599453%,55.0%,0%,0.0%,100.0%,0.6931471805599453%,48.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,0.016
54,0.27706241607666016,1,54,0.5,100,100,5000,1,1,18,1772.454,1981.0,208.546,0.0,1981.0,400.0,0.0,400.0,0.6931471805599453%,44.0%,0%,0.0%,100.0%,0.6931471805599453%,55.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,-0.02125
57,0.22005057334899902,1,57,0.5,100,100,5000,1,1,14,1772.454,1519.0,-253.454,0.0,1519.0,300.0,0.0,300.0,0.6931471805599453%,53.0%,0%,0.0%,100.0%,0.6931471805599453%,41.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,0.021666666666666667
56,0.27306103706359863,1,56,0.5,100,100,5000,1,1,17,1772.454,1955.0,182.546,0.0,1955.0,375.0,0.0,375.0,0.6931471805599453%,41.0%,0%,0.0%,100.0%,0.6931471805599453%,56.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,0.006666666666666667
55,0.28606534004211426,1,55,0.5,100,100,5000,1,1,18,1772.454,1925.0,152.546,0.0,1925.0,400.0,0.0,400.0,0.6931471805599453%,57.0%,0%,0.0%,100.0%,0.6931471805599453%,46.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,0.0
61,0.24005436897277832,1,61,0.5,100,100,5000,1,1,15,1772.454,2016.0,243.546,0.0,2016.0,325.0,0.0,325.0,0.6931471805599453%,46.0%,0%,0.0%,100.0%,0.6931471805599453%,53.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,-0.006923076923076923
60,0.30406832695007324,1,60,0.5,100,100,5000,1,1,19,1772.454,2250.0,477.546,0.0,2250.0,425.0,0.0,425.0,0.6931471805599453%,52.0%,0%,0.0%,100.0%,0.6931471805599453%,47.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,0.027058823529411764
62,0.30606818199157715,1,62,0.5,100,100,5000,1,1,19,1772.454,2222.0,449.546,0.0,2222.0,425.0,0.0,425.0,0.6931471805599453%,49.0%,0%,0.0%,100.0%,0.6931471805599453%,51.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,0.02411764705882353
64,0.18104076385498047,1,64,0.5,100,100,5000,1,1,10,1772.454,1183.0,-589.454,0.0,1183.0,200.0,0.0,200.0,0.6931471805599453%,46.0%,0%,0.0%,100.0%,0.6931471805599453%,47.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,-0.02625
59,0.3960890769958496,1,59,0.5,100,100,5000,1,1,26,1772.454,2822.0,1049.546,0.0,2822.0,600.0,0.0,600.0,0.6931471805599453%,50.0%,0%,0.0%,100.0%,0.6931471805599453%,56.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,0.01875
58,0.511115312576294,1,58,0.5,100,100,5000,1,1,33,1772.454,3500.0,1727.546,0.0,3500.0,775.0,0.0,775.0,0.6931471805599453%,51.0%,0%,0.0%,100.0%,0.6931471805599453%,49.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,-0.01
66,0.2470552921295166,1,66,0.5,100,100,5000,1,1,14,1772.454,1679.0,-93.454,0.0,1679.0,300.0,0.0,300.0,0.6931471805599453%,47.0%,0%,0.0%,100.0%,0.6931471805599453%,52.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,0.0025
63,0.3360755443572998,1,63,0.5,100,100,5000,1,1,20,1772.454,2320.0,547.546,0.0,2320.0,450.0,0.0,450.0,0.6931471805599453%,48.0%,0%,0.0%,100.0%,0.6931471805599453%,54.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,0.0005555555555555556
65,0.3100700378417969,1,65,0.5,100,100,5000,1,1,19,1772.454,2159.0,386.546,0.0,2159.0,425.0,0.0,425.0,0.6931471805599453%,56.0%,0%,0.0%,100.0%,0.6931471805599453%,49.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,0.00411764705882353
67,0.2960669994354248,1,67,0.5,100,100,5000,1,1,16,1772.454,1756.0,-16.454,0.0,1756.0,350.0,0.0,350.0,0.6931471805599453%,49.0%,0%,0.0%,100.0%,0.6931471805599453%,47.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,-0.015
68,0.25505709648132324,1,68,0.5,100,100,5000,1,1,13,1772.454,1509.0,-263.454,0.0,1509.0,275.0,0.0,275.0,0.6931471805599453%,50.0%,0%,0.0%,100.0%,0.6931471805599453%,45.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,0.034545454545454546
69,0.23705387115478516,1,69,0.5,100,100,5000,1,1,12,1772.454,1292.0,-480.454,0.0,1292.0,250.0,0.0,250.0,0.6931471805599453%,38.0%,0%,0.0%,100.0%,0.6931471805599453%,51.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,-0.02
71,0.22004985809326172,1,71,0.5,100,100,5000,1,1,11,1772.454,1370.0,-402.454,0.0,1370.0,225.0,0.0,225.0,0.6931471805599453%,44.0%,0%,0.0%,100.0%,0.6931471805599453%,45.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,0.0033333333333333335
70,0.2980668544769287,1,70,0.5,100,100,5000,1,1,15,1772.454,1629.0,-143.454,0.0,1629.0,325.0,0.0,325.0,0.6931471805599453%,53.0%,0%,0.0%,100.0%,0.6931471805599453%,50.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,-0.006153846153846154
72,0.20604586601257324,1,72,0.5,100,100,5000,1,1,10,1772.454,1220.0,-552.454,0.0,1220.0,200.0,0.0,200.0,0.6931471805599453%,59.0%,0%,0.0%,100.0%,0.6931471805599453%,49.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,-0.0025
74,0.198045015335083,1,74,0.5,100,100,5000,1,1,10,1772.454,1245.0,-527.454,0.0,1245.0,200.0,0.0,200.0,0.6931471805599453%,53.0%,0%,0.0%,100.0%,0.6931471805599453%,62.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,-0.00625
77,0.1980443000793457,1,77,0.5,100,100,5000,1,1,10,1772.454,1137.0,-635.454,0.0,1137.0,200.0,0.0,200.0,0.6931471805599453%,50.0%,0%,0.0%,100.0%,0.6931471805599453%,47.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,-0.0075
75,0.26605939865112305,1,75,0.5,100,100,5000,1,1,14,1772.454,1665.0,-107.454,0.0,1665.0,300.0,0.0,300.0,0.6931471805599453%,49.0%,0%,0.0%,100.0%,0.6931471805599453%,53.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,0.021666666666666667
73,0.3050684928894043,1,73,0.5,100,100,5000,1,1,17,1772.454,2130.0,357.546,0.0,2130.0,375.0,0.0,375.0,0.6931471805599453%,50.0%,0%,0.0%,100.0%,0.6931471805599453%,49.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,-0.012
76,0.24805617332458496,1,76,0.5,100,100,5000,1,1,14,1772.454,1605.0,-167.454,0.0,1605.0,300.0,0.0,300.0,0.6931471805599453%,44.0%,0%,0.0%,100.0%,0.6931471805599453%,44.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,0.005
80,0.1940441131591797,1,80,0.5,100,100,5000,1,1,10,1772.454,1185.0,-587.454,0.0,1185.0,200.0,0.0,200.0,0.6931471805599453%,52.0%,0%,0.0%,100.0%,0.6931471805599453%,52.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,0.0175
82,0.1690378189086914,1,82,0.5,100,100,5000,1,1,9,1772.454,1254.0,-518.454,0.0,1254.0,175.0,0.0,175.0,0.6931471805599453%,48.0%,0%,0.0%,100.0%,0.6931471805599453%,55.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,0.024285714285714285
83,0.22004938125610352,1,83,0.5,100,100,5000,1,1,12,1772.454,1567.0,-205.454,0.0,1567.0,250.0,0.0,250.0,0.6931471805599453%,51.0%,0%,0.0%,100.0%,0.6931471805599453%,48.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,0.003
85,0.23505210876464844,1,85,0.5,100,100,5000,1,1,13,1772.454,1584.0,-188.454,0.0,1584.0,275.0,0.0,275.0,0.6931471805599453%,57.0%,0%,0.0%,100.0%,0.6931471805599453%,56.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,-0.024545454545454544
79,0.4541020393371582,1,79,0.5,100,100,5000,1,1,27,1772.454,2941.0,1168.546,0.0,2941.0,625.0,0.0,625.0,0.6931471805599453%,55.0%,0%,0.0%,100.0%,0.6931471805599453%,57.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,0.0008
81,0.38208627700805664,1,81,0.5,100,100,5000,1,1,19,1772.454,2362.0,589.546,0.0,2362.0,425.0,0.0,425.0,0.6931471805599453%,45.0%,0%,0.0%,100.0%,0.6931471805599453%,44.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,-0.008823529411764706
86,0.2740616798400879,1,86,0.5,100,100,5000,1,1,15,1772.454,1662.0,-110.454,0.0,1662.0,325.0,0.0,325.0,0.6931471805599453%,51.0%,0%,0.0%,100.0%,0.6931471805599453%,46.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.4851485148514851,0.002,3,0.031538461538461536
