,time_elapsed,simulationTypeNumber,seed,learning_rate,n_pattern,n_pattern_features,max_epochs,energy_exponent,preset_simulation,Learning was complete at epoch #,Theoretical: random-walk efficiency,Simulated: efficiency (m_perc/m_min),Simulated-Theoretical efficiency difference,Theoretical: minimum energy for learning,Simulated: energy actually used by learning,Energy expended by simulations for consolidations,Energy expended by simulations for maintenance,Energy expended total,(seen) NLL,(seen) Accuracy,(seen) Precision,(seen) Sensitivity,(seen) Specificity,(unseen) NLL,(unseen) Accuracy,(unseen) Precision,(unseen) Sensitivity,(unseen) Specificity,weights_initialised_as,cache_algorithm,max_size_of_transient_memory,maintenance_cost_of_transient_memory,Optimal threshold,Decay rate of transient memory
1,0.49311089515686035,1,1,0.5,200,200,5000,1,1,14,5013.257,4214.0,-799.257,0.0,4214.0,600.0,0.0,600.0,0.6931471805599452%,49.0%,0%,0.0%,100.0%,0.6931471805599452%,55.5%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
8,0.47510719299316406,1,8,0.5,200,200,5000,1,1,14,5013.257,4973.0,-40.257,0.0,4973.0,600.0,0.0,600.0,0.6931471805599452%,53.5%,0%,0.0%,100.0%,0.6931471805599452%,52.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
3,0.5081140995025635,1,3,0.5,200,200,5000,1,1,14,5013.257,5047.0,33.743,0.0,5047.0,600.0,0.0,600.0,0.6931471805599452%,55.5%,0%,0.0%,100.0%,0.6931471805599452%,53.5%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
6,0.54012131690979,1,6,0.5,200,200,5000,1,1,15,5013.257,5034.0,20.743,0.0,5034.0,650.0,0.0,650.0,0.6931471805599452%,48.5%,0%,0.0%,100.0%,0.6931471805599452%,50.5%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
9,0.612138032913208,1,9,0.5,200,200,5000,1,1,17,5013.257,5413.0,399.743,0.0,5413.0,750.0,0.0,750.0,0.6931471805599452%,48.0%,0%,0.0%,100.0%,0.6931471805599452%,49.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
4,0.629141092300415,1,4,0.5,200,200,5000,1,1,18,5013.257,5796.0,782.743,0.0,5796.0,800.0,0.0,800.0,0.6931471805599452%,49.5%,0%,0.0%,100.0%,0.6931471805599452%,44.5%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
7,0.6301417350769043,1,7,0.5,200,200,5000,1,1,18,5013.257,5188.0,174.743,0.0,5188.0,800.0,0.0,800.0,0.6931471805599452%,50.5%,0%,0.0%,100.0%,0.6931471805599452%,46.5%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
2,0.8161838054656982,1,2,0.5,200,200,5000,1,1,24,5013.257,6465.0,1451.743,0.0,6465.0,1100.0,0.0,1100.0,0.6931471805599452%,42.5%,0%,0.0%,100.0%,0.6931471805599452%,49.5%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
5,0.8651952743530273,1,5,0.5,200,200,5000,1,1,25,5013.257,7405.0,2391.743,0.0,7405.0,1150.0,0.0,1150.0,0.6931471805599452%,48.5%,0%,0.0%,100.0%,0.6931471805599452%,46.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
11,0.6181390285491943,1,11,0.5,200,200,5000,1,1,18,5013.257,4979.0,-34.257,0.0,4979.0,800.0,0.0,800.0,0.6931471805599452%,51.5%,0%,0.0%,100.0%,0.6931471805599452%,54.5%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
15,0.47710680961608887,1,15,0.5,200,200,5000,1,1,14,5013.257,4559.0,-454.257,0.0,4559.0,600.0,0.0,600.0,0.6931471805599452%,47.5%,0%,0.0%,100.0%,0.6931471805599452%,49.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
12,0.6221399307250977,1,12,0.5,200,200,5000,1,1,18,5013.257,5043.0,29.743,0.0,5043.0,800.0,0.0,800.0,0.6931471805599452%,51.0%,0%,0.0%,100.0%,0.6931471805599452%,47.5%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
13,0.6871540546417236,1,13,0.5,200,200,5000,1,1,20,5013.257,5880.0,866.743,0.0,5880.0,900.0,0.0,900.0,0.6931471805599452%,52.5%,0%,0.0%,100.0%,0.6931471805599452%,48.5%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
18,0.4100947380065918,1,18,0.5,200,200,5000,1,1,12,5013.257,3677.0,-1336.257,0.0,3677.0,500.0,0.0,500.0,0.6931471805599452%,46.0%,0%,0.0%,100.0%,0.6931471805599452%,46.5%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
16,0.6431469917297363,1,16,0.5,200,200,5000,1,1,19,5013.257,5875.0,861.743,0.0,5875.0,850.0,0.0,850.0,0.6931471805599452%,41.0%,0%,0.0%,100.0%,0.6931471805599452%,45.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
10,0.8251855373382568,1,10,0.5,200,200,5000,1,1,25,5013.257,7075.0,2061.743,0.0,7075.0,1150.0,0.0,1150.0,0.6931471805599452%,52.5%,0%,0.0%,100.0%,0.6931471805599452%,55.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
14,0.7681729793548584,1,14,0.5,200,200,5000,1,1,24,5013.257,5885.0,871.743,0.0,5885.0,1100.0,0.0,1100.0,0.6931471805599452%,48.5%,0%,0.0%,100.0%,0.6931471805599452%,51.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
17,0.6441442966461182,1,17,0.5,200,200,5000,1,1,20,5013.257,5609.0,595.743,0.0,5609.0,900.0,0.0,900.0,0.6931471805599452%,43.0%,0%,0.0%,100.0%,0.6931471805599452%,50.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
19,0.46610474586486816,1,19,0.5,200,200,5000,1,1,14,5013.257,4094.0,-919.257,0.0,4094.0,600.0,0.0,600.0,0.6931471805599452%,44.5%,0%,0.0%,100.0%,0.6931471805599452%,50.5%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
20,0.6171395778656006,1,20,0.5,200,200,5000,1,1,19,5013.257,5071.0,57.743,0.0,5071.0,850.0,0.0,850.0,0.6931471805599452%,47.0%,0%,0.0%,100.0%,0.6931471805599452%,49.5%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
24,0.5031125545501709,1,24,0.5,200,200,5000,1,1,15,5013.257,4479.0,-534.257,0.0,4479.0,650.0,0.0,650.0,0.6931471805599452%,50.0%,0%,0.0%,100.0%,0.6931471805599452%,50.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
21,0.66214919090271,1,21,0.5,200,200,5000,1,1,20,5013.257,5542.0,528.743,0.0,5542.0,900.0,0.0,900.0,0.6931471805599452%,53.5%,0%,0.0%,100.0%,0.6931471805599452%,50.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
22,0.5571250915527344,1,22,0.5,200,200,5000,1,1,16,5013.257,4390.0,-623.257,0.0,4390.0,700.0,0.0,700.0,0.6931471805599452%,48.0%,0%,0.0%,100.0%,0.6931471805599452%,49.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
23,0.6341423988342285,1,23,0.5,200,200,5000,1,1,20,5013.257,5436.0,422.743,0.0,5436.0,900.0,0.0,900.0,0.6931471805599452%,45.5%,0%,0.0%,100.0%,0.6931471805599452%,50.5%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
25,0.6121385097503662,1,25,0.5,200,200,5000,1,1,19,5013.257,5786.0,772.743,0.0,5786.0,850.0,0.0,850.0,0.6931471805599452%,50.0%,0%,0.0%,100.0%,0.6931471805599452%,49.5%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
26,0.553124189376831,1,26,0.5,200,200,5000,1,1,18,5013.257,5298.0,284.743,0.0,5298.0,800.0,0.0,800.0,0.6931471805599452%,48.5%,0%,0.0%,100.0%,0.6931471805599452%,50.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
28,0.40409088134765625,1,28,0.5,200,200,5000,1,1,12,5013.257,4126.0,-887.257,0.0,4126.0,500.0,0.0,500.0,0.6931471805599452%,54.0%,0%,0.0%,100.0%,0.6931471805599452%,52.5%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
27,0.5981338024139404,1,27,0.5,200,200,5000,1,1,19,5013.257,5149.0,135.743,0.0,5149.0,850.0,0.0,850.0,0.6931471805599452%,57.0%,0%,0.0%,100.0%,0.6931471805599452%,57.5%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
30,0.44910144805908203,1,30,0.5,200,200,5000,1,1,13,5013.257,4032.0,-981.257,0.0,4032.0,550.0,0.0,550.0,0.6931471805599452%,51.5%,0%,0.0%,100.0%,0.6931471805599452%,44.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
31,0.5131149291992188,1,31,0.5,200,200,5000,1,1,15,5013.257,4660.0,-353.257,0.0,4660.0,650.0,0.0,650.0,0.6931471805599452%,49.5%,0%,0.0%,100.0%,0.6931471805599452%,50.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
32,0.5121150016784668,1,32,0.5,200,200,5000,1,1,15,5013.257,4504.0,-509.257,0.0,4504.0,650.0,0.0,650.0,0.6931471805599452%,44.5%,0%,0.0%,100.0%,0.6931471805599452%,56.5%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
33,0.4611024856567383,1,33,0.5,200,200,5000,1,1,13,5013.257,4091.0,-922.257,0.0,4091.0,550.0,0.0,550.0,0.6931471805599452%,44.0%,0%,0.0%,100.0%,0.6931471805599452%,50.5%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
34,0.5591244697570801,1,34,0.5,200,200,5000,1,1,17,5013.257,4933.0,-80.257,0.0,4933.0,750.0,0.0,750.0,0.6931471805599452%,50.5%,0%,0.0%,100.0%,0.6931471805599452%,56.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
29,0.8601927757263184,1,29,0.5,200,200,5000,1,1,28,5013.257,7194.0,2180.743,0.0,7194.0,1300.0,0.0,1300.0,0.6931471805599452%,50.5%,0%,0.0%,100.0%,0.6931471805599452%,48.5%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
38,0.42409443855285645,1,38,0.5,200,200,5000,1,1,12,5013.257,3833.0,-1180.257,0.0,3833.0,500.0,0.0,500.0,0.6931471805599452%,56.5%,0%,0.0%,100.0%,0.6931471805599452%,46.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
39,0.3790855407714844,1,39,0.5,200,200,5000,1,1,11,5013.257,3445.0,-1568.257,0.0,3445.0,450.0,0.0,450.0,0.6931471805599452%,44.5%,0%,0.0%,100.0%,0.6931471805599452%,48.5%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
37,0.6371440887451172,1,37,0.5,200,200,5000,1,1,19,5013.257,5011.0,-2.257,0.0,5011.0,850.0,0.0,850.0,0.6931471805599452%,47.0%,0%,0.0%,100.0%,0.6931471805599452%,51.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
40,0.4481015205383301,1,40,0.5,200,200,5000,1,1,13,5013.257,4286.0,-727.257,0.0,4286.0,550.0,0.0,550.0,0.6931471805599452%,50.5%,0%,0.0%,100.0%,0.6931471805599452%,49.5%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
36,0.854191780090332,1,36,0.5,200,200,5000,1,1,28,5013.257,7837.0,2823.743,0.0,7837.0,1300.0,0.0,1300.0,0.6931471805599452%,52.0%,0%,0.0%,100.0%,0.6931471805599452%,52.5%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
35,0.9222080707550049,1,35,0.5,200,200,5000,1,1,29,5013.257,7392.0,2378.743,0.0,7392.0,1350.0,0.0,1350.0,0.6931471805599452%,50.5%,0%,0.0%,100.0%,0.6931471805599452%,48.5%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
42,0.49811291694641113,1,42,0.5,200,200,5000,1,1,15,5013.257,4854.0,-159.257,0.0,4854.0,650.0,0.0,650.0,0.6931471805599452%,52.5%,0%,0.0%,100.0%,0.6931471805599452%,47.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
41,0.7181613445281982,1,41,0.5,200,200,5000,1,1,22,5013.257,6226.0,1212.743,0.0,6226.0,1000.0,0.0,1000.0,0.6931471805599452%,51.5%,0%,0.0%,100.0%,0.6931471805599452%,52.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
43,0.5111148357391357,1,43,0.5,200,200,5000,1,1,15,5013.257,4761.0,-252.257,0.0,4761.0,650.0,0.0,650.0,0.6931471805599452%,52.5%,0%,0.0%,100.0%,0.6931471805599452%,51.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
47,0.5191166400909424,1,47,0.5,200,200,5000,1,1,15,5013.257,4984.0,-29.257,0.0,4984.0,650.0,0.0,650.0,0.6931471805599452%,56.0%,0%,0.0%,100.0%,0.6931471805599452%,57.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
46,0.6041350364685059,1,46,0.5,200,200,5000,1,1,18,5013.257,5375.0,361.743,0.0,5375.0,800.0,0.0,800.0,0.6931471805599452%,52.5%,0%,0.0%,100.0%,0.6931471805599452%,47.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
45,0.6131381988525391,1,45,0.5,200,200,5000,1,1,18,5013.257,4820.0,-193.257,0.0,4820.0,800.0,0.0,800.0,0.6931471805599452%,48.0%,0%,0.0%,100.0%,0.6931471805599452%,51.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
44,0.6861526966094971,1,44,0.5,200,200,5000,1,1,21,5013.257,5840.0,826.743,0.0,5840.0,950.0,0.0,950.0,0.6931471805599452%,53.0%,0%,0.0%,100.0%,0.6931471805599452%,43.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
49,0.7141611576080322,1,49,0.5,200,200,5000,1,1,22,5013.257,5683.0,669.743,0.0,5683.0,1000.0,0.0,1000.0,0.6931471805599452%,44.0%,0%,0.0%,100.0%,0.6931471805599452%,52.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
48,0.8161835670471191,1,48,0.5,200,200,5000,1,1,27,5013.257,6566.0,1552.743,0.0,6566.0,1250.0,0.0,1250.0,0.6931471805599452%,51.0%,0%,0.0%,100.0%,0.6931471805599452%,47.5%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
54,0.4030900001525879,1,54,0.5,200,200,5000,1,1,12,5013.257,3947.0,-1066.257,0.0,3947.0,500.0,0.0,500.0,0.6931471805599452%,48.5%,0%,0.0%,100.0%,0.6931471805599452%,46.5%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
51,0.6191391944885254,1,51,0.5,200,200,5000,1,1,19,5013.257,5210.0,196.743,0.0,5210.0,850.0,0.0,850.0,0.6931471805599452%,54.0%,0%,0.0%,100.0%,0.6931471805599452%,53.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
50,0.7951791286468506,1,50,0.5,200,200,5000,1,1,25,5013.257,5687.0,673.743,0.0,5687.0,1150.0,0.0,1150.0,0.6931471805599452%,48.0%,0%,0.0%,100.0%,0.6931471805599452%,53.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
55,0.5871319770812988,1,55,0.5,200,200,5000,1,1,19,5013.257,5720.0,706.743,0.0,5720.0,850.0,0.0,850.0,0.6931471805599452%,45.0%,0%,0.0%,100.0%,0.6931471805599452%,46.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
52,0.8271865844726562,1,52,0.5,200,200,5000,1,1,26,5013.257,7293.0,2279.743,0.0,7293.0,1200.0,0.0,1200.0,0.6931471805599452%,47.0%,0%,0.0%,100.0%,0.6931471805599452%,48.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
53,0.7171611785888672,1,53,0.5,200,200,5000,1,1,23,5013.257,6181.0,1167.743,0.0,6181.0,1050.0,0.0,1050.0,0.6931471805599452%,54.0%,0%,0.0%,100.0%,0.6931471805599452%,47.5%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
56,0.7861769199371338,1,56,0.5,200,200,5000,1,1,25,5013.257,7810.0,2796.743,0.0,7810.0,1150.0,0.0,1150.0,0.6931471805599452%,51.0%,0%,0.0%,100.0%,0.6931471805599452%,49.5%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
57,0.6431443691253662,1,57,0.5,200,200,5000,1,1,20,5013.257,5811.0,797.743,0.0,5811.0,900.0,0.0,900.0,0.6931471805599452%,47.5%,0%,0.0%,100.0%,0.6931471805599452%,49.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
61,0.4811086654663086,1,61,0.5,200,200,5000,1,1,15,5013.257,5353.0,339.743,0.0,5353.0,650.0,0.0,650.0,0.6931471805599452%,46.0%,0%,0.0%,100.0%,0.6931471805599452%,52.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
63,0.423095703125,1,63,0.5,200,200,5000,1,1,13,5013.257,4355.0,-658.257,0.0,4355.0,550.0,0.0,550.0,0.6931471805599452%,50.0%,0%,0.0%,100.0%,0.6931471805599452%,46.5%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
62,0.4681060314178467,1,62,0.5,200,200,5000,1,1,14,5013.257,4067.0,-946.257,0.0,4067.0,600.0,0.0,600.0,0.6931471805599452%,51.5%,0%,0.0%,100.0%,0.6931471805599452%,49.5%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
60,0.6681504249572754,1,60,0.5,200,200,5000,1,1,21,5013.257,5800.0,786.743,0.0,5800.0,950.0,0.0,950.0,0.6931471805599452%,48.5%,0%,0.0%,100.0%,0.6931471805599452%,49.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
59,0.7331645488739014,1,59,0.5,200,200,5000,1,1,23,5013.257,5181.0,167.743,0.0,5181.0,1050.0,0.0,1050.0,0.6931471805599452%,46.5%,0%,0.0%,100.0%,0.6931471805599452%,52.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
58,0.8271872997283936,1,58,0.5,200,200,5000,1,1,26,5013.257,7131.0,2117.743,0.0,7131.0,1200.0,0.0,1200.0,0.6931471805599452%,49.5%,0%,0.0%,100.0%,0.6931471805599452%,51.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
64,0.6011359691619873,1,64,0.5,200,200,5000,1,1,19,5013.257,5317.0,303.743,0.0,5317.0,850.0,0.0,850.0,0.6931471805599452%,51.0%,0%,0.0%,100.0%,0.6931471805599452%,43.5%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
67,0.4160940647125244,1,67,0.5,200,200,5000,1,1,13,5013.257,4186.0,-827.257,0.0,4186.0,550.0,0.0,550.0,0.6931471805599452%,48.0%,0%,0.0%,100.0%,0.6931471805599452%,56.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
65,0.722163200378418,1,65,0.5,200,200,5000,1,1,23,5013.257,6580.0,1566.743,0.0,6580.0,1050.0,0.0,1050.0,0.6931471805599452%,54.5%,0%,0.0%,100.0%,0.6931471805599452%,51.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
70,0.478107213973999,1,70,0.5,200,200,5000,1,1,15,5013.257,4790.0,-223.257,0.0,4790.0,650.0,0.0,650.0,0.6931471805599452%,57.0%,0%,0.0%,100.0%,0.6931471805599452%,54.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
66,0.6591484546661377,1,66,0.5,200,200,5000,1,1,21,5013.257,5535.0,521.743,0.0,5535.0,950.0,0.0,950.0,0.6931471805599452%,48.0%,0%,0.0%,100.0%,0.6931471805599452%,50.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
69,0.5961346626281738,1,69,0.5,200,200,5000,1,1,19,5013.257,5815.0,801.743,0.0,5815.0,850.0,0.0,850.0,0.6931471805599452%,51.0%,0%,0.0%,100.0%,0.6931471805599452%,55.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002

71,0.535120964050293,1,71,0.5,200,200,5000,1,1,16,5013.257,5076.0,62.743,0.0,5076.0,700.0,0.0,700.0,0.6931471805599452%,55.5%,0%,0.0%,100.0%,0.6931471805599452%,47.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
73,0.3990898132324219,1,73,0.5,200,200,5000,1,1,11,5013.257,3782.0,-1231.257,0.0,3782.0,450.0,0.0,450.0,0.6931471805599452%,53.0%,0%,0.0%,100.0%,0.6931471805599452%,45.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
68,0.7071595191955566,1,68,0.5,200,200,5000,1,1,22,5013.257,6123.0,1109.743,0.0,6123.0,1000.0,0.0,1000.0,0.6931471805599452%,51.5%,0%,0.0%,100.0%,0.6931471805599452%,52.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
74,0.5211172103881836,1,74,0.5,200,200,5000,1,1,16,5013.257,4703.0,-310.257,0.0,4703.0,700.0,0.0,700.0,0.6931471805599452%,47.5%,0%,0.0%,100.0%,0.6931471805599452%,51.5%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
75,0.4390993118286133,1,75,0.5,200,200,5000,1,1,13,5013.257,4203.0,-810.257,0.0,4203.0,550.0,0.0,550.0,0.6931471805599452%,46.0%,0%,0.0%,100.0%,0.6931471805599452%,51.5%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
76,0.44409990310668945,1,76,0.5,200,200,5000,1,1,13,5013.257,4520.0,-493.257,0.0,4520.0,550.0,0.0,550.0,0.6931471805599452%,51.5%,0%,0.0%,100.0%,0.6931471805599452%,48.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
78,0.6051359176635742,1,78,0.5,200,200,5000,1,1,19,5013.257,5399.0,385.743,0.0,5399.0,850.0,0.0,850.0,0.6931471805599452%,45.5%,0%,0.0%,100.0%,0.6931471805599452%,54.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
80,0.5981347560882568,1,80,0.5,200,200,5000,1,1,18,5013.257,5186.0,172.743,0.0,5186.0,800.0,0.0,800.0,0.6931471805599452%,52.0%,0%,0.0%,100.0%,0.6931471805599452%,48.5%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
79,0.6451449394226074,1,79,0.5,200,200,5000,1,1,20,5013.257,5766.0,752.743,0.0,5766.0,900.0,0.0,900.0,0.6931471805599452%,46.0%,0%,0.0%,100.0%,0.6931471805599452%,51.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
81,0.6081361770629883,1,81,0.5,200,200,5000,1,1,19,5013.257,5199.0,185.743,0.0,5199.0,850.0,0.0,850.0,0.6931471805599452%,46.0%,0%,0.0%,100.0%,0.6931471805599452%,43.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
83,0.5351204872131348,1,83,0.5,200,200,5000,1,1,17,5013.257,5246.0,232.743,0.0,5246.0,750.0,0.0,750.0,0.6931471805599452%,50.0%,0%,0.0%,100.0%,0.6931471805599452%,55.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
82,0.7251639366149902,1,82,0.5,200,200,5000,1,1,23,5013.257,5797.0,783.743,0.0,5797.0,1050.0,0.0,1050.0,0.6931471805599452%,46.0%,0%,0.0%,100.0%,0.6931471805599452%,50.5%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
85,0.4851095676422119,1,85,0.5,200,200,5000,1,1,15,5013.257,5294.0,280.743,0.0,5294.0,650.0,0.0,650.0,0.6931471805599452%,49.0%,0%,0.0%,100.0%,0.6931471805599452%,56.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
77,0.9312076568603516,1,77,0.5,200,200,5000,1,1,29,5013.257,8245.0,3231.743,0.0,8245.0,1350.0,0.0,1350.0,0.6931471805599452%,44.5%,0%,0.0%,100.0%,0.6931471805599452%,56.5%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
84,0.5471231937408447,1,84,0.5,200,200,5000,1,1,16,5013.257,4849.0,-164.257,0.0,4849.0,700.0,0.0,700.0,0.6931471805599452%,46.5%,0%,0.0%,100.0%,0.6931471805599452%,51.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
86,0.5101149082183838,1,86,0.5,200,200,5000,1,1,15,5013.257,4958.0,-55.257,0.0,4958.0,650.0,0.0,650.0,0.6931471805599452%,50.0%,0%,0.0%,100.0%,0.6931471805599452%,45.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
87,0.542121171951294,1,87,0.5,200,200,5000,1,1,16,5013.257,5022.0,8.743,0.0,5022.0,700.0,0.0,700.0,0.6931471805599452%,47.5%,0%,0.0%,100.0%,0.6931471805599452%,47.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
88,0.5221173763275146,1,88,0.5,200,200,5000,1,1,15,5013.257,4838.0,-175.257,0.0,4838.0,650.0,0.0,650.0,0.6931471805599452%,53.5%,0%,0.0%,100.0%,0.6931471805599452%,54.5%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
90,0.5991349220275879,1,90,0.5,200,200,5000,1,1,18,5013.257,5278.0,264.743,0.0,5278.0,800.0,0.0,800.0,0.6931471805599452%,48.0%,0%,0.0%,100.0%,0.6931471805599452%,45.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
94,0.5261185169219971,1,94,0.5,200,200,5000,1,1,15,5013.257,5084.0,70.743,0.0,5084.0,650.0,0.0,650.0,0.6931471805599452%,54.5%,0%,0.0%,100.0%,0.6931471805599452%,55.0%,0%,0.0%,100.0%,zeros,local-global,0.0,0.1,1.0569233833221128,0.002
