,time_elapsed,simulationTypeNumber,seed,learning_rate,n_pattern,n_pattern_features,max_epochs,energy_exponent,preset_simulation,Learning was complete at epoch #,Theoretical: random-walk efficiency,Simulated: efficiency (m_perc/m_min),Simulated-Theoretical efficiency difference,Theoretical: minimum energy for learning,Simulated: energy actually used by learning,Energy expended by simulations for consolidations,Energy expended by simulations for maintenance,Energy expended total,(seen) NLL,(seen) Accuracy,(seen) Precision,(seen) Sensitivity,(seen) Specificity,(unseen) NLL,(unseen) Accuracy,(unseen) Precision,(unseen) Sensitivity,(unseen) Specificity,weights_initialised_as,cache_algorithm,max_size_of_transient_memory,maintenance_cost_of_transient_memory,Optimal threshold,Decay rate of transient memory
1605,0.6041364669799805,17,21,0.5,200,200,5000,1,1,18,5013.257,8073.728,3060.471,0.0,8073.728,697.251,952.951,1650.202,0.6931471805599452%,53.5%,0%,0.0%,100.0%,0.6931471805599452%,50.0%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1606,0.5281195640563965,17,22,0.5,200,200,5000,1,1,16,5013.257,6883.25,1869.993,0.0,6883.25,656.729,733.885,1390.614,0.6931471805599452%,48.0%,0%,0.0%,100.0%,0.6931471805599452%,49.0%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1608,0.4791078567504883,17,24,0.5,200,200,5000,1,1,15,5013.257,6617.721,1604.464,0.0,6617.721,628.373,632.071,1260.444,0.6931471805599452%,50.0%,0%,0.0%,100.0%,0.6931471805599452%,50.0%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1607,0.6081371307373047,17,23,0.5,200,200,5000,1,1,19,5013.257,7906.507,2893.25,0.0,7906.507,686.726,872.921,1559.647,0.6931471805599452%,45.5%,0%,0.0%,100.0%,0.6931471805599452%,50.5%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1611,0.42209529876708984,17,27,0.5,200,200,5000,1,1,12,5013.257,6257.013,1243.756,0.0,6257.013,616.942,534.872,1151.814,0.6931471805599452%,57.0%,0%,0.0%,100.0%,0.6931471805599452%,57.5%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1609,0.6521463394165039,17,25,0.5,200,200,5000,1,1,20,5013.257,8168.062,3154.805,0.0,8168.062,714.543,1085.004,1799.547,0.6931471805599452%,50.0%,0%,0.0%,100.0%,0.6931471805599452%,49.5%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1610,0.58913254737854,17,26,0.5,200,200,5000,1,1,18,5013.257,7707.323,2694.066,0.0,7707.323,666.097,851.471,1517.568,0.6931471805599452%,48.5%,0%,0.0%,100.0%,0.6931471805599452%,50.0%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1612,0.5551238059997559,17,28,0.5,200,200,5000,1,1,17,5013.257,7182.956,2169.699,0.0,7182.956,651.066,707.354,1358.42,0.6931471805599452%,54.0%,0%,0.0%,100.0%,0.6931471805599452%,52.5%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1614,0.46210408210754395,17,30,0.5,200,200,5000,1,1,14,5013.257,5947.047,933.79,0.0,5947.047,589.71,540.89,1130.6,0.6931471805599452%,51.5%,0%,0.0%,100.0%,0.6931471805599452%,44.0%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1617,0.4340965747833252,17,33,0.5,200,200,5000,1,1,13,5013.257,6178.142,1164.885,0.0,6178.142,604.619,625.888,1230.507,0.6931471805599452%,44.0%,0%,0.0%,100.0%,0.6931471805599452%,50.5%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1616,0.5471234321594238,17,32,0.5,200,200,5000,1,1,17,5013.257,7157.748,2144.491,0.0,7157.748,652.456,721.451,1373.907,0.6931471805599452%,44.5%,0%,0.0%,100.0%,0.6931471805599452%,56.5%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1613,0.7141609191894531,17,29,0.5,200,200,5000,1,1,22,5013.257,9341.355,4328.098,0.0,9341.355,761.934,1250.838,2012.772,0.6931471805599452%,50.5%,0%,0.0%,100.0%,0.6931471805599452%,48.5%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1615,0.6091370582580566,17,31,0.5,200,200,5000,1,1,18,5013.257,7915.162,2901.905,0.0,7915.162,708.582,858.571,1567.153,0.6931471805599452%,49.5%,0%,0.0%,100.0%,0.6931471805599452%,50.0%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1622,0.32207250595092773,17,38,0.5,200,200,5000,1,1,9,5013.257,5325.825,312.568,0.0,5325.825,604.498,387.206,991.704,0.6931471805599452%,56.5%,0%,0.0%,100.0%,0.6931471805599452%,46.0%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1618,0.6751523017883301,17,34,0.5,200,200,5000,1,1,21,5013.257,8152.748,3139.491,0.0,8152.748,714.905,1463.637,2178.542,0.6931471805599452%,50.5%,0%,0.0%,100.0%,0.6931471805599452%,56.0%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1620,0.6961567401885986,17,36,0.5,200,200,5000,1,1,21,5013.257,9459.633,4446.376,0.0,9459.633,763.69,1067.7,1831.39,0.6931471805599452%,52.0%,0%,0.0%,100.0%,0.6931471805599452%,52.5%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1619,0.747168779373169,17,35,0.5,200,200,5000,1,1,23,5013.257,9468.509,4455.252,0.0,9468.509,748.904,1263.122,2012.026,0.6931471805599452%,50.5%,0%,0.0%,100.0%,0.6931471805599452%,48.5%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1621,0.5571255683898926,17,37,0.5,200,200,5000,1,1,17,5013.257,7048.307,2035.05,0.0,7048.307,616.219,718.097,1334.316,0.6931471805599452%,47.0%,0%,0.0%,100.0%,0.6931471805599452%,51.0%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1625,0.5061120986938477,17,41,0.5,200,200,5000,1,1,15,5013.257,7288.727,2275.47,0.0,7288.727,672.922,710.278,1383.2,0.6931471805599452%,51.5%,0%,0.0%,100.0%,0.6931471805599452%,52.0%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1623,0.5551245212554932,17,39,0.5,200,200,5000,1,1,17,5013.257,6446.065,1432.808,0.0,6446.065,585.02,697.347,1282.367,0.6931471805599452%,44.5%,0%,0.0%,100.0%,0.6931471805599452%,48.5%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1626,0.5271186828613281,17,42,0.5,200,200,5000,1,1,16,5013.257,7443.32,2430.063,0.0,7443.32,686.911,783.796,1470.707,0.6931471805599452%,52.5%,0%,0.0%,100.0%,0.6931471805599452%,47.0%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1624,0.6231398582458496,17,40,0.5,200,200,5000,1,1,19,5013.257,7579.594,2566.337,0.0,7579.594,646.811,928.14,1574.951,0.6931471805599452%,50.5%,0%,0.0%,100.0%,0.6931471805599452%,49.5%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1627,0.4140927791595459,17,43,0.5,200,200,5000,1,1,13,5013.257,6276.556,1263.299,0.0,6276.556,630.613,571.089,1201.702,0.6931471805599452%,52.5%,0%,0.0%,100.0%,0.6931471805599452%,51.0%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1628,0.6001355648040771,17,44,0.5,200,200,5000,1,1,19,5013.257,7777.387,2764.13,0.0,7777.387,672.988,902.599,1575.587,0.6931471805599452%,53.0%,0%,0.0%,100.0%,0.6931471805599452%,43.0%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1629,0.5581259727478027,17,45,0.5,200,200,5000,1,1,17,5013.257,7173.537,2160.28,0.0,7173.537,666.647,750.395,1417.042,0.6931471805599452%,48.0%,0%,0.0%,100.0%,0.6931471805599452%,51.0%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1630,0.6221396923065186,17,46,0.5,200,200,5000,1,1,19,5013.257,7864.94,2851.683,0.0,7864.94,672.359,902.434,1574.793,0.6931471805599452%,52.5%,0%,0.0%,100.0%,0.6931471805599452%,47.0%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1634,0.452101469039917,17,50,0.5,200,200,5000,1,1,13,5013.257,6298.745,1285.488,0.0,6298.745,642.396,679.601,1321.997,0.6931471805599452%,48.0%,0%,0.0%,100.0%,0.6931471805599452%,53.0%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1632,0.5441219806671143,17,48,0.5,200,200,5000,1,1,16,5013.257,7567.416,2554.159,0.0,7567.416,680.441,746.132,1426.573,0.6931471805599452%,51.0%,0%,0.0%,100.0%,0.6931471805599452%,47.5%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1631,0.6821537017822266,17,47,0.5,200,200,5000,1,1,21,5013.257,8115.943,3102.686,0.0,8115.943,707.034,1136.153,1843.187,0.6931471805599452%,56.0%,0%,0.0%,100.0%,0.6931471805599452%,57.0%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1635,0.5341200828552246,17,51,0.5,200,200,5000,1,1,16,5013.257,7367.633,2354.376,0.0,7367.633,660.032,689.093,1349.125,0.6931471805599452%,54.0%,0%,0.0%,100.0%,0.6931471805599452%,53.0%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1633,0.7631714344024658,17,49,0.5,200,200,5000,1,1,23,5013.257,8217.103,3203.846,0.0,8217.103,694.958,1167.659,1862.617,0.6931471805599452%,44.0%,0%,0.0%,100.0%,0.6931471805599452%,52.0%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1636,0.7081594467163086,17,52,0.5,200,200,5000,1,1,22,5013.257,8913.127,3899.87,0.0,8913.127,737.926,1199.59,1937.516,0.6931471805599452%,47.0%,0%,0.0%,100.0%,0.6931471805599452%,48.0%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1639,0.3900876045227051,17,55,0.5,200,200,5000,1,1,11,5013.257,6222.065,1208.808,0.0,6222.065,625.315,515.083,1140.398,0.6931471805599452%,45.0%,0%,0.0%,100.0%,0.6931471805599452%,46.0%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1638,0.5361199378967285,17,54,0.5,200,200,5000,1,1,16,5013.257,6634.92,1621.663,0.0,6634.92,622.7,763.273,1385.973,0.6931471805599452%,48.5%,0%,0.0%,100.0%,0.6931471805599452%,46.5%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1637,0.6371433734893799,17,53,0.5,200,200,5000,1,1,20,5013.257,8531.874,3518.617,0.0,8531.874,728.129,912.301,1640.43,0.6931471805599452%,54.0%,0%,0.0%,100.0%,0.6931471805599452%,47.5%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1640,0.6091358661651611,17,56,0.5,200,200,5000,1,1,19,5013.257,9380.058,4366.801,0.0,9380.058,781.001,1122.79,1903.791,0.6931471805599452%,51.0%,0%,0.0%,100.0%,0.6931471805599452%,49.5%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1643,0.5281188488006592,17,59,0.5,200,200,5000,1,1,16,5013.257,6484.264,1471.007,0.0,6484.264,623.352,709.987,1333.339,0.6931471805599452%,46.5%,0%,0.0%,100.0%,0.6931471805599452%,52.0%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1641,0.6591482162475586,17,57,0.5,200,200,5000,1,1,20,5013.257,7879.282,2866.025,0.0,7879.282,698.49,1043.861,1742.351,0.6931471805599452%,47.5%,0%,0.0%,100.0%,0.6931471805599452%,49.0%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1642,0.7581706047058105,17,58,0.5,200,200,5000,1,1,24,5013.257,9254.477,4241.22,0.0,9254.477,858.891,975.993,1834.884,0.6931471805599452%,49.5%,0%,0.0%,100.0%,0.6931471805599452%,51.0%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1644,0.6241381168365479,17,60,0.5,200,200,5000,1,1,19,5013.257,8093.501,3080.244,0.0,8093.501,697.541,900.556,1598.097,0.6931471805599452%,48.5%,0%,0.0%,100.0%,0.6931471805599452%,49.0%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1646,0.6241412162780762,17,62,0.5,200,200,5000,1,1,19,5013.257,6783.511,1770.254,0.0,6783.511,613.154,770.269,1383.423,0.6931471805599452%,51.5%,0%,0.0%,100.0%,0.6931471805599452%,49.5%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1645,0.6991572380065918,17,61,0.5,200,200,5000,1,1,22,5013.257,9317.069,4303.812,0.0,9317.069,790.234,1313.271,2103.505,0.6931471805599452%,46.0%,0%,0.0%,100.0%,0.6931471805599452%,52.0%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1651,0.3700833320617676,17,67,0.5,200,200,5000,1,1,10,5013.257,5644.124,630.867,0.0,5644.124,614.136,449.518,1063.654,0.6931471805599452%,48.0%,0%,0.0%,100.0%,0.6931471805599452%,56.0%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1647,0.6821537017822266,17,63,0.5,200,200,5000,1,1,21,5013.257,7850.524,2837.267,0.0,7850.524,684.645,971.79,1656.435,0.6931471805599452%,50.0%,0%,0.0%,100.0%,0.6931471805599452%,46.5%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1650,0.4901108741760254,17,66,0.5,200,200,5000,1,1,15,5013.257,7002.935,1989.678,0.0,7002.935,645.104,701.995,1347.099,0.6931471805599452%,48.0%,0%,0.0%,100.0%,0.6931471805599452%,50.0%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1652,0.45510125160217285,17,68,0.5,200,200,5000,1,1,13,5013.257,7172.701,2159.444,0.0,7172.701,691.927,647.267,1339.194,0.6931471805599452%,51.5%,0%,0.0%,100.0%,0.6931471805599452%,52.0%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1648,0.788177490234375,17,64,0.5,200,200,5000,1,1,25,5013.257,8701.616,3688.359,0.0,8701.616,688.943,1301.872,1990.815,0.6931471805599452%,51.0%,0%,0.0%,100.0%,0.6931471805599452%,43.5%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1649,0.7511687278747559,17,65,0.5,200,200,5000,1,1,24,5013.257,9191.964,4178.707,0.0,9191.964,715.544,1079.375,1794.919,0.6931471805599452%,54.5%,0%,0.0%,100.0%,0.6931471805599452%,51.0%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1655,0.4280967712402344,17,71,0.5,200,200,5000,1,1,13,5013.257,6565.915,1552.658,0.0,6565.915,617.773,582.365,1200.138,0.6931471805599452%,55.5%,0%,0.0%,100.0%,0.6931471805599452%,47.0%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1653,0.6371426582336426,17,69,0.5,200,200,5000,1,1,19,5013.257,8043.395,3030.138,0.0,8043.395,700.723,932.48,1633.203,0.6931471805599452%,51.0%,0%,0.0%,100.0%,0.6931471805599452%,55.0%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1656,0.513115406036377,17,72,0.5,200,200,5000,1,1,15,5013.257,6395.363,1382.106,0.0,6395.363,600.991,567.123,1168.114,0.6931471805599452%,46.0%,0%,0.0%,100.0%,0.6931471805599452%,54.0%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1654,0.6331429481506348,17,70,0.5,200,200,5000,1,1,19,5013.257,7833.696,2820.439,0.0,7833.696,682.79,902.919,1585.709,0.6931471805599452%,57.0%,0%,0.0%,100.0%,0.6931471805599452%,54.0%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1658,0.4871082305908203,17,74,0.5,200,200,5000,1,1,15,5013.257,6732.667,1719.41,0.0,6732.667,615.834,639.853,1255.687,0.6931471805599452%,47.5%,0%,0.0%,100.0%,0.6931471805599452%,51.5%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1659,0.4290952682495117,17,75,0.5,200,200,5000,1,1,12,5013.257,6195.287,1182.03,0.0,6195.287,639.792,501.853,1141.645,0.6931471805599452%,46.0%,0%,0.0%,100.0%,0.6931471805599452%,51.5%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1660,0.44409823417663574,17,76,0.5,200,200,5000,1,1,13,5013.257,6519.787,1506.53,0.0,6519.787,628.38,584.696,1213.076,0.6931471805599452%,51.5%,0%,0.0%,100.0%,0.6931471805599452%,48.0%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1657,0.6971571445465088,17,73,0.5,200,200,5000,1,1,22,5013.257,7367.606,2354.349,0.0,7367.606,610.747,869.146,1479.893,0.6931471805599452%,53.0%,0%,0.0%,100.0%,0.6931471805599452%,45.0%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1662,0.49511146545410156,17,78,0.5,200,200,5000,1,1,15,5013.257,7229.385,2216.128,0.0,7229.385,665.035,700.109,1365.144,0.6931471805599452%,45.5%,0%,0.0%,100.0%,0.6931471805599452%,54.0%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1665,0.42609572410583496,17,81,0.5,200,200,5000,1,1,13,5013.257,6662.678,1649.421,0.0,6662.678,668.204,636.892,1305.096,0.6931471805599452%,46.0%,0%,0.0%,100.0%,0.6931471805599452%,43.0%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1661,0.7571706771850586,17,77,0.5,200,200,5000,1,1,24,5013.257,10651.98,5638.723,0.0,10651.98,908.892,1386.701,2295.593,0.6931471805599452%,44.5%,0%,0.0%,100.0%,0.6931471805599452%,56.5%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1664,0.6071376800537109,17,80,0.5,200,200,5000,1,1,18,5013.257,7527.454,2514.197,0.0,7527.454,676.144,825.97,1502.114,0.6931471805599452%,52.0%,0%,0.0%,100.0%,0.6931471805599452%,48.5%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1666,0.56412672996521,17,82,0.5,200,200,5000,1,1,17,5013.257,7620.942,2607.685,0.0,7620.942,676.826,800.107,1476.933,0.6931471805599452%,46.0%,0%,0.0%,100.0%,0.6931471805599452%,50.5%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1663,0.742168664932251,17,79,0.5,200,200,5000,1,1,23,5013.257,8715.674,3702.417,0.0,8715.674,715.991,1042.529,1758.52,0.6931471805599452%,46.0%,0%,0.0%,100.0%,0.6931471805599452%,51.0%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1667,0.6081376075744629,17,83,0.5,200,200,5000,1,1,18,5013.257,8195.648,3182.391,0.0,8195.648,714.978,1064.262,1779.24,0.6931471805599452%,50.0%,0%,0.0%,100.0%,0.6931471805599452%,55.0%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1668,0.6071357727050781,17,84,0.5,200,200,5000,1,1,18,5013.257,7756.973,2743.716,0.0,7756.973,679.391,909.117,1588.508,0.6931471805599452%,46.5%,0%,0.0%,100.0%,0.6931471805599452%,51.0%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1669,0.6781516075134277,17,85,0.5,200,200,5000,1,1,21,5013.257,8632.138,3618.881,0.0,8632.138,729.096,1123.762,1852.858,0.6931471805599452%,49.0%,0%,0.0%,100.0%,0.6931471805599452%,56.0%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1670,0.5521249771118164,17,86,0.5,200,200,5000,1,1,17,5013.257,7217.361,2204.104,0.0,7217.361,654.198,726.081,1380.279,0.6931471805599452%,50.0%,0%,0.0%,100.0%,0.6931471805599452%,45.0%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1672,0.5711288452148438,17,88,0.5,200,200,5000,1,1,18,5013.257,7622.543,2609.286,0.0,7622.543,687.168,882.801,1569.969,0.6931471805599452%,53.5%,0%,0.0%,100.0%,0.6931471805599452%,54.5%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1671,0.7351655960083008,17,87,0.5,200,200,5000,1,1,22,5013.257,8326.868,3313.611,0.0,8326.868,690.879,1004.498,1695.377,0.6931471805599452%,47.5%,0%,0.0%,100.0%,0.6931471805599452%,47.0%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1674,0.5851306915283203,17,90,0.5,200,200,5000,1,1,18,5013.257,7759.131,2745.874,0.0,7759.131,702.387,836.652,1539.039,0.6931471805599452%,48.0%,0%,0.0%,100.0%,0.6931471805599452%,45.0%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1673,0.5961337089538574,17,89,0.5,200,200,5000,1,1,18,5013.257,8651.773,3638.516,0.0,8651.773,733.651,916.86,1650.511,0.6931471805599452%,48.5%,0%,0.0%,100.0%,0.6931471805599452%,50.0%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1675,0.5651278495788574,17,91,0.5,200,200,5000,1,1,17,5013.257,6755.891,1742.634,0.0,6755.891,612.597,644.15,1256.747,0.6931471805599452%,42.0%,0%,0.0%,100.0%,0.6931471805599452%,52.5%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1677,0.5611271858215332,17,93,0.5,200,200,5000,1,1,17,5013.257,7296.824,2283.567,0.0,7296.824,640.018,772.604,1412.622,0.6931471805599452%,49.0%,0%,0.0%,100.0%,0.6931471805599452%,51.0%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1676,0.6291399002075195,17,92,0.5,200,200,5000,1,1,20,5013.257,8709.893,3696.636,0.0,8709.893,743.755,1107.743,1851.498,0.6931471805599452%,45.5%,0%,0.0%,100.0%,0.6931471805599452%,48.5%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1679,0.5111150741577148,17,95,0.5,200,200,5000,1,1,16,5013.257,7196.279,2183.022,0.0,7196.279,639.334,715.076,1354.41,0.6931471805599452%,47.0%,0%,0.0%,100.0%,0.6931471805599452%,51.5%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1678,0.6661503314971924,17,94,0.5,200,200,5000,1,1,21,5013.257,8928.711,3915.454,0.0,8928.711,723.688,1165.178,1888.866,0.6931471805599452%,54.5%,0%,0.0%,100.0%,0.6931471805599452%,55.0%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1682,0.46910595893859863,17,98,0.5,200,200,5000,1,1,15,5013.257,7144.514,2131.257,0.0,7144.514,656.491,713.809,1370.3,0.6931471805599452%,52.0%,0%,0.0%,100.0%,0.6931471805599452%,45.5%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1680,0.5951344966888428,17,96,0.5,200,200,5000,1,1,18,5013.257,7937.7,2924.443,0.0,7937.7,691.308,977.016,1668.324,0.6931471805599452%,49.5%,0%,0.0%,100.0%,0.6931471805599452%,48.0%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1684,0.4761078357696533,18,1,0.5,200,200,5000,1,1,14,5013.257,6637.508,1624.251,0.0,6637.508,636.844,605.991,1242.835,0.6931471805599452%,49.0%,0%,0.0%,100.0%,0.6931471805599452%,55.5%,0%,0.0%,100.0%,zeros,local-global,17.435897435897434,0.1,1.0569233833221128,0.002
1681,0.6261415481567383,17,97,0.5,200,200,5000,1,1,19,5013.257,8177.669,3164.412,0.0,8177.669,729.518,916.347,1645.865,0.6931471805599452%,46.5%,0%,0.0%,100.0%,0.6931471805599452%,57.0%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1685,0.5531244277954102,18,2,0.5,200,200,5000,1,1,17,5013.257,7711.626,2698.369,0.0,7711.626,675.196,798.565,1473.761,0.6931471805599452%,42.5%,0%,0.0%,100.0%,0.6931471805599452%,49.5%,0%,0.0%,100.0%,zeros,local-global,17.435897435897434,0.1,1.0569233833221128,0.002
1683,0.691155195236206,17,99,0.5,200,200,5000,1,1,21,5013.257,8428.701,3415.444,0.0,8428.701,713.199,1216.028,1929.227,0.6931471805599452%,54.5%,0%,0.0%,100.0%,0.6931471805599452%,42.0%,0%,0.0%,100.0%,zeros,local-global,16.41025641025641,0.1,1.0569233833221128,0.002
1686,0.6971559524536133,18,3,0.5,200,200,5000,1,1,21,5013.257,8454.083,3440.826,0.0,8454.083,704.401,912.198,1616.599,0.6931471805599452%,55.5%,0%,0.0%,100.0%,0.6931471805599452%,53.5%,0%,0.0%,100.0%,zeros,local-global,17.435897435897434,0.1,1.0569233833221128,0.002
1687,0.7131607532501221,18,4,0.5,200,200,5000,1,1,23,5013.257,8898.75,3885.493,0.0,8898.75,706.664,1107.182,1813.846,0.6931471805599452%,49.5%,0%,0.0%,100.0%,0.6931471805599452%,44.5%,0%,0.0%,100.0%,zeros,local-global,17.435897435897434,0.1,1.0569233833221128,0.002
1689,0.5781302452087402,18,6,0.5,200,200,5000,1,1,18,5013.257,7734.913,2721.656,0.0,7734.913,666.893,829.825,1496.718,0.6931471805599452%,48.5%,0%,0.0%,100.0%,0.6931471805599452%,50.5%,0%,0.0%,100.0%,zeros,local-global,17.435897435897434,0.1,1.0569233833221128,0.002
1692,0.5391204357147217,18,9,0.5,200,200,5000,1,1,17,5013.257,7872.298,2859.041,0.0,7872.298,680.295,834.172,1514.467,0.6931471805599452%,48.0%,0%,0.0%,100.0%,0.6931471805599452%,49.0%,0%,0.0%,100.0%,zeros,local-global,17.435897435897434,0.1,1.0569233833221128,0.002
