,time_elapsed,simulationTypeNumber,seed,learning_rate,n_pattern,n_pattern_features,max_epochs,energy_exponent,preset_simulation,Learning was complete at epoch #,Theoretical: random-walk efficiency,Simulated:  efficiency (m_perc/m_min),Simulated-Theoretical efficiency difference,Theoretical: minimum energy for learning,Simulated: energy actually used by learning,Simulated-Theoretical min difference for learning,Energy expended by simulations for consolidations,Energy expended by simulations for maintenance,Energy expended total,(seen) NLL,(seen) Accuracy,(seen) Precision,(seen) Sensitivity,(seen) Specificity,(unseen) NLL,(unseen) Accuracy,(unseen) Precision,(unseen) Sensitivity,(unseen) Specificity
542,2.0281643867492676,109,1,0.1,469,1000,10000,1,1,10,11758.692,201.437,-11557.255,340.3,68549.1,68208.8,4210.0,400227.3,404437.3,0.8846902589467941%,42.857%,42.857%,100.0%,0.0%,0.8143277855992461%,49.893%,49.893%,100.0%,0.0%
547,1.7014288902282715,110,1,0.1,473,1000,10000,1,1,9,11940.64,487.118,-11453.522,144.1,70193.7,70049.6,4120.0,372035.15,376155.15,0.829117924304692%,48.414%,48.414%,100.0%,0.0%,0.8312320892095546%,48.203%,48.203%,100.0%,0.0%
549,1.2788798809051514,110,3,0.1,473,1000,10000,1,1,5,11940.64,288.196,-11652.444,243.9,70291.1,70047.2,3720.0,243068.1,246788.1,0.7931771209220282%,52.008%,52.008%,100.0%,0.0%,0.8079762752560663%,50.529%,50.529%,100.0%,0.0%
548,2.0822694301605225,110,2,0.1,473,1000,10000,1,1,12,11940.64,141.053,-11799.587,486.1,68565.9,68079.8,4644.0,481683.55,486327.55,0.8185470997803792%,49.471%,49.471%,100.0%,0.0%,0.7847204613025779%,52.854%,52.854%,100.0%,0.0%
546,2.9013497829437256,110,0,0.1,473,1000,10000,1,1,20,11940.64,346.657,-11593.983,214.8,74462.0,74247.2,6516.0,771836.65,778352.65,0.8312320892095546%,48.203%,48.203%,100.0%,0.0%,0.8122046050657914%,50.106%,50.106%,100.0%,0.0%
550,1.909684658050537,110,4,0.1,473,1000,10000,1,1,11,11940.64,126.415,-11814.225,637.6,80602.2,79964.6,5268.0,458133.45,463401.45,0.8333462541144172%,47.992%,47.992%,100.0%,0.0%,0.814318769970654%,49.894%,49.894%,100.0%,0.0%
551,1.7922382354736328,111,0,0.1,477,1000,10000,1,1,9,12124.186,241.287,-11882.899,296.0,71421.0,71125.0,4458.0,376684.5,381142.5,0.8247920858410739%,48.847%,48.847%,100.0%,0.0%,0.8709136791324784%,44.235%,44.235%,100.0%,0.0%
553,2.4140565395355225,111,2,0.1,477,1000,10000,1,1,15,12124.186,74.725,-12049.461,983.7,73506.9,72523.2,5708.0,592902.9,598610.9,0.8226956497823736%,49.057%,49.057%,100.0%,0.0%,0.8436600103693758%,46.96%,46.96%,100.0%,0.0%
556,1.5816254615783691,112,0,0.1,481,1000,10000,1,1,6,12309.34,169.422,-12139.918,398.1,67446.9,67048.8,3945.0,275393.65,279338.65,0.822617196873732%,49.064%,49.064%,100.0%,0.0%,0.847565221821757%,46.57%,46.57%,100.0%,0.0%
557,1.517158031463623,112,1,0.1,481,1000,10000,1,1,6,12309.34,144.24,-12165.1,492.9,71095.7,70602.8,3962.0,284951.65,288913.65,0.7872741615306967%,52.599%,52.599%,100.0%,0.0%,0.8080641823207175%,50.52%,50.52%,100.0%,0.0%
555,2.147451877593994,111,4,0.1,477,1000,10000,1,1,12,12124.186,66.934,-12057.252,948.8,63506.8,62558.0,4713.0,470205.1,474918.1,0.7828633646670696%,53.04%,53.04%,100.0%,0.0%,0.8038277252540718%,50.943%,50.943%,100.0%,0.0%
554,2.7360427379608154,111,3,0.1,477,1000,10000,1,1,19,12124.186,38273.091,26148.905,2.2,84200.8,84198.6,6476.0,770361.45,776837.45,0.8310813940171745%,48.218%,48.218%,100.0%,0.0%,0.7933455449605707%,51.992%,51.992%,100.0%,0.0%
552,2.9055113792419434,111,1,0.1,477,1000,10000,1,1,21,12124.186,30.854,-12093.332,2043.2,63040.0,60996.8,6117.0,787598.85,793715.85,0.8122134694888726%,50.105%,50.105%,100.0%,0.0%,0.8352742661345749%,47.799%,47.799%,100.0%,0.0%
559,1.5963478088378906,112,3,0.1,481,1000,10000,1,1,7,12309.34,53.893,-12255.447,1369.8,73822.0,72452.2,3878.0,315725.2,319603.2,0.8267752010317362%,48.649%,48.649%,100.0%,0.0%,0.7976691719257071%,51.559%,51.559%,100.0%,0.0%
558,1.9457459449768066,112,2,0.1,481,1000,10000,1,1,10,12309.34,111.652,-12197.688,586.7,65506.1,64919.4,4317.0,398582.65,402899.65,0.7893531636096988%,52.391%,52.391%,100.0%,0.0%,0.849644223900759%,46.362%,46.362%,100.0%,0.0%
560,1.7314186096191406,112,4,0.1,481,1000,10000,1,1,8,12309.34,152.555,-12156.785,464.8,70907.4,70442.6,4234.0,338170.0,342404.0,0.8018271760837112%,51.143%,51.143%,100.0%,0.0%,0.7706421448986801%,54.262%,54.262%,100.0%,0.0%
562,1.5631332397460938,113,1,0.1,485,1000,10000,1,1,6,12496.112,73.61,-12422.502,1017.5,74897.9,73880.4,4200.0,273397.8,277597.8,0.7957359143223464%,51.753%,51.753%,100.0%,0.0%,0.8060451926728618%,50.722%,50.722%,100.0%,0.0%
561,1.7400362491607666,113,0,0.1,485,1000,10000,1,1,7,12496.112,274.47,-12221.642,258.0,70813.2,70555.2,3966.0,311305.6,315271.6,0.8101689040130681%,50.309%,50.309%,100.0%,0.0%,0.8410967390646145%,47.216%,47.216%,100.0%,0.0%
563,1.5568828582763672,113,2,0.1,485,1000,10000,1,1,6,12496.112,54.735,-12441.377,1312.3,71828.3,70516.0,3893.0,280289.4,284182.4,0.8101689040130681%,50.309%,50.309%,100.0%,0.0%,0.8184163266934804%,49.485%,49.485%,100.0%,0.0%
564,1.5592844486236572,113,3,0.1,485,1000,10000,1,1,7,12496.112,50.435,-12445.677,1384.6,69831.8,68447.2,3890.0,303502.55,307392.55,0.7421276668996659%,57.113%,57.113%,100.0%,0.0%,0.8101689040130681%,50.309%,50.309%,100.0%,0.0%
566,1.620729923248291,114,0,0.1,489,1000,10000,1,1,7,12684.512,134.139,-12550.373,501.7,67297.7,66796.0,4034.0,304252.9,308286.9,0.775429376679777%,53.783%,53.783%,100.0%,0.0%,0.7958792744302882%,51.738%,51.738%,100.0%,0.0%
565,1.9731924533843994,113,4,0.1,485,1000,10000,1,1,11,12496.112,156.103,-12340.009,438.1,68388.9,67950.8,4529.0,453603.45,458132.45,0.8060451926728618%,50.722%,50.722%,100.0%,0.0%,0.832849316384202%,48.041%,48.041%,100.0%,0.0%
567,1.6674599647521973,114,1,0.1,489,1000,10000,1,1,8,12684.512,43.433,-12641.079,1637.7,71129.7,69492.0,3681.0,353996.35,357677.35,0.7999692539803903%,51.329%,51.329%,100.0%,0.0%,0.8367790699313107%,47.648%,47.648%,100.0%,0.0%
568,1.7751879692077637,114,2,0.1,489,1000,10000,1,1,8,12684.512,633.778,-12050.734,108.0,68448.0,68340.0,4042.0,348852.9,352894.9,0.7754293766797768%,53.783%,53.783%,100.0%,0.0%,0.828599110831106%,48.466%,48.466%,100.0%,0.0%
569,1.7046592235565186,114,3,0.1,489,1000,10000,1,1,8,12684.512,67.785,-12616.727,1054.3,71466.1,70411.8,4185.0,355030.55,359215.55,0.7917892948801858%,52.147%,52.147%,100.0%,0.0%,0.8142841824057483%,49.898%,49.898%,100.0%,0.0%
570,1.4528698921203613,114,4,0.1,489,1000,10000,1,1,6,12684.512,298.451,-12386.061,274.3,81865.1,81590.8,4308.0,282979.35,287287.35,0.810194202855646%,50.307%,50.307%,100.0%,0.0%,0.7917892948801859%,52.147%,52.147%,100.0%,0.0%
571,1.4580857753753662,115,0,0.1,493,1000,10000,1,1,6,12874.55,116.376,-12758.174,569.7,66299.5,65729.8,3718.0,276035.0,279753.0,0.8061622960374926%,50.71%,50.71%,100.0%,0.0%,0.8507870424877968%,46.247%,46.247%,100.0%,0.0%
574,1.3773672580718994,115,3,0.1,493,1000,10000,1,1,6,12874.55,75.507,-12799.043,1009.1,76194.1,75185.0,4169.0,266992.1,271161.1,0.8345598619604134%,47.87%,47.87%,100.0%,0.0%,0.767622742284957%,54.564%,54.564%,100.0%,0.0%
573,1.6260764598846436,115,2,0.1,493,1000,10000,1,1,7,12874.55,47.73,-12826.82,1514.3,72277.5,70763.2,4004.0,310944.9,314948.9,0.8325314643944904%,48.073%,48.073%,100.0%,0.0%,0.8163042838671071%,49.696%,49.696%,100.0%,0.0%
572,2.169286012649536,115,1,0.1,493,1000,10000,1,1,13,12874.55,44.812,-12829.738,1535.7,68817.1,67281.4,4846.0,512670.95,517516.95,0.8000771033397237%,51.318%,51.318%,100.0%,0.0%,0.8203610789989529%,49.29%,49.29%,100.0%,0.0%
576,1.8744940757751465,116,0,0.1,497,1000,10000,1,1,10,13066.237,1697.119,-11369.118,42.1,71448.7,71406.6,4538.0,426397.5,430935.5,0.8565212448622872%,45.674%,45.674%,100.0%,0.0%,0.7860987096510195%,52.716%,52.716%,100.0%,0.0%
577,1.82338547706604,116,1,0.1,497,1000,10000,1,1,9,13066.237,105.816,-12960.421,781.0,82642.2,81861.2,4676.0,405458.55,410134.55,0.7860987096510195%,52.716%,52.716%,100.0%,0.0%,0.8203039410393494%,49.296%,49.296%,100.0%,0.0%
575,2.2768421173095703,115,4,0.1,493,1000,10000,1,1,14,12874.55,179.168,-12695.382,414.1,74193.3,73779.2,5466.0,540908.7,546374.7,0.8223894765648759%,49.087%,49.087%,100.0%,0.0%,0.8223894765648759%,49.087%,49.087%,100.0%,0.0%
579,1.6689069271087646,116,3,0.1,497,1000,10000,1,1,7,13066.237,68.044,-12998.193,970.9,66063.5,65092.6,3792.0,300772.7,304564.7,0.8001832166932731%,51.308%,51.308%,100.0%,0.0%,0.8263401583431725%,48.692%,48.692%,100.0%,0.0%
580,1.5743415355682373,116,4,0.1,497,1000,10000,1,1,6,13066.237,80.093,-12986.144,937.1,75055.3,74118.2,3745.0,287677.05,291422.05,0.7921349269548423%,52.113%,52.113%,100.0%,0.0%,0.7921349269548424%,52.113%,52.113%,100.0%,0.0%
582,1.3885443210601807,117,1,0.1,500,1000,10000,1,1,5,13211.091,165.987,-13045.104,399.2,66262.0,65862.8,3431.0,232283.65,235714.65,0.8192616875182227%,49.4%,49.4%,100.0%,0.0%,0.8152616875182227%,49.8%,49.8%,100.0%,0.0%
578,3.0086352825164795,116,2,0.1,497,1000,10000,1,1,22,13066.237,64.073,-13002.164,1085.8,69570.4,68484.6,6678.0,844602.85,851280.85,0.8223160134739572%,49.095%,49.095%,100.0%,0.0%,0.8424367378200337%,47.082%,47.082%,100.0%,0.0%
581,2.384730577468872,117,0,0.1,500,1000,10000,1,1,15,13211.091,47.344,-13163.747,1696.4,80314.4,78618.0,5530.0,649706.1,655236.1,0.8272616875182227%,48.6%,48.6%,100.0%,0.0%,0.7812616875182228%,53.2%,53.2%,100.0%,0.0%
584,1.5350735187530518,117,3,0.1,500,1000,10000,1,1,7,13211.091,192.102,-13018.989,399.0,76648.8,76249.8,4194.0,319639.9,323833.9,0.7952616875182228%,51.8%,51.8%,100.0%,0.0%,0.8012616875182228%,51.2%,51.2%,100.0%,0.0%
587,1.5806846618652344,118,1,0.1,504,1000,10000,1,1,6,13405.689,172.52,-13233.169,444.8,76736.8,76292.0,4076.0,286001.95,290077.95,0.8132616875182227%,50.0%,50.0%,100.0%,0.0%,0.8152458145023496%,49.802%,49.802%,100.0%,0.0%
585,1.8396296501159668,117,4,0.1,500,1000,10000,1,1,9,13211.091,133.658,-13077.433,562.6,75196.0,74633.4,4401.0,381644.45,386045.45,0.8152616875182227%,49.8%,49.8%,100.0%,0.0%,0.8292616875182227%,48.4%,48.4%,100.0%,0.0%
588,1.6629729270935059,118,2,0.1,504,1000,10000,1,1,7,13405.689,96.463,-13309.226,814.7,78588.1,77773.4,4099.0,324191.15,328290.15,0.8231823224388578%,49.008%,49.008%,100.0%,0.0%,0.8132616875182228%,50.0%,50.0%,100.0%,0.0%
586,2.221514940261841,118,0,0.1,504,1000,10000,1,1,14,13405.689,311.708,-13093.981,242.3,75526.9,75284.6,5147.0,574103.95,579250.95,0.8529442272007625%,46.032%,46.032%,100.0%,0.0%,0.8073093065658419%,50.595%,50.595%,100.0%,0.0%
583,3.059382200241089,117,2,0.1,500,1000,10000,1,1,22,13211.091,143.147,-13067.944,490.4,70199.2,69708.8,6623.0,836711.55,843334.55,0.7752616875182228%,53.8%,53.8%,100.0%,0.0%,0.8152616875182227%,49.8%,49.8%,100.0%,0.0%
590,1.4674742221832275,118,4,0.1,504,1000,10000,1,1,5,13405.689,1786.897,-11618.792,40.8,72905.4,72864.6,3801.0,250274.8,254075.8,0.7954045446610799%,51.786%,51.786%,100.0%,0.0%,0.8112775605340958%,50.198%,50.198%,100.0%,0.0%
591,1.5643904209136963,119,0,0.1,508,1000,10000,1,1,6,13601.966,138131.4,124529.434,0.5,69065.7,69065.2,3703.0,279365.3,283068.3,0.7955451520851519%,51.772%,51.772%,100.0%,0.0%,0.793576648148144%,51.969%,51.969%,100.0%,0.0%
589,2.5584590435028076,118,3,0.1,504,1000,10000,1,1,16,13405.689,176.177,-13229.512,433.1,76302.1,75869.0,5655.0,654199.05,659854.05,0.77556327481981%,53.77%,53.77%,100.0%,0.0%,0.8092934335499689%,50.397%,50.397%,100.0%,0.0%
593,1.5303966999053955,119,2,0.1,508,1000,10000,1,1,6,13601.966,99.133,-13502.833,611.5,60620.1,60008.6,3368.0,274473.4,277841.4,0.8152301914552306%,49.803%,49.803%,100.0%,0.0%,0.8112931835812148%,50.197%,50.197%,100.0%,0.0%
594,1.5861132144927979,119,3,0.1,508,1000,10000,1,1,6,13601.966,63.709,-13538.257,1211.0,77151.8,75940.8,3820.0,290368.65,294188.65,0.7975136560221597%,51.575%,51.575%,100.0%,0.0%,0.8309782229512935%,48.228%,48.228%,100.0%,0.0%
595,1.5800268650054932,119,4,0.1,508,1000,10000,1,1,7,13601.966,42.268,-13559.698,1993.2,84249.2,82256.0,4548.0,335228.5,339776.5,0.8112931835812148%,50.197%,50.197%,100.0%,0.0%,0.7660175930300337%,54.724%,54.724%,100.0%,0.0%
598,1.7327187061309814,120,2,0.1,512,1000,10000,1,1,8,13799.932,65.018,-13734.914,1231.6,80076.2,78844.6,4438.0,363975.35,368413.35,0.8171679375182228%,49.609%,49.609%,100.0%,0.0%,0.7937304375182228%,51.953%,51.953%,100.0%,0.0%
592,3.0004687309265137,119,1,0.1,508,1000,10000,1,1,21,13601.966,31.371,-13570.595,2590.8,81275.6,78684.8,6922.0,843120.8,850042.8,0.8427892465733409%,47.047%,47.047%,100.0%,0.0%,0.8349152308253093%,47.835%,47.835%,100.0%,0.0%
597,1.969944953918457,120,1,0.1,512,1000,10000,1,1,11,13799.932,177.709,-13622.223,447.9,79595.7,79147.8,4964.0,474433.05,479397.05,0.8327929375182228%,48.047%,48.047%,100.0%,0.0%,0.8113085625182228%,50.195%,50.195%,100.0%,0.0%
600,1.6708354949951172,120,4,0.1,512,1000,10000,1,1,8,13799.932,1617.035,-12182.897,56.4,91200.8,91144.4,4865.0,391362.1,396227.1,0.8191210625182228%,49.414%,49.414%,100.0%,0.0%,0.8054491875182228%,50.781%,50.781%,100.0%,0.0%
599,1.8400368690490723,120,3,0.1,512,1000,10000,1,1,9,13799.932,29.707,-13770.225,2540.1,75459.1,72919.0,4497.0,395658.6,400155.6,0.7859179375182228%,52.734%,52.734%,100.0%,0.0%,0.7878710625182228%,52.539%,52.539%,100.0%,0.0%
603,1.5488500595092773,121,2,0.1,516,1000,10000,1,1,5,13999.599,500.45,-13499.149,158.8,79471.4,79312.6,3912.0,249340.85,253252.85,0.821013625502719%,49.225%,49.225%,100.0%,0.0%,0.824889594494967%,48.837%,48.837%,100.0%,0.0%
596,2.792973041534424,120,0,0.1,512,1000,10000,1,1,19,13799.932,198.306,-13601.626,435.0,86263.0,85828.0,6794.0,779378.4,786172.4,0.7878710625182228%,52.539%,52.539%,100.0%,0.0%,0.7820116875182228%,53.125%,53.125%,100.0%,0.0%
601,2.410531520843506,121,0,0.1,516,1000,10000,1,1,15,13999.599,100.16,-13899.439,738.0,73918.2,73180.2,5287.0,618284.7,623571.7,0.8326415324794632%,48.062%,48.062%,100.0%,0.0%,0.8655872689135716%,44.767%,44.767%,100.0%,0.0%
604,1.480595350265503,121,3,0.1,516,1000,10000,1,1,5,13999.599,192.875,-13806.724,342.5,66059.7,65717.2,3512.0,241026.85,244538.85,0.8190756410065949%,49.419%,49.419%,100.0%,0.0%,0.8035717650376026%,50.969%,50.969%,100.0%,0.0%
602,2.5466058254241943,121,1,0.1,516,1000,10000,1,1,16,13999.599,46.156,-13953.443,1730.1,79855.1,78125.0,6058.0,652975.2,659033.2,0.824889594494967%,48.837%,48.837%,100.0%,0.0%,0.824889594494967%,48.837%,48.837%,100.0%,0.0%
607,1.4131410121917725,122,1,0.1,520,1000,10000,1,1,5,14200.977,35.654,-14165.323,2317.6,82632.2,80314.6,4068.0,263234.85,267302.85,0.8190309182874536%,49.423%,49.423%,100.0%,0.0%,0.830569379825915%,48.269%,48.269%,100.0%,0.0%
605,1.830763816833496,121,4,0.1,516,1000,10000,1,1,8,13999.599,74.859,-13924.74,1104.3,82666.9,81562.6,4527.0,368389.7,372916.7,0.822951609998843%,49.031%,49.031%,100.0%,0.0%,0.8287655634872151%,48.45%,48.45%,100.0%,0.0%
606,1.8697166442871094,122,0,0.1,520,1000,10000,1,1,8,14200.977,201.101,-13999.876,376.4,75694.4,75318.0,4226.0,362557.7,366783.7,0.8421078413643767%,47.115%,47.115%,100.0%,0.0%,0.7940309182874535%,51.923%,51.923%,100.0%,0.0%
609,1.6395161151885986,122,3,0.1,520,1000,10000,1,1,6,14200.977,58.204,-14142.773,1332.8,77573.8,76241.0,4175.0,287395.3,291570.3,0.8132616875182228%,50.0%,50.0%,100.0%,0.0%,0.7978770721336074%,51.538%,51.538%,100.0%,0.0%
610,1.6615328788757324,122,4,0.1,520,1000,10000,1,1,6,14200.977,39.405,-14161.572,2016.1,79444.9,77428.8,4179.0,289100.05,293279.05,0.784415533672069%,52.885%,52.885%,100.0%,0.0%,0.7882616875182228%,52.5%,52.5%,100.0%,0.0%
608,2.087592840194702,122,2,0.1,520,1000,10000,1,1,11,14200.977,49.781,-14151.196,1558.1,77563.1,76005.0,4899.0,463879.75,468778.75,0.8151847644412997%,49.808%,49.808%,100.0%,0.0%,0.7882616875182228%,52.5%,52.5%,100.0%,0.0%
611,1.5517961978912354,123,0,0.1,524,1000,10000,1,1,7,14404.079,95.272,-14308.807,1024.8,97635.2,96610.4,4738.0,344511.05,349249.05,0.8476128325563907%,46.565%,46.565%,100.0%,0.0%,0.7770021455334899%,53.626%,53.626%,100.0%,0.0%
614,1.471872091293335,123,3,0.1,524,1000,10000,1,1,6,14404.079,62.001,-14342.078,1293.2,80179.6,78886.4,4075.0,299600.85,303675.85,0.8514296264495205%,46.183%,46.183%,100.0%,0.0%,0.8323456569838716%,48.092%,48.092%,100.0%,0.0%
613,1.7401576042175293,123,2,0.1,524,1000,10000,1,1,8,14404.079,300.598,-14103.481,278.4,83686.4,83408.0,4540.0,373879.15,378419.15,0.7941777180525738%,51.908%,51.908%,100.0%,0.0%,0.7731853516403602%,54.008%,54.008%,100.0%,0.0%
615,1.5726127624511719,123,4,0.1,524,1000,10000,1,1,6,14404.079,40.372,-14363.707,2215.9,89459.7,87243.8,4550.0,301763.3,306313.3,0.8342540539304365%,47.901%,47.901%,100.0%,0.0%,0.8323456569838716%,48.092%,48.092%,100.0%,0.0%
612,2.0277860164642334,123,1,0.1,524,1000,10000,1,1,12,14404.079,252.452,-14151.627,331.5,83687.9,83356.4,5405.0,518863.7,524268.7,0.775093748586925%,53.817%,53.817%,100.0%,0.0%,0.792269321106009%,52.099%,52.099%,100.0%,0.0%
619,1.7867989540100098,124,3,0.1,528,1000,10000,1,1,8,14608.917,119.774,-14489.143,724.3,86752.1,86027.8,4514.0,385306.25,389820.25,0.8416707784273136%,47.159%,47.159%,100.0%,0.0%,0.7734889602454955%,53.977%,53.977%,100.0%,0.0%
617,2.055251121520996,124,1,0.1,528,1000,10000,1,1,11,14608.917,229.231,-14379.686,440.1,100884.5,100444.4,5712.0,514598.35,520310.35,0.8227313844879197%,49.053%,49.053%,100.0%,0.0%,0.8454586572151924%,46.78%,46.78%,100.0%,0.0%
620,1.6741986274719238,124,4,0.1,528,1000,10000,1,1,7,14608.917,83.291,-14525.626,992.1,82632.9,81640.8,4316.0,340558.5,344874.5,0.7867465360030712%,52.652%,52.652%,100.0%,0.0%,0.8208374450939804%,49.242%,49.242%,100.0%,0.0%
621,1.5023410320281982,125,0,0.1,532,1000,10000,1,1,6,14815.501,110.359,-14705.142,829.5,91542.9,90713.4,4568.0,307684.05,312252.05,0.7869458980445385%,52.632%,52.632%,100.0%,0.0%,0.8414571762400272%,47.18%,47.18%,100.0%,0.0%
618,2.892510175704956,124,2,0.1,528,1000,10000,1,1,19,14608.917,260.305,-14348.612,330.2,85952.8,85622.6,6831.0,792230.3,799061.3,0.8208374450939804%,49.242%,49.242%,100.0%,0.0%,0.7848525966091319%,52.841%,52.841%,100.0%,0.0%
616,3.3097968101501465,124,0,0.1,528,1000,10000,1,1,22,14608.917,161.218,-14447.699,624.3,100648.1,100023.8,7703.0,964751.3,972454.3,0.7886404753970107%,52.462%,52.462%,100.0%,0.0%,0.8322010814576167%,48.106%,48.106%,100.0%,0.0%
623,2.189807653427124,125,2,0.1,532,1000,10000,1,1,14,14815.501,58.503,-14756.998,1387.9,81196.5,79808.6,5627.0,585294.2,590921.2,0.8226601837588242%,49.06%,49.06%,100.0%,0.0%,0.79634439428514%,51.692%,51.692%,100.0%,0.0%
622,2.4319496154785156,125,1,0.1,532,1000,10000,1,1,14,14815.501,150.12,-14665.381,528.3,79308.5,78780.2,5662.0,595415.3,601077.3,0.8113819882701024%,50.188%,50.188%,100.0%,0.0%,0.8113819882701024%,50.188%,50.188%,100.0%,0.0%
626,1.4901628494262695,126,0,0.1,535,1000,10000,1,1,6,14971.592,62.866,-14908.726,1266.0,79588.4,78322.4,4131.0,293644.2,297775.2,0.8011121548079424%,51.215%,51.215%,100.0%,0.0%,0.8310186968640172%,48.224%,48.224%,100.0%,0.0%
624,2.6016812324523926,125,3,0.1,532,1000,10000,1,1,15,14815.501,254.672,-14560.829,318.5,81113.1,80794.6,5539.0,644761.55,650300.55,0.8301789807513055%,48.308%,48.308%,100.0%,0.0%,0.8151413867663431%,49.812%,49.812%,100.0%,0.0%
627,1.4784595966339111,126,1,0.1,535,1000,10000,1,1,5,14971.592,263.265,-14708.327,310.4,81717.4,81407.0,3975.0,255836.05,259811.05,0.7543831828453256%,55.888%,55.888%,100.0%,0.0%,0.8347570146210265%,47.85%,47.85%,100.0%,0.0%
628,1.664750337600708,126,2,0.1,535,1000,10000,1,1,6,14971.592,42.918,-14928.674,1928.7,82775.3,80846.6,4141.0,298905.7,303046.7,0.8104579492004658%,50.28%,50.28%,100.0%,0.0%,0.814196266957475%,49.907%,49.907%,100.0%,0.0%
625,2.701647996902466,125,4,0.1,532,1000,10000,1,1,18,14815.501,67.595,-14747.906,1228.7,83054.1,81825.4,6315.0,753009.5,759324.5,0.79634439428514%,51.692%,51.692%,100.0%,0.0%,0.8301789807513055%,48.308%,48.308%,100.0%,0.0%
630,1.694047212600708,126,4,0.1,535,1000,10000,1,1,8,14971.592,83.934,-14887.658,1045.5,87752.7,86707.2,4915.0,364481.85,369396.85,0.7768130893873816%,53.645%,53.645%,100.0%,0.0%,0.8104579492004658%,50.28%,50.28%,100.0%,0.0%
632,1.7090566158294678,127,1,0.1,539,1000,10000,1,1,8,15181.262,356.737,-14824.525,218.5,77947.1,77728.6,4298.0,383507.45,387805.45,0.7900705928985566%,52.319%,52.319%,100.0%,0.0%,0.8216104815813026%,49.165%,49.165%,100.0%,0.0%
629,2.264805316925049,126,3,0.1,535,1000,10000,1,1,13,14971.592,63.051,-14908.541,1359.6,85723.6,84364.0,5602.0,551949.35,557551.35,0.8067196314434564%,50.654%,50.654%,100.0%,0.0%,0.7955046781724283%,51.776%,51.776%,100.0%,0.0%
633,1.7414650917053223,127,2,0.1,539,1000,10000,1,1,10,15181.262,580.378,-14600.884,127.6,74056.2,73928.6,4428.0,438022.95,442450.95,0.8178999064421559%,49.536%,49.536%,100.0%,0.0%,0.79192588046813%,52.134%,52.134%,100.0%,0.0%
631,2.482663154602051,127,0,0.1,539,1000,10000,1,1,16,15181.262,612.822,-14568.44,144.8,88736.6,88591.8,6241.0,679739.95,685980.95,0.8791243962380743%,43.414%,43.414%,100.0%,0.0%,0.8531503702640484%,46.011%,46.011%,100.0%,0.0%
634,2.289844512939453,127,3,0.1,539,1000,10000,1,1,13,15181.262,2394.265,-12786.997,32.4,77574.2,77541.8,5358.0,550451.9,555809.9,0.7473989787983711%,56.586%,56.586%,100.0%,0.0%,0.7937811680377033%,51.948%,51.948%,100.0%,0.0%
637,1.5801658630371094,128,1,0.1,543,1000,10000,1,1,6,15392.711,34.751,-15357.96,2275.0,79059.4,76784.4,3975.0,294051.0,298026.0,0.8307570834666573%,48.25%,48.25%,100.0%,0.0%,0.8141824978312983%,49.908%,49.908%,100.0%,0.0%
638,1.776313304901123,128,2,0.1,543,1000,10000,1,1,8,15392.711,54.74,-15337.971,1624.5,88925.5,87301.0,4879.0,391555.65,396434.65,0.782874947186731%,53.039%,53.039%,100.0%,0.0%,0.790241429691335%,52.302%,52.302%,100.0%,0.0%
636,2.420381546020508,128,0,0.1,543,1000,10000,1,1,13,15392.711,262.413,-15130.298,339.9,89194.3,88854.4,5796.0,581000.2,586796.2,0.788399809065184%,52.486%,52.486%,100.0%,0.0%,0.8307570834666573%,48.25%,48.25%,100.0%,0.0%
635,2.7479798793792725,127,4,0.1,539,1000,10000,1,1,16,15181.262,65.247,-15116.015,1362.7,88911.9,87549.2,6142.0,685850.7,691992.7,0.7807941550506903%,53.247%,53.247%,100.0%,0.0%,0.8234657691508758%,48.98%,48.98%,100.0%,0.0%
641,1.603327751159668,129,0,0.1,547,1000,10000,1,1,6,15605.954,30.909,-15575.045,2790.9,86264.5,83473.6,4379.0,302722.4,307101.4,0.8361136070794658%,47.715%,47.715%,100.0%,0.0%,0.8251446856900693%,48.812%,48.812%,100.0%,0.0%
642,1.5082056522369385,129,1,0.1,547,1000,10000,1,1,6,15605.954,776.629,-14829.325,100.9,78361.9,78261.0,3852.0,298589.95,302441.95,0.8233165321251698%,48.995%,48.995%,100.0%,0.0%,0.8068631500410747%,50.64%,50.64%,100.0%,0.0%
640,2.7904105186462402,128,4,0.1,543,1000,10000,1,1,17,15392.711,57.007,-15335.704,1594.1,90874.9,89280.8,6200.0,749536.7,755736.7,0.792083050317486%,52.118%,52.118%,100.0%,0.0%,0.7515673965421638%,56.169%,56.169%,100.0%,0.0%
639,2.838137149810791,128,3,0.1,543,1000,10000,1,1,17,15392.711,118.276,-15274.435,716.9,84792.3,84075.4,6141.0,718609.0,724750.0,0.8104992565789962%,50.276%,50.276%,100.0%,0.0%,0.8123408772051472%,50.092%,50.092%,100.0%,0.0%
646,1.6391127109527588,130,0,0.1,551,1000,10000,1,1,8,15821.001,165.011,-15655.99,556.6,91845.0,91288.4,5065.0,375488.3,380553.3,0.7905756621098743%,52.269%,52.269%,100.0%,0.0%,0.7869458980445385%,52.632%,52.632%,100.0%,0.0%
643,2.31927227973938,129,2,0.1,547,1000,10000,1,1,13,15605.954,389.734,-15216.22,212.2,82701.6,82489.4,5593.0,553051.35,558644.35,0.7703000787430856%,54.296%,54.296%,100.0%,0.0%,0.8123476107357731%,50.091%,50.091%,100.0%,0.0%
