,time_elapsed,simulationTypeNumber,seed,learning_rate,n_pattern,n_pattern_features,max_epochs,energy_exponent,preset_simulation,Learning was complete at epoch #,Theoretical: random-walk efficiency,Simulated: efficiency (m_perc/m_min),Simulated-Theoretical efficiency difference,Theoretical: minimum energy for learning,Simulated: energy actually used by learning,Simulated-Theoretical min difference for learning,Energy expended by simulations for consolidations,Energy expended by simulations for maintenance,Energy expended total,(seen) NLL,(seen) Accuracy,(seen) Precision,(seen) Sensitivity,(seen) Specificity,(unseen) NLL,(unseen) Accuracy,(unseen) Precision,(unseen) Sensitivity,(unseen) Specificity,weights_initialised_as,cache_algorithm,max_size_of_transient_memory,maintenance_cost_of_transient_memory
45,0.6241397857666016,5,4,0.8,250,250,1000,1,1,18,7006.239,12473.462,5467.223,1436.8,13910.262,12473.462,626.174,238.24,864.414,0.7412616875182227%,57.2%,57.2%,100.0%,0.0%,0.8332616875182227%,48.0%,48.0%,100.0%,0.0%,zeros,local-global,1.6171212121212122,0.1
44,0.6601476669311523,5,3,0.8,250,250,1000,1,1,20,7006.239,14163.654,7157.415,1248.0,15411.654,14163.654,695.52,295.72,991.24,0.8132616875182227%,50.0%,50.0%,100.0%,0.0%,0.8252616875182227%,48.8%,48.8%,100.0%,0.0%,zeros,local-global,1.6171212121212122,0.1
42,0.7831766605377197,5,1,0.8,250,250,1000,1,1,22,7006.239,15294.16,8287.921,1345.6,16639.76,15294.16,741.484,330.923,1072.407,0.8652616875182227%,44.8%,44.8%,100.0%,0.0%,0.8692616875182227%,44.4%,44.4%,100.0%,0.0%,zeros,local-global,1.6171212121212122,0.1
51,0.36408305168151855,6,0,0.8,250,250,1000,1,1,9,7006.239,7532.323,526.084,1374.4,8906.723,7532.323,314.72,139.36,454.08,0.8292616875182227%,48.4%,48.4%,100.0%,0.0%,0.8372616875182227%,47.6%,47.6%,100.0%,0.0%,zeros,local-global,2.0211515151515154,0.1
50,0.44910097122192383,5,9,0.8,250,250,1000,1,1,12,7006.239,7891.206,884.967,1374.4,9265.606,7891.206,412.32,60.0,472.32,0.8532616875182227%,46.0%,46.0%,100.0%,0.0%,0.8932616875182228%,42.0%,42.0%,100.0%,0.0%,zeros,local-global,1.6171212121212122,0.1
48,0.6371433734893799,5,7,0.8,250,250,1000,1,1,18,7006.239,13179.978,6173.739,1446.4,14626.378,13179.978,623.68,300.83,924.51,0.8012616875182228%,51.2%,51.2%,100.0%,0.0%,0.7812616875182228%,53.2%,53.2%,100.0%,0.0%,zeros,local-global,1.6171212121212122,0.1
47,0.6821539402008057,5,6,0.8,250,250,1000,1,1,19,7006.239,13141.053,6134.814,1329.6,14470.653,13141.053,633.476,291.56,925.036,0.7772616875182228%,53.6%,53.6%,100.0%,0.0%,0.7652616875182228%,54.8%,54.8%,100.0%,0.0%,zeros,local-global,1.6171212121212122,0.1
49,0.7371659278869629,5,8,0.8,250,250,1000,1,1,20,7006.239,14525.827,7519.588,1156.8,15682.627,14525.827,682.021,253.96,935.981,0.8332616875182227%,48.0%,48.0%,100.0%,0.0%,0.7692616875182228%,54.4%,54.4%,100.0%,0.0%,zeros,local-global,1.6171212121212122,0.1
53,0.4390990734100342,6,2,0.8,250,250,1000,1,1,11,7006.239,7975.277,969.038,1300.8,9276.077,7975.277,354.56,198.44,553.0,0.8132616875182227%,50.0%,50.0%,100.0%,0.0%,0.7972616875182228%,51.6%,51.6%,100.0%,0.0%,zeros,local-global,2.0211515151515154,0.1
55,0.6411442756652832,6,4,0.8,250,250,1000,1,1,18,7006.239,12473.462,5467.223,1436.8,13910.262,12473.462,626.174,238.24,864.414,0.7412616875182227%,57.2%,57.2%,100.0%,0.0%,0.8332616875182227%,48.0%,48.0%,100.0%,0.0%,zeros,local-global,2.0211515151515154,0.1
56,0.5751292705535889,6,5,0.8,250,250,1000,1,1,15,7006.239,12187.84,5181.601,1318.4,13506.24,12187.84,527.436,157.12,684.556,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,0.7652616875182228%,54.8%,54.8%,100.0%,0.0%,zeros,local-global,2.0211515151515154,0.1
52,0.7701733112335205,6,1,0.8,250,250,1000,1,1,22,7006.239,15294.16,8287.921,1345.6,16639.76,15294.16,741.484,330.923,1072.407,0.8652616875182227%,44.8%,44.8%,100.0%,0.0%,0.8692616875182227%,44.4%,44.4%,100.0%,0.0%,zeros,local-global,2.0211515151515154,0.1
54,0.7451677322387695,6,3,0.8,250,250,1000,1,1,20,7006.239,14163.654,7157.415,1248.0,15411.654,14163.654,695.52,295.72,991.24,0.8132616875182227%,50.0%,50.0%,100.0%,0.0%,0.8252616875182227%,48.8%,48.8%,100.0%,0.0%,zeros,local-global,2.0211515151515154,0.1
60,0.4791083335876465,6,9,0.8,250,250,1000,1,1,12,7006.239,7891.206,884.967,1374.4,9265.606,7891.206,412.32,60.0,472.32,0.8532616875182227%,46.0%,46.0%,100.0%,0.0%,0.8932616875182228%,42.0%,42.0%,100.0%,0.0%,zeros,local-global,2.0211515151515154,0.1
57,0.6841542720794678,6,6,0.8,250,250,1000,1,1,19,7006.239,13141.053,6134.814,1329.6,14470.653,13141.053,633.476,291.56,925.036,0.7772616875182228%,53.6%,53.6%,100.0%,0.0%,0.7652616875182228%,54.8%,54.8%,100.0%,0.0%,zeros,local-global,2.0211515151515154,0.1
61,0.36408185958862305,7,0,0.8,250,250,1000,1,1,9,7006.239,7957.904,951.665,1464.0,9421.904,7957.904,358.207,227.986,586.193,0.8292616875182227%,48.4%,48.4%,100.0%,0.0%,0.8372616875182227%,47.6%,47.6%,100.0%,0.0%,zeros,local-global,2.425181818181818,0.1
58,0.658149003982544,6,7,0.8,250,250,1000,1,1,18,7006.239,13179.978,6173.739,1446.4,14626.378,13179.978,623.68,300.83,924.51,0.8012616875182228%,51.2%,51.2%,100.0%,0.0%,0.7812616875182228%,53.2%,53.2%,100.0%,0.0%,zeros,local-global,2.0211515151515154,0.1
59,0.723160982131958,6,8,0.8,250,250,1000,1,1,20,7006.239,14525.827,7519.588,1156.8,15682.627,14525.827,682.021,253.96,935.981,0.8332616875182227%,48.0%,48.0%,100.0%,0.0%,0.7692616875182228%,54.4%,54.4%,100.0%,0.0%,zeros,local-global,2.0211515151515154,0.1
63,0.47310614585876465,7,2,0.8,250,250,1000,1,1,12,7006.239,7815.894,809.655,1230.4,9046.294,7815.894,486.231,148.8,635.031,0.8132616875182227%,50.0%,50.0%,100.0%,0.0%,0.7972616875182228%,51.6%,51.6%,100.0%,0.0%,zeros,local-global,2.425181818181818,0.1
62,0.5541243553161621,7,1,0.8,250,250,1000,1,1,14,7006.239,11736.717,4730.478,1409.6,13146.317,11736.717,524.127,367.773,891.9,0.8652616875182227%,44.8%,44.8%,100.0%,0.0%,0.8692616875182227%,44.4%,44.4%,100.0%,0.0%,zeros,local-global,2.425181818181818,0.1
68,0.4781074523925781,7,7,0.8,250,250,1000,1,1,12,7006.239,9724.211,2717.972,1275.2,10999.411,9724.211,460.451,182.4,642.851,0.8012616875182228%,51.2%,51.2%,100.0%,0.0%,0.7812616875182228%,53.2%,53.2%,100.0%,0.0%,zeros,local-global,2.425181818181818,0.1
64,0.6561481952667236,7,3,0.8,250,250,1000,1,1,17,7006.239,12881.808,5875.569,1228.8,14110.608,12881.808,638.566,335.523,974.089,0.8132616875182227%,50.0%,50.0%,100.0%,0.0%,0.8252616875182227%,48.8%,48.8%,100.0%,0.0%,zeros,local-global,2.425181818181818,0.1
67,0.6451449394226074,7,6,0.8,250,250,1000,1,1,17,7006.239,12826.394,5820.155,1411.2,14237.594,12826.394,637.024,339.479,976.503,0.7772616875182228%,53.6%,53.6%,100.0%,0.0%,0.7652616875182228%,54.8%,54.8%,100.0%,0.0%,zeros,local-global,2.425181818181818,0.1
70,0.5321195125579834,7,9,0.8,250,250,1000,1,1,13,7006.239,9735.69,2729.451,1331.2,11066.89,9735.69,496.15,286.907,783.057,0.8532616875182227%,46.0%,46.0%,100.0%,0.0%,0.8932616875182228%,42.0%,42.0%,100.0%,0.0%,zeros,local-global,2.425181818181818,0.1
66,0.6581485271453857,7,5,0.8,250,250,1000,1,1,17,7006.239,15429.706,8423.467,1345.6,16775.306,15429.706,640.8,342.603,983.403,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,0.7652616875182228%,54.8%,54.8%,100.0%,0.0%,zeros,local-global,2.425181818181818,0.1
65,0.698157787322998,7,4,0.8,250,250,1000,1,1,18,7006.239,12992.157,5985.918,1436.8,14428.957,12992.157,661.948,356.471,1018.419,0.7412616875182227%,57.2%,57.2%,100.0%,0.0%,0.8332616875182227%,48.0%,48.0%,100.0%,0.0%,zeros,local-global,2.425181818181818,0.1
71,0.37108325958251953,8,0,0.8,250,250,1000,1,1,9,7006.239,7957.904,951.665,1464.0,9421.904,7957.904,358.207,227.986,586.193,0.8292616875182227%,48.4%,48.4%,100.0%,0.0%,0.8372616875182227%,47.6%,47.6%,100.0%,0.0%,zeros,local-global,2.8292121212121213,0.1
69,0.9082043170928955,7,8,0.8,250,250,1000,1,1,25,7006.239,18107.593,11101.354,1352.0,19459.593,18107.593,929.846,463.885,1393.731,0.8332616875182227%,48.0%,48.0%,100.0%,0.0%,0.7692616875182228%,54.4%,54.4%,100.0%,0.0%,zeros,local-global,2.425181818181818,0.1
72,0.53312087059021,8,1,0.8,250,250,1000,1,1,14,7006.239,11736.717,4730.478,1409.6,13146.317,11736.717,524.127,367.773,891.9,0.8652616875182227%,44.8%,44.8%,100.0%,0.0%,0.8692616875182227%,44.4%,44.4%,100.0%,0.0%,zeros,local-global,2.8292121212121213,0.1
73,0.47310662269592285,8,2,0.8,250,250,1000,1,1,12,7006.239,7815.894,809.655,1230.4,9046.294,7815.894,486.231,148.8,635.031,0.8132616875182227%,50.0%,50.0%,100.0%,0.0%,0.7972616875182228%,51.6%,51.6%,100.0%,0.0%,zeros,local-global,2.8292121212121213,0.1
78,0.4681055545806885,8,7,0.8,250,250,1000,1,1,12,7006.239,9724.211,2717.972,1275.2,10999.411,9724.211,460.451,182.4,642.851,0.8012616875182228%,51.2%,51.2%,100.0%,0.0%,0.7812616875182228%,53.2%,53.2%,100.0%,0.0%,zeros,local-global,2.8292121212121213,0.1
74,0.6431446075439453,8,3,0.8,250,250,1000,1,1,17,7006.239,12881.808,5875.569,1228.8,14110.608,12881.808,638.566,335.523,974.089,0.8132616875182227%,50.0%,50.0%,100.0%,0.0%,0.8252616875182227%,48.8%,48.8%,100.0%,0.0%,zeros,local-global,2.8292121212121213,0.1
76,0.6071360111236572,8,5,0.8,250,250,1000,1,1,17,7006.239,15429.706,8423.467,1345.6,16775.306,15429.706,640.8,342.603,983.403,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,0.7652616875182228%,54.8%,54.8%,100.0%,0.0%,zeros,local-global,2.8292121212121213,0.1
77,0.6221399307250977,8,6,0.8,250,250,1000,1,1,17,7006.239,12826.394,5820.155,1411.2,14237.594,12826.394,637.024,339.479,976.503,0.7772616875182228%,53.6%,53.6%,100.0%,0.0%,0.7652616875182228%,54.8%,54.8%,100.0%,0.0%,zeros,local-global,2.8292121212121213,0.1
75,0.6691508293151855,8,4,0.8,250,250,1000,1,1,18,7006.239,12992.157,5985.918,1436.8,14428.957,12992.157,661.948,356.471,1018.419,0.7412616875182227%,57.2%,57.2%,100.0%,0.0%,0.8332616875182227%,48.0%,48.0%,100.0%,0.0%,zeros,local-global,2.8292121212121213,0.1
81,0.4030900001525879,9,0,0.8,250,250,1000,1,1,10,7006.239,9117.459,2111.22,1380.8,10498.259,9117.459,421.76,246.286,668.046,0.8292616875182227%,48.4%,48.4%,100.0%,0.0%,0.8372616875182227%,47.6%,47.6%,100.0%,0.0%,zeros,local-global,3.2332424242424245,0.1
80,0.488109827041626,8,9,0.8,250,250,1000,1,1,13,7006.239,9735.69,2729.451,1331.2,11066.89,9735.69,496.15,286.907,783.057,0.8532616875182227%,46.0%,46.0%,100.0%,0.0%,0.8932616875182228%,42.0%,42.0%,100.0%,0.0%,zeros,local-global,2.8292121212121213,0.1
82,0.5701279640197754,9,1,0.8,250,250,1000,1,1,16,7006.239,13538.036,6531.797,1436.8,14974.836,13538.036,659.333,424.903,1084.236,0.8652616875182227%,44.8%,44.8%,100.0%,0.0%,0.8692616875182227%,44.4%,44.4%,100.0%,0.0%,zeros,local-global,3.2332424242424245,0.1
83,0.5071141719818115,9,2,0.8,250,250,1000,1,1,13,7006.239,9886.208,2879.969,1571.2,11457.408,9886.208,527.183,345.246,872.429,0.8132616875182227%,50.0%,50.0%,100.0%,0.0%,0.7972616875182228%,51.6%,51.6%,100.0%,0.0%,zeros,local-global,3.2332424242424245,0.1
79,0.9382109642028809,8,8,0.8,250,250,1000,1,1,25,7006.239,18107.593,11101.354,1352.0,19459.593,18107.593,929.846,463.885,1393.731,0.8332616875182227%,48.0%,48.0%,100.0%,0.0%,0.7692616875182228%,54.4%,54.4%,100.0%,0.0%,zeros,local-global,2.8292121212121213,0.1
84,0.47310662269592285,9,3,0.8,250,250,1000,1,1,12,7006.239,10549.972,3543.733,1545.6,12095.572,10549.972,524.321,238.076,762.397,0.8132616875182227%,50.0%,50.0%,100.0%,0.0%,0.8252616875182227%,48.8%,48.8%,100.0%,0.0%,zeros,local-global,3.2332424242424245,0.1
85,0.5451223850250244,9,4,0.8,250,250,1000,1,1,14,7006.239,10480.509,3474.27,1520.0,12000.509,10480.509,525.44,277.663,803.103,0.7412616875182227%,57.2%,57.2%,100.0%,0.0%,0.8332616875182227%,48.0%,48.0%,100.0%,0.0%,zeros,local-global,3.2332424242424245,0.1
88,0.5201172828674316,9,7,0.8,250,250,1000,1,1,13,7006.239,11283.011,4276.772,1254.4,12537.411,11283.011,581.997,308.591,890.588,0.8012616875182228%,51.2%,51.2%,100.0%,0.0%,0.7812616875182228%,53.2%,53.2%,100.0%,0.0%,zeros,local-global,3.2332424242424245,0.1
