,time_elapsed,simulationTypeNumber,seed,learning_rate,n_pattern,n_pattern_features,max_epochs,energy_exponent,preset_simulation,Learning was complete at epoch #,Theoretical: random-walk efficiency,Simulated: efficiency (m_perc/m_min),Simulated-Theoretical efficiency difference,Theoretical: minimum energy for learning,Simulated: energy actually used by learning,Simulated-Theoretical min difference for learning,Energy expended by simulations for consolidations,Energy expended by simulations for maintenance,Energy expended total,(seen) NLL,(seen) Accuracy,(seen) Precision,(seen) Sensitivity,(seen) Specificity,(unseen) NLL,(unseen) Accuracy,(unseen) Precision,(unseen) Sensitivity,(unseen) Specificity,weights_initialised_as,cache_algorithm,max_size_of_transient_memory,maintenance_cost_of_transient_memory
263,0.3740839958190918,27,2,0.8,250,250,1000,1,1,10,7006.239,9963.261,2957.022,1812.8,11776.061,9963.261,589.026,607.515,1196.541,0.8132616875182227%,50.0%,50.0%,100.0%,0.0%,0.7972616875182228%,51.6%,51.6%,100.0%,0.0%,zeros,local-global,10.50578787878788,0.1
264,0.4671046733856201,27,3,0.8,250,250,1000,1,1,13,7006.239,13880.947,6874.708,1859.2,15740.147,13880.947,837.698,818.338,1656.036,0.8132616875182227%,50.0%,50.0%,100.0%,0.0%,0.8252616875182227%,48.8%,48.8%,100.0%,0.0%,zeros,local-global,10.50578787878788,0.1
267,0.6001346111297607,27,6,0.8,250,250,1000,1,1,15,7006.239,13536.131,6529.892,1678.4,15214.531,13536.131,808.701,815.914,1624.615,0.7772616875182228%,53.6%,53.6%,100.0%,0.0%,0.7652616875182228%,54.8%,54.8%,100.0%,0.0%,zeros,local-global,10.50578787878788,0.1
265,0.6331424713134766,27,4,0.8,250,250,1000,1,1,16,7006.239,12880.577,5874.338,1590.4,14470.977,12880.577,800.927,708.546,1509.473,0.7412616875182227%,57.2%,57.2%,100.0%,0.0%,0.8332616875182227%,48.0%,48.0%,100.0%,0.0%,zeros,local-global,10.50578787878788,0.1
262,0.8671951293945312,27,1,0.8,250,250,1000,1,1,23,7006.239,18899.124,11892.885,1646.4,20545.524,18899.124,1040.693,1254.923,2295.616,0.8652616875182227%,44.8%,44.8%,100.0%,0.0%,0.8692616875182227%,44.4%,44.4%,100.0%,0.0%,zeros,local-global,10.50578787878788,0.1
271,0.4380984306335449,28,0,0.8,250,250,1000,1,1,10,7006.239,10816.234,3809.995,1910.4,12726.634,10816.234,638.741,634.089,1272.83,0.8292616875182227%,48.4%,48.4%,100.0%,0.0%,0.8372616875182227%,47.6%,47.6%,100.0%,0.0%,zeros,local-global,10.909818181818183,0.1
268,0.6871545314788818,27,7,0.8,250,250,1000,1,1,19,7006.239,14382.646,7376.407,1728.0,16110.646,14382.646,779.868,1032.682,1812.55,0.8012616875182228%,51.2%,51.2%,100.0%,0.0%,0.7812616875182228%,53.2%,53.2%,100.0%,0.0%,zeros,local-global,10.50578787878788,0.1
269,0.71116042137146,27,8,0.8,250,250,1000,1,1,19,7006.239,18990.552,11984.313,1752.0,20742.552,18990.552,1027.468,1068.732,2096.2,0.8332616875182227%,48.0%,48.0%,100.0%,0.0%,0.7692616875182228%,54.4%,54.4%,100.0%,0.0%,zeros,local-global,10.50578787878788,0.1
270,0.649146318435669,27,9,0.8,250,250,1000,1,1,15,7006.239,12636.08,5629.841,1676.8,14312.88,12636.08,737.411,821.726,1559.137,0.8532616875182227%,46.0%,46.0%,100.0%,0.0%,0.8932616875182228%,42.0%,42.0%,100.0%,0.0%,zeros,local-global,10.50578787878788,0.1
266,0.9032042026519775,27,5,0.8,250,250,1000,1,1,24,7006.239,19782.683,12776.444,1707.2,21489.883,19782.683,1066.324,1195.021,2261.345,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,0.7652616875182228%,54.8%,54.8%,100.0%,0.0%,zeros,local-global,10.50578787878788,0.1
273,0.452101469039917,28,2,0.8,250,250,1000,1,1,10,7006.239,9963.261,2957.022,1812.8,11776.061,9963.261,589.026,607.515,1196.541,0.8132616875182227%,50.0%,50.0%,100.0%,0.0%,0.7972616875182228%,51.6%,51.6%,100.0%,0.0%,zeros,local-global,10.909818181818183,0.1
274,0.5841319561004639,28,3,0.8,250,250,1000,1,1,13,7006.239,13880.947,6874.708,1859.2,15740.147,13880.947,837.698,818.338,1656.036,0.8132616875182227%,50.0%,50.0%,100.0%,0.0%,0.8252616875182227%,48.8%,48.8%,100.0%,0.0%,zeros,local-global,10.909818181818183,0.1
275,0.6721518039703369,28,4,0.8,250,250,1000,1,1,16,7006.239,12880.577,5874.338,1590.4,14470.977,12880.577,800.927,708.546,1509.473,0.7412616875182227%,57.2%,57.2%,100.0%,0.0%,0.8332616875182227%,48.0%,48.0%,100.0%,0.0%,zeros,local-global,10.909818181818183,0.1
272,0.927208423614502,28,1,0.8,250,250,1000,1,1,23,7006.239,18899.124,11892.885,1646.4,20545.524,18899.124,1040.693,1254.923,2295.616,0.8652616875182227%,44.8%,44.8%,100.0%,0.0%,0.8692616875182227%,44.4%,44.4%,100.0%,0.0%,zeros,local-global,10.909818181818183,0.1
277,0.6251401901245117,28,6,0.8,250,250,1000,1,1,15,7006.239,13536.131,6529.892,1678.4,15214.531,13536.131,808.701,815.914,1624.615,0.7772616875182228%,53.6%,53.6%,100.0%,0.0%,0.7652616875182228%,54.8%,54.8%,100.0%,0.0%,zeros,local-global,10.909818181818183,0.1
281,0.39308977127075195,29,0,0.8,250,250,1000,1,1,10,7006.239,10799.843,3793.604,1825.6,12625.443,10799.843,622.04,704.491,1326.531,0.8292616875182227%,48.4%,48.4%,100.0%,0.0%,0.8372616875182227%,47.6%,47.6%,100.0%,0.0%,zeros,local-global,11.313848484848485,0.1
280,0.5971345901489258,28,9,0.8,250,250,1000,1,1,15,7006.239,12636.08,5629.841,1676.8,14312.88,12636.08,737.411,821.726,1559.137,0.8532616875182227%,46.0%,46.0%,100.0%,0.0%,0.8932616875182228%,42.0%,42.0%,100.0%,0.0%,zeros,local-global,10.909818181818183,0.1
278,0.7621719837188721,28,7,0.8,250,250,1000,1,1,19,7006.239,14382.646,7376.407,1728.0,16110.646,14382.646,779.868,1032.682,1812.55,0.8012616875182228%,51.2%,51.2%,100.0%,0.0%,0.7812616875182228%,53.2%,53.2%,100.0%,0.0%,zeros,local-global,10.909818181818183,0.1
279,0.7711734771728516,28,8,0.8,250,250,1000,1,1,19,7006.239,18990.552,11984.313,1752.0,20742.552,18990.552,1027.468,1068.732,2096.2,0.8332616875182227%,48.0%,48.0%,100.0%,0.0%,0.7692616875182228%,54.4%,54.4%,100.0%,0.0%,zeros,local-global,10.909818181818183,0.1
276,0.951214075088501,28,5,0.8,250,250,1000,1,1,24,7006.239,19782.683,12776.444,1707.2,21489.883,19782.683,1066.324,1195.021,2261.345,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,0.7652616875182228%,54.8%,54.8%,100.0%,0.0%,zeros,local-global,10.909818181818183,0.1
285,0.4921104907989502,29,4,0.8,250,250,1000,1,1,13,7006.239,14261.341,7255.102,1648.0,15909.341,14261.341,812.441,846.183,1658.624,0.7412616875182227%,57.2%,57.2%,100.0%,0.0%,0.8332616875182227%,48.0%,48.0%,100.0%,0.0%,zeros,local-global,11.313848484848485,0.1
284,0.5301189422607422,29,3,0.8,250,250,1000,1,1,14,7006.239,11872.833,4866.594,1644.8,13517.633,11872.833,624.665,856.281,1480.946,0.8132616875182227%,50.0%,50.0%,100.0%,0.0%,0.8252616875182227%,48.8%,48.8%,100.0%,0.0%,zeros,local-global,11.313848484848485,0.1
283,0.5471227169036865,29,2,0.8,250,250,1000,1,1,15,7006.239,10640.428,3634.189,1873.6,12514.028,10640.428,542.837,996.553,1539.39,0.8132616875182227%,50.0%,50.0%,100.0%,0.0%,0.7972616875182228%,51.6%,51.6%,100.0%,0.0%,zeros,local-global,11.313848484848485,0.1
287,0.40909290313720703,29,6,0.8,250,250,1000,1,1,11,7006.239,10896.178,3889.939,1560.0,12456.178,10896.178,748.461,673.451,1421.912,0.7772616875182228%,53.6%,53.6%,100.0%,0.0%,0.7652616875182228%,54.8%,54.8%,100.0%,0.0%,zeros,local-global,11.313848484848485,0.1
282,0.6991584300994873,29,1,0.8,250,250,1000,1,1,18,7006.239,15384.61,8378.371,1627.2,17011.81,15384.61,914.058,978.545,1892.603,0.8652616875182227%,44.8%,44.8%,100.0%,0.0%,0.8692616875182227%,44.4%,44.4%,100.0%,0.0%,zeros,local-global,11.313848484848485,0.1
288,0.4851100444793701,29,7,0.8,250,250,1000,1,1,12,7006.239,11143.563,4137.324,1604.8,12748.363,11143.563,739.699,713.196,1452.895,0.8012616875182228%,51.2%,51.2%,100.0%,0.0%,0.7812616875182228%,53.2%,53.2%,100.0%,0.0%,zeros,local-global,11.313848484848485,0.1
286,0.6701509952545166,29,5,0.8,250,250,1000,1,1,19,7006.239,19456.464,12450.225,1619.2,21075.664,19456.464,1041.412,1288.021,2329.433,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,0.7652616875182228%,54.8%,54.8%,100.0%,0.0%,zeros,local-global,11.313848484848485,0.1
290,0.513115406036377,29,9,0.8,250,250,1000,1,1,13,7006.239,11270.303,4264.064,1756.8,13027.103,11270.303,671.278,783.372,1454.65,0.8532616875182227%,46.0%,46.0%,100.0%,0.0%,0.8932616875182228%,42.0%,42.0%,100.0%,0.0%,zeros,local-global,11.313848484848485,0.1
291,0.37508535385131836,30,0,0.8,250,250,1000,1,1,10,7006.239,10799.843,3793.604,1825.6,12625.443,10799.843,622.04,704.491,1326.531,0.8292616875182227%,48.4%,48.4%,100.0%,0.0%,0.8372616875182227%,47.6%,47.6%,100.0%,0.0%,zeros,local-global,11.717878787878789,0.1
289,0.6901552677154541,29,8,0.8,250,250,1000,1,1,19,7006.239,18309.75,11303.511,1640.0,19949.75,18309.75,1018.298,1160.31,2178.608,0.8332616875182227%,48.0%,48.0%,100.0%,0.0%,0.7692616875182228%,54.4%,54.4%,100.0%,0.0%,zeros,local-global,11.313848484848485,0.1
293,0.5591261386871338,30,2,0.8,250,250,1000,1,1,15,7006.239,10640.428,3634.189,1873.6,12514.028,10640.428,542.837,996.553,1539.39,0.8132616875182227%,50.0%,50.0%,100.0%,0.0%,0.7972616875182228%,51.6%,51.6%,100.0%,0.0%,zeros,local-global,11.717878787878789,0.1
295,0.5181171894073486,30,4,0.8,250,250,1000,1,1,13,7006.239,14261.341,7255.102,1648.0,15909.341,14261.341,812.441,846.183,1658.624,0.7412616875182227%,57.2%,57.2%,100.0%,0.0%,0.8332616875182227%,48.0%,48.0%,100.0%,0.0%,zeros,local-global,11.717878787878789,0.1
294,0.5361204147338867,30,3,0.8,250,250,1000,1,1,14,7006.239,11872.833,4866.594,1644.8,13517.633,11872.833,624.665,856.281,1480.946,0.8132616875182227%,50.0%,50.0%,100.0%,0.0%,0.8252616875182227%,48.8%,48.8%,100.0%,0.0%,zeros,local-global,11.717878787878789,0.1
292,0.655146598815918,30,1,0.8,250,250,1000,1,1,18,7006.239,15384.61,8378.371,1627.2,17011.81,15384.61,914.058,978.545,1892.603,0.8652616875182227%,44.8%,44.8%,100.0%,0.0%,0.8692616875182227%,44.4%,44.4%,100.0%,0.0%,zeros,local-global,11.717878787878789,0.1
297,0.47710728645324707,30,6,0.8,250,250,1000,1,1,11,7006.239,10896.178,3889.939,1560.0,12456.178,10896.178,748.461,673.451,1421.912,0.7772616875182228%,53.6%,53.6%,100.0%,0.0%,0.7652616875182228%,54.8%,54.8%,100.0%,0.0%,zeros,local-global,11.717878787878789,0.1
298,0.5061130523681641,30,7,0.8,250,250,1000,1,1,12,7006.239,11143.563,4137.324,1604.8,12748.363,11143.563,739.699,713.196,1452.895,0.8012616875182228%,51.2%,51.2%,100.0%,0.0%,0.7812616875182228%,53.2%,53.2%,100.0%,0.0%,zeros,local-global,11.717878787878789,0.1
296,0.7221615314483643,30,5,0.8,250,250,1000,1,1,19,7006.239,19456.464,12450.225,1619.2,21075.664,19456.464,1041.412,1288.021,2329.433,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,0.7652616875182228%,54.8%,54.8%,100.0%,0.0%,zeros,local-global,11.717878787878789,0.1
300,0.5421218872070312,30,9,0.8,250,250,1000,1,1,13,7006.239,11270.303,4264.064,1756.8,13027.103,11270.303,671.278,783.372,1454.65,0.8532616875182227%,46.0%,46.0%,100.0%,0.0%,0.8932616875182228%,42.0%,42.0%,100.0%,0.0%,zeros,local-global,11.717878787878789,0.1
301,0.4320986270904541,31,0,0.8,250,250,1000,1,1,10,7006.239,10918.81,3912.571,1504.0,12422.81,10918.81,725.857,664.048,1389.905,0.8292616875182227%,48.4%,48.4%,100.0%,0.0%,0.8372616875182227%,47.6%,47.6%,100.0%,0.0%,zeros,local-global,12.121909090909092,0.1
299,0.749168872833252,30,8,0.8,250,250,1000,1,1,19,7006.239,18309.75,11303.511,1640.0,19949.75,18309.75,1018.298,1160.31,2178.608,0.8332616875182227%,48.0%,48.0%,100.0%,0.0%,0.7692616875182228%,54.4%,54.4%,100.0%,0.0%,zeros,local-global,11.717878787878789,0.1
304,0.5311198234558105,31,3,0.8,250,250,1000,1,1,13,7006.239,13028.667,6022.428,1926.4,14955.067,13028.667,795.78,841.363,1637.143,0.8132616875182227%,50.0%,50.0%,100.0%,0.0%,0.8252616875182227%,48.8%,48.8%,100.0%,0.0%,zeros,local-global,12.121909090909092,0.1
305,0.5031137466430664,31,4,0.8,250,250,1000,1,1,13,7006.239,12825.682,5819.443,1520.0,14345.682,12825.682,735.136,900.859,1635.995,0.7412616875182227%,57.2%,57.2%,100.0%,0.0%,0.8332616875182227%,48.0%,48.0%,100.0%,0.0%,zeros,local-global,12.121909090909092,0.1
303,0.6791541576385498,31,2,0.8,250,250,1000,1,1,17,7006.239,10064.2,3057.961,1851.2,11915.4,10064.2,502.203,988.567,1490.77,0.8132616875182227%,50.0%,50.0%,100.0%,0.0%,0.7972616875182228%,51.6%,51.6%,100.0%,0.0%,zeros,local-global,12.121909090909092,0.1
307,0.49711179733276367,31,6,0.8,250,250,1000,1,1,13,7006.239,11234.078,4227.839,1560.0,12794.078,11234.078,541.177,943.248,1484.425,0.7772616875182228%,53.6%,53.6%,100.0%,0.0%,0.7652616875182228%,54.8%,54.8%,100.0%,0.0%,zeros,local-global,12.121909090909092,0.1
302,0.8251872062683105,31,1,0.8,250,250,1000,1,1,21,7006.239,17112.645,10106.406,1857.6,18970.245,17112.645,937.833,1203.816,2141.649,0.8652616875182227%,44.8%,44.8%,100.0%,0.0%,0.8692616875182227%,44.4%,44.4%,100.0%,0.0%,zeros,local-global,12.121909090909092,0.1
306,0.6051368713378906,31,5,0.8,250,250,1000,1,1,16,7006.239,17633.17,10626.931,1665.6,19298.77,17633.17,1099.146,846.585,1945.731,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,0.7652616875182228%,54.8%,54.8%,100.0%,0.0%,zeros,local-global,12.121909090909092,0.1
308,0.5711288452148438,31,7,0.8,250,250,1000,1,1,15,7006.239,12836.96,5830.721,1849.6,14686.56,12836.96,740.02,889.536,1629.556,0.8012616875182228%,51.2%,51.2%,100.0%,0.0%,0.7812616875182228%,53.2%,53.2%,100.0%,0.0%,zeros,local-global,12.121909090909092,0.1
311,0.3810863494873047,32,0,0.8,250,250,1000,1,1,10,7006.239,10918.81,3912.571,1504.0,12422.81,10918.81,725.857,664.048,1389.905,0.8292616875182227%,48.4%,48.4%,100.0%,0.0%,0.8372616875182227%,47.6%,47.6%,100.0%,0.0%,zeros,local-global,12.525939393939394,0.1
310,0.47110605239868164,31,9,0.8,250,250,1000,1,1,13,7006.239,12548.641,5542.402,1756.8,14305.441,12548.641,767.215,793.142,1560.357,0.8532616875182227%,46.0%,46.0%,100.0%,0.0%,0.8932616875182228%,42.0%,42.0%,100.0%,0.0%,zeros,local-global,12.121909090909092,0.1
309,0.6901566982269287,31,8,0.8,250,250,1000,1,1,19,7006.239,18508.058,11501.819,1156.8,19664.858,18508.058,1107.852,1118.535,2226.387,0.8332616875182227%,48.0%,48.0%,100.0%,0.0%,0.7692616875182228%,54.4%,54.4%,100.0%,0.0%,zeros,local-global,12.121909090909092,0.1
315,0.483109712600708,32,4,0.8,250,250,1000,1,1,13,7006.239,12825.682,5819.443,1520.0,14345.682,12825.682,735.136,900.859,1635.995,0.7412616875182227%,57.2%,57.2%,100.0%,0.0%,0.8332616875182227%,48.0%,48.0%,100.0%,0.0%,zeros,local-global,12.525939393939394,0.1
313,0.6401441097259521,32,2,0.8,250,250,1000,1,1,17,7006.239,10064.2,3057.961,1851.2,11915.4,10064.2,502.203,988.567,1490.77,0.8132616875182227%,50.0%,50.0%,100.0%,0.0%,0.7972616875182228%,51.6%,51.6%,100.0%,0.0%,zeros,local-global,12.525939393939394,0.1
314,0.5141148567199707,32,3,0.8,250,250,1000,1,1,13,7006.239,13028.667,6022.428,1926.4,14955.067,13028.667,795.78,841.363,1637.143,0.8132616875182227%,50.0%,50.0%,100.0%,0.0%,0.8252616875182227%,48.8%,48.8%,100.0%,0.0%,zeros,local-global,12.525939393939394,0.1
316,0.5811316967010498,32,5,0.8,250,250,1000,1,1,16,7006.239,17633.17,10626.931,1665.6,19298.77,17633.17,1099.146,846.585,1945.731,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,0.7652616875182228%,54.8%,54.8%,100.0%,0.0%,zeros,local-global,12.525939393939394,0.1
317,0.48210978507995605,32,6,0.8,250,250,1000,1,1,13,7006.239,11234.078,4227.839,1560.0,12794.078,11234.078,541.177,943.248,1484.425,0.7772616875182228%,53.6%,53.6%,100.0%,0.0%,0.7652616875182228%,54.8%,54.8%,100.0%,0.0%,zeros,local-global,12.525939393939394,0.1
312,0.798180341720581,32,1,0.8,250,250,1000,1,1,21,7006.239,17112.645,10106.406,1857.6,18970.245,17112.645,937.833,1203.816,2141.649,0.8652616875182227%,44.8%,44.8%,100.0%,0.0%,0.8692616875182227%,44.4%,44.4%,100.0%,0.0%,zeros,local-global,12.525939393939394,0.1
318,0.5621275901794434,32,7,0.8,250,250,1000,1,1,15,7006.239,12836.96,5830.721,1849.6,14686.56,12836.96,740.02,889.536,1629.556,0.8012616875182228%,51.2%,51.2%,100.0%,0.0%,0.7812616875182228%,53.2%,53.2%,100.0%,0.0%,zeros,local-global,12.525939393939394,0.1
320,0.48210859298706055,32,9,0.8,250,250,1000,1,1,13,7006.239,12548.641,5542.402,1756.8,14305.441,12548.641,767.215,793.142,1560.357,0.8532616875182227%,46.0%,46.0%,100.0%,0.0%,0.8932616875182228%,42.0%,42.0%,100.0%,0.0%,zeros,local-global,12.525939393939394,0.1
319,0.6591496467590332,32,8,0.8,250,250,1000,1,1,19,7006.239,18508.058,11501.819,1156.8,19664.858,18508.058,1107.852,1118.535,2226.387,0.8332616875182227%,48.0%,48.0%,100.0%,0.0%,0.7692616875182228%,54.4%,54.4%,100.0%,0.0%,zeros,local-global,12.525939393939394,0.1
323,0.526118278503418,33,2,0.8,250,250,1000,1,1,17,7006.239,12380.563,5374.324,1934.4,14314.963,12380.563,658.692,1179.506,1838.198,0.8132616875182227%,50.0%,50.0%,100.0%,0.0%,0.7972616875182228%,51.6%,51.6%,100.0%,0.0%,zeros,local-global,12.929969696969698,0.1
321,0.6121387481689453,33,0,0.8,250,250,1000,1,1,17,7006.239,13743.524,6737.285,1374.4,15117.924,13743.524,792.813,1053.165,1845.978,0.8292616875182227%,48.4%,48.4%,100.0%,0.0%,0.8372616875182227%,47.6%,47.6%,100.0%,0.0%,zeros,local-global,12.929969696969698,0.1
325,0.5581269264221191,33,4,0.8,250,250,1000,1,1,16,7006.239,13658.145,6651.906,1934.4,15592.545,13658.145,717.21,1258.763,1975.973,0.7412616875182227%,57.2%,57.2%,100.0%,0.0%,0.8332616875182227%,48.0%,48.0%,100.0%,0.0%,zeros,local-global,12.929969696969698,0.1
322,0.6931567192077637,33,1,0.8,250,250,1000,1,1,20,7006.239,15042.86,8036.621,1745.6,16788.46,15042.86,798.453,1153.964,1952.417,0.8652616875182227%,44.8%,44.8%,100.0%,0.0%,0.8692616875182227%,44.4%,44.4%,100.0%,0.0%,zeros,local-global,12.929969696969698,0.1
324,0.7411682605743408,33,3,0.8,250,250,1000,1,1,19,7006.239,13940.662,6934.423,1812.8,15753.462,13940.662,641.494,1370.79,2012.284,0.8132616875182227%,50.0%,50.0%,100.0%,0.0%,0.8252616875182227%,48.8%,48.8%,100.0%,0.0%,zeros,local-global,12.929969696969698,0.1
328,0.6041367053985596,33,7,0.8,250,250,1000,1,1,17,7006.239,12659.155,5652.916,1862.4,14521.555,12659.155,649.17,1187.277,1836.447,0.8012616875182228%,51.2%,51.2%,100.0%,0.0%,0.7812616875182228%,53.2%,53.2%,100.0%,0.0%,zeros,local-global,12.929969696969698,0.1
326,0.7631728649139404,33,5,0.8,250,250,1000,1,1,24,7006.239,20919.249,13913.01,1523.2,22442.449,20919.249,1150.63,1504.541,2655.171,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,0.7652616875182228%,54.8%,54.8%,100.0%,0.0%,zeros,local-global,12.929969696969698,0.1
327,0.7091600894927979,33,6,0.8,250,250,1000,1,1,19,7006.239,13659.23,6652.991,1761.6,15420.83,13659.23,705.952,1148.384,1854.336,0.7772616875182228%,53.6%,53.6%,100.0%,0.0%,0.7652616875182228%,54.8%,54.8%,100.0%,0.0%,zeros,local-global,12.929969696969698,0.1
330,0.4741072654724121,33,9,0.8,250,250,1000,1,1,13,7006.239,11421.303,4415.064,1772.8,13194.103,11421.303,685.972,938.26,1624.232,0.8532616875182227%,46.0%,46.0%,100.0%,0.0%,0.8932616875182228%,42.0%,42.0%,100.0%,0.0%,zeros,local-global,12.929969696969698,0.1
329,0.8551933765411377,33,8,0.8,250,250,1000,1,1,24,7006.239,18989.37,11983.131,1699.2,20688.57,18989.37,978.253,1643.838,2622.091,0.8332616875182227%,48.0%,48.0%,100.0%,0.0%,0.7692616875182228%,54.4%,54.4%,100.0%,0.0%,zeros,local-global,12.929969696969698,0.1
331,0.6321437358856201,34,0,0.8,250,250,1000,1,1,17,7006.239,13743.524,6737.285,1374.4,15117.924,13743.524,792.813,1053.165,1845.978,0.8292616875182227%,48.4%,48.4%,100.0%,0.0%,0.8372616875182227%,47.6%,47.6%,100.0%,0.0%,zeros,local-global,13.334000000000001,0.1
333,0.541121244430542,34,2,0.8,250,250,1000,1,1,17,7006.239,12380.563,5374.324,1934.4,14314.963,12380.563,658.692,1179.506,1838.198,0.8132616875182227%,50.0%,50.0%,100.0%,0.0%,0.7972616875182228%,51.6%,51.6%,100.0%,0.0%,zeros,local-global,13.334000000000001,0.1
332,0.7011582851409912,34,1,0.8,250,250,1000,1,1,20,7006.239,15042.86,8036.621,1745.6,16788.46,15042.86,798.453,1153.964,1952.417,0.8652616875182227%,44.8%,44.8%,100.0%,0.0%,0.8692616875182227%,44.4%,44.4%,100.0%,0.0%,zeros,local-global,13.334000000000001,0.1
335,0.5951340198516846,34,4,0.8,250,250,1000,1,1,16,7006.239,13658.145,6651.906,1934.4,15592.545,13658.145,717.21,1258.763,1975.973,0.7412616875182227%,57.2%,57.2%,100.0%,0.0%,0.8332616875182227%,48.0%,48.0%,100.0%,0.0%,zeros,local-global,13.334000000000001,0.1
334,0.6871547698974609,34,3,0.8,250,250,1000,1,1,19,7006.239,13940.662,6934.423,1812.8,15753.462,13940.662,641.494,1370.79,2012.284,0.8132616875182227%,50.0%,50.0%,100.0%,0.0%,0.8252616875182227%,48.8%,48.8%,100.0%,0.0%,zeros,local-global,13.334000000000001,0.1
337,0.6151399612426758,34,6,0.8,250,250,1000,1,1,19,7006.239,13659.23,6652.991,1761.6,15420.83,13659.23,705.952,1148.384,1854.336,0.7772616875182228%,53.6%,53.6%,100.0%,0.0%,0.7652616875182228%,54.8%,54.8%,100.0%,0.0%,zeros,local-global,13.334000000000001,0.1
338,0.5821311473846436,34,7,0.8,250,250,1000,1,1,17,7006.239,12659.155,5652.916,1862.4,14521.555,12659.155,649.17,1187.277,1836.447,0.8012616875182228%,51.2%,51.2%,100.0%,0.0%,0.7812616875182228%,53.2%,53.2%,100.0%,0.0%,zeros,local-global,13.334000000000001,0.1
341,0.3850877285003662,35,0,0.8,250,250,1000,1,1,10,7006.239,10992.878,3986.639,2025.6,13018.478,10992.878,737.989,674.709,1412.698,0.8292616875182227%,48.4%,48.4%,100.0%,0.0%,0.8372616875182227%,47.6%,47.6%,100.0%,0.0%,zeros,local-global,13.738030303030303,0.1
340,0.487109899520874,34,9,0.8,250,250,1000,1,1,13,7006.239,11421.303,4415.064,1772.8,13194.103,11421.303,685.972,938.26,1624.232,0.8532616875182227%,46.0%,46.0%,100.0%,0.0%,0.8932616875182228%,42.0%,42.0%,100.0%,0.0%,zeros,local-global,13.334000000000001,0.1
336,0.8531928062438965,34,5,0.8,250,250,1000,1,1,24,7006.239,20919.249,13913.01,1523.2,22442.449,20919.249,1150.63,1504.541,2655.171,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,0.7652616875182228%,54.8%,54.8%,100.0%,0.0%,zeros,local-global,13.334000000000001,0.1
342,0.44710230827331543,35,1,0.8,250,250,1000,1,1,11,7006.239,11291.3,4285.061,1592.0,12883.3,11291.3,692.03,894.014,1586.044,0.8652616875182227%,44.8%,44.8%,100.0%,0.0%,0.8692616875182227%,44.4%,44.4%,100.0%,0.0%,zeros,local-global,13.738030303030303,0.1
343,0.4881093502044678,35,2,0.8,250,250,1000,1,1,13,7006.239,9612.481,2606.242,1881.6,11494.081,9612.481,556.808,918.098,1474.906,0.8132616875182227%,50.0%,50.0%,100.0%,0.0%,0.7972616875182228%,51.6%,51.6%,100.0%,0.0%,zeros,local-global,13.738030303030303,0.1
339,0.8091814517974854,34,8,0.8,250,250,1000,1,1,24,7006.239,18989.37,11983.131,1699.2,20688.57,18989.37,978.253,1643.838,2622.091,0.8332616875182227%,48.0%,48.0%,100.0%,0.0%,0.7692616875182228%,54.4%,54.4%,100.0%,0.0%,zeros,local-global,13.334000000000001,0.1
344,0.520115852355957,35,3,0.8,250,250,1000,1,1,13,7006.239,13333.257,6327.018,1721.6,15054.857,13333.257,841.734,848.031,1689.765,0.8132616875182227%,50.0%,50.0%,100.0%,0.0%,0.8252616875182227%,48.8%,48.8%,100.0%,0.0%,zeros,local-global,13.738030303030303,0.1
345,0.5351204872131348,35,4,0.8,250,250,1000,1,1,15,7006.239,12598.664,5592.425,1907.2,14505.864,12598.664,641.43,1104.283,1745.713,0.7412616875182227%,57.2%,57.2%,100.0%,0.0%,0.8332616875182227%,48.0%,48.0%,100.0%,0.0%,zeros,local-global,13.738030303030303,0.1
347,0.5061135292053223,35,6,0.8,250,250,1000,1,1,15,7006.239,13392.191,6385.952,1593.6,14985.791,13392.191,804.282,1014.035,1818.317,0.7772616875182228%,53.6%,53.6%,100.0%,0.0%,0.7652616875182228%,54.8%,54.8%,100.0%,0.0%,zeros,local-global,13.738030303030303,0.1
348,0.4270956516265869,35,7,0.8,250,250,1000,1,1,11,7006.239,11398.844,4392.605,1849.6,13248.444,11398.844,690.939,815.408,1506.347,0.8012616875182228%,51.2%,51.2%,100.0%,0.0%,0.7812616875182228%,53.2%,53.2%,100.0%,0.0%,zeros,local-global,13.738030303030303,0.1
346,0.5621263980865479,35,5,0.8,250,250,1000,1,1,16,7006.239,16011.442,9005.203,1924.8,17936.242,16011.442,849.451,1167.756,2017.207,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,0.7652616875182228%,54.8%,54.8%,100.0%,0.0%,zeros,local-global,13.738030303030303,0.1
