,time_elapsed,simulationTypeNumber,seed,learning_rate,n_pattern,n_pattern_features,max_epochs,energy_exponent,preset_simulation,Learning was complete at epoch #,Theoretical: random-walk efficiency,Simulated: efficiency (m_perc/m_min),Simulated-Theoretical efficiency difference,Theoretical: minimum energy for learning,Simulated: energy actually used by learning,Simulated-Theoretical min difference for learning,Energy expended by simulations for consolidations,Energy expended by simulations for maintenance,Energy expended total,(seen) NLL,(seen) Accuracy,(seen) Precision,(seen) Sensitivity,(seen) Specificity,(unseen) NLL,(unseen) Accuracy,(unseen) Precision,(unseen) Sensitivity,(unseen) Specificity,weights_initialised_as,cache_algorithm,max_size_of_transient_memory,maintenance_cost_of_transient_memory
1,1.069239854812622,1,0,0.8,400,400,3000,1,1,16,14179.631,17089.6,2909.969,2435.2,19524.8,17089.6,518.88,0.0,518.88,0.8457616875182228%,46.75%,46.75%,100.0%,0.0%,0.7857616875182228%,52.75%,52.75%,100.0%,0.0%,zeros,local-global,0.001,0.1
5,1.1972694396972656,1,4,0.8,400,400,3000,1,1,18,14179.631,18214.4,4034.769,2404.8,20619.2,18214.4,590.56,0.0,590.56,0.7782616875182228%,53.5%,53.5%,100.0%,0.0%,0.8182616875182228%,49.5%,49.5%,100.0%,0.0%,zeros,local-global,0.001,0.1
9,1.2542824745178223,1,8,0.8,400,400,3000,1,1,18,14179.631,20552.0,6372.369,2316.8,22868.8,20552.0,543.2,0.0,543.2,0.8107616875182228%,50.25%,50.25%,100.0%,0.0%,0.8082616875182228%,50.5%,50.5%,100.0%,0.0%,zeros,local-global,0.001,0.1
2,1.2852888107299805,1,1,0.8,400,400,3000,1,1,20,14179.631,23668.8,9489.169,2436.8,26105.6,23668.8,620.8,0.0,620.8,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,0.8057616875182227%,50.75%,50.75%,100.0%,0.0%,zeros,local-global,0.001,0.1
3,1.3463034629821777,1,2,0.8,400,400,3000,1,1,19,14179.631,19486.4,5306.769,2393.6,21880.0,19486.4,599.52,0.0,599.52,0.7907616875182228%,52.25%,52.25%,100.0%,0.0%,0.8457616875182228%,46.75%,46.75%,100.0%,0.0%,zeros,local-global,0.001,0.1
7,1.351304292678833,1,6,0.8,400,400,3000,1,1,20,14179.631,20937.6,6757.969,2352.0,23289.6,20937.6,642.4,0.0,642.4,0.7882616875182228%,52.5%,52.5%,100.0%,0.0%,0.8032616875182228%,51.0%,51.0%,100.0%,0.0%,zeros,local-global,0.001,0.1
4,1.4353222846984863,1,3,0.8,400,400,3000,1,1,22,14179.631,24227.2,10047.569,2352.0,26579.2,24227.2,711.84,0.0,711.84,0.7807616875182228%,53.25%,53.25%,100.0%,0.0%,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,zeros,local-global,0.001,0.1
6,1.6113629341125488,1,5,0.8,400,400,3000,1,1,24,14179.631,24020.8,9841.169,2259.2,26280.0,24020.8,695.2,0.0,695.2,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,0.7957616875182228%,51.75%,51.75%,100.0%,0.0%,zeros,local-global,0.001,0.1
8,1.5993595123291016,1,7,0.8,400,400,3000,1,1,25,14179.631,25915.2,11735.569,2331.2,28246.4,25915.2,794.08,0.0,794.08,0.8057616875182227%,50.75%,50.75%,100.0%,0.0%,0.7882616875182228%,52.5%,52.5%,100.0%,0.0%,zeros,local-global,0.001,0.1
11,1.0722413063049316,2,0,0.8,400,400,3000,1,1,16,14179.631,17089.6,2909.969,2435.2,19524.8,17089.6,518.88,0.0,518.88,0.8457616875182228%,46.75%,46.75%,100.0%,0.0%,0.7857616875182228%,52.75%,52.75%,100.0%,0.0%,zeros,local-global,0.4050303030303031,0.1
13,1.2562830448150635,2,2,0.8,400,400,3000,1,1,19,14179.631,19486.4,5306.769,2393.6,21880.0,19486.4,599.52,0.0,599.52,0.7907616875182228%,52.25%,52.25%,100.0%,0.0%,0.8457616875182228%,46.75%,46.75%,100.0%,0.0%,zeros,local-global,0.4050303030303031,0.1
15,1.275287389755249,2,4,0.8,400,400,3000,1,1,18,14179.631,18214.4,4034.769,2404.8,20619.2,18214.4,590.56,0.0,590.56,0.7782616875182228%,53.5%,53.5%,100.0%,0.0%,0.8182616875182228%,49.5%,49.5%,100.0%,0.0%,zeros,local-global,0.4050303030303031,0.1
12,1.3573055267333984,2,1,0.8,400,400,3000,1,1,20,14179.631,23668.8,9489.169,2436.8,26105.6,23668.8,620.8,0.0,620.8,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,0.8057616875182227%,50.75%,50.75%,100.0%,0.0%,zeros,local-global,0.4050303030303031,0.1
10,1.6053617000579834,1,9,0.8,400,400,3000,1,1,24,14179.631,24345.6,10165.969,2428.8,26774.4,24345.6,771.2,0.0,771.2,0.8132616875182228%,50.0%,50.0%,100.0%,0.0%,0.7907616875182228%,52.25%,52.25%,100.0%,0.0%,zeros,local-global,0.001,0.1
14,1.4643292427062988,2,3,0.8,400,400,3000,1,1,22,14179.631,24227.2,10047.569,2352.0,26579.2,24227.2,711.84,0.0,711.84,0.7807616875182228%,53.25%,53.25%,100.0%,0.0%,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,zeros,local-global,0.4050303030303031,0.1
17,1.342301845550537,2,6,0.8,400,400,3000,1,1,20,14179.631,20937.6,6757.969,2352.0,23289.6,20937.6,642.4,0.0,642.4,0.7882616875182228%,52.5%,52.5%,100.0%,0.0%,0.8032616875182228%,51.0%,51.0%,100.0%,0.0%,zeros,local-global,0.4050303030303031,0.1
16,1.5583508014678955,2,5,0.8,400,400,3000,1,1,24,14179.631,24020.8,9841.169,2259.2,26280.0,24020.8,695.2,0.0,695.2,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,0.7957616875182228%,51.75%,51.75%,100.0%,0.0%,zeros,local-global,0.4050303030303031,0.1
18,1.6753771305084229,2,7,0.8,400,400,3000,1,1,25,14179.631,25915.2,11735.569,2331.2,28246.4,25915.2,794.08,0.0,794.08,0.8057616875182227%,50.75%,50.75%,100.0%,0.0%,0.7882616875182228%,52.5%,52.5%,100.0%,0.0%,zeros,local-global,0.4050303030303031,0.1
19,1.2902908325195312,2,8,0.8,400,400,3000,1,1,18,14179.631,20552.0,6372.369,2316.8,22868.8,20552.0,543.2,0.0,543.2,0.8107616875182228%,50.25%,50.25%,100.0%,0.0%,0.8082616875182228%,50.5%,50.5%,100.0%,0.0%,zeros,local-global,0.4050303030303031,0.1
21,1.3743093013763428,3,0,0.8,400,400,3000,1,1,20,14179.631,24321.754,10142.123,2747.2,27068.954,24321.754,936.0,288.0,1224.0,0.8457616875182228%,46.75%,46.75%,100.0%,0.0%,0.7857616875182228%,52.75%,52.75%,100.0%,0.0%,zeros,local-global,0.8090606060606061,0.1
20,1.6163649559020996,2,9,0.8,400,400,3000,1,1,24,14179.631,24345.6,10165.969,2428.8,26774.4,24345.6,771.2,0.0,771.2,0.8132616875182228%,50.0%,50.0%,100.0%,0.0%,0.7907616875182228%,52.25%,52.25%,100.0%,0.0%,zeros,local-global,0.4050303030303031,0.1
22,1.5643525123596191,3,1,0.8,400,400,3000,1,1,23,14179.631,30973.014,16793.383,2593.6,33566.614,30973.014,1002.56,479.808,1482.368,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,0.8057616875182227%,50.75%,50.75%,100.0%,0.0%,zeros,local-global,0.8090606060606061,0.1
23,1.6003608703613281,3,2,0.8,400,400,3000,1,1,24,14179.631,28257.558,14077.927,2416.0,30673.558,28257.558,1051.36,383.808,1435.168,0.7907616875182228%,52.25%,52.25%,100.0%,0.0%,0.8457616875182228%,46.75%,46.75%,100.0%,0.0%,zeros,local-global,0.8090606060606061,0.1
24,1.5393462181091309,3,3,0.8,400,400,3000,1,1,22,14179.631,26024.237,11844.606,2627.2,28651.437,26024.237,971.68,287.808,1259.488,0.7807616875182228%,53.25%,53.25%,100.0%,0.0%,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,zeros,local-global,0.8090606060606061,0.1
25,1.4583280086517334,3,4,0.8,400,400,3000,1,1,21,14179.631,22656.163,8476.532,2404.8,25060.963,22656.163,987.84,255.808,1243.648,0.7782616875182228%,53.5%,53.5%,100.0%,0.0%,0.8182616875182228%,49.5%,49.5%,100.0%,0.0%,zeros,local-global,0.8090606060606061,0.1
26,1.538346767425537,3,5,0.8,400,400,3000,1,1,22,14179.631,28349.344,14169.713,2414.4,30763.744,28349.344,1051.169,416.0,1467.169,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,0.7957616875182228%,51.75%,51.75%,100.0%,0.0%,zeros,local-global,0.8090606060606061,0.1
27,1.4223201274871826,3,6,0.8,400,400,3000,1,1,20,14179.631,26459.533,12279.902,2352.0,28811.533,26459.533,939.68,447.808,1387.488,0.7882616875182228%,52.5%,52.5%,100.0%,0.0%,0.8032616875182228%,51.0%,51.0%,100.0%,0.0%,zeros,local-global,0.8090606060606061,0.1
28,1.2772877216339111,3,7,0.8,400,400,3000,1,1,18,14179.631,25032.211,10852.58,2643.2,27675.411,25032.211,829.6,319.808,1149.408,0.8057616875182227%,50.75%,50.75%,100.0%,0.0%,0.7882616875182228%,52.5%,52.5%,100.0%,0.0%,zeros,local-global,0.8090606060606061,0.1
29,1.541346549987793,3,8,0.8,400,400,3000,1,1,25,14179.631,30638.778,16459.147,2627.2,33265.978,30638.778,1058.88,511.808,1570.688,0.8107616875182228%,50.25%,50.25%,100.0%,0.0%,0.8082616875182228%,50.5%,50.5%,100.0%,0.0%,zeros,local-global,0.8090606060606061,0.1
31,1.3743095397949219,4,0,0.8,400,400,3000,1,1,20,14179.631,24321.754,10142.123,2747.2,27068.954,24321.754,936.0,288.0,1224.0,0.8457616875182228%,46.75%,46.75%,100.0%,0.0%,0.7857616875182228%,52.75%,52.75%,100.0%,0.0%,zeros,local-global,1.213090909090909,0.1
32,1.4343225955963135,4,1,0.8,400,400,3000,1,1,23,14179.631,30973.014,16793.383,2593.6,33566.614,30973.014,1002.56,479.808,1482.368,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,0.8057616875182227%,50.75%,50.75%,100.0%,0.0%,zeros,local-global,1.213090909090909,0.1
30,1.5923593044281006,3,9,0.8,400,400,3000,1,1,25,14179.631,29272.096,15092.465,2755.2,32027.296,29272.096,1127.52,416.0,1543.52,0.8132616875182228%,50.0%,50.0%,100.0%,0.0%,0.7907616875182228%,52.25%,52.25%,100.0%,0.0%,zeros,local-global,0.8090606060606061,0.1
33,1.5053391456604004,4,2,0.8,400,400,3000,1,1,24,14179.631,28257.558,14077.927,2416.0,30673.558,28257.558,1051.36,383.808,1435.168,0.7907616875182228%,52.25%,52.25%,100.0%,0.0%,0.8457616875182228%,46.75%,46.75%,100.0%,0.0%,zeros,local-global,1.213090909090909,0.1
34,1.4593291282653809,4,3,0.8,400,400,3000,1,1,22,14179.631,26024.237,11844.606,2627.2,28651.437,26024.237,971.68,287.808,1259.488,0.7807616875182228%,53.25%,53.25%,100.0%,0.0%,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,zeros,local-global,1.213090909090909,0.1
35,1.377309799194336,4,4,0.8,400,400,3000,1,1,21,14179.631,22656.163,8476.532,2404.8,25060.963,22656.163,987.84,255.808,1243.648,0.7782616875182228%,53.5%,53.5%,100.0%,0.0%,0.8182616875182228%,49.5%,49.5%,100.0%,0.0%,zeros,local-global,1.213090909090909,0.1
36,1.3723089694976807,4,5,0.8,400,400,3000,1,1,22,14179.631,28349.344,14169.713,2414.4,30763.744,28349.344,1051.169,416.0,1467.169,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,0.7957616875182228%,51.75%,51.75%,100.0%,0.0%,zeros,local-global,1.213090909090909,0.1
37,1.2682857513427734,4,6,0.8,400,400,3000,1,1,20,14179.631,26459.533,12279.902,2352.0,28811.533,26459.533,939.68,447.808,1387.488,0.7882616875182228%,52.5%,52.5%,100.0%,0.0%,0.8032616875182228%,51.0%,51.0%,100.0%,0.0%,zeros,local-global,1.213090909090909,0.1
38,1.1412580013275146,4,7,0.8,400,400,3000,1,1,18,14179.631,25032.211,10852.58,2643.2,27675.411,25032.211,829.6,319.808,1149.408,0.8057616875182227%,50.75%,50.75%,100.0%,0.0%,0.7882616875182228%,52.5%,52.5%,100.0%,0.0%,zeros,local-global,1.213090909090909,0.1
41,0.973219633102417,5,0,0.8,400,400,3000,1,1,14,14179.631,21308.102,7128.471,2747.2,24055.302,21308.102,822.4,291.52,1113.92,0.8457616875182228%,46.75%,46.75%,100.0%,0.0%,0.7857616875182228%,52.75%,52.75%,100.0%,0.0%,zeros,local-global,1.6171212121212122,0.1
45,0.7711737155914307,5,4,0.8,400,400,3000,1,1,10,14179.631,14523.491,343.86,2784.0,17307.491,14523.491,592.535,223.52,816.055,0.7782616875182228%,53.5%,53.5%,100.0%,0.0%,0.8182616875182228%,49.5%,49.5%,100.0%,0.0%,zeros,local-global,1.6171212121212122,0.1
44,1.064239501953125,5,3,0.8,400,400,3000,1,1,16,14179.631,24972.083,10792.452,2641.6,27613.683,24972.083,836.764,438.69,1275.454,0.7807616875182228%,53.25%,53.25%,100.0%,0.0%,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,zeros,local-global,1.6171212121212122,0.1
39,1.6053619384765625,4,8,0.8,400,400,3000,1,1,25,14179.631,30638.778,16459.147,2627.2,33265.978,30638.778,1058.88,511.808,1570.688,0.8107616875182228%,50.25%,50.25%,100.0%,0.0%,0.8082616875182228%,50.5%,50.5%,100.0%,0.0%,zeros,local-global,1.213090909090909,0.1
40,1.551349401473999,4,9,0.8,400,400,3000,1,1,25,14179.631,29272.096,15092.465,2755.2,32027.296,29272.096,1127.52,416.0,1543.52,0.8132616875182228%,50.0%,50.0%,100.0%,0.0%,0.7907616875182228%,52.25%,52.25%,100.0%,0.0%,zeros,local-global,1.213090909090909,0.1
42,1.4603283405303955,5,1,0.8,400,400,3000,1,1,23,14179.631,33061.104,18881.473,2726.4,35787.504,33061.104,1229.6,602.048,1831.648,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,0.8057616875182227%,50.75%,50.75%,100.0%,0.0%,zeros,local-global,1.6171212121212122,0.1
43,1.6833791732788086,5,2,0.8,400,400,3000,1,1,27,14179.631,31741.798,17562.167,2393.6,34135.398,31741.798,1548.074,462.228,2010.302,0.7907616875182228%,52.25%,52.25%,100.0%,0.0%,0.8457616875182228%,46.75%,46.75%,100.0%,0.0%,zeros,local-global,1.6171212121212122,0.1
46,1.4713315963745117,5,5,0.8,400,400,3000,1,1,22,14179.631,30618.774,16439.143,2276.8,32895.574,30618.774,1303.28,563.822,1867.102,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,0.7957616875182228%,51.75%,51.75%,100.0%,0.0%,zeros,local-global,1.6171212121212122,0.1
47,1.2762887477874756,5,6,0.8,400,400,3000,1,1,19,14179.631,27633.075,13453.444,2620.8,30253.875,27633.075,1104.591,468.32,1572.911,0.7882616875182228%,52.5%,52.5%,100.0%,0.0%,0.8032616875182228%,51.0%,51.0%,100.0%,0.0%,zeros,local-global,1.6171212121212122,0.1
49,1.1932687759399414,5,8,0.8,400,400,3000,1,1,17,14179.631,23775.123,9595.492,2659.2,26434.323,23775.123,941.226,338.55,1279.776,0.8107616875182228%,50.25%,50.25%,100.0%,0.0%,0.8082616875182228%,50.5%,50.5%,100.0%,0.0%,zeros,local-global,1.6171212121212122,0.1
51,1.0102274417877197,6,0,0.8,400,400,3000,1,1,14,14179.631,21308.102,7128.471,2747.2,24055.302,21308.102,822.4,291.52,1113.92,0.8457616875182228%,46.75%,46.75%,100.0%,0.0%,0.7857616875182228%,52.75%,52.75%,100.0%,0.0%,zeros,local-global,2.0211515151515154,0.1
48,1.591357946395874,5,7,0.8,400,400,3000,1,1,24,14179.631,31598.362,17418.731,2331.2,33929.562,31598.362,1404.6,387.52,1792.12,0.8057616875182227%,50.75%,50.75%,100.0%,0.0%,0.7882616875182228%,52.5%,52.5%,100.0%,0.0%,zeros,local-global,1.6171212121212122,0.1
55,0.7941780090332031,6,4,0.8,400,400,3000,1,1,10,14179.631,14523.491,343.86,2784.0,17307.491,14523.491,592.535,223.52,816.055,0.7782616875182228%,53.5%,53.5%,100.0%,0.0%,0.8182616875182228%,49.5%,49.5%,100.0%,0.0%,zeros,local-global,2.0211515151515154,0.1
50,1.6183643341064453,5,9,0.8,400,400,3000,1,1,26,14179.631,34483.392,20303.761,2780.8,37264.192,34483.392,1518.941,539.52,2058.461,0.8132616875182228%,50.0%,50.0%,100.0%,0.0%,0.7907616875182228%,52.25%,52.25%,100.0%,0.0%,zeros,local-global,1.6171212121212122,0.1
54,1.1182518005371094,6,3,0.8,400,400,3000,1,1,16,14179.631,24972.083,10792.452,2641.6,27613.683,24972.083,836.764,438.69,1275.454,0.7807616875182228%,53.25%,53.25%,100.0%,0.0%,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,zeros,local-global,2.0211515151515154,0.1
52,1.4873344898223877,6,1,0.8,400,400,3000,1,1,23,14179.631,33061.104,18881.473,2726.4,35787.504,33061.104,1229.6,602.048,1831.648,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,0.8057616875182227%,50.75%,50.75%,100.0%,0.0%,zeros,local-global,2.0211515151515154,0.1
53,1.7453930377960205,6,2,0.8,400,400,3000,1,1,27,14179.631,31741.798,17562.167,2393.6,34135.398,31741.798,1548.074,462.228,2010.302,0.7907616875182228%,52.25%,52.25%,100.0%,0.0%,0.8457616875182228%,46.75%,46.75%,100.0%,0.0%,zeros,local-global,2.0211515151515154,0.1
57,1.3002924919128418,6,6,0.8,400,400,3000,1,1,19,14179.631,27633.075,13453.444,2620.8,30253.875,27633.075,1104.591,468.32,1572.911,0.7882616875182228%,52.5%,52.5%,100.0%,0.0%,0.8032616875182228%,51.0%,51.0%,100.0%,0.0%,zeros,local-global,2.0211515151515154,0.1
56,1.5153419971466064,6,5,0.8,400,400,3000,1,1,22,14179.631,30618.774,16439.143,2276.8,32895.574,30618.774,1303.28,563.822,1867.102,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,0.7957616875182228%,51.75%,51.75%,100.0%,0.0%,zeros,local-global,2.0211515151515154,0.1
59,1.1792662143707275,6,8,0.8,400,400,3000,1,1,17,14179.631,23775.123,9595.492,2659.2,26434.323,23775.123,941.226,338.55,1279.776,0.8107616875182228%,50.25%,50.25%,100.0%,0.0%,0.8082616875182228%,50.5%,50.5%,100.0%,0.0%,zeros,local-global,2.0211515151515154,0.1
61,1.1712636947631836,7,0,0.8,400,400,3000,1,1,17,14179.631,24005.696,9826.065,2414.4,26420.096,24005.696,1057.556,471.648,1529.204,0.8457616875182228%,46.75%,46.75%,100.0%,0.0%,0.7857616875182228%,52.75%,52.75%,100.0%,0.0%,zeros,local-global,2.425181818181818,0.1
58,1.5803554058074951,6,7,0.8,400,400,3000,1,1,24,14179.631,31598.362,17418.731,2331.2,33929.562,31598.362,1404.6,387.52,1792.12,0.8057616875182227%,50.75%,50.75%,100.0%,0.0%,0.7882616875182228%,52.5%,52.5%,100.0%,0.0%,zeros,local-global,2.0211515151515154,0.1
63,1.0832428932189941,7,2,0.8,400,400,3000,1,1,15,14179.631,24176.464,9996.833,2416.0,26592.464,24176.464,919.783,530.832,1450.615,0.7907616875182228%,52.25%,52.25%,100.0%,0.0%,0.8457616875182228%,46.75%,46.75%,100.0%,0.0%,zeros,local-global,2.425181818181818,0.1
60,1.6903808116912842,6,9,0.8,400,400,3000,1,1,26,14179.631,34483.392,20303.761,2780.8,37264.192,34483.392,1518.941,539.52,2058.461,0.8132616875182228%,50.0%,50.0%,100.0%,0.0%,0.7907616875182228%,52.25%,52.25%,100.0%,0.0%,zeros,local-global,2.0211515151515154,0.1
64,1.4033167362213135,7,3,0.8,400,400,3000,1,1,20,14179.631,31941.786,17762.155,2252.8,34194.586,31941.786,1329.534,702.431,2031.965,0.7807616875182228%,53.25%,53.25%,100.0%,0.0%,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,zeros,local-global,2.425181818181818,0.1
65,1.3473036289215088,7,4,0.8,400,400,3000,1,1,18,14179.631,23203.709,9024.078,2388.8,25592.509,23203.709,1116.651,502.526,1619.177,0.7782616875182228%,53.5%,53.5%,100.0%,0.0%,0.8182616875182228%,49.5%,49.5%,100.0%,0.0%,zeros,local-global,2.425181818181818,0.1
62,2.0724668502807617,7,1,0.8,400,400,3000,1,1,31,14179.631,41079.715,26900.084,2297.6,43377.315,41079.715,2027.869,752.32,2780.189,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,0.8057616875182227%,50.75%,50.75%,100.0%,0.0%,zeros,local-global,2.425181818181818,0.1
67,1.3563053607940674,7,6,0.8,400,400,3000,1,1,18,14179.631,28346.502,14166.871,2352.0,30698.502,28346.502,1210.865,630.688,1841.553,0.7882616875182228%,52.5%,52.5%,100.0%,0.0%,0.8032616875182228%,51.0%,51.0%,100.0%,0.0%,zeros,local-global,2.425181818181818,0.1
70,1.1972694396972656,7,9,0.8,400,400,3000,1,1,16,14179.631,26897.971,12718.34,2467.2,29365.171,26897.971,1025.226,456.64,1481.866,0.8132616875182228%,50.0%,50.0%,100.0%,0.0%,0.7907616875182228%,52.25%,52.25%,100.0%,0.0%,zeros,local-global,2.425181818181818,0.1
68,1.409318208694458,7,7,0.8,400,400,3000,1,1,19,14179.631,29601.955,15422.324,2814.4,32416.355,29601.955,1281.171,678.281,1959.452,0.8057616875182227%,50.75%,50.75%,100.0%,0.0%,0.7882616875182228%,52.5%,52.5%,100.0%,0.0%,zeros,local-global,2.425181818181818,0.1
66,1.773400068283081,7,5,0.8,400,400,3000,1,1,25,14179.631,33232.336,19052.705,2699.2,35931.536,33232.336,1592.276,675.191,2267.467,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,0.7957616875182228%,51.75%,51.75%,100.0%,0.0%,zeros,local-global,2.425181818181818,0.1
71,1.2402796745300293,8,0,0.8,400,400,3000,1,1,17,14179.631,24005.696,9826.065,2414.4,26420.096,24005.696,1057.556,471.648,1529.204,0.8457616875182228%,46.75%,46.75%,100.0%,0.0%,0.7857616875182228%,52.75%,52.75%,100.0%,0.0%,zeros,local-global,2.8292121212121213,0.1
69,1.755394697189331,7,8,0.8,400,400,3000,1,1,25,14179.631,33981.648,19802.017,2627.2,36608.848,33981.648,1544.923,787.232,2332.155,0.8107616875182228%,50.25%,50.25%,100.0%,0.0%,0.8082616875182228%,50.5%,50.5%,100.0%,0.0%,zeros,local-global,2.425181818181818,0.1
73,1.111250400543213,8,2,0.8,400,400,3000,1,1,15,14179.631,24176.464,9996.833,2416.0,26592.464,24176.464,919.783,530.832,1450.615,0.7907616875182228%,52.25%,52.25%,100.0%,0.0%,0.8457616875182228%,46.75%,46.75%,100.0%,0.0%,zeros,local-global,2.8292121212121213,0.1
74,1.4663302898406982,8,3,0.8,400,400,3000,1,1,20,14179.631,31941.786,17762.155,2252.8,34194.586,31941.786,1329.534,702.431,2031.965,0.7807616875182228%,53.25%,53.25%,100.0%,0.0%,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,zeros,local-global,2.8292121212121213,0.1
75,1.3553051948547363,8,4,0.8,400,400,3000,1,1,18,14179.631,23203.709,9024.078,2388.8,25592.509,23203.709,1116.651,502.526,1619.177,0.7782616875182228%,53.5%,53.5%,100.0%,0.0%,0.8182616875182228%,49.5%,49.5%,100.0%,0.0%,zeros,local-global,2.8292121212121213,0.1
72,2.061464548110962,8,1,0.8,400,400,3000,1,1,31,14179.631,41079.715,26900.084,2297.6,43377.315,41079.715,2027.869,752.32,2780.189,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,0.8057616875182227%,50.75%,50.75%,100.0%,0.0%,zeros,local-global,2.8292121212121213,0.1
77,1.397315263748169,8,6,0.8,400,400,3000,1,1,18,14179.631,28346.502,14166.871,2352.0,30698.502,28346.502,1210.865,630.688,1841.553,0.7882616875182228%,52.5%,52.5%,100.0%,0.0%,0.8032616875182228%,51.0%,51.0%,100.0%,0.0%,zeros,local-global,2.8292121212121213,0.1
78,1.4323217868804932,8,7,0.8,400,400,3000,1,1,19,14179.631,29601.955,15422.324,2814.4,32416.355,29601.955,1281.171,678.281,1959.452,0.8057616875182227%,50.75%,50.75%,100.0%,0.0%,0.7882616875182228%,52.5%,52.5%,100.0%,0.0%,zeros,local-global,2.8292121212121213,0.1
76,1.728388786315918,8,5,0.8,400,400,3000,1,1,25,14179.631,33232.336,19052.705,2699.2,35931.536,33232.336,1592.276,675.191,2267.467,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,0.7957616875182228%,51.75%,51.75%,100.0%,0.0%,zeros,local-global,2.8292121212121213,0.1
80,1.2532823085784912,8,9,0.8,400,400,3000,1,1,16,14179.631,26897.971,12718.34,2467.2,29365.171,26897.971,1025.226,456.64,1481.866,0.8132616875182228%,50.0%,50.0%,100.0%,0.0%,0.7907616875182228%,52.25%,52.25%,100.0%,0.0%,zeros,local-global,2.8292121212121213,0.1
79,1.8004059791564941,8,8,0.8,400,400,3000,1,1,25,14179.631,33981.648,19802.017,2627.2,36608.848,33981.648,1544.923,787.232,2332.155,0.8107616875182228%,50.25%,50.25%,100.0%,0.0%,0.8082616875182228%,50.5%,50.5%,100.0%,0.0%,zeros,local-global,2.8292121212121213,0.1
81,1.4897620677947998,9,0,0.8,400,400,3000,1,1,20,14179.631,28206.251,14026.62,2731.2,30937.451,28206.251,1391.081,665.886,2056.967,0.8457616875182228%,46.75%,46.75%,100.0%,0.0%,0.7857616875182228%,52.75%,52.75%,100.0%,0.0%,zeros,local-global,3.2332424242424245,0.1
83,1.2442800998687744,9,2,0.8,400,400,3000,1,1,17,14179.631,26396.115,12216.484,2747.2,29143.315,26396.115,1246.299,532.62,1778.919,0.7907616875182228%,52.25%,52.25%,100.0%,0.0%,0.8457616875182228%,46.75%,46.75%,100.0%,0.0%,zeros,local-global,3.2332424242424245,0.1
82,1.4333224296569824,9,1,0.8,400,400,3000,1,1,20,14179.631,30668.538,16488.907,2689.6,33358.138,30668.538,1437.281,635.386,2072.667,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,0.8057616875182227%,50.75%,50.75%,100.0%,0.0%,zeros,local-global,3.2332424242424245,0.1
85,1.1322548389434814,9,4,0.8,400,400,3000,1,1,16,14179.631,21327.426,7147.795,2724.8,24052.226,21327.426,1030.838,573.858,1604.696,0.7782616875182228%,53.5%,53.5%,100.0%,0.0%,0.8182616875182228%,49.5%,49.5%,100.0%,0.0%,zeros,local-global,3.2332424242424245,0.1
86,1.2062714099884033,9,5,0.8,400,400,3000,1,1,17,14179.631,28837.901,14658.27,2700.8,31538.701,28837.901,1308.454,688.856,1997.31,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,0.7957616875182228%,51.75%,51.75%,100.0%,0.0%,zeros,local-global,3.2332424242424245,0.1
84,1.7233879566192627,9,3,0.8,400,400,3000,1,1,26,14179.631,37696.589,23516.958,2756.8,40453.389,37696.589,1920.011,812.448,2732.459,0.7807616875182228%,53.25%,53.25%,100.0%,0.0%,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,zeros,local-global,3.2332424242424245,0.1
87,1.5403468608856201,9,6,0.8,400,400,3000,1,1,23,14179.631,33665.069,19485.438,2784.0,36449.069,33665.069,1751.99,765.156,2517.146,0.7882616875182228%,52.5%,52.5%,100.0%,0.0%,0.8032616875182228%,51.0%,51.0%,100.0%,0.0%,zeros,local-global,3.2332424242424245,0.1
