,time_elapsed,simulationTypeNumber,seed,learning_rate,n_pattern,n_pattern_features,max_epochs,energy_exponent,preset_simulation,Learning was complete at epoch #,Theoretical: random-walk efficiency,Simulated: efficiency (m_perc/m_min),Simulated-Theoretical efficiency difference,Theoretical: minimum energy for learning,Simulated: energy actually used by learning,Simulated-Theoretical min difference for learning,Energy expended by simulations for consolidations,Energy expended by simulations for maintenance,Energy expended total,(seen) NLL,(seen) Accuracy,(seen) Precision,(seen) Sensitivity,(seen) Specificity,(unseen) NLL,(unseen) Accuracy,(unseen) Precision,(unseen) Sensitivity,(unseen) Specificity,weights_initialised_as,cache_algorithm,max_size_of_transient_memory,maintenance_cost_of_transient_memory
224,1.864419937133789,23,3,0.8,400,400,3000,1,1,30,14179.631,44120.583,29940.952,2968.0,47088.583,44120.583,2402.702,2189.201,4591.903,0.7807616875182228%,53.25%,53.25%,100.0%,0.0%,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,zeros,local-global,8.889666666666667,0.1
229,1.0972464084625244,23,8,0.8,400,400,3000,1,1,18,14179.631,33171.38,18991.749,2817.6,35988.98,33171.38,1916.189,1238.523,3154.712,0.8107616875182228%,50.25%,50.25%,100.0%,0.0%,0.8082616875182228%,50.5%,50.5%,100.0%,0.0%,zeros,local-global,8.889666666666667,0.1
228,1.5843565464019775,23,7,0.8,400,400,3000,1,1,26,14179.631,41555.077,27375.446,2643.2,44198.277,41555.077,2586.822,1648.695,4235.517,0.8057616875182227%,50.75%,50.75%,100.0%,0.0%,0.7882616875182228%,52.5%,52.5%,100.0%,0.0%,zeros,local-global,8.889666666666667,0.1
232,1.1222524642944336,24,1,0.8,400,400,3000,1,1,17,14179.631,33138.255,18958.624,3280.0,36418.255,33138.255,1879.635,1285.168,3164.803,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,0.8057616875182227%,50.75%,50.75%,100.0%,0.0%,zeros,local-global,9.29369696969697,0.1
230,1.5453476905822754,23,9,0.8,400,400,3000,1,1,25,14179.631,36151.242,21971.611,3113.6,39264.842,36151.242,2140.945,1556.985,3697.93,0.8132616875182228%,50.0%,50.0%,100.0%,0.0%,0.7907616875182228%,52.25%,52.25%,100.0%,0.0%,zeros,local-global,8.889666666666667,0.1
235,1.1592609882354736,24,4,0.8,400,400,3000,1,1,16,14179.631,27356.653,13177.022,3009.6,30366.253,27356.653,1544.63,1256.028,2800.658,0.7782616875182228%,53.5%,53.5%,100.0%,0.0%,0.8182616875182228%,49.5%,49.5%,100.0%,0.0%,zeros,local-global,9.29369696969697,0.1
231,1.4673302173614502,24,0,0.8,400,400,3000,1,1,22,14179.631,35232.661,21053.03,2852.8,38085.461,35232.661,1958.022,1642.179,3600.201,0.8457616875182228%,46.75%,46.75%,100.0%,0.0%,0.7857616875182228%,52.75%,52.75%,100.0%,0.0%,zeros,local-global,9.29369696969697,0.1
233,1.4553277492523193,24,2,0.8,400,400,3000,1,1,23,14179.631,39778.022,25598.391,2940.8,42718.822,39778.022,2454.466,1700.158,4154.624,0.7907616875182228%,52.25%,52.25%,100.0%,0.0%,0.8457616875182228%,46.75%,46.75%,100.0%,0.0%,zeros,local-global,9.29369696969697,0.1
236,1.1192519664764404,24,5,0.8,400,400,3000,1,1,17,14179.631,31458.633,17279.002,3112.0,34570.633,31458.633,1926.266,1088.164,3014.43,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,0.7957616875182228%,51.75%,51.75%,100.0%,0.0%,zeros,local-global,9.29369696969697,0.1
237,1.0462355613708496,24,6,0.8,400,400,3000,1,1,15,14179.631,26721.288,12541.657,2652.8,29374.088,26721.288,1398.173,971.281,2369.454,0.7882616875182228%,52.5%,52.5%,100.0%,0.0%,0.8032616875182228%,51.0%,51.0%,100.0%,0.0%,zeros,local-global,9.29369696969697,0.1
234,1.8354129791259766,24,3,0.8,400,400,3000,1,1,30,14179.631,44120.583,29940.952,2968.0,47088.583,44120.583,2402.702,2189.201,4591.903,0.7807616875182228%,53.25%,53.25%,100.0%,0.0%,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,zeros,local-global,9.29369696969697,0.1
241,0.9862222671508789,25,0,0.8,400,400,3000,1,1,14,14179.631,28862.236,14682.605,2888.0,31750.236,28862.236,1656.15,1097.224,2753.374,0.8457616875182228%,46.75%,46.75%,100.0%,0.0%,0.7857616875182228%,52.75%,52.75%,100.0%,0.0%,zeros,local-global,9.697727272727272,0.1
239,1.23927903175354,24,8,0.8,400,400,3000,1,1,18,14179.631,33171.38,18991.749,2817.6,35988.98,33171.38,1916.189,1238.523,3154.712,0.8107616875182228%,50.25%,50.25%,100.0%,0.0%,0.8082616875182228%,50.5%,50.5%,100.0%,0.0%,zeros,local-global,9.29369696969697,0.1
243,0.9642176628112793,25,2,0.8,400,400,3000,1,1,14,14179.631,28381.124,14201.493,3244.8,31625.924,28381.124,1799.954,995.458,2795.412,0.7907616875182228%,52.25%,52.25%,100.0%,0.0%,0.8457616875182228%,46.75%,46.75%,100.0%,0.0%,zeros,local-global,9.697727272727272,0.1
238,1.6813790798187256,24,7,0.8,400,400,3000,1,1,26,14179.631,41555.077,27375.446,2643.2,44198.277,41555.077,2586.822,1648.695,4235.517,0.8057616875182227%,50.75%,50.75%,100.0%,0.0%,0.7882616875182228%,52.5%,52.5%,100.0%,0.0%,zeros,local-global,9.29369696969697,0.1
245,0.787177562713623,25,4,0.8,400,400,3000,1,1,10,14179.631,19022.804,4843.173,3065.6,22088.404,19022.804,1136.883,814.066,1950.949,0.7782616875182228%,53.5%,53.5%,100.0%,0.0%,0.8182616875182228%,49.5%,49.5%,100.0%,0.0%,zeros,local-global,9.697727272727272,0.1
240,1.5473482608795166,24,9,0.8,400,400,3000,1,1,25,14179.631,36151.242,21971.611,3113.6,39264.842,36151.242,2140.945,1556.985,3697.93,0.8132616875182228%,50.0%,50.0%,100.0%,0.0%,0.7907616875182228%,52.25%,52.25%,100.0%,0.0%,zeros,local-global,9.29369696969697,0.1
242,1.6543724536895752,25,1,0.8,400,400,3000,1,1,26,14179.631,48014.26,33834.629,2993.6,51007.86,48014.26,2917.689,1811.808,4729.497,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,0.8057616875182227%,50.75%,50.75%,100.0%,0.0%,zeros,local-global,9.697727272727272,0.1
246,1.401315450668335,25,5,0.8,400,400,3000,1,1,22,14179.631,37040.848,22861.217,3048.0,40088.848,37040.848,1979.578,1746.899,3726.477,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,0.7957616875182228%,51.75%,51.75%,100.0%,0.0%,zeros,local-global,9.697727272727272,0.1
248,1.150259256362915,25,7,0.8,400,400,3000,1,1,18,14179.631,31790.53,17610.899,3288.0,35078.53,31790.53,1921.199,1428.182,3349.381,0.8057616875182227%,50.75%,50.75%,100.0%,0.0%,0.7882616875182228%,52.5%,52.5%,100.0%,0.0%,zeros,local-global,9.697727272727272,0.1
251,0.9902234077453613,26,0,0.8,400,400,3000,1,1,14,14179.631,28862.236,14682.605,2888.0,31750.236,28862.236,1656.15,1097.224,2753.374,0.8457616875182228%,46.75%,46.75%,100.0%,0.0%,0.7857616875182228%,52.75%,52.75%,100.0%,0.0%,zeros,local-global,10.101757575757576,0.1
247,1.2612841129302979,25,6,0.8,400,400,3000,1,1,19,14179.631,33669.42,19489.789,3257.6,36927.02,33669.42,1943.956,1325.043,3268.999,0.7882616875182228%,52.5%,52.5%,100.0%,0.0%,0.8032616875182228%,51.0%,51.0%,100.0%,0.0%,zeros,local-global,9.697727272727272,0.1
244,2.0144541263580322,25,3,0.8,400,400,3000,1,1,29,14179.631,43426.814,29247.183,2332.8,45759.614,43426.814,2417.069,2002.853,4419.922,0.7807616875182228%,53.25%,53.25%,100.0%,0.0%,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,zeros,local-global,9.697727272727272,0.1
249,1.3453032970428467,25,8,0.8,400,400,3000,1,1,21,14179.631,35671.12,21491.489,3366.4,39037.52,35671.12,2054.073,1615.925,3669.998,0.8107616875182228%,50.25%,50.25%,100.0%,0.0%,0.8082616875182228%,50.5%,50.5%,100.0%,0.0%,zeros,local-global,9.697727272727272,0.1
253,1.039233684539795,26,2,0.8,400,400,3000,1,1,14,14179.631,28381.124,14201.493,3244.8,31625.924,28381.124,1799.954,995.458,2795.412,0.7907616875182228%,52.25%,52.25%,100.0%,0.0%,0.8457616875182228%,46.75%,46.75%,100.0%,0.0%,zeros,local-global,10.101757575757576,0.1
250,1.6693761348724365,25,9,0.8,400,400,3000,1,1,25,14179.631,41503.423,27323.792,3072.0,44575.423,41503.423,2431.141,1762.341,4193.482,0.8132616875182228%,50.0%,50.0%,100.0%,0.0%,0.7907616875182228%,52.25%,52.25%,100.0%,0.0%,zeros,local-global,9.697727272727272,0.1
255,0.8341877460479736,26,4,0.8,400,400,3000,1,1,10,14179.631,19022.804,4843.173,3065.6,22088.404,19022.804,1136.883,814.066,1950.949,0.7782616875182228%,53.5%,53.5%,100.0%,0.0%,0.8182616875182228%,49.5%,49.5%,100.0%,0.0%,zeros,local-global,10.101757575757576,0.1
252,1.7934033870697021,26,1,0.8,400,400,3000,1,1,26,14179.631,48014.26,33834.629,2993.6,51007.86,48014.26,2917.689,1811.808,4729.497,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,0.8057616875182227%,50.75%,50.75%,100.0%,0.0%,zeros,local-global,10.101757575757576,0.1
257,1.278287410736084,26,6,0.8,400,400,3000,1,1,19,14179.631,33669.42,19489.789,3257.6,36927.02,33669.42,1943.956,1325.043,3268.999,0.7882616875182228%,52.5%,52.5%,100.0%,0.0%,0.8032616875182228%,51.0%,51.0%,100.0%,0.0%,zeros,local-global,10.101757575757576,0.1
256,1.4243204593658447,26,5,0.8,400,400,3000,1,1,22,14179.631,37040.848,22861.217,3048.0,40088.848,37040.848,1979.578,1746.899,3726.477,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,0.7957616875182228%,51.75%,51.75%,100.0%,0.0%,zeros,local-global,10.101757575757576,0.1
258,1.289290428161621,26,7,0.8,400,400,3000,1,1,18,14179.631,31790.53,17610.899,3288.0,35078.53,31790.53,1921.199,1428.182,3349.381,0.8057616875182227%,50.75%,50.75%,100.0%,0.0%,0.7882616875182228%,52.5%,52.5%,100.0%,0.0%,zeros,local-global,10.101757575757576,0.1
259,1.328298807144165,26,8,0.8,400,400,3000,1,1,21,14179.631,35671.12,21491.489,3366.4,39037.52,35671.12,2054.073,1615.925,3669.998,0.8107616875182228%,50.25%,50.25%,100.0%,0.0%,0.8082616875182228%,50.5%,50.5%,100.0%,0.0%,zeros,local-global,10.101757575757576,0.1
254,1.892425775527954,26,3,0.8,400,400,3000,1,1,29,14179.631,43426.814,29247.183,2332.8,45759.614,43426.814,2417.069,2002.853,4419.922,0.7807616875182228%,53.25%,53.25%,100.0%,0.0%,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,zeros,local-global,10.101757575757576,0.1
261,1.3192975521087646,27,0,0.8,400,400,3000,1,1,21,14179.631,34952.049,20772.418,3004.8,37956.849,34952.049,2089.28,1636.006,3725.286,0.8457616875182228%,46.75%,46.75%,100.0%,0.0%,0.7857616875182228%,52.75%,52.75%,100.0%,0.0%,zeros,local-global,10.50578787878788,0.1
260,1.5783555507659912,26,9,0.8,400,400,3000,1,1,25,14179.631,41503.423,27323.792,3072.0,44575.423,41503.423,2431.141,1762.341,4193.482,0.8132616875182228%,50.0%,50.0%,100.0%,0.0%,0.7907616875182228%,52.25%,52.25%,100.0%,0.0%,zeros,local-global,10.101757575757576,0.1
263,1.351304054260254,27,2,0.8,400,400,3000,1,1,21,14179.631,35448.069,21268.438,3283.2,38731.269,35448.069,2116.447,1744.134,3860.581,0.7907616875182228%,52.25%,52.25%,100.0%,0.0%,0.8457616875182228%,46.75%,46.75%,100.0%,0.0%,zeros,local-global,10.50578787878788,0.1
265,0.9962246417999268,27,4,0.8,400,400,3000,1,1,15,14179.631,25360.002,11180.371,3473.6,28833.602,25360.002,1546.711,1162.434,2709.145,0.7782616875182228%,53.5%,53.5%,100.0%,0.0%,0.8182616875182228%,49.5%,49.5%,100.0%,0.0%,zeros,local-global,10.50578787878788,0.1
264,1.3302993774414062,27,3,0.8,400,400,3000,1,1,19,14179.631,34333.183,20153.552,2886.4,37219.583,34333.183,2077.155,1418.928,3496.083,0.7807616875182228%,53.25%,53.25%,100.0%,0.0%,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,zeros,local-global,10.50578787878788,0.1
266,1.2032723426818848,27,5,0.8,400,400,3000,1,1,18,14179.631,36234.798,22055.167,2276.8,38511.598,36234.798,2142.511,1453.772,3596.283,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,0.7957616875182228%,51.75%,51.75%,100.0%,0.0%,zeros,local-global,10.50578787878788,0.1
262,1.980445146560669,27,1,0.8,400,400,3000,1,1,30,14179.631,43954.635,29775.004,3464.0,47418.635,43954.635,2454.838,2605.878,5060.716,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,0.8057616875182227%,50.75%,50.75%,100.0%,0.0%,zeros,local-global,10.50578787878788,0.1
267,1.2502810955047607,27,6,0.8,400,400,3000,1,1,19,14179.631,36303.139,22123.508,2620.8,38923.939,36303.139,2110.931,1556.376,3667.307,0.7882616875182228%,52.5%,52.5%,100.0%,0.0%,0.8032616875182228%,51.0%,51.0%,100.0%,0.0%,zeros,local-global,10.50578787878788,0.1
269,1.04823637008667,27,8,0.8,400,400,3000,1,1,15,14179.631,28567.917,14388.286,3094.4,31662.317,28567.917,1622.894,1301.346,2924.24,0.8107616875182228%,50.25%,50.25%,100.0%,0.0%,0.8082616875182228%,50.5%,50.5%,100.0%,0.0%,zeros,local-global,10.50578787878788,0.1
268,1.6503725051879883,27,7,0.8,400,400,3000,1,1,27,14179.631,42024.391,27844.76,3288.0,45312.391,42024.391,2451.469,2070.237,4521.706,0.8057616875182227%,50.75%,50.75%,100.0%,0.0%,0.7882616875182228%,52.5%,52.5%,100.0%,0.0%,zeros,local-global,10.50578787878788,0.1
271,1.3793108463287354,28,0,0.8,400,400,3000,1,1,21,14179.631,34952.049,20772.418,3004.8,37956.849,34952.049,2089.28,1636.006,3725.286,0.8457616875182228%,46.75%,46.75%,100.0%,0.0%,0.7857616875182228%,52.75%,52.75%,100.0%,0.0%,zeros,local-global,10.909818181818183,0.1
275,1.0612385272979736,28,4,0.8,400,400,3000,1,1,15,14179.631,25360.002,11180.371,3473.6,28833.602,25360.002,1546.711,1162.434,2709.145,0.7782616875182228%,53.5%,53.5%,100.0%,0.0%,0.8182616875182228%,49.5%,49.5%,100.0%,0.0%,zeros,local-global,10.909818181818183,0.1
270,1.704383373260498,27,9,0.8,400,400,3000,1,1,27,14179.631,43568.958,29389.327,2899.2,46468.158,43568.958,2691.204,2068.687,4759.891,0.8132616875182228%,50.0%,50.0%,100.0%,0.0%,0.7907616875182228%,52.25%,52.25%,100.0%,0.0%,zeros,local-global,10.50578787878788,0.1
273,1.3212974071502686,28,2,0.8,400,400,3000,1,1,21,14179.631,35448.069,21268.438,3283.2,38731.269,35448.069,2116.447,1744.134,3860.581,0.7907616875182228%,52.25%,52.25%,100.0%,0.0%,0.8457616875182228%,46.75%,46.75%,100.0%,0.0%,zeros,local-global,10.909818181818183,0.1
274,1.2812883853912354,28,3,0.8,400,400,3000,1,1,19,14179.631,34333.183,20153.552,2886.4,37219.583,34333.183,2077.155,1418.928,3496.083,0.7807616875182228%,53.25%,53.25%,100.0%,0.0%,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,zeros,local-global,10.909818181818183,0.1
276,1.1432576179504395,28,5,0.8,400,400,3000,1,1,18,14179.631,36234.798,22055.167,2276.8,38511.598,36234.798,2142.511,1453.772,3596.283,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,0.7957616875182228%,51.75%,51.75%,100.0%,0.0%,zeros,local-global,10.909818181818183,0.1
277,1.139256238937378,28,6,0.8,400,400,3000,1,1,19,14179.631,36303.139,22123.508,2620.8,38923.939,36303.139,2110.931,1556.376,3667.307,0.7882616875182228%,52.5%,52.5%,100.0%,0.0%,0.8032616875182228%,51.0%,51.0%,100.0%,0.0%,zeros,local-global,10.909818181818183,0.1
272,1.864419937133789,28,1,0.8,400,400,3000,1,1,30,14179.631,43954.635,29775.004,3464.0,47418.635,43954.635,2454.838,2605.878,5060.716,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,0.8057616875182227%,50.75%,50.75%,100.0%,0.0%,zeros,local-global,10.909818181818183,0.1
279,1.062239170074463,28,8,0.8,400,400,3000,1,1,15,14179.631,28567.917,14388.286,3094.4,31662.317,28567.917,1622.894,1301.346,2924.24,0.8107616875182228%,50.25%,50.25%,100.0%,0.0%,0.8082616875182228%,50.5%,50.5%,100.0%,0.0%,zeros,local-global,10.909818181818183,0.1
285,0.8081815242767334,29,4,0.8,400,400,3000,1,1,12,14179.631,23887.305,9707.674,3051.2,26938.505,23887.305,1355.967,1318.097,2674.064,0.7782616875182228%,53.5%,53.5%,100.0%,0.0%,0.8182616875182228%,49.5%,49.5%,100.0%,0.0%,zeros,local-global,11.313848484848485,0.1
281,1.256282091140747,29,0,0.8,400,400,3000,1,1,18,14179.631,34498.537,20318.906,3420.8,37919.337,34498.537,2118.949,1691.798,3810.747,0.8457616875182228%,46.75%,46.75%,100.0%,0.0%,0.7857616875182228%,52.75%,52.75%,100.0%,0.0%,zeros,local-global,11.313848484848485,0.1
278,1.7103853225708008,28,7,0.8,400,400,3000,1,1,27,14179.631,42024.391,27844.76,3288.0,45312.391,42024.391,2451.469,2070.237,4521.706,0.8057616875182227%,50.75%,50.75%,100.0%,0.0%,0.7882616875182228%,52.5%,52.5%,100.0%,0.0%,zeros,local-global,10.909818181818183,0.1
283,1.3322999477386475,29,2,0.8,400,400,3000,1,1,20,14179.631,34218.38,20038.749,3123.2,37341.58,34218.38,2049.772,1704.388,3754.16,0.7907616875182228%,52.25%,52.25%,100.0%,0.0%,0.8457616875182228%,46.75%,46.75%,100.0%,0.0%,zeros,local-global,11.313848484848485,0.1
280,1.5843560695648193,28,9,0.8,400,400,3000,1,1,27,14179.631,43568.958,29389.327,2899.2,46468.158,43568.958,2691.204,2068.687,4759.891,0.8132616875182228%,50.0%,50.0%,100.0%,0.0%,0.7907616875182228%,52.25%,52.25%,100.0%,0.0%,zeros,local-global,10.909818181818183,0.1
284,1.5483486652374268,29,3,0.8,400,400,3000,1,1,25,14179.631,43667.616,29487.985,3067.2,46734.816,43667.616,2423.124,2279.15,4702.274,0.7807616875182228%,53.25%,53.25%,100.0%,0.0%,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,zeros,local-global,11.313848484848485,0.1
286,1.3573052883148193,29,5,0.8,400,400,3000,1,1,19,14179.631,31209.466,17029.835,3404.8,34614.266,31209.466,1963.72,1457.375,3421.095,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,0.7957616875182228%,51.75%,51.75%,100.0%,0.0%,zeros,local-global,11.313848484848485,0.1
282,1.8384146690368652,29,1,0.8,400,400,3000,1,1,29,14179.631,44883.747,30704.116,3160.0,48043.747,44883.747,2500.072,2606.964,5107.036,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,0.8057616875182227%,50.75%,50.75%,100.0%,0.0%,zeros,local-global,11.313848484848485,0.1
289,1.2722859382629395,29,8,0.8,400,400,3000,1,1,19,14179.631,35637.839,21458.208,3347.2,38985.039,35637.839,1826.314,2016.423,3842.737,0.8107616875182228%,50.25%,50.25%,100.0%,0.0%,0.8082616875182228%,50.5%,50.5%,100.0%,0.0%,zeros,local-global,11.313848484848485,0.1
290,1.2942917346954346,29,9,0.8,400,400,3000,1,1,21,14179.631,39373.54,25193.909,3497.6,42871.14,39373.54,2179.152,2010.17,4189.322,0.8132616875182228%,50.0%,50.0%,100.0%,0.0%,0.7907616875182228%,52.25%,52.25%,100.0%,0.0%,zeros,local-global,11.313848484848485,0.1
291,1.211273193359375,30,0,0.8,400,400,3000,1,1,18,14179.631,34498.537,20318.906,3420.8,37919.337,34498.537,2118.949,1691.798,3810.747,0.8457616875182228%,46.75%,46.75%,100.0%,0.0%,0.7857616875182228%,52.75%,52.75%,100.0%,0.0%,zeros,local-global,11.717878787878789,0.1
288,1.6373693943023682,29,7,0.8,400,400,3000,1,1,24,14179.631,42672.366,28492.735,3252.8,45925.166,42672.366,2477.851,2083.183,4561.034,0.8057616875182227%,50.75%,50.75%,100.0%,0.0%,0.7882616875182228%,52.5%,52.5%,100.0%,0.0%,zeros,local-global,11.313848484848485,0.1
295,0.9022030830383301,30,4,0.8,400,400,3000,1,1,12,14179.631,23887.305,9707.674,3051.2,26938.505,23887.305,1355.967,1318.097,2674.064,0.7782616875182228%,53.5%,53.5%,100.0%,0.0%,0.8182616875182228%,49.5%,49.5%,100.0%,0.0%,zeros,local-global,11.717878787878789,0.1
287,1.8804237842559814,29,6,0.8,400,400,3000,1,1,29,14179.631,43187.554,29007.923,3040.0,46227.554,43187.554,2287.37,2397.865,4685.235,0.7882616875182228%,52.5%,52.5%,100.0%,0.0%,0.8032616875182228%,51.0%,51.0%,100.0%,0.0%,zeros,local-global,11.313848484848485,0.1
293,1.3903131484985352,30,2,0.8,400,400,3000,1,1,20,14179.631,34218.38,20038.749,3123.2,37341.58,34218.38,2049.772,1704.388,3754.16,0.7907616875182228%,52.25%,52.25%,100.0%,0.0%,0.8457616875182228%,46.75%,46.75%,100.0%,0.0%,zeros,local-global,11.717878787878789,0.1
292,1.860419750213623,30,1,0.8,400,400,3000,1,1,29,14179.631,44883.747,30704.116,3160.0,48043.747,44883.747,2500.072,2606.964,5107.036,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,0.8057616875182227%,50.75%,50.75%,100.0%,0.0%,zeros,local-global,11.717878787878789,0.1
294,1.607361078262329,30,3,0.8,400,400,3000,1,1,25,14179.631,43667.616,29487.985,3067.2,46734.816,43667.616,2423.124,2279.15,4702.274,0.7807616875182228%,53.25%,53.25%,100.0%,0.0%,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,zeros,local-global,11.717878787878789,0.1
296,1.2982921600341797,30,5,0.8,400,400,3000,1,1,19,14179.631,31209.466,17029.835,3404.8,34614.266,31209.466,1963.72,1457.375,3421.095,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,0.7957616875182228%,51.75%,51.75%,100.0%,0.0%,zeros,local-global,11.717878787878789,0.1
299,1.3112947940826416,30,8,0.8,400,400,3000,1,1,19,14179.631,35637.839,21458.208,3347.2,38985.039,35637.839,1826.314,2016.423,3842.737,0.8107616875182228%,50.25%,50.25%,100.0%,0.0%,0.8082616875182228%,50.5%,50.5%,100.0%,0.0%,zeros,local-global,11.717878787878789,0.1
301,1.3533055782318115,31,0,0.8,400,400,3000,1,1,20,14179.631,30159.868,15980.237,3568.0,33727.868,30159.868,1719.499,2163.7,3883.199,0.8457616875182228%,46.75%,46.75%,100.0%,0.0%,0.7857616875182228%,52.75%,52.75%,100.0%,0.0%,zeros,local-global,12.121909090909092,0.1
300,1.4003145694732666,30,9,0.8,400,400,3000,1,1,21,14179.631,39373.54,25193.909,3497.6,42871.14,39373.54,2179.152,2010.17,4189.322,0.8132616875182228%,50.0%,50.0%,100.0%,0.0%,0.7907616875182228%,52.25%,52.25%,100.0%,0.0%,zeros,local-global,11.717878787878789,0.1
298,1.6243655681610107,30,7,0.8,400,400,3000,1,1,24,14179.631,42672.366,28492.735,3252.8,45925.166,42672.366,2477.851,2083.183,4561.034,0.8057616875182227%,50.75%,50.75%,100.0%,0.0%,0.7882616875182228%,52.5%,52.5%,100.0%,0.0%,zeros,local-global,11.717878787878789,0.1
302,1.2192745208740234,31,1,0.8,400,400,3000,1,1,20,14179.631,39047.182,24867.551,2916.8,41963.982,39047.182,2250.407,1743.179,3993.586,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,0.8057616875182227%,50.75%,50.75%,100.0%,0.0%,zeros,local-global,12.121909090909092,0.1
303,0.9692189693450928,31,2,0.8,400,400,3000,1,1,14,14179.631,32329.26,18149.629,3088.0,35417.26,32329.26,1925.143,1501.88,3427.023,0.7907616875182228%,52.25%,52.25%,100.0%,0.0%,0.8457616875182228%,46.75%,46.75%,100.0%,0.0%,zeros,local-global,12.121909090909092,0.1
297,1.8914251327514648,30,6,0.8,400,400,3000,1,1,29,14179.631,43187.554,29007.923,3040.0,46227.554,43187.554,2287.37,2397.865,4685.235,0.7882616875182228%,52.5%,52.5%,100.0%,0.0%,0.8032616875182228%,51.0%,51.0%,100.0%,0.0%,zeros,local-global,11.717878787878789,0.1
307,1.093245267868042,31,6,0.8,400,400,3000,1,1,15,14179.631,29075.155,14895.524,2876.8,31951.955,29075.155,1792.776,1377.058,3169.834,0.7882616875182228%,52.5%,52.5%,100.0%,0.0%,0.8032616875182228%,51.0%,51.0%,100.0%,0.0%,zeros,local-global,12.121909090909092,0.1
305,1.590358018875122,31,4,0.8,400,400,3000,1,1,24,14179.631,33512.533,19332.902,3304.0,36816.533,33512.533,1863.65,2347.387,4211.037,0.7782616875182228%,53.5%,53.5%,100.0%,0.0%,0.8182616875182228%,49.5%,49.5%,100.0%,0.0%,zeros,local-global,12.121909090909092,0.1
306,1.4013166427612305,31,5,0.8,400,400,3000,1,1,21,14179.631,36988.242,22808.611,3179.2,40167.442,36988.242,2227.917,1812.036,4039.953,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,0.7957616875182228%,51.75%,51.75%,100.0%,0.0%,zeros,local-global,12.121909090909092,0.1
309,1.1722643375396729,31,8,0.8,400,400,3000,1,1,17,14179.631,33644.046,19464.415,3094.4,36738.446,33644.046,1996.895,1610.694,3607.589,0.8107616875182228%,50.25%,50.25%,100.0%,0.0%,0.8082616875182228%,50.5%,50.5%,100.0%,0.0%,zeros,local-global,12.121909090909092,0.1
304,2.1574857234954834,31,3,0.8,400,400,3000,1,1,33,14179.631,51645.899,37466.268,3256.0,54901.899,51645.899,2633.141,3314.732,5947.873,0.7807616875182228%,53.25%,53.25%,100.0%,0.0%,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,zeros,local-global,12.121909090909092,0.1
308,1.4173192977905273,31,7,0.8,400,400,3000,1,1,22,14179.631,39326.369,25146.738,3200.0,42526.369,39326.369,2415.704,2052.535,4468.239,0.8057616875182227%,50.75%,50.75%,100.0%,0.0%,0.7882616875182228%,52.5%,52.5%,100.0%,0.0%,zeros,local-global,12.121909090909092,0.1
312,1.2762863636016846,32,1,0.8,400,400,3000,1,1,20,14179.631,39047.182,24867.551,2916.8,41963.982,39047.182,2250.407,1743.179,3993.586,0.7932616875182228%,52.0%,52.0%,100.0%,0.0%,0.8057616875182227%,50.75%,50.75%,100.0%,0.0%,zeros,local-global,12.525939393939394,0.1
311,1.3503036499023438,32,0,0.8,400,400,3000,1,1,20,14179.631,30159.868,15980.237,3568.0,33727.868,30159.868,1719.499,2163.7,3883.199,0.8457616875182228%,46.75%,46.75%,100.0%,0.0%,0.7857616875182228%,52.75%,52.75%,100.0%,0.0%,zeros,local-global,12.525939393939394,0.1
310,1.5093400478363037,31,9,0.8,400,400,3000,1,1,24,14179.631,38711.462,24531.831,3436.8,42148.262,38711.462,2313.517,2147.764,4461.281,0.8132616875182228%,50.0%,50.0%,100.0%,0.0%,0.7907616875182228%,52.25%,52.25%,100.0%,0.0%,zeros,local-global,12.121909090909092,0.1
313,0.9902229309082031,32,2,0.8,400,400,3000,1,1,14,14179.631,32329.26,18149.629,3088.0,35417.26,32329.26,1925.143,1501.88,3427.023,0.7907616875182228%,52.25%,52.25%,100.0%,0.0%,0.8457616875182228%,46.75%,46.75%,100.0%,0.0%,zeros,local-global,12.525939393939394,0.1
